Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Gear (Calculated)* (position)
50746,-8.59,-3.12,12.98,8,0.20,2169,0.00,0.00,14.72,16,36.25,35.50,106,4.35,-10.50,6.68,1.50,0.00,-2.01,1.57,0.70,0.00,0.00,13.80,6
50836,-10.16,-3.12,13.09,8,0.18,2142,0.00,0.00,15.34,16,35.90,35.50,106,4.06,-10.71,6.49,1.50,0.00,-2.01,1.57,0.70,0.00,0.00,13.60,6
50925,-10.94,-3.12,13.21,8,0.16,2120,0.00,0.00,14.72,16,35.90,35.50,104,3.92,-10.89,6.24,1.48,0.00,-2.01,1.18,0.70,0.00,0.00,13.50,6
51014,-10.94,-3.12,13.67,8,0.16,2178,0.00,0.00,14.72,16,30.62,35.50,104,3.77,-11.04,5.76,1.44,0.00,-2.01,0.78,0.68,0.00,0.00,13.70,6
51103,0.00,-3.12,13.78,10,0.15,2135,0.00,0.00,14.70,16,16.56,30.50,104,3.63,-11.27,5.46,1.44,0.00,-2.01,0.00,0.64,0.00,0.00,13.80,6
51192,0.00,0.00,14.01,10,0.12,2090,0.00,0.00,14.70,16,1.80,10.50,104,3.34,-11.29,5.24,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,13.90,6
51281,0.00,0.00,14.36,10,0.12,2124,0.00,0.00,14.70,16,-13.32,-1.50,104,3.34,-11.29,4.29,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,13.90,6
51370,0.00,0.00,14.70,10,0.12,2070,0.00,0.00,14.70,16,-15.08,-10.50,104,3.48,-11.25,4.29,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,13.90,6
51460,0.00,0.00,17.00,10,0.12,2096,0.00,0.00,14.70,16,-15.08,-15.50,104,3.48,-11.22,4.26,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,14.00,6
51548,0.00,0.00,18.95,10,0.12,2044,0.00,0.00,14.70,16,-15.08,-15.50,104,3.48,-11.22,4.23,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,14.30,6
51637,0.00,0.00,21.25,10,0.12,2046,0.00,0.00,14.70,16,-15.08,-15.50,104,3.48,-11.18,4.24,1.32,0.00,-2.01,0.00,0.64,0.00,0.00,15.00,6
51727,0.00,0.00,23.43,10,0.12,2022,0.00,0.00,14.70,16,-15.08,-15.50,104,3.48,-11.18,4.23,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,16.80,6
51816,0.00,0.00,23.31,10,0.13,1996,0.00,0.00,14.70,16,-15.08,-15.50,104,3.48,-11.16,4.24,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,19.00,6
51905,0.00,0.00,23.31,10,0.13,2028,0.00,0.00,14.70,16,-15.08,-15.50,104,3.48,-11.16,4.24,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,21.60,6
51994,0.00,0.00,23.31,10,0.13,1971,0.00,0.00,14.70,16,-12.97,-15.50,104,3.48,-11.12,4.29,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,24.90,6
52083,0.00,0.00,23.54,10,0.13,1951,0.00,0.00,14.70,16,-13.32,-14.00,104,3.63,-11.16,4.24,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,30.70,6
52172,0.00,0.00,23.77,10,0.13,1958,0.00,0.00,14.70,16,-12.97,-13.00,104,3.48,-11.16,4.23,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,30.70,6
52262,0.00,0.00,23.77,10,0.13,1920,0.00,0.00,14.70,16,-11.91,-12.00,104,3.48,-11.16,4.24,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,36.40,6
52351,0.00,0.00,23.43,10,0.13,1930,0.00,0.00,14.70,16,-11.56,-11.50,104,3.48,-11.18,4.23,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,52.20,6
52439,0.00,0.00,23.77,10,0.13,1916,0.00,0.00,14.70,16,-9.10,-11.50,104,3.48,-11.18,4.29,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,63.70,6
55247,-5.47,-3.12,13.44,8,0.29,762,0.00,0.00,14.69,16,9.88,17.50,102,5.66,-9.11,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,6
55336,-5.47,-3.12,13.44,8,0.30,760,0.00,0.00,14.69,16,9.88,17.50,102,5.66,-9.05,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,6
55425,-5.47,-3.12,13.67,8,0.30,763,0.00,0.00,14.69,16,9.88,17.50,102,5.66,-8.99,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,6
55514,-5.47,-3.12,13.67,8,0.30,763,0.00,0.00,14.69,16,9.88,17.50,102,5.80,-8.91,3.78,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,6
55604,-5.47,-3.12,13.67,8,0.30,785,0.00,0.00,14.69,16,9.88,17.00,102,5.80,-8.89,3.88,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.70,6
55692,-6.25,-3.12,13.55,8,0.29,788,0.00,0.00,14.69,16,9.88,16.50,102,5.80,-8.88,3.88,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,6
55781,-6.25,-3.12,13.55,8,0.28,800,0.00,0.00,14.69,16,9.88,13.50,102,5.80,-8.88,3.88,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,6
55870,-6.25,-3.12,13.78,8,0.28,801,0.00,0.00,14.69,16,9.88,12.00,102,5.80,-8.91,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,6
55960,-5.47,-3.12,13.78,8,0.28,808,0.00,0.00,14.69,16,9.88,11.50,102,5.80,-8.95,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,6
56048,-5.47,-3.12,14.24,8,0.28,815,0.00,0.00,14.69,16,9.88,11.00,102,5.66,-8.97,3.78,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,6
56137,-5.47,-3.12,14.24,8,0.28,813,0.00,0.00,14.69,16,9.88,11.50,102,5.66,-8.97,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,6
56227,-5.47,-3.12,14.47,8,0.28,798,0.00,0.00,14.69,16,9.88,11.00,102,5.66,-8.99,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,6
56315,-5.47,-3.12,14.59,8,0.29,807,0.00,0.00,14.69,16,9.88,11.50,102,5.66,-8.97,3.80,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,6
56405,-5.47,-3.12,14.59,8,0.28,815,0.00,0.00,14.69,16,9.88,11.50,102,5.66,-8.97,3.85,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,6
56493,-5.47,-3.12,14.70,8,0.28,820,0.00,0.00,14.69,16,9.88,10.50,102,5.66,-8.99,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,6
56582,-5.47,-3.12,14.70,8,0.28,819,0.00,0.00,14.69,16,9.88,9.50,102,5.66,-9.01,3.80,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,6
56672,-4.69,-3.12,14.81,8,0.28,817,0.00,0.00,14.69,16,9.88,9.50,102,5.66,-9.01,3.80,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,6
56761,-4.69,-3.12,14.93,8,0.28,819,0.00,0.00,14.69,16,9.88,9.50,102,5.66,-9.01,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,6
56850,-4.69,-3.12,14.93,8,0.28,815,0.00,0.00,14.69,16,9.88,10.50,102,5.66,-9.01,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,6
56938,-4.69,-3.12,15.16,8,0.28,806,0.00,0.00,14.69,16,9.88,10.00,102,5.66,-9.01,3.80,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,6
57027,-3.91,-3.12,15.27,8,0.28,812,0.00,0.00,14.69,16,9.88,10.50,102,5.66,-9.01,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.00,6
57117,-3.91,-3.12,15.27,8,0.29,806,0.00,0.00,14.69,16,9.88,9.50,102,5.66,-9.01,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.00,6
57205,-3.91,-3.12,15.27,8,0.29,809,0.00,0.00,14.69,16,9.88,10.50,102,5.66,-9.01,3.83,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.10,6
57295,-3.91,-3.12,15.04,8,0.28,819,0.00,0.00,14.69,16,9.88,9.00,102,5.66,-8.97,3.85,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.20,6
57384,-4.69,-3.12,15.04,8,0.28,812,0.00,0.00,14.69,16,9.88,9.50,102,5.66,-9.01,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.20,6
57473,-4.69,-3.12,14.93,8,0.28,823,0.00,0.00,14.69,16,9.88,10.00,102,5.66,-9.03,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.20,6
57562,-4.69,-3.12,14.81,8,0.28,817,0.00,0.00,14.69,16,9.88,10.50,102,5.66,-9.03,3.80,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.20,6
57652,-4.69,-3.12,14.81,8,0.28,810,0.00,0.00,14.69,16,9.88,9.50,102,5.66,-9.07,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.10,6
57740,-3.91,-3.12,14.93,8,0.28,819,0.00,0.00,14.69,16,9.88,9.00,102,5.66,-9.01,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.10,6
57830,-3.91,-3.12,15.04,8,0.28,812,0.00,0.00,14.69,16,9.88,9.50,102,5.66,-9.05,3.78,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.00,6
57919,-3.91,-3.12,14.93,8,0.28,823,0.00,0.00,14.69,16,9.88,10.00,102,5.66,-9.01,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.00,6
58007,-3.91,-3.12,15.04,8,0.27,818,0.00,0.00,14.70,16,9.88,9.50,102,5.66,-9.03,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.00,6
58097,-3.91,-3.12,15.16,8,0.27,828,0.00,0.00,14.70,16,9.88,8.00,102,5.66,-9.09,3.80,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.00,6
58186,-3.12,-3.12,15.04,8,0.30,836,0.00,0.00,13.55,16,9.88,8.50,102,5.66,-9.03,3.78,1.32,0.00,-1.08,0.39,0.66,0.00,0.00,15.00,6
58274,-3.91,-3.12,15.16,8,0.34,820,0.00,0.00,13.01,16,9.88,9.50,102,5.80,-8.86,4.46,1.36,0.00,-1.08,1.18,0.68,0.00,0.00,15.20,6
58365,-3.91,-3.12,15.04,8,0.36,865,0.00,0.00,13.75,16,10.94,8.50,102,5.95,-8.60,4.95,1.40,0.00,-1.08,1.18,0.70,0.00,0.00,15.20,6
58453,-3.12,-3.12,15.16,8,0.36,912,0.00,0.00,14.68,16,13.05,10.00,102,6.24,-8.33,5.18,1.42,0.00,-1.08,3.14,0.74,0.00,0.00,15.10,6
58542,-3.12,-3.12,15.04,8,0.44,1036,0.00,0.00,12.54,16,15.86,12.50,102,6.82,-7.72,6.86,1.54,0.00,-1.08,3.92,0.78,0.00,0.00,15.10,6
58631,-3.91,-3.12,15.16,8,0.45,1110,0.00,0.00,13.92,16,19.73,15.50,102,7.11,-7.39,7.90,1.60,0.00,-1.08,3.92,0.78,0.00,0.00,15.10,6
58721,-4.69,-3.12,14.81,8,0.41,1247,0.00,0.00,15.28,16,23.95,17.50,102,7.55,-7.14,8.47,1.64,0.00,-1.08,4.31,0.80,0.00,0.00,15.00,6
58810,-7.03,-3.12,14.59,8,0.39,1423,0.00,0.00,14.68,16,28.16,25.00,102,7.55,-7.33,8.78,1.64,0.00,-1.39,4.31,0.80,0.00,0.00,14.70,6
58898,-6.25,-3.12,14.13,8,0.38,1465,0.00,0.00,14.68,16,28.87,27.50,102,7.40,-7.44,9.00,1.66,0.00,-1.39,4.71,0.82,0.00,0.00,14.40,6
58988,-3.91,-3.12,14.24,8,0.39,1508,0.00,0.00,14.68,16,29.22,28.50,102,7.25,-7.52,9.36,1.68,0.00,-1.39,4.71,0.82,0.00,0.00,14.50,6
59076,0.78,-3.12,14.81,8,0.39,1549,0.00,0.00,14.68,16,29.57,28.50,102,7.11,-7.54,9.81,1.70,0.00,-1.39,5.10,0.82,0.00,0.00,15.00,6
59165,4.69,-3.12,15.62,8,0.39,1566,0.00,0.00,14.69,16,29.57,29.00,100,7.11,-7.58,10.04,1.70,0.00,-1.39,5.10,0.82,0.00,0.00,15.00,6
59254,6.25,-3.12,16.65,8,0.39,1584,0.00,0.00,14.69,16,29.92,29.50,100,7.11,-7.58,10.19,1.72,0.00,-1.39,5.10,0.82,0.00,0.00,16.00,6
59343,6.25,-3.12,16.77,8,0.39,1601,0.00,0.00,14.69,16,29.92,29.50,100,7.11,-7.58,10.39,1.74,0.00,-1.39,5.49,0.82,0.00,0.00,16.50,6
59432,4.69,-3.12,16.54,8,0.41,1613,0.00,0.00,14.68,16,29.92,29.50,100,7.11,-7.50,10.50,1.74,0.00,-1.70,5.88,0.84,0.00,0.00,16.40,6
59522,3.91,-3.12,15.73,8,0.42,1620,0.00,0.00,14.68,16,30.27,29.50,100,7.25,-7.37,11.21,1.78,0.00,-1.70,5.88,0.84,0.00,0.00,15.90,6
59611,4.69,-3.12,15.39,8,0.42,1633,0.00,0.00,14.68,16,30.27,29.50,100,7.40,-7.31,11.31,1.78,0.00,-1.70,5.88,0.84,0.00,0.00,15.40,6
59700,4.69,-3.12,15.16,8,0.42,1627,0.00,0.00,14.68,16,29.92,29.50,100,7.40,-7.29,11.41,1.78,0.00,-1.70,5.88,0.84,0.00,0.00,15.00,6
59789,5.47,-3.12,14.93,8,0.45,1574,0.00,0.00,14.68,16,29.57,29.50,100,7.55,-7.19,11.62,1.78,0.00,-1.39,6.27,0.84,0.00,0.00,15.10,6
59878,5.47,-3.12,15.04,8,0.48,1536,0.00,0.00,14.67,16,29.22,29.00,100,7.55,-6.92,11.84,1.80,0.00,-1.39,6.67,0.86,0.00,0.00,15.00,6
59967,5.47,-3.12,15.04,8,0.50,1509,0.00,0.00,14.67,16,28.52,28.50,100,7.98,-6.57,12.06,1.82,0.00,-1.39,6.67,0.86,0.00,0.00,15.00,6
60056,4.69,-3.12,14.93,8,0.52,1414,0.00,0.00,14.66,16,27.81,28.00,100,8.27,-6.28,12.34,1.82,0.00,-1.39,6.67,0.86,0.00,0.00,15.00,6
60145,3.12,-3.12,14.70,8,0.55,1386,0.00,0.00,14.66,16,27.46,27.00,100,8.56,-5.98,12.45,1.82,0.00,-1.39,7.06,0.88,0.00,0.00,14.80,6
60234,1.56,-3.12,13.90,8,0.57,1347,0.00,0.00,14.66,16,27.11,26.50,100,9.00,-5.67,12.62,1.84,0.00,-1.39,7.06,0.88,0.00,0.00,14.50,6
60323,1.56,-3.12,13.90,8,0.59,1312,0.00,0.00,14.66,16,26.76,26.50,100,9.29,-5.30,12.94,1.86,0.00,-1.39,7.45,0.88,0.00,0.00,14.30,6
60412,3.12,-3.12,14.01,8,0.61,1284,0.00,0.00,14.65,16,26.41,26.00,100,9.58,-4.97,12.94,1.86,0.00,-1.39,7.45,0.88,0.00,0.00,14.30,6
60501,3.12,-3.12,14.47,8,0.63,1270,0.00,0.00,14.17,16,26.05,26.00,100,9.87,-4.74,12.99,1.86,0.00,-1.39,7.45,0.90,0.00,0.00,14.50,6
60590,3.12,-3.12,14.59,8,0.66,1238,0.00,0.00,14.23,16,26.05,25.50,100,10.16,-4.29,13.45,1.86,0.00,-1.39,7.84,0.90,0.00,0.00,14.60,6
60680,3.12,-3.12,14.59,8,0.67,1232,0.00,0.00,14.65,16,25.70,25.50,100,10.74,-3.96,13.39,1.86,0.00,-1.39,7.84,0.90,0.00,0.00,14.60,6
60768,1.56,-2.34,14.59,8,0.67,1210,0.00,0.00,14.65,16,25.70,25.00,100,10.88,-3.69,13.51,1.86,0.00,-1.39,8.24,0.90,0.00,0.00,14.60,6
60858,0.78,-2.34,14.36,8,0.67,1241,0.00,0.00,14.65,16,26.05,25.00,100,11.03,-3.48,13.51,1.88,0.00,-1.39,8.24,0.92,0.00,0.00,14.50,6
60946,0.78,-2.34,14.24,8,0.66,1255,0.00,0.00,14.66,16,26.05,25.50,100,11.32,-3.40,13.81,1.90,0.00,-1.39,8.63,0.94,0.00,0.00,14.40,6
61035,2.34,-2.34,14.36,8,0.67,1286,0.00,0.00,14.66,16,26.41,26.00,100,11.32,-3.38,14.11,1.88,0.00,-1.39,8.63,0.94,0.00,0.00,14.50,6
61125,3.12,-2.34,14.47,8,0.66,1301,0.00,0.00,14.66,16,26.76,26.00,100,11.32,-3.35,14.23,1.90,0.00,-1.39,9.02,0.94,0.00,0.00,14.60,6
61215,3.91,0.00,14.81,8,0.68,1334,0.00,0.00,14.11,16,26.76,26.00,100,11.32,-3.33,14.48,1.94,0.00,-1.39,9.41,0.96,0.00,0.00,14.80,6
61303,3.91,0.00,15.04,8,0.71,1370,0.00,0.00,14.65,16,27.11,26.00,100,11.46,-3.17,15.61,1.98,0.00,-1.39,10.20,0.98,0.00,0.00,15.20,6
61393,3.91,0.00,15.04,8,0.71,1389,0.00,0.00,14.66,16,27.46,26.50,100,11.61,-3.04,16.10,1.98,0.00,-1.08,10.59,1.00,0.00,0.00,15.10,6
61484,3.12,0.00,14.81,8,0.71,1413,0.00,0.00,14.66,16,27.81,27.00,100,11.75,-2.92,16.36,2.00,0.00,-1.08,10.98,1.00,0.00,0.00,14.80,6
61570,2.34,0.00,14.59,8,0.72,1473,0.00,0.00,14.66,16,28.16,27.00,100,11.75,-2.88,16.86,2.02,0.00,-1.08,10.98,1.00,0.00,0.00,14.80,6
61659,3.12,0.00,14.59,8,0.71,1491,0.00,0.00,14.66,16,28.52,27.50,100,11.90,-2.80,17.64,2.02,0.00,-1.08,11.37,1.02,0.00,0.00,14.70,6
61748,3.12,0.00,14.70,8,0.71,1551,0.00,0.00,14.66,16,28.87,28.00,100,11.90,-2.75,18.02,2.04,0.00,-1.08,11.76,1.04,0.00,0.00,14.70,6
61838,3.91,0.00,14.70,8,0.73,1574,0.00,0.00,14.66,16,28.87,28.50,100,12.04,-2.63,18.41,2.06,0.00,-1.08,12.16,1.04,0.00,0.00,14.70,6
61926,3.91,0.00,14.70,8,0.73,1578,0.00,0.00,14.66,16,29.57,28.50,100,12.04,-2.59,19.11,2.08,0.00,-1.08,12.16,1.04,0.00,0.00,14.80,6
62016,2.34,0.00,14.59,8,0.72,1640,0.00,0.00,14.66,16,29.57,29.00,100,12.04,-2.61,19.27,2.08,0.00,-1.08,12.55,1.04,0.00,0.00,14.70,6
62105,2.34,0.00,14.70,8,0.74,1668,0.00,0.00,14.66,16,30.27,29.00,100,12.04,-2.59,19.66,2.10,0.00,-1.08,12.94,1.06,0.00,0.00,14.60,6
62194,3.91,0.00,14.59,8,0.74,1709,0.00,0.00,14.67,16,30.27,29.50,100,12.04,-2.61,20.54,2.10,0.00,-0.77,12.94,1.06,0.00,0.00,14.60,6
62283,3.91,0.00,14.70,8,0.75,1736,0.00,0.00,14.66,16,30.98,29.50,100,12.04,-2.57,21.47,2.14,0.00,-0.77,13.33,1.08,0.00,0.00,14.70,6
62372,2.34,0.00,14.70,8,0.76,1774,0.00,0.00,14.67,16,30.98,30.00,100,12.04,-2.53,21.58,2.14,0.00,-0.77,13.73,1.08,0.00,0.00,14.70,6
62461,3.12,0.00,14.70,8,0.77,1787,0.00,0.00,14.66,16,31.33,30.50,100,12.19,-2.44,22.52,2.18,0.00,-0.77,14.12,1.10,0.00,0.00,14.60,6
62550,3.91,0.00,14.70,8,0.78,1855,0.00,0.00,14.66,16,31.68,30.50,100,12.33,-2.38,23.41,2.18,0.00,-0.77,14.51,1.12,0.00,0.00,14.60,6
62639,3.12,0.00,14.70,8,0.78,1858,0.00,0.00,14.41,16,31.68,31.00,100,12.33,-2.28,24.05,2.20,0.00,-0.77,14.51,1.12,0.00,0.00,14.70,6
62729,3.12,0.00,14.70,8,0.77,1890,0.00,0.00,14.67,16,32.38,31.50,100,12.48,-2.26,24.37,2.22,0.00,-0.46,14.90,1.12,0.00,0.00,14.70,6
62817,2.34,0.00,14.70,8,0.78,1953,0.00,0.00,14.38,16,32.38,32.00,100,12.48,-2.20,24.68,2.22,0.00,-0.46,15.29,1.14,0.00,0.00,14.60,6
62906,3.12,0.00,14.59,8,0.78,1971,0.00,0.00,14.67,16,32.73,32.00,99,12.62,-2.11,25.23,2.22,0.00,-0.46,15.69,1.14,0.00,0.00,14.60,6
62995,2.34,0.00,14.59,8,0.78,2027,0.00,0.00,14.68,16,33.09,32.50,99,12.62,-2.07,26.19,2.26,0.00,-0.46,15.69,1.16,0.00,0.00,14.60,6
63085,3.12,0.00,14.47,8,0.79,2043,0.00,0.00,14.68,16,33.44,32.50,99,12.62,-2.01,26.64,2.26,0.00,-0.15,16.08,1.16,0.00,0.00,14.60,6
63174,2.34,0.00,14.47,8,0.79,2084,0.00,0.00,14.68,16,33.44,33.00,99,12.77,-1.97,26.64,2.26,0.00,-0.15,16.47,1.18,0.00,0.00,14.60,6
63264,3.12,0.00,14.47,8,0.79,2130,0.00,0.00,14.68,16,33.79,33.00,99,12.77,-1.90,27.69,2.28,0.00,-0.15,16.47,1.18,0.00,0.00,14.60,6
63352,2.34,0.00,14.70,8,0.81,2164,0.00,0.00,14.68,16,34.14,33.00,99,12.77,-1.84,28.50,2.30,0.00,0.15,16.86,1.20,0.00,0.00,14.60,6
63441,2.34,0.00,14.47,8,0.82,2178,0.00,0.00,14.68,16,34.49,33.50,99,12.91,-1.76,28.98,2.32,0.00,0.15,17.25,1.20,0.00,0.00,14.60,6
63530,2.34,0.00,14.47,8,0.83,2252,0.00,0.00,14.37,16,34.14,34.00,99,12.91,-1.74,29.80,2.32,0.00,0.46,17.65,1.22,0.00,0.00,14.60,6
63620,2.34,0.00,14.59,8,0.86,2250,0.00,0.00,14.67,16,34.14,34.00,99,13.06,-1.66,31.23,2.36,0.00,0.46,17.65,1.22,0.00,0.00,14.60,6
63708,0.78,0.00,14.59,8,0.87,2300,0.00,0.00,14.67,16,34.49,34.00,99,13.06,-1.62,32.13,2.36,0.00,0.46,18.04,1.22,0.00,0.00,14.50,6
63798,0.78,0.00,14.13,8,0.88,2346,0.00,0.00,14.67,16,34.49,34.00,99,13.06,-1.57,33.58,2.38,0.00,0.77,18.04,1.24,0.00,0.00,14.40,6
63887,0.00,0.00,14.13,8,0.89,2359,0.00,0.00,14.38,16,34.84,34.00,99,13.20,-1.55,34.47,2.40,0.00,0.77,18.04,1.24,0.00,0.00,14.50,6
63976,-2.34,0.00,14.13,8,0.89,2440,0.00,0.00,14.67,16,35.90,34.50,99,13.20,-1.57,35.20,2.42,0.00,0.77,18.04,1.24,0.00,0.00,14.30,6
64065,-2.34,0.00,13.90,8,0.90,2444,0.00,0.00,14.36,16,36.25,35.50,99,13.20,-1.64,36.05,2.42,0.00,1.08,17.25,1.22,0.00,0.00,14.30,6
64154,-2.34,0.00,14.13,8,0.85,2488,0.00,0.00,14.68,16,37.66,35.00,99,12.91,-1.86,36.05,2.42,0.00,0.77,16.47,1.20,0.00,0.00,14.30,6
64244,-1.56,0.00,14.01,8,0.87,2545,0.00,0.00,14.69,16,38.01,37.00,99,12.62,-2.11,36.01,2.42,0.00,0.46,15.69,1.18,0.00,0.00,14.30,6
64332,-2.34,0.00,14.47,8,0.80,2566,0.00,0.00,14.69,16,39.77,37.50,99,12.62,-2.40,36.32,2.42,0.00,0.46,14.12,1.14,0.00,0.00,14.50,6
64421,-4.69,0.00,14.59,8,0.74,2582,0.00,0.00,14.93,16,40.12,38.50,99,11.75,-3.11,34.47,2.40,0.00,-0.15,12.94,1.08,0.00,0.00,14.40,6
64511,-3.12,0.00,14.13,8,0.70,2636,0.00,0.00,14.71,16,40.82,40.00,99,11.32,-3.50,30.68,2.34,0.00,-0.77,12.94,1.08,0.00,0.00,14.30,6
64599,-1.56,0.00,14.24,8,0.69,2674,0.00,0.00,14.98,16,41.17,40.00,99,11.17,-3.73,30.68,2.34,0.00,-0.77,12.94,1.06,0.00,0.00,14.80,6
64689,-0.78,0.00,14.93,8,0.68,2674,0.00,0.00,14.71,16,41.88,41.00,99,10.88,-3.87,31.40,2.34,0.00,-0.77,12.16,1.06,0.00,0.00,15.30,6
64778,-0.78,0.00,15.16,8,0.66,2730,0.00,0.00,14.71,16,42.23,41.50,99,10.74,-4.14,30.44,2.34,0.00,-0.77,12.16,1.04,0.00,0.00,15.10,6
64867,0.00,0.00,15.04,8,0.65,2726,0.00,0.00,14.71,16,42.23,42.00,99,10.45,-4.35,30.50,2.32,0.00,-0.77,11.37,1.04,0.00,0.00,15.10,6
64956,-0.78,0.00,14.93,8,0.62,2759,0.00,0.00,14.71,16,42.93,42.00,99,10.01,-4.78,29.56,2.28,0.00,-1.08,10.98,1.02,0.00,0.00,15.10,6
65046,-0.78,0.00,14.81,8,0.59,2770,0.00,0.00,14.71,16,42.93,42.50,99,9.87,-5.10,27.81,2.28,0.00,-1.70,10.20,1.00,0.00,0.00,14.80,6
65134,-0.78,0.00,14.59,8,0.56,2807,0.00,0.00,14.96,16,43.63,42.50,99,9.14,-5.61,26.75,2.26,0.00,-1.70,9.41,0.96,0.00,0.00,14.60,6
65224,-0.78,0.00,14.59,8,0.54,2813,0.00,0.00,14.72,16,43.63,43.00,99,8.85,-5.98,24.69,2.22,0.00,-2.32,9.41,0.96,0.00,0.00,14.60,6
65312,-0.78,0.00,14.70,8,0.51,2838,0.00,0.00,14.72,16,43.63,43.00,99,8.71,-6.23,24.48,2.20,0.00,-2.32,9.41,0.96,0.00,0.00,14.70,6
65401,0.00,0.00,14.70,8,0.49,2850,0.00,0.00,14.72,16,43.63,43.00,99,8.27,-6.44,24.16,2.20,0.00,-2.32,9.02,0.96,0.00,0.00,15.00,6
65490,1.56,-0.78,14.93,8,0.48,2852,0.00,0.00,14.72,16,43.98,43.00,99,8.13,-6.61,23.52,2.20,0.00,-2.32,8.63,0.94,0.00,0.00,15.30,6
65579,1.56,-0.78,15.04,8,0.47,2858,0.00,0.00,14.72,16,43.98,43.50,97,8.13,-6.73,22.89,2.18,0.00,-2.32,8.63,0.94,0.00,0.00,15.20,6
65668,1.56,-0.78,14.93,8,0.46,2900,0.00,0.00,14.72,16,43.98,43.50,97,7.84,-6.98,22.51,2.16,0.00,-2.32,8.63,0.94,0.00,0.00,15.20,6
65757,1.56,-0.78,14.81,8,0.45,2910,0.00,0.00,14.72,16,43.98,43.50,97,7.69,-7.17,22.05,2.14,0.00,-2.32,7.84,0.92,0.00,0.00,14.80,6
65847,1.56,-0.78,14.93,8,0.42,2908,0.00,0.00,14.72,16,43.98,43.50,97,7.55,-7.48,21.10,2.12,0.00,-2.32,7.45,0.90,0.00,0.00,15.00,6
