Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Coolant Temperature (F),Mass Airflow (g/s),A/F Sensor #1 (AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value)
14056,0.22,1178,192,7.44,14.24,25.35,26.50,8.42,-6.69,1.50,0.00,0.68,0.00,0.00,0.00,16
14120,0.20,1164,192,4.99,14.24,21.84,20.00,7.69,-7.72,1.38,0.00,0.68,0.00,0.00,0.00,16
14181,0.17,1223,192,4.53,14.47,19.73,12.00,6.82,-8.20,1.36,0.00,0.68,0.00,0.00,0.00,16
14245,0.15,1224,192,4.48,14.70,19.02,10.50,6.09,-8.59,1.36,0.00,0.64,0.00,0.00,0.00,16
14309,0.13,1210,192,4.02,14.70,16.91,10.50,5.66,-9.36,1.28,0.00,0.66,0.00,0.00,0.00,16
14373,0.12,1222,192,3.45,14.24,15.51,8.00,5.22,-9.61,1.24,0.00,0.66,0.00,0.00,0.00,16
14437,0.11,1217,192,3.36,14.13,14.10,8.00,4.79,-10.04,1.24,0.00,0.66,0.00,0.00,0.00,16
14502,0.10,1209,192,2.95,13.55,14.10,9.50,4.50,-10.27,1.22,0.00,0.66,0.00,0.00,0.00,16
14566,0.09,1252,192,2.92,13.67,14.10,6.00,4.21,-10.54,1.22,0.00,0.66,0.00,0.00,0.00,16
14630,0.09,1281,192,3.36,13.55,14.10,6.00,3.92,-10.85,1.26,0.00,0.66,0.00,0.00,0.00,16
14695,0.09,1255,192,4.02,13.32,14.10,6.50,3.77,-10.94,1.34,0.00,0.66,0.00,0.00,0.00,16
14759,0.11,1223,190,4.51,13.44,14.10,10.50,3.77,-10.98,1.38,0.00,0.66,0.00,0.00,0.00,16
14819,0.11,1255,190,4.73,13.21,14.10,7.00,3.77,-10.96,1.38,0.00,0.66,0.00,0.00,0.00,16
14884,0.11,1296,190,4.66,13.21,14.10,6.00,3.63,-11.08,1.38,0.00,0.66,0.00,0.00,0.00,16
14948,0.11,1296,190,4.73,13.67,14.10,7.50,3.48,-11.16,1.38,0.00,0.66,0.00,0.00,0.00,16
15012,0.12,1246,190,4.79,13.78,14.10,11.50,3.48,-11.20,1.40,0.00,0.66,0.00,0.00,0.00,16
15076,0.11,1232,190,4.85,13.90,14.10,7.00,3.48,-11.23,1.38,0.00,0.66,0.00,0.00,0.00,16
15140,0.11,1282,190,4.82,13.67,14.10,8.00,3.48,-11.27,1.38,0.00,0.66,0.00,0.00,0.00,16
15204,0.11,1275,190,4.82,13.44,14.10,10.50,3.34,-11.35,1.38,0.00,0.66,0.00,0.00,0.00,16
15270,0.11,1260,190,4.82,13.44,14.10,9.50,3.34,-11.35,1.40,0.00,0.66,0.00,0.00,0.00,16
15334,0.12,1266,190,4.85,13.44,14.10,10.50,3.34,-11.37,1.38,0.00,0.66,0.00,0.00,0.00,16
15398,0.11,1261,190,4.82,13.21,14.10,10.50,3.34,-11.39,1.38,0.00,0.66,0.00,0.00,0.00,16
15458,0.11,1276,190,4.73,12.98,14.10,9.50,3.19,-11.41,1.38,0.00,0.66,0.00,0.00,0.00,16
15522,0.12,1255,190,4.66,12.63,14.10,12.00,3.19,-11.45,1.38,0.00,0.66,0.00,0.00,0.00,16
15587,0.12,1231,190,4.79,12.29,14.10,14.50,3.34,-11.39,1.38,0.00,0.66,0.00,0.00,0.00,16
15651,0.13,1174,190,4.88,12.06,14.10,20.50,3.34,-11.33,1.40,0.00,0.66,0.00,0.00,0.00,16
15715,0.14,1131,190,4.88,11.83,14.10,22.00,3.48,-11.23,1.38,0.00,0.66,0.00,0.00,0.00,16
15780,0.15,1040,190,4.95,11.83,14.10,22.00,3.63,-11.14,1.40,0.00,0.66,0.00,0.00,0.00,16
15844,0.16,993,190,4.97,11.83,14.10,22.00,3.77,-10.91,1.40,0.00,0.66,0.00,0.00,0.00,16
15908,0.17,945,190,4.85,11.60,14.10,22.00,3.92,-10.81,1.38,0.00,0.66,0.00,0.00,0.00,16
15973,0.18,878,190,4.57,11.60,14.10,22.00,4.21,-10.62,1.34,0.00,0.66,0.00,0.00,0.00,16
16033,0.18,772,190,4.43,11.37,14.10,22.00,4.50,-10.19,1.36,0.00,0.66,0.00,0.00,0.00,16
16098,0.18,738,190,4.21,11.48,14.10,22.00,4.93,-9.94,1.32,0.00,0.66,0.00,0.00,0.00,16
16162,0.19,691,190,4.18,11.37,14.10,22.00,5.22,-9.51,1.34,0.00,0.66,0.00,0.00,0.00,16
16227,0.19,668,190,4.21,11.37,14.10,22.00,5.66,-9.48,1.34,0.00,0.66,0.00,0.00,0.00,16
16291,0.21,628,190,4.40,11.25,14.10,22.00,5.95,-9.07,1.34,0.00,0.64,0.00,0.00,0.00,16
16355,0.21,635,190,4.37,11.25,14.10,22.00,6.09,-8.62,1.36,0.00,0.64,0.00,0.00,0.00,16
16419,0.21,638,190,4.37,11.14,14.10,22.00,6.09,-8.43,1.36,0.00,0.66,0.00,0.00,0.00,16
16483,0.20,672,190,4.66,11.14,14.10,21.00,6.24,-8.22,1.36,0.00,0.66,0.00,0.00,0.00,16
16548,0.18,695,190,4.63,11.14,14.10,18.50,6.53,-8.10,1.36,0.00,0.66,0.00,0.00,0.00,16
16608,0.17,746,190,4.55,11.14,14.10,13.00,6.67,-8.04,1.36,0.00,0.64,0.00,0.00,0.00,16
16672,0.16,799,190,4.40,11.14,14.10,7.00,6.67,-8.12,1.34,0.00,0.66,0.00,0.00,0.00,16
16736,0.16,843,190,4.24,11.14,14.10,6.00,6.53,-8.20,1.32,0.00,0.64,0.00,0.00,0.00,16
16801,0.16,840,190,4.18,11.14,14.10,6.00,6.38,-8.35,1.32,0.00,0.64,0.00,0.00,0.00,16
16865,0.16,838,190,4.15,11.14,14.10,6.00,6.24,-8.47,1.34,0.00,0.64,0.00,0.00,0.00,16
16929,0.16,811,190,4.18,11.25,14.10,8.00,6.24,-8.53,1.34,0.00,0.64,0.00,0.00,0.00,16
16994,0.16,796,190,4.29,11.25,14.10,10.00,6.24,-8.53,1.34,0.00,0.66,0.00,0.00,0.00,16
17058,0.16,801,190,4.35,11.37,14.10,9.50,6.24,-8.53,1.34,0.00,0.64,0.00,0.00,0.00,16
17122,0.16,802,190,4.40,11.83,14.10,9.50,6.24,-8.51,1.36,0.00,0.66,0.00,0.00,0.00,16
17187,0.16,811,190,4.37,12.17,14.10,9.00,6.24,-8.49,1.36,0.00,0.64,0.00,0.00,0.00,16
17247,0.16,820,190,4.48,12.98,14.10,8.00,6.24,-8.49,1.34,0.00,0.66,0.00,0.00,0.00,16
17311,0.16,820,190,4.43,13.44,14.10,8.50,6.24,-8.49,1.34,0.00,0.64,0.00,0.00,0.00,16
17376,0.16,806,190,4.43,13.90,14.10,10.50,6.24,-8.51,1.36,0.00,0.64,0.00,0.00,0.00,16
17440,0.16,809,190,4.37,14.47,14.10,10.50,6.24,-8.49,1.36,0.00,0.64,0.00,0.00,0.00,16
17504,0.16,817,190,4.43,14.81,14.10,9.50,6.24,-8.53,1.36,0.00,0.64,0.00,0.00,0.00,16
17569,0.16,817,190,4.43,14.93,14.10,9.00,6.24,-8.51,1.34,0.00,0.66,0.00,0.00,0.00,16
17629,0.16,827,190,4.37,15.16,14.10,8.00,6.24,-8.53,1.34,0.00,0.64,0.00,0.00,0.00,16
17693,0.16,825,190,4.35,15.16,14.10,9.50,6.24,-8.53,1.34,0.00,0.64,0.00,0.00,0.00,16
17757,0.16,828,190,4.29,15.62,14.10,8.50,6.09,-8.59,1.36,0.00,0.64,0.00,0.00,0.00,16
17821,0.16,836,190,4.37,15.62,14.10,9.00,6.09,-8.59,1.36,0.00,0.66,0.00,0.00,0.00,16
17886,0.15,838,190,4.35,15.85,14.10,9.00,6.09,-8.60,1.34,0.00,0.66,0.00,0.00,0.00,16
17950,0.16,842,190,4.37,15.73,14.10,8.50,6.09,-8.62,1.34,0.00,0.64,0.00,0.00,0.00,16
18014,0.16,834,190,4.37,15.85,14.10,9.50,6.09,-8.62,1.34,0.00,0.64,0.00,0.00,0.00,16
18078,0.16,832,190,4.32,15.85,14.10,10.50,6.09,-8.66,1.36,0.00,0.64,0.00,0.00,0.00,16
18142,0.16,831,190,4.35,15.62,14.10,10.50,6.09,-8.62,1.34,0.00,0.64,0.00,0.00,0.00,16
18207,0.15,835,190,4.32,15.73,14.10,10.50,5.95,-8.68,1.34,0.00,0.64,0.00,0.00,0.00,16
18268,0.15,845,190,4.32,15.73,14.10,9.50,5.95,-8.68,1.34,0.00,0.64,0.00,0.00,0.00,16
18332,0.15,859,190,4.29,15.50,14.10,8.00,5.95,-8.70,1.34,0.00,0.64,0.00,0.00,0.00,16
18396,0.15,860,190,4.26,15.62,14.10,8.50,5.95,-8.78,1.32,0.00,0.64,0.00,0.00,0.00,16
18460,0.15,852,190,4.21,15.50,14.10,9.50,5.95,-8.80,1.34,0.00,0.66,0.00,0.00,0.00,16
18525,0.15,857,190,4.26,15.62,14.10,9.50,5.95,-8.80,1.34,0.00,0.64,0.00,0.00,0.00,16
18589,0.15,848,190,4.26,15.39,14.10,10.50,5.80,-8.84,1.36,0.00,0.66,0.00,0.00,0.00,16
18653,0.15,862,190,4.32,15.50,14.10,9.50,5.95,-8.84,1.34,0.00,0.64,0.00,0.00,0.00,16
18718,0.15,865,190,4.26,15.39,14.10,9.50,5.80,-8.82,1.34,0.00,0.64,0.00,0.00,0.00,16
18782,0.15,876,190,4.26,15.39,14.10,8.00,5.80,-8.89,1.32,0.00,0.64,0.00,0.00,0.00,16
18846,0.15,859,190,4.24,15.50,14.10,10.50,5.80,-8.88,1.34,0.00,0.64,0.00,0.00,0.00,16
18910,0.15,860,190,4.24,15.62,14.10,10.50,5.80,-8.89,1.34,0.00,0.66,0.00,0.00,0.00,16
18974,0.15,854,190,4.32,15.50,14.10,11.50,5.80,-8.88,1.34,0.00,0.64,0.00,0.00,0.00,16
19039,0.15,848,190,4.26,15.50,14.10,12.00,5.80,-8.88,1.34,0.00,0.64,0.00,0.00,0.00,16
19099,0.15,844,190,4.32,15.62,14.10,13.00,5.80,-8.88,1.34,0.00,0.66,0.00,0.00,0.00,16
19164,0.15,858,190,4.26,15.62,14.10,11.50,5.80,-8.86,1.34,0.00,0.66,0.00,0.00,0.00,16
19228,0.15,864,190,4.21,15.73,14.10,10.50,5.80,-8.89,1.34,0.00,0.64,0.00,0.00,0.00,16
19292,0.14,878,190,4.24,15.50,14.10,9.50,5.80,-8.95,1.32,0.00,0.64,0.00,0.00,0.00,16
19356,0.14,879,190,4.13,15.62,14.10,9.50,5.66,-8.99,1.32,0.00,0.66,0.00,0.00,0.00,16
19420,0.14,879,190,4.15,15.50,14.10,10.00,5.66,-9.05,1.32,0.00,0.66,0.00,0.00,0.00,16
19489,0.14,880,190,4.15,15.50,14.10,10.50,5.66,-9.09,1.32,0.00,0.66,0.00,0.00,0.00,16
19549,0.14,878,190,4.18,15.27,14.10,10.50,5.66,-9.07,1.32,0.00,0.66,0.00,0.00,0.00,16
19613,0.14,872,190,4.24,15.50,14.10,11.50,5.51,-9.13,1.32,0.00,0.66,0.00,0.00,0.00,16
19677,0.15,874,190,4.29,15.27,14.10,11.00,5.66,-9.07,1.34,0.00,0.66,0.00,0.00,0.00,16
19738,0.15,877,190,4.29,15.39,14.10,11.50,5.66,-9.11,1.34,0.00,0.66,0.00,0.00,0.00,16
19803,0.15,871,190,4.26,15.27,14.10,12.00,5.66,-9.09,1.34,0.00,0.66,0.00,0.00,0.00,16
19867,0.14,887,190,4.26,15.39,14.10,10.50,5.66,-9.13,1.34,0.00,0.66,0.00,0.00,0.00,16
19931,0.14,892,190,4.21,15.27,14.10,10.00,5.51,-9.11,1.34,0.00,0.66,0.00,0.00,0.00,16
19995,0.14,897,190,4.13,15.27,14.10,9.50,5.51,-9.15,1.32,0.00,0.66,0.00,0.00,0.00,16
20059,0.14,889,190,4.10,15.27,14.10,11.00,5.51,-9.20,1.34,0.00,0.66,0.00,0.00,0.00,16
20124,0.14,889,190,4.15,15.27,14.10,10.50,5.51,-9.24,1.34,0.00,0.64,0.00,0.00,0.00,16
20188,0.14,896,190,4.15,15.16,14.10,11.50,5.37,-9.26,1.34,0.00,0.64,0.00,0.00,0.00,16
20252,0.14,887,190,4.15,15.27,14.10,11.00,5.37,-9.26,1.32,0.00,0.66,0.00,0.00,0.00,16
20313,0.14,892,190,4.15,15.04,14.10,11.50,5.37,-9.28,1.32,0.00,0.66,0.00,0.00,0.00,16
20377,0.14,888,190,4.15,15.16,14.10,11.00,5.37,-9.30,1.32,0.00,0.66,0.00,0.00,0.00,16
20441,0.14,895,190,4.13,15.04,14.10,11.50,5.37,-9.30,1.32,0.00,0.66,0.00,0.00,0.00,16
20506,0.14,894,190,4.07,14.93,14.10,11.50,5.37,-9.34,1.32,0.00,0.64,0.00,0.00,0.00,16
20570,0.14,898,190,4.13,14.93,14.10,11.00,5.37,-9.36,1.32,0.00,0.66,0.00,0.00,0.00,16
20634,0.14,897,190,4.02,14.81,14.10,11.50,5.37,-9.36,1.30,0.00,0.64,0.00,0.00,0.00,16
20698,0.14,899,190,4.04,14.81,14.10,11.50,5.37,-9.38,1.30,0.00,0.66,0.00,0.00,0.00,16
20763,0.14,888,190,3.99,14.81,14.10,13.00,5.37,-9.38,1.32,0.00,0.66,0.00,0.00,0.00,16
20827,0.14,880,190,4.04,14.81,14.10,13.50,5.37,-9.38,1.32,0.00,0.66,0.00,0.00,0.00,16
20887,0.14,869,190,4.10,14.93,14.10,14.50,5.37,-9.36,1.34,0.00,0.66,0.00,0.00,0.00,16
20952,0.15,856,190,4.15,14.81,14.10,16.00,5.37,-9.32,1.34,0.00,0.66,0.00,0.00,0.00,16
21016,0.15,845,190,4.15,14.93,14.10,17.00,5.51,-9.24,1.32,0.00,0.66,0.00,0.00,0.00,16
21080,0.15,840,190,4.15,14.81,14.10,17.50,5.51,-9.24,1.32,0.00,0.66,0.00,0.00,0.00,16
21145,0.15,846,190,4.13,14.93,14.10,16.50,5.51,-9.20,1.32,0.00,0.66,0.00,0.00,0.00,16
21209,0.14,849,190,4.07,14.93,14.10,16.00,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
21273,0.14,848,190,4.04,15.04,14.10,15.50,5.51,-9.17,1.32,0.00,0.64,0.00,0.00,0.00,16
21338,0.14,858,190,4.02,15.04,14.10,15.00,5.51,-9.17,1.32,0.00,0.66,0.00,0.00,0.00,16
21402,0.14,860,190,3.99,15.04,14.10,14.50,5.51,-9.20,1.32,0.00,0.64,0.00,0.00,0.00,16
21463,0.14,857,190,3.93,14.93,14.10,14.50,5.51,-9.20,1.32,0.00,0.66,0.00,0.00,0.00,16
21527,0.14,864,190,3.93,14.93,14.10,14.00,5.51,-9.26,1.32,0.00,0.64,0.00,0.00,0.00,16
21591,0.13,880,190,3.93,14.81,14.10,12.00,5.37,-9.26,1.30,0.00,0.64,0.00,0.00,0.00,16
21655,0.13,888,190,3.88,14.93,14.10,11.50,5.37,-9.36,1.30,0.00,0.66,0.00,0.00,0.00,16
21720,0.13,883,190,3.83,14.81,14.10,12.00,5.37,-9.36,1.30,0.00,0.66,0.00,0.00,0.00,16
21784,0.13,889,190,3.83,14.70,14.10,11.50,5.37,-9.46,1.28,0.00,0.66,0.00,0.00,0.00,16
21848,0.13,872,190,3.83,14.59,14.10,13.50,5.22,-9.46,1.30,0.00,0.66,0.00,0.00,0.00,16
21912,0.13,864,190,3.83,14.59,14.10,14.00,5.22,-9.46,1.30,0.00,0.66,0.00,0.00,0.00,16
21977,0.14,858,190,3.83,14.70,14.10,15.00,5.22,-9.48,1.30,0.00,0.66,0.00,0.00,0.00,16
22037,0.13,852,190,3.85,14.47,14.10,15.50,5.22,-9.44,1.30,0.00,0.66,0.00,0.00,0.00,16
22102,0.14,854,190,3.88,14.59,14.10,15.50,5.22,-9.44,1.32,0.00,0.66,0.00,0.00,0.00,16
22166,0.14,854,190,3.91,14.36,14.10,15.00,5.37,-9.42,1.30,0.00,0.66,0.00,0.00,0.00,16
22230,0.14,854,190,3.88,14.59,14.10,15.00,5.22,-9.44,1.30,0.00,0.66,0.00,0.00,0.00,16
22294,0.13,856,190,3.86,14.47,14.10,14.50,5.37,-9.38,1.30,0.00,0.66,0.00,0.00,0.00,16
22358,0.13,856,190,3.86,14.70,14.10,14.50,5.22,-9.44,1.28,0.00,0.66,0.00,0.00,0.00,16
22423,0.13,863,190,3.83,14.70,14.10,14.00,5.22,-9.44,1.30,0.00,0.66,0.00,0.00,0.00,16
22488,0.13,870,190,3.83,14.70,14.10,13.00,5.22,-9.48,1.30,0.00,0.64,0.00,0.00,0.00,16
22552,0.13,869,190,3.83,14.81,14.10,13.00,5.22,-9.48,1.30,0.00,0.66,0.00,0.00,0.00,16
22616,0.13,863,190,3.78,14.81,14.10,14.00,5.22,-9.49,1.30,0.00,0.66,0.00,0.00,0.00,16
22677,0.14,863,190,3.80,14.81,14.10,15.50,5.22,-9.48,1.30,0.00,0.66,0.00,0.00,0.00,16
22741,0.14,844,190,3.86,14.81,14.10,15.50,5.22,-9.48,1.30,0.00,0.66,0.00,0.00,0.00,16
22805,0.14,845,190,3.86,14.81,14.10,15.00,5.22,-9.42,1.28,0.00,0.66,0.00,0.00,0.00,16
22870,0.13,850,190,3.83,14.81,14.10,15.50,5.22,-9.42,1.28,0.00,0.66,0.00,0.00,0.00,16
22934,0.13,854,190,3.80,14.81,14.10,14.50,5.22,-9.44,1.30,0.00,0.66,0.00,0.00,0.00,16
22998,0.13,850,190,3.78,14.81,14.10,13.50,5.22,-9.42,1.30,0.00,0.66,0.00,0.00,0.00,16
23063,0.13,861,190,3.73,14.93,14.10,13.50,5.22,-9.48,1.30,0.00,0.66,0.00,0.00,0.00,16
23127,0.13,864,190,3.70,14.93,14.10,13.00,5.22,-9.49,1.30,0.00,0.66,0.00,0.00,0.00,16
23187,0.13,863,190,3.73,14.93,14.10,13.50,5.08,-9.55,1.30,0.00,0.66,0.00,0.00,0.00,16
23251,0.13,862,190,3.73,14.81,14.10,13.50,5.22,-9.53,1.28,0.00,0.66,0.00,0.00,0.00,16
23316,0.13,859,190,3.73,14.93,14.10,14.00,5.08,-9.55,1.28,0.00,0.66,0.00,0.00,0.00,16
23380,0.13,852,190,3.76,14.93,14.10,14.50,5.22,-9.55,1.28,0.00,0.66,0.00,0.00,0.00,16
23444,0.13,852,190,3.73,14.81,14.10,14.50,5.22,-9.53,1.28,0.00,0.66,0.00,0.00,0.00,16
23509,0.13,859,190,3.76,14.81,14.10,14.00,5.22,-9.53,1.30,0.00,0.66,0.00,0.00,0.00,16
23573,0.13,842,190,3.76,14.81,14.10,15.50,5.22,-9.53,1.30,0.00,0.66,0.00,0.00,0.00,16
23634,0.13,850,190,3.76,14.70,14.10,14.50,5.22,-9.53,1.30,0.00,0.66,0.00,0.00,0.00,16
23698,0.13,840,190,3.76,14.70,14.10,15.50,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
23766,0.13,842,190,3.76,14.70,14.10,15.50,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
23826,0.13,841,190,3.73,14.70,14.10,15.50,5.22,-9.46,1.28,0.00,0.66,0.00,0.00,0.00,16
23891,0.13,838,190,3.70,14.70,14.10,15.50,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
23955,0.13,836,190,3.67,14.70,14.10,15.50,5.22,-9.48,1.30,0.00,0.66,0.00,0.00,0.00,16
24020,0.13,836,190,3.70,14.59,14.10,15.50,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
24084,0.13,840,190,3.70,14.70,14.10,15.00,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
24148,0.13,845,190,3.67,14.59,14.10,14.00,5.22,-9.49,1.28,0.00,0.66,0.00,0.00,0.00,16
24209,0.13,844,190,3.67,14.70,14.10,14.00,5.22,-9.53,1.28,0.00,0.66,0.00,0.00,0.00,16
24273,0.13,842,190,3.63,14.70,14.10,14.00,5.22,-9.51,1.26,0.00,0.66,0.00,0.00,0.00,16
24338,0.13,846,190,3.63,14.70,14.10,14.00,5.22,-9.53,1.28,0.00,0.66,0.00,0.00,0.00,16
24406,0.13,842,190,3.65,14.70,14.10,14.50,5.22,-9.53,1.28,0.00,0.64,0.00,0.00,0.00,16
24466,0.13,838,190,3.65,14.70,14.10,15.00,5.22,-9.53,1.28,0.00,0.66,0.00,0.00,0.00,16
24531,0.13,833,190,3.65,14.59,14.10,15.50,5.22,-9.51,1.28,0.00,0.66,0.00,0.00,0.00,16
24595,0.14,830,190,3.67,14.59,14.10,15.50,5.22,-9.51,1.28,0.00,0.66,0.00,0.00,0.00,16
24655,0.14,820,190,3.70,14.70,14.10,16.50,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
24720,0.13,822,190,3.70,14.59,14.10,16.00,5.22,-9.46,1.28,0.00,0.66,0.00,0.00,0.00,16
24784,0.13,826,190,3.67,14.70,14.10,15.50,5.22,-9.46,1.30,0.00,0.66,0.00,0.00,0.00,16
24848,0.13,828,190,3.65,14.70,14.10,15.50,5.22,-9.44,1.28,0.00,0.66,0.00,0.00,0.00,16
24913,0.13,830,190,3.65,14.70,14.10,15.00,5.22,-9.46,1.28,0.00,0.66,0.00,0.00,0.00,16
24977,0.13,834,190,3.63,14.59,14.10,14.00,5.22,-9.46,1.26,0.00,0.66,0.00,0.00,0.00,16
25042,0.13,843,190,3.63,14.70,14.10,13.50,5.22,-9.48,1.28,0.00,0.64,0.00,0.00,0.00,16
25103,0.13,838,190,3.63,14.59,14.10,14.00,5.22,-9.48,1.28,0.00,0.64,0.00,0.00,0.00,16
25167,0.13,840,190,3.58,14.59,14.10,13.50,5.22,-9.49,1.28,0.00,0.66,0.00,0.00,0.00,16
25231,0.13,840,190,3.63,14.59,14.10,14.00,5.22,-9.51,1.28,0.00,0.66,0.00,0.00,0.00,16
25296,0.13,834,190,3.63,14.47,14.10,14.00,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
25360,0.13,834,190,3.67,14.59,14.10,16.00,5.22,-9.48,1.28,0.00,0.64,0.00,0.00,0.00,16
25424,0.13,818,190,3.63,14.36,14.10,16.00,5.22,-9.46,1.28,0.00,0.66,0.00,0.00,0.00,16
25488,0.13,816,190,3.65,14.47,14.10,15.50,5.22,-9.46,1.28,0.00,0.66,0.00,0.00,0.00,16
25552,0.13,816,190,3.65,14.47,14.10,15.50,5.22,-9.44,1.28,0.00,0.66,0.00,0.00,0.00,16
25617,0.13,820,190,3.63,14.59,14.10,15.50,5.22,-9.46,1.26,0.00,0.66,0.00,0.00,0.00,16
25681,0.13,819,190,3.63,14.59,14.10,15.50,5.22,-9.44,1.28,0.00,0.66,0.00,0.00,0.00,16
25741,0.13,827,190,3.60,14.59,14.10,14.00,5.22,-9.46,1.28,0.00,0.64,0.00,0.00,0.00,16
25806,0.13,828,190,3.60,14.81,14.10,14.00,5.22,-9.46,1.28,0.00,0.66,0.00,0.00,0.00,16
25870,0.13,822,190,3.60,14.81,14.10,14.50,5.37,-9.38,1.26,0.00,0.64,0.00,0.00,0.00,16
25934,0.13,823,190,3.60,14.81,14.10,14.50,5.37,-9.36,1.26,0.00,0.64,0.00,0.00,0.00,16
25998,0.13,813,190,3.58,14.81,14.10,15.50,5.37,-9.32,1.26,0.00,0.66,0.00,0.00,0.00,16
26063,0.13,813,190,3.56,14.81,14.10,15.50,5.37,-9.32,1.28,0.00,0.66,0.00,0.00,0.00,16
26128,0.13,820,190,3.52,14.81,14.10,14.50,5.37,-9.30,1.26,0.00,0.66,0.00,0.00,0.00,16
26192,0.13,821,190,3.49,14.81,14.10,14.00,5.37,-9.34,1.26,0.00,0.64,0.00,0.00,0.00,16
26256,0.13,810,190,3.49,14.81,14.10,15.50,5.37,-9.36,1.26,0.00,0.66,0.00,0.00,0.00,16
26317,0.13,808,190,3.49,14.81,14.10,15.50,5.37,-9.36,1.28,0.00,0.66,0.00,0.00,0.00,16
26384,0.13,817,190,3.56,14.70,14.10,14.50,5.37,-9.36,1.28,0.00,0.64,0.00,0.00,0.00,16
26445,0.13,816,190,3.52,14.81,14.10,14.50,5.37,-9.36,1.26,0.00,0.66,0.00,0.00,0.00,16
26509,0.13,828,190,3.56,14.81,14.10,13.00,5.37,-9.38,1.26,0.00,0.66,0.00,0.00,0.00,16
26573,0.13,822,190,3.56,14.81,14.10,14.00,5.37,-9.38,1.26,0.00,0.66,0.00,0.00,0.00,16
26637,0.13,824,190,3.56,14.81,14.10,13.50,5.37,-9.40,1.26,0.00,0.66,0.00,0.00,0.00,16
26702,0.13,823,190,3.52,14.93,14.10,14.00,5.22,-9.44,1.28,0.00,0.66,0.00,0.00,0.00,16
26766,0.13,826,190,3.52,15.04,14.10,13.50,5.22,-9.44,1.28,0.00,0.66,0.00,0.00,0.00,16
26830,0.13,828,190,3.56,15.16,14.10,13.50,5.22,-9.48,1.26,0.00,0.66,0.00,0.00,0.00,16
26894,0.13,832,190,3.56,15.16,14.10,13.00,5.22,-9.48,1.26,0.00,0.66,0.00,0.00,0.00,16
26955,0.13,828,190,3.56,15.27,14.10,12.00,5.22,-9.48,1.26,0.00,0.66,0.00,0.00,0.00,16
27019,0.13,828,190,3.56,15.27,14.10,13.50,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
27084,0.13,830,190,3.56,15.27,14.10,13.00,5.22,-9.51,1.28,0.00,0.66,0.00,0.00,0.00,16
27148,0.13,826,190,3.56,15.27,14.10,14.00,5.22,-9.48,1.28,0.00,0.66,0.00,0.00,0.00,16
27213,0.13,832,190,3.58,15.27,14.10,13.00,5.22,-9.49,1.26,0.00,0.66,0.00,0.00,0.00,16
27277,0.13,838,190,3.58,15.27,14.10,12.50,5.22,-9.51,1.26,0.00,0.66,0.00,0.00,0.00,16
27341,0.13,836,190,3.56,15.16,14.10,13.00,5.22,-9.53,1.26,0.00,0.66,0.00,0.00,0.00,16
27405,0.13,836,190,3.56,15.16,14.10,13.00,5.08,-9.55,1.28,0.00,0.66,0.00,0.00,0.00,16
27470,0.12,841,190,3.56,15.16,14.10,12.50,5.08,-9.57,1.28,0.00,0.66,0.00,0.00,0.00,16
27530,0.13,835,190,3.58,15.16,14.10,13.00,5.08,-9.57,1.28,0.00,0.66,0.00,0.00,0.00,16
27594,0.13,833,190,3.58,15.04,14.10,13.50,5.08,-9.57,1.26,0.00,0.66,0.00,0.00,0.00,16
27658,0.13,833,190,3.56,14.93,14.10,13.50,5.08,-9.59,1.26,0.00,0.66,0.00,0.00,0.00,16
27722,0.13,843,190,3.58,14.81,14.10,12.50,5.08,-9.57,1.28,0.00,0.66,0.00,0.00,0.00,16
27786,0.13,843,190,3.58,14.93,14.10,12.00,5.08,-9.61,1.28,0.00,0.66,0.00,0.00,0.00,16
27851,0.13,847,190,3.56,14.81,14.10,12.00,5.08,-9.63,1.28,0.00,0.66,0.00,0.00,0.00,16
27915,0.12,849,190,3.52,14.81,14.10,11.50,5.08,-9.63,1.28,0.00,0.66,0.00,0.00,0.00,16
27979,0.13,854,190,3.56,14.70,14.10,13.00,5.08,-9.61,1.26,0.00,0.64,0.00,0.00,0.00,16
28043,0.13,844,190,3.56,14.70,14.10,12.50,5.08,-9.57,1.26,0.00,0.66,0.00,0.00,0.00,16
28108,0.13,846,190,3.58,14.70,14.10,12.50,5.08,-9.59,1.28,0.00,0.66,0.00,0.00,0.00,16
