Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Throttle Sensor Voltage (V),Coolant Temperature (F),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Turbo Dynamics Proportional* (absolute %)
125397,14.93,0.26,2220,0.00,0.00,16,41.88,41.50,7.98,-6.56,18.26,0.94,201,2.06,0.00,0.00
125464,15.50,0.26,2165,0.00,0.00,16,41.52,41.50,8.13,-6.46,18.65,0.94,201,2.06,0.00,0.00
125527,15.39,0.27,2101,0.00,0.00,16,40.47,40.00,8.27,-6.32,18.18,0.94,201,2.06,0.00,0.00
125590,14.93,0.26,1992,0.00,0.00,16,39.41,39.00,8.42,-6.21,17.95,0.94,201,2.02,0.00,0.00
125655,14.36,0.27,2020,0.00,0.00,16,40.12,39.00,8.56,-6.09,17.48,0.98,201,2.04,0.00,0.00
125718,13.78,0.32,2105,0.00,0.00,16,41.17,40.50,8.85,-5.38,19.66,1.02,201,2.12,0.00,0.00
125783,13.78,0.35,2079,0.00,0.00,16,40.47,40.00,9.43,-4.76,22.87,1.06,201,2.20,0.00,0.00
125843,14.36,0.36,2081,0.00,0.00,16,40.47,40.00,10.30,-4.14,24.52,1.08,201,2.22,0.00,0.00
125908,14.70,0.37,2128,0.00,0.00,16,40.47,39.50,10.59,-3.83,25.68,1.10,201,2.26,0.00,0.00
125971,14.47,0.38,2150,0.00,0.00,16,39.77,39.00,11.03,-3.44,26.62,1.10,201,2.26,0.00,0.00
126035,14.47,0.38,2149,0.00,0.00,16,39.06,38.50,11.32,-3.31,26.94,1.10,201,2.28,0.00,0.00
126099,14.47,0.37,2205,0.00,0.00,16,40.12,39.00,11.46,-3.21,27.04,1.10,201,2.28,0.00,0.00
126167,14.70,0.38,2218,0.00,0.00,16,39.06,39.00,11.46,-3.11,27.88,1.12,201,2.30,0.00,0.00
126228,14.81,0.37,2212,0.00,0.00,16,39.41,39.00,11.61,-3.07,27.77,1.12,201,2.30,0.00,0.00
126294,15.04,0.37,2264,0.00,0.00,16,40.47,40.00,11.61,-3.07,27.77,1.10,201,2.30,0.00,0.00
126358,14.93,0.37,2278,0.00,0.00,16,40.47,40.00,11.61,-3.27,28.30,1.08,201,2.32,0.00,0.00
126419,14.93,0.35,2304,0.00,0.00,16,41.52,41.00,11.17,-3.75,26.31,1.02,201,2.26,0.00,0.00
126483,14.93,0.33,2313,0.00,0.00,16,42.93,42.50,10.59,-4.39,23.35,0.98,201,2.18,0.00,0.00
126549,14.70,0.31,2346,0.00,0.00,16,43.98,43.50,10.01,-4.83,22.96,0.96,201,2.18,0.00,0.00
126613,14.24,0.30,2356,0.00,0.00,16,44.34,43.50,9.58,-5.16,22.88,0.96,201,2.18,0.00,0.00
126677,14.01,0.29,2374,0.00,0.00,16,45.04,44.50,9.43,-5.32,22.68,0.96,201,2.18,0.00,0.00
126741,14.24,0.29,2391,0.00,0.00,16,45.04,45.00,9.29,-5.38,22.77,0.96,201,2.18,0.00,0.00
126803,14.59,0.27,2404,0.00,0.00,16,45.39,45.00,9.29,-5.47,22.14,0.96,201,2.16,0.00,0.00
126868,14.93,0.28,2439,0.00,0.00,16,45.39,45.00,9.14,-5.55,22.41,0.96,201,2.20,0.00,0.00
126930,15.04,0.28,2445,0.00,0.00,16,45.39,45.00,9.14,-5.59,22.97,0.96,201,2.18,0.00,0.00
126995,15.16,0.28,2464,0.00,0.00,16,45.39,45.00,9.00,-5.69,22.88,0.96,201,2.18,0.00,0.00
127059,15.16,0.28,2475,0.00,0.00,16,45.39,44.50,9.00,-5.84,23.07,0.94,201,2.18,0.00,0.00
127122,15.04,0.26,2484,0.00,0.00,16,45.39,44.50,8.85,-6.52,18.49,0.84,201,2.18,0.00,0.00
127188,15.04,0.21,2476,0.00,0.00,16,44.34,43.50,8.13,-8.10,13.90,0.76,201,2.02,0.00,0.00
127250,14.81,0.17,2486,0.00,0.00,16,42.23,40.50,6.82,-8.76,10.64,0.72,201,1.86,0.00,0.00
127316,13.67,0.15,2499,0.00,0.00,16,39.77,38.50,5.95,-9.40,9.83,0.72,201,1.72,0.00,0.00
127380,12.52,0.14,2478,0.00,0.00,16,38.01,38.50,5.37,-9.80,7.77,0.72,201,1.70,0.00,0.00
127444,12.29,0.13,2456,0.00,0.00,16,36.95,37.00,4.93,-10.02,12.73,0.72,201,1.74,0.00,0.00
127506,12.52,0.12,2502,0.00,0.00,16,36.95,36.50,4.64,-10.17,7.87,0.72,201,1.72,0.00,0.00
127572,12.98,0.12,2556,0.00,0.00,16,36.95,36.50,4.50,-10.40,10.58,0.70,201,1.76,0.00,0.00
127636,14.24,0.12,2522,0.00,0.00,16,33.79,36.50,4.35,-10.73,11.95,0.66,201,1.74,0.00,0.00
127699,14.59,0.13,2458,0.00,0.00,16,21.84,30.50,3.92,-10.96,7.82,0.66,201,1.70,0.00,0.00
127762,14.93,0.13,2428,0.00,0.00,16,13.05,16.00,3.77,-10.98,10.64,0.66,201,1.74,0.00,0.00
127826,15.39,0.13,2369,0.00,0.00,16,1.45,4.00,3.77,-11.06,10.64,0.66,201,1.74,0.00,0.00
127891,16.31,0.13,2539,0.00,0.00,16,-10.16,-5.00,3.63,-11.06,10.58,0.66,201,1.76,0.00,0.00
127953,16.08,0.13,2493,0.00,0.00,16,-10.16,-10.50,3.63,-10.96,10.49,0.66,201,1.74,0.00,0.00
128018,17.57,0.13,2374,0.00,0.00,16,-10.16,-10.50,3.77,-10.87,10.33,0.66,201,1.72,0.00,0.00
128080,18.03,0.12,2442,0.00,0.00,16,-10.16,-10.50,3.92,-10.81,10.13,0.66,201,1.72,0.00,0.00
128146,18.49,0.11,2478,0.00,0.00,16,-10.16,-10.50,3.92,-10.79,9.88,0.64,201,1.68,0.00,0.00
128211,20.10,0.12,2414,0.00,0.00,16,-10.16,-10.50,3.92,-10.75,9.17,0.66,201,1.68,0.00,0.00
128275,22.74,0.12,2394,0.00,0.00,16,-10.16,-10.50,3.92,-10.73,9.61,0.66,201,1.70,0.00,0.00
128339,24.35,0.12,2393,0.00,0.00,16,-10.16,-10.50,3.92,-10.75,9.56,0.66,201,1.68,0.00,0.00
128401,24.35,0.12,2382,0.00,0.00,16,-10.16,-10.50,3.92,-10.71,9.44,0.64,201,1.70,0.00,0.00
128463,23.43,0.12,2346,0.00,0.00,16,-10.16,-10.50,3.92,-10.75,9.52,0.66,201,1.68,0.00,0.00
128528,23.54,0.11,2362,0.00,0.00,16,-10.16,-10.50,3.92,-10.79,8.91,0.66,201,1.66,0.00,0.00
128594,23.43,0.12,2336,0.00,0.00,16,-10.16,-10.50,3.92,-10.79,9.00,0.66,201,1.66,0.00,0.00
128655,23.43,0.11,2331,0.00,0.00,16,-10.16,-10.50,3.92,-10.81,8.87,0.66,201,1.64,0.00,0.00
128720,23.89,0.10,2327,0.00,0.00,16,-10.16,-10.50,3.92,-10.85,8.39,0.66,201,1.64,0.00,0.00
128786,23.43,0.11,2301,0.00,0.00,16,-10.16,-10.50,3.77,-10.87,8.11,0.66,201,1.62,0.00,0.00
128847,23.54,0.11,2298,0.00,0.00,16,-10.16,-10.50,3.77,-10.85,8.31,0.66,201,1.62,0.00,0.00
128913,23.89,0.11,2284,0.00,0.00,16,-10.16,-10.50,3.92,-10.83,8.27,0.68,201,1.62,0.00,0.00
128974,23.89,0.11,2284,0.00,0.00,16,-10.16,-10.50,3.92,-10.67,8.48,0.68,201,1.64,0.00,0.00
129042,23.89,0.12,2254,0.00,0.00,16,-10.16,-10.50,4.06,-10.58,8.60,0.70,201,1.64,0.00,0.00
129103,23.77,0.12,2258,0.00,0.00,16,-8.75,-9.50,4.21,-10.48,8.95,0.70,201,1.66,0.00,0.00
129168,23.89,0.11,2250,0.00,0.00,16,-5.23,-6.00,4.35,-10.38,8.64,0.70,203,1.64,0.00,0.00
129234,23.77,0.11,2221,0.00,0.00,16,-1.72,-2.50,4.21,-10.40,8.31,0.70,203,1.62,0.00,0.00
129296,24.00,0.12,2230,0.00,0.00,16,1.80,2.00,4.21,-10.54,8.65,0.70,203,1.66,0.00,0.00
129363,23.54,0.12,2204,0.00,0.00,16,5.31,5.50,4.06,-10.60,8.51,0.72,203,1.64,0.00,0.00
129423,23.54,0.11,2216,0.00,0.00,16,8.83,9.00,3.92,-10.75,8.47,0.72,203,1.64,0.00,0.00
129487,22.05,0.11,2193,0.00,0.00,16,11.64,11.00,3.92,-10.79,8.19,0.72,203,1.62,0.00,0.00
129554,19.75,0.10,2186,0.00,0.00,16,15.86,15.00,3.92,-10.89,7.70,0.68,203,1.54,0.00,0.00
129615,16.88,0.10,2178,0.00,0.00,16,4.96,2.00,3.48,-11.27,6.51,0.66,203,1.50,0.00,0.00
129681,15.04,0.09,2148,0.00,0.00,16,-3.48,-9.50,3.34,-11.39,6.59,0.66,203,1.52,0.00,0.00
129745,15.04,0.09,2172,0.00,0.00,16,-10.16,-10.50,3.34,-11.35,6.70,0.66,203,1.52,0.00,0.00
129807,14.59,0.09,2161,0.00,0.00,16,-10.16,-10.50,3.34,-11.25,6.59,0.66,203,1.52,0.00,0.00
129872,14.59,0.09,2122,0.00,0.00,16,-10.16,-10.50,3.48,-11.22,6.62,0.64,203,1.52,0.00,0.00
129936,14.81,0.09,2129,0.00,0.00,16,-10.16,-10.50,3.48,-11.22,6.44,0.66,203,1.52,0.00,0.00
129999,15.27,0.09,2122,0.00,0.00,16,-10.16,-10.50,3.48,-11.22,6.29,0.66,203,1.50,0.00,0.00
130063,16.08,0.09,2085,0.00,0.00,16,-10.16,-10.50,3.48,-11.22,6.22,0.66,203,1.50,0.00,0.00
130128,17.34,0.09,2072,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,6.18,0.66,203,1.48,0.00,0.00
130193,18.38,0.09,2073,0.00,0.00,16,-10.16,-10.50,3.48,-11.23,6.11,0.66,203,1.50,0.00,0.00
130256,20.56,0.09,2062,0.00,0.00,16,-10.16,-10.50,3.48,-11.23,5.94,0.64,203,1.48,0.00,0.00
130318,21.71,0.09,2038,0.00,0.00,16,-10.16,-10.50,3.48,-11.22,5.91,0.66,203,1.48,0.00,0.00
130383,23.54,0.09,2034,0.00,0.00,16,-10.16,-10.50,3.48,-11.20,5.94,0.66,203,1.46,0.00,0.00
130448,24.58,0.09,2038,0.00,0.00,16,-10.16,-10.50,3.48,-11.20,5.94,0.66,203,1.46,0.00,0.00
130509,24.23,0.09,2034,0.00,0.00,16,-10.16,-10.50,3.48,-11.22,6.04,0.66,203,1.48,0.00,0.00
130575,23.31,0.09,2010,0.00,0.00,16,-10.16,-10.50,3.48,-11.20,6.15,0.66,203,1.48,0.00,0.00
130641,23.43,0.09,2002,0.00,0.00,16,-10.16,-10.50,3.48,-11.20,6.22,0.66,203,1.48,0.00,0.00
130706,23.66,0.09,1999,0.00,0.00,16,-10.16,-10.50,3.48,-11.20,6.07,0.66,203,1.48,0.00,0.00
130770,23.66,0.09,1998,0.00,0.00,16,-9.45,-10.50,3.48,-11.22,6.00,0.66,203,1.48,0.00,0.00
130832,23.54,0.09,1985,0.00,0.00,16,-6.64,-10.00,3.48,-11.22,5.93,0.66,203,1.48,0.00,0.00
130894,23.54,0.09,1985,0.00,0.00,16,-3.83,-7.00,3.48,-11.22,6.04,0.66,203,1.48,0.00,0.00
130964,23.89,0.09,1980,0.00,0.00,16,-2.77,-6.00,3.48,-11.22,6.00,0.66,203,1.48,0.00,0.00
131023,23.77,0.09,1965,0.00,0.00,16,-4.18,-2.00,3.48,-11.22,6.00,0.66,203,1.48,0.00,0.00
131086,23.66,0.09,1954,0.00,0.00,16,-1.02,0.50,3.48,-11.22,5.94,0.64,203,1.46,0.00,0.00
131150,23.66,0.09,1938,0.00,0.00,16,2.50,4.50,3.48,-11.23,5.94,0.64,203,1.48,0.00,0.00
131213,24.12,0.09,1942,0.00,0.00,16,3.55,6.00,3.48,-11.25,5.81,0.66,203,1.46,0.00,0.00
131279,23.54,0.09,1937,0.00,0.00,16,4.96,4.50,3.48,-11.27,5.87,0.64,203,1.46,0.00,0.00
131343,23.89,0.09,1925,0.00,0.00,16,7.77,7.50,3.48,-11.27,5.87,0.66,203,1.46,0.00,0.00
131408,23.89,0.09,1909,0.00,0.00,16,11.64,11.50,3.48,-11.27,5.91,0.66,203,1.46,0.00,0.00
131471,23.66,0.09,1905,0.00,0.00,16,12.70,12.50,3.48,-11.27,5.85,0.66,203,1.46,0.00,0.00
131533,23.66,0.09,1902,0.00,0.00,16,13.40,13.00,3.48,-11.27,5.85,0.66,203,1.46,0.00,0.00
131597,23.77,0.09,1875,0.00,0.00,16,14.10,14.00,3.34,-11.29,5.81,0.66,203,1.46,0.00,0.00
131665,23.89,0.09,1864,0.00,0.00,16,14.10,14.00,3.48,-11.27,5.78,0.66,203,1.46,0.00,0.00
131725,23.89,0.10,1860,0.00,0.00,16,14.10,14.00,3.34,-11.29,5.91,0.66,203,1.46,0.00,0.00
131791,24.00,0.09,1850,0.00,0.00,16,14.10,14.00,3.34,-11.29,5.81,0.66,203,1.46,0.00,0.00
131852,23.54,0.09,1835,0.00,0.00,16,14.10,14.00,3.34,-11.33,5.85,0.66,203,1.46,0.00,0.00
131917,23.54,0.09,1823,0.00,0.00,16,14.10,14.00,3.34,-11.33,5.74,0.66,203,1.46,0.00,0.00
131980,23.66,0.10,1816,0.00,0.00,16,14.10,14.00,3.34,-11.35,5.85,0.66,203,1.46,0.00,0.00
132044,23.66,0.10,1807,0.00,0.00,16,14.10,14.00,3.34,-11.35,5.94,0.66,203,1.46,0.00,0.00
132110,23.89,0.10,1790,0.00,0.00,16,14.10,14.00,3.34,-11.35,5.87,0.66,203,1.46,0.00,0.00
132173,23.77,0.10,1779,0.00,0.00,16,14.10,14.00,3.34,-11.35,5.85,0.66,203,1.46,0.00,0.00
