Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),TGV Sensor Left (V),TGV Sensor Right (V)
40180,0.00,0.00,14.70,7,0.29,1200,0.00,0.00,11.77,16,10.59,19.00,64,4.64,-10.02,5.73,1.44,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
40276,0.00,0.00,14.70,7,0.29,1200,0.00,0.00,11.78,16,10.59,19.00,64,4.64,-10.02,5.76,1.44,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
40372,0.00,0.00,14.70,7,0.29,1198,0.00,0.00,11.84,16,10.59,18.50,64,4.79,-9.96,5.73,1.44,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
40468,0.00,0.00,14.70,7,0.29,1188,0.00,0.00,11.84,16,10.59,19.00,64,4.79,-9.96,5.73,1.44,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
40564,0.00,0.00,14.70,7,0.29,1180,0.00,0.00,11.85,16,10.59,19.00,64,4.79,-9.94,5.76,1.44,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
40659,0.00,0.00,14.70,7,0.30,1173,0.00,0.00,11.90,16,10.59,19.00,64,4.79,-9.88,5.79,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
40756,0.00,0.00,14.70,7,0.30,1172,0.00,0.00,11.92,16,10.59,19.00,64,4.79,-9.84,5.85,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
40852,0.00,0.00,14.70,7,0.30,1184,0.00,0.00,11.93,16,10.59,17.50,64,4.93,-9.78,5.89,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
40948,0.00,0.00,14.70,7,0.30,1183,0.00,0.00,11.98,16,10.59,16.50,64,4.93,-9.77,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.37
41043,0.00,0.00,14.70,7,0.30,1169,0.00,0.00,11.98,16,10.59,17.50,64,4.93,-9.75,5.89,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
41139,0.00,0.00,14.70,7,0.31,1164,0.00,0.00,12.00,16,10.23,17.00,64,4.93,-9.71,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
41235,0.00,0.00,14.70,7,0.31,1166,0.00,0.00,11.85,16,10.59,16.50,64,5.08,-9.65,6.02,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
41331,0.00,0.00,14.70,7,0.31,1159,0.00,0.00,11.89,16,10.59,16.50,64,5.08,-9.61,6.13,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
41427,0.00,0.00,14.70,7,0.31,1177,0.00,0.00,12.06,16,10.59,15.00,63,5.08,-9.59,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
41524,0.00,0.00,14.70,7,0.31,1166,0.00,0.00,11.91,16,10.59,15.50,63,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
41619,0.00,0.00,14.70,7,0.31,1184,0.00,0.00,12.11,16,10.59,14.50,63,5.08,-9.57,6.16,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
41715,0.00,0.00,14.70,7,0.32,1172,0.00,0.00,11.97,16,10.59,15.00,63,5.08,-9.55,6.24,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
41811,0.00,0.00,14.70,7,0.32,1176,0.00,0.00,11.98,16,10.59,13.00,63,5.22,-9.53,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
41907,0.00,0.00,14.70,7,0.32,1184,0.00,0.00,12.17,16,10.59,13.00,63,5.22,-9.51,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42003,0.00,0.00,14.70,7,0.32,1188,0.00,0.00,12.18,16,10.59,13.00,63,5.22,-9.53,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42100,0.00,0.00,14.70,7,0.32,1182,0.00,0.00,12.19,16,10.59,14.00,63,5.22,-9.53,6.16,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42195,0.00,0.00,14.70,7,0.32,1184,0.00,0.00,12.22,16,10.59,13.50,63,5.22,-9.53,6.24,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42291,0.00,0.00,14.70,7,0.31,1193,0.00,0.00,12.24,16,10.59,13.00,63,5.22,-9.53,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42387,0.00,0.00,14.70,7,0.32,1184,0.00,0.00,12.25,16,10.59,14.00,63,5.22,-9.53,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42483,0.00,0.00,14.70,7,0.32,1181,0.00,0.00,12.28,16,10.59,14.00,63,5.22,-9.49,6.31,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42579,0.00,0.00,14.70,7,0.32,1188,0.00,0.00,12.29,16,10.59,13.00,63,5.22,-9.48,6.38,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42675,0.00,0.00,14.70,7,0.32,1178,0.00,0.00,12.31,16,10.59,12.50,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42771,0.00,0.00,14.70,7,0.32,1199,0.00,0.00,12.34,16,10.59,12.00,63,5.22,-9.48,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42866,0.00,0.00,14.70,7,0.33,1176,0.00,0.00,12.35,16,10.59,13.50,63,5.22,-9.48,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
42962,0.00,0.00,14.70,7,0.32,1186,0.00,0.00,12.35,16,10.59,13.50,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43058,0.00,0.00,14.70,7,0.32,1181,0.00,0.00,12.37,16,10.59,13.00,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43154,0.00,0.00,14.70,7,0.32,1197,0.00,0.00,12.40,16,10.59,12.50,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43250,0.00,0.00,14.70,7,0.32,1192,0.00,0.00,12.41,16,10.59,13.50,63,5.22,-9.53,6.35,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43346,0.00,0.00,14.70,7,0.32,1194,0.00,0.00,12.42,16,10.59,14.00,63,5.22,-9.48,6.35,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43442,0.00,0.00,14.70,7,0.32,1186,0.00,0.00,12.45,16,10.59,14.00,63,5.22,-9.48,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43538,0.00,0.00,14.70,7,0.32,1174,0.00,0.00,12.46,16,10.59,15.50,63,5.22,-9.48,6.38,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43634,0.00,0.00,14.70,7,0.33,1189,0.00,0.00,12.48,16,10.59,13.00,63,5.22,-9.46,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43729,0.00,0.00,14.70,7,0.33,1183,0.00,0.00,12.50,16,10.59,14.00,63,5.22,-9.46,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43825,0.00,0.00,14.70,7,0.33,1198,0.00,0.00,12.51,16,10.59,12.50,63,5.22,-9.46,6.46,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
43922,0.00,0.00,14.70,7,0.33,1194,0.00,0.00,12.52,16,10.59,14.50,63,5.22,-9.46,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44017,0.00,0.00,14.70,7,0.32,1185,0.00,0.00,12.54,16,10.59,14.00,63,5.22,-9.46,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44113,0.00,0.00,14.70,7,0.32,1202,0.00,0.00,12.56,16,10.59,13.50,63,5.22,-9.48,6.46,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44209,0.00,0.00,14.70,7,0.32,1194,0.00,0.00,12.57,16,10.59,13.00,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44305,0.00,0.00,14.70,7,0.32,1196,0.00,0.00,12.60,16,10.59,13.00,63,5.22,-9.48,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44401,0.00,0.00,14.70,7,0.32,1196,0.00,0.00,12.61,16,10.59,13.00,63,5.22,-9.48,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44497,0.00,0.00,14.70,7,0.32,1196,0.00,0.00,12.62,16,10.59,13.50,63,5.22,-9.48,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44593,0.00,0.00,14.70,7,0.32,1197,0.00,0.00,12.64,16,10.59,13.00,63,5.22,-9.48,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44688,0.00,0.00,14.70,7,0.32,1196,0.00,0.00,12.65,16,10.59,13.00,63,5.22,-9.48,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44785,0.00,0.00,14.70,7,0.32,1184,0.00,0.00,12.67,16,10.59,14.50,63,5.22,-9.48,6.46,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44880,0.00,0.00,14.70,7,0.33,1183,0.00,0.00,12.69,16,10.59,14.50,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
44976,0.00,0.00,14.70,7,0.33,1190,0.00,0.00,12.70,16,10.59,13.50,63,5.22,-9.48,6.46,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45072,0.00,0.00,14.70,7,0.33,1182,0.00,0.00,12.71,16,10.59,14.50,63,5.22,-9.46,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45168,0.00,0.00,14.70,7,0.32,1197,0.00,0.00,12.72,16,10.59,13.00,63,5.22,-9.44,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45264,0.00,0.00,14.70,7,0.32,1186,0.00,0.00,12.75,16,10.59,14.00,63,5.22,-9.48,6.35,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45360,0.00,0.00,14.70,7,0.32,1201,0.00,0.00,12.76,16,10.59,13.00,63,5.22,-9.48,6.38,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45456,0.00,0.00,14.70,7,0.32,1192,0.00,0.00,12.77,16,10.59,14.00,63,5.22,-9.48,6.31,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45552,0.00,0.00,14.70,7,0.32,1189,0.00,0.00,12.79,16,10.59,13.00,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45648,0.00,0.00,14.70,7,0.33,1186,0.00,0.00,12.81,16,10.59,14.00,63,5.22,-9.48,6.46,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45744,0.00,0.00,14.70,7,0.32,1194,0.00,0.00,12.82,16,10.59,13.00,63,5.22,-9.48,6.46,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45840,0.00,0.00,14.70,7,0.32,1203,0.00,0.00,12.84,16,10.59,12.50,63,5.22,-9.48,6.46,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
45936,0.00,0.00,14.70,7,0.32,1199,0.00,0.00,12.85,16,10.59,12.50,63,5.22,-9.49,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46031,0.00,0.00,14.70,7,0.32,1199,0.00,0.00,12.86,16,10.59,13.00,63,5.22,-9.53,6.46,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46127,0.00,0.00,14.70,7,0.32,1190,0.00,0.00,12.88,16,10.59,14.00,63,5.22,-9.49,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46224,0.00,0.00,14.70,7,0.32,1214,0.00,0.00,12.89,16,10.59,11.50,63,5.22,-9.51,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46319,0.00,0.00,14.70,7,0.32,1202,0.00,0.00,12.90,16,10.59,13.00,63,5.22,-9.55,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46415,0.00,0.00,14.70,7,0.32,1203,0.00,0.00,12.92,16,10.59,13.00,63,5.08,-9.55,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.37
46511,0.00,0.00,14.70,7,0.32,1192,0.00,0.00,12.94,16,10.59,14.00,63,5.22,-9.53,6.46,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46607,0.00,0.00,14.70,7,0.32,1188,0.00,0.00,12.95,16,10.59,13.00,63,5.22,-9.53,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46703,0.00,0.00,14.70,7,0.32,1190,0.00,0.00,12.97,16,10.59,14.00,63,5.22,-9.49,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46799,0.00,0.00,14.70,7,0.32,1188,0.00,0.00,12.98,16,10.59,13.00,63,5.22,-9.48,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46895,0.00,0.00,14.59,7,0.32,1199,0.00,0.00,12.99,16,10.59,13.50,63,5.22,-9.48,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
46990,0.00,0.00,14.59,7,0.32,1186,0.00,0.00,13.01,16,10.59,14.00,63,5.22,-9.53,6.35,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47086,0.00,0.00,14.59,7,0.32,1200,0.00,0.00,13.02,16,10.59,13.00,63,5.22,-9.48,6.46,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47183,0.00,0.00,14.59,7,0.32,1190,0.00,0.00,13.03,16,10.59,15.00,63,5.22,-9.51,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47278,0.00,0.00,14.59,7,0.32,1193,0.00,0.00,13.04,16,10.59,14.00,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47374,0.00,0.00,14.59,7,0.32,1187,0.00,0.00,13.07,16,10.59,14.50,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47470,0.00,0.00,14.59,7,0.32,1200,0.00,0.00,13.08,16,10.59,13.00,63,5.22,-9.48,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47566,0.00,0.00,14.59,7,0.32,1201,0.00,0.00,13.09,16,10.59,13.00,63,5.22,-9.48,6.35,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47662,0.00,0.00,14.59,7,0.32,1203,0.00,0.00,13.11,16,10.59,13.00,63,5.22,-9.49,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47758,0.00,0.00,14.59,7,0.32,1198,0.00,0.00,13.12,16,10.59,13.50,63,5.22,-9.51,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47854,0.00,0.00,14.59,7,0.32,1190,0.00,0.00,13.14,16,10.59,14.50,63,5.22,-9.48,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
47949,0.00,0.00,14.59,7,0.32,1202,0.00,0.00,13.15,16,10.59,13.00,63,5.22,-9.48,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48046,0.00,0.00,14.47,7,0.32,1206,0.00,0.00,13.16,16,10.59,13.00,63,5.22,-9.53,6.42,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48142,0.00,0.00,14.47,7,0.32,1204,0.00,0.00,13.18,16,10.59,13.00,63,5.22,-9.53,6.35,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48237,0.00,0.00,14.47,7,0.32,1199,0.00,0.00,13.19,16,10.59,14.50,63,5.22,-9.53,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48333,0.00,0.00,14.47,7,0.32,1205,0.00,0.00,13.20,16,10.59,13.00,63,5.22,-9.53,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48429,0.00,0.00,14.47,7,0.32,1206,0.00,0.00,13.22,16,10.59,14.00,63,5.08,-9.55,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48525,0.00,0.00,14.47,7,0.32,1214,0.00,0.00,13.23,16,10.59,12.00,63,5.22,-9.53,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48621,0.00,0.00,14.47,7,0.32,1206,0.00,0.00,13.24,16,10.59,14.00,63,5.22,-9.53,6.35,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48717,0.00,0.00,14.47,7,0.32,1221,0.00,0.00,13.26,16,10.59,11.50,63,5.08,-9.53,6.35,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48813,0.00,0.00,14.47,7,0.32,1218,0.00,0.00,13.27,16,10.59,12.00,63,5.08,-9.57,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
48909,0.00,0.00,14.36,7,0.32,1220,0.00,0.00,13.29,16,10.59,12.00,63,5.08,-9.55,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49004,0.00,0.00,14.36,7,0.32,1222,0.00,0.00,13.30,16,10.59,11.50,63,5.08,-9.57,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49100,0.00,0.00,14.36,7,0.32,1212,0.00,0.00,13.32,16,10.59,13.00,63,5.08,-9.57,6.35,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49196,0.00,0.00,14.36,7,0.32,1210,0.00,0.00,13.33,16,10.59,13.50,63,5.08,-9.57,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49292,0.00,0.00,14.36,7,0.32,1192,0.00,0.00,13.35,16,10.59,14.50,61,5.08,-9.55,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49388,0.00,0.00,14.36,7,0.32,1211,0.00,0.00,13.37,16,10.59,13.00,61,5.08,-9.55,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49484,0.00,0.00,14.36,7,0.32,1193,0.00,0.00,13.38,16,10.59,15.00,61,5.08,-9.55,6.35,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49580,0.00,0.00,14.24,7,0.32,1210,0.00,0.00,13.39,16,10.59,13.00,61,5.22,-9.53,6.46,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49676,0.00,0.00,14.24,7,0.32,1194,0.00,0.00,13.40,16,10.59,14.00,61,5.22,-9.53,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49771,0.00,0.00,14.24,7,0.31,1210,0.00,0.00,13.42,16,10.59,13.00,61,5.22,-9.53,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49867,0.00,0.00,14.24,7,0.32,1198,0.00,0.00,13.43,16,10.59,14.00,61,5.08,-9.55,6.35,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
49964,0.00,0.00,14.24,7,0.32,1200,0.00,0.00,13.45,16,10.59,14.00,61,5.22,-9.53,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50059,0.00,0.00,14.24,7,0.32,1196,0.00,0.00,13.46,16,10.59,14.50,61,5.22,-9.53,6.42,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50155,0.00,0.00,14.13,7,0.32,1210,0.00,0.00,13.48,16,10.59,13.00,61,5.22,-9.53,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50251,0.00,0.00,14.13,7,0.32,1205,0.00,0.00,13.49,16,10.59,13.50,61,5.22,-9.53,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50347,0.00,0.00,14.13,7,0.32,1195,0.00,0.00,13.50,16,10.59,14.50,61,5.22,-9.53,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50443,0.00,0.00,14.13,7,0.32,1208,0.00,0.00,13.52,16,10.59,13.00,61,5.22,-9.53,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50538,0.00,0.00,14.13,7,0.32,1201,0.00,0.00,13.53,16,10.59,14.00,61,5.22,-9.53,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50634,0.00,0.00,14.13,7,0.32,1218,0.00,0.00,13.55,16,10.59,12.00,61,5.08,-9.55,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50731,0.00,0.00,14.13,7,0.32,1202,0.00,0.00,13.56,16,10.59,14.50,61,5.08,-9.57,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50827,0.00,0.00,14.13,7,0.32,1205,0.00,0.00,13.57,16,10.59,13.50,61,5.22,-9.53,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
50923,0.00,0.00,14.13,7,0.31,1214,0.00,0.00,13.58,16,10.59,12.50,61,5.08,-9.55,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51019,0.00,0.00,14.13,7,0.31,1212,0.00,0.00,13.60,16,10.59,13.00,61,5.08,-9.57,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51115,0.00,0.00,14.01,7,0.32,1203,0.00,0.00,13.61,16,10.59,14.00,61,5.08,-9.57,6.35,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51210,0.00,0.00,14.01,7,0.31,1210,0.00,0.00,13.62,16,10.59,13.00,61,5.08,-9.57,6.31,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51306,0.00,0.00,14.01,7,0.31,1208,0.00,0.00,13.64,16,10.59,13.50,61,5.08,-9.57,6.31,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51402,0.00,0.00,14.01,7,0.32,1201,0.00,0.00,13.65,16,10.59,14.00,61,5.08,-9.55,6.38,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51498,0.00,0.00,14.01,7,0.32,1199,0.00,0.00,13.67,16,10.59,14.00,61,5.08,-9.53,6.42,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51594,0.00,0.00,14.01,7,0.32,1205,0.00,0.00,13.68,16,10.59,14.00,61,5.22,-9.53,6.38,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51690,0.00,0.00,14.01,7,0.32,1206,0.00,0.00,13.70,16,10.59,13.50,61,5.22,-9.53,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51786,0.00,0.00,14.01,7,0.32,1203,0.00,0.00,13.72,16,10.59,14.00,61,5.22,-9.53,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51882,0.00,0.00,14.01,7,0.32,1203,0.00,0.00,13.73,16,10.59,14.00,61,5.22,-9.53,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
51978,0.00,0.00,13.90,7,0.32,1194,0.00,0.00,13.74,16,10.59,14.00,61,5.22,-9.53,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
52073,0.00,0.00,13.90,7,0.32,1202,0.00,0.00,13.75,16,10.59,14.00,61,5.22,-9.53,6.31,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
52170,0.00,0.00,13.90,7,0.31,1205,0.00,0.00,13.77,16,10.59,13.50,61,5.08,-9.57,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
52265,0.00,0.00,13.90,7,0.31,1208,0.00,0.00,13.78,16,10.59,13.00,61,5.08,-9.57,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
52361,0.00,0.00,13.90,7,0.31,1208,0.00,0.00,13.80,16,10.59,15.50,61,5.22,-9.55,6.27,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
52457,0.00,0.00,13.90,7,0.32,1192,0.00,0.00,13.81,16,10.59,14.50,61,5.22,-9.53,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
52552,0.00,0.00,13.90,7,0.32,1199,0.00,0.00,13.82,16,10.59,14.00,61,5.22,-9.53,6.35,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
52649,0.00,0.00,13.90,7,0.32,1200,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.53,6.35,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
52744,0.00,0.00,13.90,7,0.32,1201,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.55,6.35,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
52840,0.00,0.00,13.78,7,0.32,1186,0.00,0.00,13.84,16,10.59,15.50,61,5.22,-9.53,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
