Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F)
337223,-0.78,0.00,14.93,8,0.23,938,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.13,3.58,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
337311,-0.78,0.00,14.93,8,0.22,952,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.13,3.49,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
337401,-0.78,0.00,15.04,8,0.22,950,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.13,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
337490,-0.78,0.00,14.81,8,0.22,944,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.13,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
337578,0.00,0.00,15.04,8,0.23,952,0.00,0.00,13.07,16,14.10,12.50,95,4.50,-10.13,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
337668,0.00,0.00,15.27,8,0.22,954,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.13,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,180
337757,0.00,0.00,15.04,8,0.22,954,0.00,0.00,13.07,16,14.10,12.50,95,4.50,-10.15,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,180
337846,0.00,0.00,14.93,8,0.22,954,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.13,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
337935,0.00,0.00,15.27,8,0.22,953,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.15,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,180
338023,0.00,0.00,14.93,8,0.22,960,0.00,0.00,13.07,16,14.10,11.50,95,4.50,-10.15,3.58,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,180
338113,0.00,0.00,15.04,8,0.22,962,0.00,0.00,13.07,16,14.10,12.00,95,4.50,-10.17,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
338202,0.00,0.00,15.04,8,0.22,942,0.00,0.00,13.07,16,14.10,14.50,95,4.50,-10.17,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
338291,0.78,0.00,15.16,8,0.22,952,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.15,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,180
338379,0.00,0.00,15.04,8,0.22,948,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.15,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,180
338470,0.00,0.00,14.93,8,0.22,940,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.15,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
338559,0.00,0.00,14.81,8,0.22,949,0.00,0.00,13.07,16,14.10,14.50,95,4.50,-10.15,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
338647,0.00,0.00,14.81,8,0.22,951,0.00,0.00,13.07,16,14.10,13.50,95,4.50,-10.13,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
338736,0.00,0.00,14.81,8,0.22,943,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.13,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
338825,0.00,0.00,14.81,8,0.22,946,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.13,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
338914,0.00,0.00,14.70,8,0.22,953,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.15,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
339004,0.00,0.00,14.59,8,0.22,962,0.00,0.00,13.07,16,14.10,12.00,95,4.50,-10.13,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
339092,0.00,0.00,14.70,8,0.22,959,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.15,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
339182,0.00,0.00,14.81,8,0.22,955,0.00,0.00,13.07,16,14.10,13.50,95,4.50,-10.17,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
339270,0.00,0.00,14.70,8,0.23,954,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.15,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
339360,0.00,0.00,14.81,8,0.22,958,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.15,3.58,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
339449,0.78,0.00,15.04,8,0.22,970,0.00,0.00,13.07,16,14.10,11.50,95,4.50,-10.17,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
339538,0.78,0.00,15.04,8,0.22,967,0.00,0.00,13.07,16,14.10,12.50,95,4.50,-10.21,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
339627,0.78,0.00,14.81,8,0.22,958,0.00,0.00,13.07,16,14.10,13.50,95,4.50,-10.21,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
339716,0.78,0.00,15.04,8,0.22,960,0.00,0.00,13.07,16,14.10,12.50,95,4.50,-10.21,3.55,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
339805,0.78,0.00,14.93,8,0.22,966,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.21,3.52,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
339894,0.78,0.00,14.93,8,0.22,957,0.00,0.00,13.07,16,14.10,13.50,95,4.50,-10.21,3.52,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
339983,0.78,0.00,15.04,8,0.22,949,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.19,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340072,0.78,0.00,15.04,8,0.22,952,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.21,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340161,0.78,0.00,14.93,8,0.22,957,0.00,0.00,13.07,16,14.10,13.50,95,4.50,-10.17,3.49,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340250,0.78,0.00,14.93,8,0.22,954,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.19,3.49,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340339,0.78,0.00,14.81,8,0.22,960,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.21,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340428,0.78,0.00,14.81,8,0.22,956,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.21,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340517,0.78,0.00,14.81,8,0.22,957,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.19,3.52,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340606,0.78,0.00,14.81,8,0.22,968,0.00,0.00,13.07,16,14.10,12.50,95,4.50,-10.19,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340695,1.56,0.00,14.93,8,0.22,970,0.00,0.00,13.07,16,14.10,12.50,95,4.50,-10.23,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
340784,0.78,0.00,14.93,8,0.22,968,0.00,0.00,13.07,16,14.10,12.00,95,4.50,-10.21,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340873,0.78,0.00,14.70,8,0.22,967,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.23,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
340962,0.78,0.00,14.81,8,0.22,968,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.25,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,180
341052,0.78,0.00,14.81,8,0.22,964,0.00,0.00,13.07,16,14.10,15.50,95,4.50,-10.23,3.52,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
341140,0.78,0.00,14.70,8,0.22,955,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.21,3.49,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
341229,0.78,0.00,14.70,8,0.22,954,0.00,0.00,13.07,16,14.10,13.00,95,4.50,-10.21,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
341319,0.78,0.00,14.81,8,0.22,960,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.23,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
341408,0.78,0.00,14.70,8,0.22,957,0.00,0.00,13.07,16,14.10,14.00,95,4.50,-10.21,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
341496,0.78,0.00,14.70,8,0.22,946,0.00,0.00,11.83,16,14.10,14.00,95,4.50,-10.21,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
341585,0.78,0.00,14.81,8,0.22,961,0.00,0.00,13.16,16,14.10,13.50,95,4.50,-10.21,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
341675,0.78,0.00,14.70,8,0.22,963,0.00,0.00,13.16,16,14.10,13.50,95,4.50,-10.23,3.47,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
341764,0.78,0.00,14.70,8,0.22,962,0.00,0.00,13.16,16,14.10,13.00,95,4.50,-10.21,3.49,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
341853,0.78,0.00,14.59,8,0.22,966,0.00,0.00,13.16,16,14.10,13.00,95,4.50,-10.21,3.49,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
341942,0.78,0.00,14.70,8,0.22,960,0.00,0.00,13.16,16,14.10,14.00,95,4.50,-10.23,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
342031,0.78,0.00,14.70,8,0.22,955,0.00,0.00,13.16,16,14.10,14.00,95,4.50,-10.21,3.58,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
342120,0.78,0.00,14.70,8,0.22,962,0.00,0.00,13.16,16,14.10,13.50,95,4.50,-10.21,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
342209,0.78,0.00,14.81,8,0.22,968,0.00,0.00,13.16,16,14.10,13.00,95,4.50,-10.21,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
342298,0.78,0.00,14.70,8,0.22,963,0.00,0.00,13.16,16,14.10,13.50,95,4.50,-10.23,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
342387,0.78,0.00,14.70,8,0.22,957,0.00,0.00,13.16,16,14.10,14.00,95,4.50,-10.21,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
342477,0.78,0.00,14.70,8,0.22,948,0.00,0.00,13.16,16,14.10,14.00,95,4.50,-10.21,3.49,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
342565,0.78,0.00,14.70,8,0.22,944,0.00,0.00,13.16,16,14.10,15.50,95,4.50,-10.21,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
342654,0.78,0.00,14.70,8,0.22,950,0.00,0.00,13.16,16,14.10,14.50,95,4.50,-10.15,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,180
342743,0.78,0.00,14.81,8,0.22,952,0.00,0.00,13.16,16,14.10,13.00,95,4.50,-10.15,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
342832,0.78,0.00,14.70,8,0.22,946,0.00,0.00,13.16,16,14.10,15.00,95,4.50,-10.19,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
342922,1.56,0.00,14.70,8,0.22,948,0.00,0.00,13.16,16,14.10,15.00,95,4.50,-10.15,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
343011,0.78,0.00,14.70,8,0.22,941,0.00,0.00,13.16,16,14.10,16.00,95,4.50,-10.13,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,180
343100,0.78,0.00,14.70,8,0.22,933,0.00,0.00,13.16,16,14.10,16.00,95,4.50,-10.13,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
343189,1.56,0.00,14.59,8,0.22,942,0.00,0.00,13.16,16,14.10,16.50,95,4.64,-10.11,3.49,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
343278,0.78,0.00,14.81,8,0.23,928,0.00,0.00,13.16,16,14.10,15.00,95,4.64,-10.11,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
343366,0.78,0.00,14.70,8,0.22,944,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.11,3.49,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
343456,1.56,0.00,14.93,8,0.22,938,0.00,0.00,13.16,16,14.10,14.50,95,4.64,-10.11,3.49,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
343545,1.56,0.00,14.93,8,0.22,943,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.11,3.47,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
343634,1.56,0.00,14.70,8,0.22,944,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.09,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
343724,1.56,0.00,14.81,8,0.22,942,0.00,0.00,13.16,16,14.10,14.50,95,4.64,-10.11,3.47,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
343812,1.56,0.00,14.81,8,0.23,938,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.11,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
343900,0.78,0.00,14.70,8,0.23,935,0.00,0.00,13.16,16,14.10,14.50,95,4.64,-10.09,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
343989,1.56,0.00,14.93,8,0.23,934,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.11,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
344078,1.56,0.00,14.81,8,0.22,936,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.11,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
344168,1.56,0.00,14.70,8,0.22,940,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.07,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
344257,1.56,0.00,14.81,8,0.22,930,0.00,0.00,13.16,16,14.10,15.50,95,4.64,-10.09,3.49,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
344346,1.56,0.00,15.16,8,0.23,932,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.09,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
344435,1.56,0.00,14.81,8,0.23,932,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.06,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
344525,1.56,0.00,14.81,8,0.23,923,0.00,0.00,13.16,16,14.10,15.00,95,4.64,-10.06,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
344613,1.56,0.00,15.04,8,0.23,928,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
344703,1.56,0.00,14.81,8,0.23,932,0.00,0.00,13.16,16,14.10,13.50,95,4.64,-10.04,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
344791,1.56,0.00,14.70,8,0.23,927,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
344880,2.34,0.00,15.04,8,0.23,932,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
344970,1.56,0.00,14.93,8,0.23,939,0.00,0.00,13.16,16,14.10,13.00,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
345059,1.56,0.00,14.93,8,0.22,940,0.00,0.00,13.16,16,14.10,13.00,95,4.64,-10.06,3.52,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
345147,1.56,0.00,14.93,8,0.23,926,0.00,0.00,13.16,16,14.10,14.50,95,4.64,-10.06,3.52,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
345237,2.34,0.00,15.04,8,0.23,929,0.00,0.00,13.16,16,14.10,14.50,95,4.64,-10.07,3.55,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
345325,2.34,0.00,14.93,8,0.23,931,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
345414,2.34,0.00,14.81,8,0.23,918,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
345503,2.34,0.00,14.93,8,0.23,925,0.00,0.00,13.16,16,14.10,14.50,95,4.64,-10.06,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
345592,2.34,0.00,14.93,8,0.23,926,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
345681,2.34,0.00,14.93,8,0.23,923,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.06,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
345770,2.34,0.00,14.81,8,0.23,912,0.00,0.00,13.16,16,14.10,15.50,95,4.64,-10.06,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
345859,2.34,0.00,14.81,8,0.23,921,0.00,0.00,13.16,16,14.10,14.50,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
345948,2.34,0.00,14.93,8,0.23,914,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.04,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
346037,2.34,0.00,14.93,8,0.23,923,0.00,0.00,13.16,16,14.10,14.00,95,4.64,-10.06,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
346126,2.34,0.00,14.81,8,0.23,931,0.00,0.00,13.16,16,14.10,13.00,95,4.64,-10.02,3.58,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
346216,2.34,0.00,14.81,8,0.23,920,0.00,0.00,13.16,16,14.10,13.00,95,4.64,-10.04,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
346304,2.34,0.00,14.81,8,0.23,932,0.00,0.00,13.16,16,14.10,13.00,95,4.64,-10.06,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
346394,2.34,0.00,14.81,8,0.23,932,0.00,0.00,13.16,16,14.10,13.00,95,4.64,-10.06,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
346483,2.34,0.00,14.81,8,0.23,919,0.00,0.00,13.25,16,14.10,14.00,95,4.64,-10.04,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
346572,2.34,0.00,14.93,8,0.23,916,0.00,0.00,13.25,16,14.10,15.00,95,4.64,-10.06,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
346661,2.34,0.00,14.93,8,0.23,926,0.00,0.00,13.25,16,14.10,14.00,95,4.64,-10.04,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
346749,2.34,0.00,14.81,8,0.23,922,0.00,0.00,13.25,16,14.10,14.00,95,4.64,-10.04,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
346839,2.34,0.00,14.81,8,0.23,915,0.00,0.00,13.25,16,14.10,15.00,95,4.64,-10.06,3.52,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
346928,2.34,0.00,14.81,8,0.23,927,0.00,0.00,13.25,16,14.10,14.00,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
347017,2.34,0.00,14.81,8,0.23,933,0.00,0.00,13.25,16,14.10,13.00,95,4.64,-10.04,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
347106,2.34,0.00,14.81,8,0.23,927,0.00,0.00,13.25,16,14.10,14.00,95,4.64,-10.06,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
347195,2.34,0.00,14.81,8,0.23,932,0.00,0.00,13.25,16,14.10,14.00,95,4.64,-10.06,3.52,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
347284,2.34,0.00,14.70,8,0.24,928,0.00,0.00,13.24,16,14.10,14.00,95,4.64,-10.00,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
347373,2.34,0.00,14.70,8,0.25,936,0.00,0.00,13.24,16,14.10,14.00,95,4.79,-9.92,3.91,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
347462,2.34,0.00,14.81,8,0.25,944,0.00,0.00,13.24,16,14.10,10.50,95,4.79,-9.86,3.93,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
347551,2.34,0.00,14.81,8,0.25,979,0.00,0.00,13.25,16,14.10,8.50,95,4.79,-9.84,3.99,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
347640,2.34,0.00,14.70,8,0.24,984,0.00,0.00,13.25,16,14.10,8.00,95,4.79,-9.84,3.99,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,181
347729,2.34,0.00,14.59,8,0.25,978,0.00,0.00,13.25,16,14.10,10.00,95,4.79,-9.86,3.99,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,181
347818,3.12,0.00,14.93,8,0.24,991,0.00,0.00,12.21,16,14.10,8.50,95,4.79,-9.94,3.88,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,14.70,181
347907,2.34,0.00,14.81,8,0.28,989,0.00,0.00,11.92,16,14.10,14.00,95,4.79,-9.84,4.55,1.36,0.00,-1.70,0.78,0.68,0.00,0.00,14.70,181
347996,1.56,0.00,14.59,8,0.32,971,0.00,0.00,11.71,16,14.80,14.50,95,5.22,-9.59,4.95,1.40,0.00,-1.70,1.96,0.72,0.00,0.00,14.70,181
348085,1.56,0.00,14.47,8,0.38,1031,0.00,0.00,11.74,16,16.21,15.50,95,5.51,-9.15,5.73,1.46,0.00,-1.70,3.14,0.76,0.00,0.00,14.70,181
348175,1.56,0.00,14.59,8,0.43,1075,0.00,0.00,13.22,16,18.32,19.00,95,6.09,-8.41,7.61,1.60,0.00,-1.70,3.92,0.78,0.00,0.00,14.60,181
348263,1.56,0.00,13.90,8,0.42,1264,0.00,0.00,13.22,16,21.84,21.50,95,6.82,-7.97,8.39,1.62,0.00,-1.70,3.92,0.78,0.00,0.00,14.60,181
348353,-1.56,0.00,13.90,8,0.40,1360,0.00,0.00,13.23,16,25.00,24.00,95,6.96,-7.79,8.73,1.64,0.00,-1.70,4.31,0.80,0.00,0.00,14.50,181
348442,-2.34,0.00,13.78,8,0.39,1408,0.00,0.00,13.23,16,28.16,28.00,95,6.96,-7.75,9.22,1.66,0.00,-1.70,4.71,0.80,0.00,0.00,14.00,181
348530,-2.34,0.00,14.01,8,0.39,1433,0.00,0.00,13.23,16,28.16,28.00,95,6.96,-7.73,9.45,1.68,0.00,-1.70,4.71,0.80,0.00,0.00,14.00,181
348619,0.78,0.00,14.47,8,0.40,1431,0.00,0.00,11.89,16,27.81,28.00,95,7.11,-7.66,9.58,1.68,0.00,-1.70,4.71,0.82,0.00,0.00,14.30,181
348708,2.34,0.00,15.39,8,0.43,1401,0.00,0.00,13.22,16,27.81,27.50,95,7.25,-7.54,9.81,1.70,0.00,-1.70,4.71,0.82,0.00,0.00,14.30,181
348797,4.69,0.00,15.85,8,0.46,1378,0.00,0.00,13.22,16,27.46,27.00,95,7.40,-7.35,9.99,1.72,0.00,-1.70,5.10,0.82,0.00,0.00,14.80,181
348887,7.03,0.00,16.54,8,0.48,1386,0.00,0.00,13.22,16,27.46,27.00,95,7.55,-7.06,10.81,1.76,0.00,-1.70,5.49,0.84,0.00,0.00,15.90,181
348976,7.03,0.00,16.08,8,0.48,1388,0.00,0.00,13.22,16,27.81,27.50,95,7.98,-6.81,11.01,1.76,0.00,-1.70,5.88,0.84,0.00,0.00,16.30,181
349065,6.25,0.00,15.50,8,0.49,1398,0.00,0.00,13.22,16,27.81,27.00,95,8.13,-6.63,11.21,1.78,0.00,-1.70,5.88,0.84,0.00,0.00,16.00,181
349154,4.69,0.00,15.27,8,0.50,1405,0.00,0.00,13.22,16,27.81,27.00,95,8.27,-6.42,11.47,1.80,0.00,-1.70,5.88,0.84,0.00,0.00,15.50,181
349243,4.69,0.00,14.81,8,0.51,1392,0.00,0.00,13.22,16,27.46,27.00,95,8.42,-6.28,11.68,1.80,0.00,-1.70,5.88,0.84,0.00,0.00,15.10,181
349332,4.69,0.00,14.70,8,0.52,1386,0.00,0.00,13.22,16,27.46,27.00,95,8.56,-6.13,11.84,1.80,0.00,-1.70,5.88,0.84,0.00,0.00,14.80,181
349421,5.47,0.00,14.59,8,0.53,1368,0.00,0.00,13.22,16,27.11,27.00,95,8.71,-6.01,12.12,1.82,0.00,-1.70,6.27,0.86,0.00,0.00,14.70,181
349510,5.47,0.00,14.81,8,0.54,1342,0.00,0.00,13.22,16,27.11,27.00,95,8.85,-5.86,12.01,1.80,0.00,-1.70,6.27,0.86,0.00,0.00,14.70,181
349599,5.47,0.00,14.70,8,0.55,1322,0.00,0.00,13.22,16,26.76,26.50,95,8.85,-5.72,12.17,1.82,0.00,-1.70,6.27,0.86,0.00,0.00,14.70,181
349688,5.47,0.00,14.81,8,0.57,1310,0.00,0.00,14.42,16,26.41,26.00,95,9.14,-5.51,12.23,1.82,0.00,-1.70,6.67,0.86,0.00,0.00,14.80,181
349777,4.69,0.00,14.70,8,0.59,1248,0.00,0.00,13.21,16,26.05,26.00,95,9.43,-5.22,12.34,1.82,0.00,-1.70,6.67,0.86,0.00,0.00,14.70,181
