Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
25034,0.00,0.00,24.00,7,0.25,6510,0.00,0.00,13.62,16,11.99,11.50,54,4.79,-9.98,27.91,2.28,-10.06,0.00,0.66,14.80
25111,0.00,0.00,23.77,7,0.25,6421,0.00,0.00,13.64,16,11.99,11.50,54,4.79,-10.04,27.91,2.24,-10.06,0.00,0.66,14.80
25187,0.00,0.00,23.77,7,0.24,6421,0.00,0.00,13.67,16,11.99,11.50,54,4.64,-10.11,26.50,2.24,-10.06,0.00,0.66,14.80
25263,0.00,0.00,24.00,7,0.25,6329,0.00,0.00,13.73,16,11.99,11.50,54,4.50,-10.17,25.65,2.24,-10.06,0.00,0.66,14.80
25339,0.00,0.00,24.12,7,0.25,6219,0.00,0.00,13.75,16,11.99,11.50,55,4.50,-10.21,25.64,2.24,-10.06,0.00,0.66,14.80
25415,0.00,0.00,24.12,7,0.25,6219,0.00,0.00,13.81,16,11.99,11.50,55,4.50,-10.23,25.64,2.22,-10.06,0.00,0.66,14.80
25491,0.00,0.00,24.12,7,0.24,6102,0.00,0.00,13.85,16,11.99,11.50,55,4.50,-10.21,24.99,2.22,-10.06,0.00,0.66,14.80
25566,0.00,0.00,24.23,7,0.24,5995,0.00,0.00,13.89,16,11.99,11.50,55,4.50,-10.25,24.56,2.20,-10.06,0.00,0.66,14.80
25641,0.00,0.00,24.23,7,0.24,5868,0.00,0.00,13.93,16,11.99,11.50,55,4.50,-10.25,23.71,2.20,-10.06,0.00,0.66,14.80
25717,0.00,0.00,24.23,7,0.25,5868,0.00,0.00,13.96,16,11.99,11.50,55,4.50,-10.31,23.71,2.18,-9.13,0.00,0.66,14.80
25793,0.00,0.00,24.12,7,0.25,5796,0.00,0.00,14.02,16,11.99,11.50,55,4.35,-10.36,23.70,2.18,-9.13,0.00,0.66,14.80
25868,0.00,0.00,24.12,7,0.25,5664,0.00,0.00,14.05,16,11.99,11.50,55,4.35,-10.40,23.28,2.20,-7.58,0.00,0.66,14.80
25944,0.00,0.00,24.23,7,0.25,5597,0.00,0.00,14.38,16,11.99,11.50,55,4.21,-10.44,23.07,2.18,-7.58,0.00,0.66,14.80
26019,0.00,0.00,24.35,7,0.17,5470,0.00,0.00,11.18,16,11.99,11.50,55,3.34,-11.95,13.02,1.78,-7.58,0.00,0.66,14.80
26095,0.00,0.00,24.12,7,0.28,5372,0.00,0.00,14.11,16,11.99,11.50,55,3.34,-10.85,13.02,2.22,-6.96,0.00,0.66,14.80
26169,0.00,0.00,23.89,7,0.26,5293,0.00,0.00,14.13,16,11.99,11.50,55,3.77,-10.69,25.10,2.18,-6.96,0.00,0.66,14.80
26245,0.00,0.00,24.23,7,0.26,5244,0.00,0.00,14.17,16,11.99,11.50,55,4.06,-10.69,23.38,2.16,-6.65,0.00,0.66,14.80
26321,0.00,0.00,24.35,7,0.26,5133,0.00,0.00,14.19,16,11.99,11.50,55,4.06,-10.67,22.41,2.14,-6.65,0.00,0.66,14.80
26396,0.00,0.00,24.35,7,0.25,5060,0.00,0.00,14.25,16,11.99,11.50,55,4.06,-10.73,21.36,2.12,-6.03,0.00,0.66,14.80
26472,0.00,0.00,24.12,7,0.24,4986,0.00,0.00,14.29,16,11.99,11.50,55,3.92,-10.79,20.32,2.10,-6.03,0.00,0.66,14.80
26548,0.00,0.00,24.23,7,0.25,4947,0.00,0.00,14.32,16,11.99,11.50,55,3.92,-10.83,20.51,2.10,-5.72,0.00,0.66,14.80
26624,0.00,0.00,24.58,7,0.25,4870,0.00,0.00,14.36,16,11.99,11.50,55,3.92,-10.79,20.13,2.10,-5.72,0.00,0.66,14.80
26700,0.00,0.00,23.89,7,0.24,4777,0.00,0.00,14.38,16,11.99,11.50,55,3.92,-10.83,19.57,2.08,-5.10,0.00,0.66,14.80
26776,0.00,0.00,24.81,7,0.24,4732,0.00,0.00,14.41,16,11.99,11.50,55,3.92,-10.81,19.42,2.08,-4.80,0.00,0.66,14.80
26851,0.00,0.00,24.35,7,0.24,4632,0.00,0.00,14.43,16,11.99,11.50,57,3.92,-10.81,18.95,2.06,-4.80,0.00,0.66,14.80
26927,0.00,0.00,24.12,7,0.24,4570,0.00,0.00,14.46,16,11.99,11.50,57,3.92,-10.81,18.16,2.02,-4.49,0.00,0.66,14.80
27002,0.00,0.00,24.35,7,0.23,4496,0.00,0.00,14.47,16,11.99,11.50,57,3.92,-10.85,17.70,1.98,-4.49,0.00,0.66,14.80
27077,0.00,0.00,24.46,7,0.23,4365,0.00,0.00,14.52,16,11.99,11.50,57,3.92,-10.87,17.00,1.98,-4.49,0.00,0.66,14.80
27154,0.00,0.00,24.00,7,0.23,4330,0.00,0.00,14.54,16,11.99,11.50,57,3.77,-10.91,16.02,1.96,-4.49,0.00,0.66,14.80
27229,0.00,0.00,24.00,7,0.22,4261,0.00,0.00,14.59,16,11.99,11.50,57,3.77,-10.96,15.66,1.96,-4.18,0.00,0.66,14.80
27305,0.00,0.00,24.00,7,0.22,4176,0.00,0.00,14.64,16,11.99,11.50,57,3.77,-10.93,15.08,1.92,-4.18,0.00,0.66,14.80
27380,0.00,0.00,24.00,7,0.21,4132,0.00,0.00,14.69,16,11.99,11.50,57,3.77,-10.98,14.84,1.92,-4.18,0.00,0.64,14.80
27455,0.00,0.00,24.00,7,0.21,4051,0.00,0.00,14.70,16,11.99,11.50,57,3.77,-11.04,14.35,1.86,-4.18,0.00,0.66,14.80
27531,0.00,0.00,24.12,7,0.20,3945,0.00,0.00,14.70,16,11.99,11.50,57,3.63,-11.10,13.79,1.86,-4.18,0.00,0.66,14.80
27606,0.00,0.00,24.23,7,0.20,3852,0.00,0.00,14.70,16,11.99,11.50,57,3.63,-11.16,12.82,1.84,-4.18,0.00,0.66,14.80
27682,0.00,0.00,24.23,7,0.20,3790,0.00,0.00,14.70,16,11.99,11.50,57,3.48,-11.25,12.10,1.82,-4.18,0.00,0.66,14.80
27757,0.00,0.00,24.58,7,0.20,3728,0.00,0.00,14.70,16,11.99,11.50,57,3.34,-11.29,12.11,1.82,-4.18,0.00,0.66,14.80
27832,0.00,0.00,24.46,7,0.20,3667,0.00,0.00,14.70,16,11.99,11.50,57,3.34,-11.29,12.05,1.80,-4.18,0.00,0.66,14.80
27907,0.00,0.00,24.58,7,0.19,3597,0.00,0.00,14.70,16,11.99,11.50,57,3.34,-11.35,11.94,1.76,-4.18,0.00,0.66,14.80
27982,0.00,0.00,24.23,7,0.19,3531,0.00,0.00,14.70,16,11.99,11.50,57,3.34,-11.33,11.40,1.76,-4.18,0.00,0.66,14.80
28059,0.00,0.00,24.35,7,0.19,3424,0.00,0.00,14.70,16,11.99,11.50,57,3.34,-11.27,11.16,1.74,-4.18,0.00,0.66,14.80
28134,0.00,0.00,24.46,7,0.19,3354,0.00,0.00,14.70,16,11.99,11.50,57,3.34,-11.22,10.74,1.74,-4.18,0.00,0.66,14.80
28210,0.00,0.00,24.35,7,0.20,3275,0.00,0.00,14.70,16,11.99,11.50,57,3.48,-11.16,10.85,1.74,-4.18,0.00,0.66,14.80
28285,0.00,0.00,24.69,7,0.20,3223,0.00,0.00,14.70,16,11.99,11.50,57,3.63,-11.06,10.80,1.72,-4.18,0.00,0.66,14.80
28361,0.00,0.00,24.00,7,0.21,3142,0.00,0.00,14.70,16,11.99,11.50,57,3.63,-11.00,10.64,1.74,-4.18,0.00,0.66,14.80
28436,0.00,0.00,24.46,7,0.21,3094,0.00,0.00,14.70,16,11.99,11.50,59,3.77,-10.96,10.54,1.74,-4.18,0.00,0.66,14.80
28511,0.00,0.00,24.46,7,0.22,3068,0.00,0.00,14.70,16,11.99,11.50,59,3.77,-10.93,10.69,1.74,-4.18,0.00,0.66,14.80
28588,0.00,0.00,24.35,7,0.22,2876,0.00,0.00,14.70,16,11.99,11.50,59,3.77,-10.91,10.54,1.74,-4.18,0.00,0.66,14.80
28662,0.00,0.00,24.46,7,0.23,2809,0.00,0.00,14.70,16,11.99,11.50,59,3.77,-10.89,10.54,1.72,-4.18,0.00,0.66,14.80
28738,0.00,0.00,24.69,7,0.23,2741,0.00,0.00,14.70,16,11.99,11.50,59,3.77,-10.87,10.54,1.74,-4.18,0.00,0.66,14.80
28813,0.00,0.00,24.58,7,0.23,2672,0.00,0.00,14.70,16,11.99,11.50,59,3.77,-10.87,10.28,1.72,-4.18,0.00,0.66,14.80
28888,0.00,0.00,24.58,7,0.23,2591,0.00,0.00,14.70,16,11.99,11.50,59,3.77,-10.89,10.03,1.70,-3.56,0.00,0.66,14.80
28964,0.00,0.00,24.69,7,0.24,2504,0.00,0.00,14.70,16,11.99,11.50,59,3.77,-10.89,9.72,1.66,-3.56,0.00,0.66,14.80
29039,0.00,0.00,24.58,7,0.23,2254,0.00,0.00,14.70,16,11.99,11.50,59,3.77,-10.85,9.36,1.64,-2.63,0.00,0.66,14.80
29114,0.00,0.00,24.58,7,0.25,2152,0.00,0.00,14.70,16,11.99,11.50,59,3.92,-10.75,8.77,1.64,-2.63,0.00,0.66,14.80
29190,0.00,0.00,24.35,7,0.25,2058,0.00,0.00,14.70,16,11.99,11.50,59,4.06,-10.58,8.31,1.62,-2.01,0.00,0.66,14.80
29265,0.00,0.00,24.58,7,0.25,1960,0.00,0.00,14.70,16,11.99,11.50,59,4.21,-10.48,8.03,1.60,-1.39,0.00,0.66,14.80
29340,0.00,0.00,24.58,7,0.26,1858,0.00,0.00,14.70,16,11.99,11.50,59,4.21,-10.40,7.70,1.58,-1.39,0.00,0.66,14.80
29416,0.00,0.00,24.81,7,0.28,1751,0.00,0.00,14.70,16,11.99,11.50,59,4.35,-10.36,7.70,1.56,-1.39,0.00,0.66,14.80
29491,0.00,0.00,24.69,7,0.30,1604,0.00,0.00,14.70,16,11.99,20.00,59,4.35,-10.17,7.53,1.56,-1.39,0.00,0.66,14.80
29566,0.00,0.00,24.35,7,0.31,1457,0.00,0.00,14.70,16,11.29,20.00,59,4.50,-9.84,7.57,1.54,-1.39,0.00,0.66,14.80
29642,0.00,0.00,24.69,7,0.32,1352,0.00,0.00,13.08,16,10.94,19.00,59,5.08,-9.63,6.82,1.52,-1.39,0.00,0.66,14.80
29717,0.00,0.00,24.69,7,0.32,1255,0.00,0.00,14.70,16,10.94,19.00,59,5.22,-9.42,6.84,1.52,-1.39,0.00,0.66,14.80
29792,0.00,0.00,24.81,7,0.29,1291,0.00,0.00,15.27,16,11.29,19.00,59,5.37,-9.26,6.71,1.50,-1.39,0.00,0.66,14.80
29868,0.00,0.00,24.69,7,0.27,1379,0.00,0.00,14.79,16,11.29,9.50,59,5.37,-9.40,6.38,1.46,-1.39,0.00,0.66,14.80
29943,0.00,0.00,24.35,7,0.27,1457,0.00,0.00,14.79,16,11.29,6.50,59,5.22,-9.55,5.96,1.48,-1.39,0.00,0.66,14.80
30019,0.00,0.00,24.23,7,0.26,1386,0.00,0.00,14.79,16,11.29,8.50,59,5.08,-9.63,5.85,1.46,-1.39,0.00,0.66,14.80
30093,0.00,0.00,23.89,7,0.26,1387,0.00,0.00,14.79,16,11.29,9.50,61,5.08,-9.69,6.10,1.48,-1.39,0.00,0.66,14.80
30169,0.00,0.00,21.36,7,0.26,1363,0.00,0.00,14.79,16,11.29,12.00,61,5.08,-9.71,5.99,1.46,-1.39,0.00,0.66,14.80
30245,0.00,0.00,18.03,7,0.25,1365,0.00,0.00,14.79,16,11.29,11.50,61,4.93,-4.81,5.89,1.44,-1.39,0.00,0.66,14.80
30320,0.00,0.00,16.65,7,0.25,1356,0.00,0.00,15.49,16,11.29,13.00,61,4.93,-9.82,5.70,1.42,-1.39,0.00,0.66,14.80
30395,0.00,0.00,15.73,7,0.23,1363,0.00,0.00,14.79,16,11.29,11.50,61,4.79,-9.88,5.24,1.40,-1.39,0.00,0.66,14.80
30471,-0.78,0.00,15.16,8,0.23,1392,0.00,0.00,14.79,16,10.94,11.50,61,4.79,-10.02,5.08,1.40,-1.39,0.00,0.66,14.80
30546,-0.78,0.00,15.04,8,0.23,1322,0.00,0.00,14.79,16,10.94,15.00,61,4.64,-10.06,5.14,1.40,-1.39,0.00,0.66,14.80
30621,0.00,0.00,15.04,8,0.23,1330,0.00,0.00,14.79,16,10.94,15.00,61,4.64,-10.11,5.18,1.40,-1.39,0.00,0.66,14.80
30696,0.00,0.00,15.04,8,0.22,1309,0.00,0.00,14.79,16,10.94,15.50,61,4.50,-10.19,4.95,1.38,-1.39,0.00,0.66,14.80
30772,0.00,0.00,15.04,8,0.23,1312,0.00,0.00,14.79,16,10.94,16.00,61,4.50,-10.23,5.01,1.40,-1.39,0.00,0.66,14.80
30847,0.78,0.00,15.16,8,0.23,1306,0.00,0.00,14.79,16,10.94,15.50,61,4.50,-10.27,5.08,1.40,-1.39,0.00,0.66,14.80
30922,0.78,0.00,15.27,8,0.23,1297,0.00,0.00,14.79,16,10.94,15.50,61,4.50,-10.33,4.86,1.38,-1.39,0.00,0.66,14.80
30998,0.78,0.00,15.39,8,0.22,1283,0.00,0.00,14.79,16,10.94,14.50,61,4.35,-10.38,4.95,1.38,-1.39,0.00,0.66,14.80
31073,0.78,0.00,15.39,8,0.21,1288,0.00,0.00,14.79,16,10.94,16.50,61,4.35,-10.42,4.69,1.36,-1.39,0.00,0.66,14.80
31148,0.78,0.00,15.16,8,0.21,1275,0.00,0.00,14.79,16,10.94,16.50,61,4.21,-10.46,4.39,1.34,-1.39,0.00,0.66,14.80
31224,0.78,0.00,15.16,8,0.22,1254,0.00,0.00,14.79,16,10.59,17.50,61,4.21,-10.52,4.60,1.36,-1.39,0.00,0.66,14.80
31300,0.78,0.00,15.16,8,0.22,1252,0.00,0.00,14.79,16,10.59,17.50,61,4.21,-10.52,4.53,1.36,-1.39,0.00,0.66,14.80
31375,0.78,0.00,14.93,8,0.22,1232,0.00,0.00,14.79,16,10.59,18.00,61,4.21,-10.52,4.63,1.38,-1.39,0.00,0.66,14.80
31450,0.78,0.00,14.81,8,0.23,1235,0.00,0.00,14.79,16,10.59,18.50,61,4.21,-10.50,4.53,1.38,-1.39,0.00,0.66,14.80
31525,0.78,0.00,14.81,8,0.21,1227,0.00,0.00,15.51,16,10.59,16.50,61,4.21,-10.48,4.69,1.34,-1.39,0.00,0.66,14.80
31602,0.78,0.00,14.70,8,0.21,1222,0.00,0.00,14.79,16,10.59,17.00,61,4.21,-10.50,4.20,1.34,-1.39,0.00,0.66,14.80
31677,0.78,0.00,14.70,8,0.21,1222,0.00,0.00,14.79,16,10.59,16.50,61,4.21,-10.50,4.28,1.36,-1.39,0.00,0.66,14.80
31752,0.78,0.00,14.59,8,0.22,1200,0.00,0.00,14.79,16,10.59,17.50,61,4.21,-10.48,4.39,1.34,-1.39,0.00,0.66,14.80
31827,0.78,0.00,14.47,8,0.23,1190,0.00,0.00,14.79,16,10.59,18.50,61,4.21,-10.46,4.36,1.34,-1.39,0.00,0.66,14.80
31902,0.00,0.00,14.36,8,0.22,1190,0.00,0.00,14.79,16,10.59,17.50,63,4.21,-10.42,4.42,1.34,-1.08,0.00,0.66,14.80
31978,0.00,0.00,14.24,8,0.22,1183,0.00,0.00,14.79,16,10.59,17.50,63,4.21,-10.42,4.39,1.34,-1.08,0.00,0.66,14.80
32052,-0.78,0.00,14.24,8,0.22,1188,0.00,0.00,14.79,16,10.59,17.50,63,4.21,-10.40,4.25,1.34,-1.08,0.00,0.66,14.80
32128,-0.78,0.00,14.13,8,0.22,1177,0.00,0.00,14.79,16,10.59,16.50,63,4.35,-10.40,4.28,1.34,-1.08,0.00,0.66,14.80
32204,-0.78,0.00,14.13,8,0.22,1162,0.00,0.00,14.79,16,10.23,17.50,63,4.35,-10.40,4.31,1.34,-1.08,0.00,0.66,14.80
32279,-1.56,0.00,14.13,8,0.21,1156,0.00,0.00,14.79,16,10.23,17.50,63,4.35,-10.38,4.17,1.34,-1.08,0.00,0.66,14.80
32354,-0.78,0.00,14.01,8,0.22,1158,0.00,0.00,14.79,16,10.23,16.50,63,4.35,-10.36,4.06,1.32,-1.08,0.00,0.66,14.80
32430,-1.56,0.00,14.13,8,0.21,1162,0.00,0.00,14.79,16,10.23,16.00,63,4.35,-10.38,4.17,1.32,-1.08,0.00,0.66,14.80
32505,-2.34,0.00,13.78,8,0.21,1132,0.00,0.00,14.79,16,10.23,17.00,63,4.35,-10.36,4.06,1.30,-1.08,0.00,0.66,14.80
32580,-3.12,0.00,13.90,8,0.21,1134,0.00,0.00,14.70,16,10.23,17.50,63,4.35,-10.33,4.06,1.30,-1.08,0.00,0.66,14.80
32656,-2.34,0.00,13.67,8,0.22,1111,0.00,0.00,14.70,16,10.23,18.00,63,4.35,-10.31,4.06,1.32,-1.08,0.00,0.66,14.80
32731,-3.12,0.00,13.78,8,0.23,1103,0.00,0.00,14.70,16,10.23,18.00,63,4.35,-10.27,4.20,1.32,-1.08,0.00,0.66,14.80
32806,-3.12,0.00,13.78,8,0.22,1103,0.00,0.00,14.79,16,10.23,18.00,63,4.50,-10.25,4.11,1.32,-1.08,0.00,0.66,14.80
32881,-3.12,0.00,13.90,8,0.23,1104,0.00,0.00,14.70,16,10.23,17.50,63,4.50,-10.23,4.03,1.30,-1.08,0.00,0.66,14.80
32956,-3.12,0.00,13.78,8,0.22,1096,0.00,0.00,14.70,16,10.23,17.00,63,4.50,-10.23,4.14,1.32,-1.08,0.00,0.66,14.80
33032,-3.91,0.00,13.90,8,0.22,1090,0.00,0.00,14.70,16,10.23,17.50,63,4.50,-10.23,3.98,1.30,-1.08,0.00,0.66,14.80
33107,-3.91,0.00,14.01,8,0.22,1088,0.00,0.00,14.70,16,10.23,17.00,63,4.50,-10.21,4.00,1.30,-1.08,0.00,0.66,14.80
33182,-3.91,0.00,13.90,8,0.23,1073,0.00,0.00,14.70,16,9.88,17.50,63,4.50,-10.21,4.00,1.32,-1.08,0.00,0.66,14.80
33258,-3.91,0.00,14.01,8,0.22,1073,0.00,0.00,14.70,16,9.88,17.00,63,4.50,-10.21,4.00,1.30,-1.08,0.00,0.66,14.80
33333,-3.91,0.00,13.90,8,0.23,1065,0.00,0.00,14.70,16,9.88,17.00,63,4.50,-10.17,4.00,1.32,-1.08,0.00,0.66,14.80
33409,-3.91,0.00,14.01,8,0.22,1067,0.00,0.00,14.70,16,9.88,16.50,63,4.50,-10.17,4.14,1.30,-1.08,0.00,0.66,14.80
33483,-4.69,0.00,14.01,8,0.22,1058,0.00,0.00,14.70,16,9.88,16.50,63,4.50,-10.17,3.95,1.30,-1.08,0.00,0.66,14.80
33559,-4.69,0.00,13.90,8,0.22,1061,0.00,0.00,14.70,16,9.88,16.50,63,4.50,-10.15,3.95,1.30,-1.08,0.00,0.66,14.80
33634,-4.69,0.00,13.90,8,0.23,1048,0.00,0.00,14.70,16,9.88,15.50,63,4.50,-10.15,4.03,1.32,-1.08,0.00,0.66,14.80
33709,-4.69,0.00,14.01,8,0.24,1046,0.00,0.00,14.70,16,9.88,16.50,63,4.50,-10.15,4.11,1.32,-1.08,0.00,0.66,14.80
33784,-4.69,0.00,14.13,8,0.23,1036,0.00,0.00,14.70,16,9.88,16.50,63,4.50,-10.11,4.20,1.34,-1.08,0.00,0.66,14.80
33860,-3.91,0.00,14.24,8,0.22,1043,0.00,0.00,14.70,16,9.88,15.50,63,4.64,-10.11,4.06,1.30,-1.08,0.00,0.66,14.80
33935,-3.91,0.00,14.36,8,0.22,1041,0.00,0.00,14.70,16,9.88,15.50,63,4.64,-10.11,3.78,1.30,-1.08,0.00,0.66,14.80
34010,-3.91,0.00,14.47,8,0.23,1037,0.00,0.00,14.70,16,9.88,15.50,63,4.64,-10.06,3.89,1.30,-1.08,0.00,0.66,14.80
34086,-3.91,0.00,14.47,8,0.24,1016,0.00,0.00,14.70,16,9.88,15.00,63,4.64,-10.07,3.98,1.34,-1.08,0.00,0.66,14.80
34162,-3.91,0.00,14.59,8,0.25,1021,0.00,0.00,14.70,16,9.88,16.50,63,4.64,-10.02,4.09,1.32,-1.08,0.00,0.66,14.80
34237,-3.91,0.00,14.47,8,0.25,1023,0.00,0.00,14.69,16,9.88,15.00,63,4.64,-9.96,4.22,1.34,-1.08,0.00,0.66,14.80
34313,-3.91,0.00,14.59,8,0.25,1035,0.00,0.00,14.70,16,9.88,13.50,63,4.79,-9.96,4.36,1.36,-1.08,0.00,0.66,14.80
34387,-3.12,0.00,14.70,8,0.24,1034,0.00,0.00,14.70,16,9.88,13.00,63,4.79,-9.92,4.39,1.34,-1.08,0.00,0.66,14.80
34462,-3.12,0.00,14.81,8,0.25,1047,0.00,0.00,14.70,16,9.88,12.50,64,4.79,-9.88,4.33,1.34,-1.08,0.00,0.66,14.80
34538,-3.12,0.00,14.81,8,0.25,1042,0.00,0.00,14.70,16,9.88,11.50,64,4.79,-9.92,4.31,1.36,-1.08,0.00,0.66,14.80
34613,-3.12,0.00,14.81,8,0.24,1044,0.00,0.00,14.70,16,9.88,11.50,64,4.79,-9.90,4.22,1.32,-1.08,0.00,0.66,14.80
34689,-3.12,0.00,14.70,8,0.25,1037,0.00,0.00,14.70,16,9.88,11.50,64,4.79,-9.88,4.33,1.34,-1.08,0.00,0.66,14.80
34764,-3.12,0.00,14.70,8,0.25,1044,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.90,4.36,1.34,-1.08,0.00,0.66,14.80
34839,-3.12,0.00,14.59,8,0.25,1032,0.00,0.00,14.70,16,9.88,12.00,64,4.79,-9.86,4.20,1.34,-1.08,0.00,0.66,14.80
34914,-3.91,0.00,14.59,8,0.25,1031,0.00,0.00,14.70,16,9.88,12.00,64,4.79,-9.86,4.44,1.34,-1.08,0.00,0.66,14.80
34989,-4.69,0.00,14.36,8,0.25,1038,0.00,0.00,14.70,16,9.88,11.50,64,4.79,-9.84,4.33,1.34,-1.08,0.00,0.66,14.80
35065,-3.91,0.00,14.47,8,0.25,1043,0.00,0.00,14.70,16,9.88,11.00,64,4.79,-9.82,4.25,1.34,-1.08,0.00,0.66,14.80
35141,-3.91,0.00,14.36,8,0.26,1032,0.00,0.00,14.70,16,9.88,10.50,64,4.93,-9.82,4.39,1.34,-1.08,0.00,0.66,14.80
35215,-3.91,0.00,14.47,8,0.24,1035,0.00,0.00,14.70,16,9.88,11.00,64,4.93,-9.82,4.03,1.32,-1.08,0.00,0.66,14.80
35291,-3.91,0.00,14.36,8,0.25,1030,0.00,0.00,14.70,16,9.88,11.50,64,4.93,-9.77,4.17,1.36,-1.08,0.00,0.66,14.80
35366,-3.12,0.00,14.59,8,0.26,1026,0.00,0.00,14.69,16,9.88,11.50,64,4.93,-9.75,4.31,1.34,-1.08,0.00,0.66,14.80
35441,-3.12,0.00,14.59,8,0.27,1012,0.00,0.00,14.69,16,9.88,13.00,64,4.93,-9.73,4.53,1.36,-1.08,0.00,0.66,14.80
35516,-3.12,0.00,14.59,8,0.27,1032,0.00,0.00,14.69,16,9.88,11.00,64,4.93,-9.65,4.53,1.36,-1.08,0.00,0.66,14.80
35592,-3.12,0.00,14.70,8,0.26,1034,0.00,0.00,14.70,16,9.88,10.50,64,5.08,-9.67,4.63,1.36,-1.08,0.00,0.66,14.80
35667,-3.12,0.00,14.81,8,0.26,1051,0.00,0.00,14.70,16,9.88,10.00,64,5.08,-9.67,4.51,1.36,-1.08,0.00,0.66,14.80
35743,-3.12,0.00,14.70,8,0.25,1048,0.00,0.00,14.70,16,9.88,8.50,64,5.08,-9.65,4.47,1.34,-1.08,0.00,0.66,14.80
35819,-3.12,0.00,14.81,8,0.26,1058,0.00,0.00,14.70,16,9.88,7.50,64,5.08,-9.67,4.42,1.36,-1.08,0.00,0.66,14.80
35893,-2.34,0.00,14.81,8,0.26,1049,0.00,0.00,14.70,16,9.88,8.50,64,5.08,-9.69,4.47,1.34,-1.08,0.00,0.66,14.80
35969,-3.12,0.00,14.81,8,0.25,1048,0.00,0.00,14.70,16,9.88,8.50,64,4.93,-9.69,4.51,1.36,-1.08,0.00,0.66,14.80
36045,-3.12,0.00,14.70,8,0.26,1039,0.00,0.00,14.70,16,9.88,9.00,64,5.08,-9.73,4.44,1.36,-1.08,0.00,0.66,14.80
36120,-3.12,0.00,14.70,8,0.26,1046,0.00,0.00,14.70,16,9.88,10.00,64,4.93,-9.73,4.47,1.36,-1.08,0.00,0.66,14.80
36195,-3.12,0.00,14.59,8,0.25,1038,0.00,0.00,14.70,16,9.88,10.00,64,5.08,-9.67,4.47,1.34,-1.08,0.00,0.66,14.80
36271,-3.12,0.00,14.70,8,0.27,1038,0.00,0.00,15.55,16,9.88,10.00,64,5.08,-9.67,4.60,1.38,-1.08,0.00,0.66,14.80
36345,-3.12,0.00,14.59,8,0.26,1041,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.65,4.53,1.36,-1.08,0.00,0.66,14.80
36421,-3.12,0.00,14.59,8,0.27,1047,0.00,0.00,14.70,16,9.88,9.00,64,5.08,-9.63,4.63,1.36,-1.08,0.00,0.66,14.80
36497,-3.12,0.00,14.59,8,0.26,1050,0.00,0.00,14.70,16,9.88,8.00,64,5.08,-9.67,4.69,1.36,-1.08,0.00,0.66,14.80
36572,-3.12,0.00,14.70,8,0.26,1059,0.00,0.00,14.70,16,9.88,9.00,64,5.08,-9.67,4.53,1.36,-1.08,0.00,0.66,14.80
36647,-3.12,0.00,14.47,8,0.26,1047,0.00,0.00,14.70,16,9.88,8.00,64,5.08,-9.67,4.60,1.36,-1.08,0.00,0.66,14.80
36723,-3.91,0.00,14.59,8,0.25,1058,0.00,0.00,14.70,16,9.88,8.00,64,5.08,-9.67,4.47,1.36,-1.08,0.00,0.66,14.80
36798,-3.91,0.00,14.59,8,0.25,1048,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.67,4.44,1.34,-1.08,0.00,0.66,14.80
36874,-3.12,0.00,14.36,8,0.26,1035,0.00,0.00,14.70,16,9.88,10.50,64,5.08,-9.67,4.57,1.36,-1.08,0.00,0.66,14.80
36948,-3.91,0.00,14.47,8,0.26,1039,0.00,0.00,14.70,16,9.88,10.50,64,5.08,-9.67,4.42,1.36,-1.08,0.00,0.66,14.80
37024,-3.91,0.00,14.36,8,0.26,1045,0.00,0.00,14.70,16,9.88,11.50,64,5.08,-9.65,4.57,1.36,-1.08,0.00,0.66,14.80
37098,-3.91,0.00,14.36,8,0.26,1048,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.65,4.60,1.36,-1.08,0.00,0.66,14.80
37174,-3.12,0.00,14.47,8,0.26,1059,0.00,0.00,14.70,16,9.88,9.00,64,5.08,-9.63,4.63,1.36,-1.08,0.00,0.66,14.80
37250,-3.12,0.00,14.59,8,0.26,1050,0.00,0.00,14.70,16,9.88,8.50,64,5.08,-9.63,4.39,1.36,-1.08,0.00,0.66,14.80
37325,-3.12,0.00,14.59,8,0.25,1045,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.65,4.44,1.34,-1.08,0.00,0.66,14.80
37400,-3.12,0.00,14.70,8,0.26,1049,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.67,4.57,1.36,-1.08,0.00,0.66,14.80
