Time (msec),A/F Sensor #1 (AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
28673,14.36,0.30,780,0.00,0.00,14.69,16,5.80,-8.95,0.00,-1.08,0.64,0.00,0.00,14.60
28738,14.59,0.30,773,0.00,0.00,14.69,16,5.80,-8.93,0.00,-1.08,0.64,0.00,0.00,14.60
28801,14.36,0.30,766,0.00,0.00,14.69,16,5.80,-8.89,0.00,-1.08,0.64,0.00,0.00,14.60
28866,14.70,0.30,765,0.00,0.00,14.69,16,5.80,-8.88,0.00,-1.08,0.64,0.00,0.00,14.60
28929,14.70,0.31,773,0.00,0.00,14.69,16,5.80,-8.88,0.00,-1.08,0.64,0.00,0.00,14.60
28993,14.47,0.31,776,0.00,0.00,14.69,16,5.80,-8.82,0.00,-1.08,0.64,0.00,0.00,14.60
29057,14.59,0.31,780,0.00,0.00,14.69,16,5.95,-8.82,0.00,-1.08,0.64,0.00,0.00,14.60
29121,14.36,0.31,780,0.00,0.00,14.69,16,5.95,-8.80,0.00,-1.08,0.64,0.00,0.00,14.60
29185,14.47,0.30,793,0.00,0.00,14.70,16,5.95,-8.78,0.00,-1.08,0.64,0.00,0.00,14.60
29249,14.24,0.30,799,0.00,0.00,14.70,16,5.95,-8.78,0.00,-1.08,0.64,0.00,0.00,14.60
29312,14.36,0.29,803,0.00,0.00,14.70,16,5.95,-8.78,0.00,-1.08,0.64,0.00,0.00,14.60
29377,14.24,0.29,820,0.00,0.00,14.70,16,5.80,-8.84,0.00,-1.08,0.64,0.00,0.00,14.60
29440,14.36,0.30,809,0.00,0.00,14.70,16,5.80,-8.82,0.00,-1.08,0.64,0.00,0.00,14.60
29504,14.47,0.30,814,0.00,0.00,14.70,16,5.80,-8.86,0.00,-1.08,0.64,0.00,0.00,14.60
29568,14.47,0.29,814,0.00,0.00,14.70,16,5.80,-8.88,0.00,-1.08,0.64,0.00,0.00,14.50
29632,14.59,0.30,818,0.00,0.00,14.70,16,5.80,-8.88,0.00,-1.08,0.64,0.00,0.00,14.50
29696,14.70,0.30,825,0.00,0.00,14.70,16,5.80,-8.91,0.00,-1.08,0.64,0.00,0.00,14.50
29760,14.70,0.29,820,0.00,0.00,14.70,16,5.80,-8.89,0.00,-1.08,0.64,0.00,0.00,14.50
29823,14.81,0.29,822,0.00,0.00,14.70,16,5.80,-8.91,0.00,-1.08,0.64,0.00,0.00,14.50
29888,14.81,0.29,816,0.00,0.00,14.70,16,5.80,-8.89,0.00,-1.08,0.64,0.00,0.00,14.70
29952,14.93,0.29,823,0.00,0.00,14.70,16,5.80,-8.93,0.00,-1.08,0.64,0.00,0.00,14.80
30015,14.93,0.29,818,0.00,0.00,14.70,16,5.80,-8.93,0.00,-1.08,0.64,0.00,0.00,14.80
30079,14.93,0.29,826,0.00,0.00,14.70,16,5.80,-8.95,0.00,-1.08,0.64,0.00,0.00,14.80
30143,15.04,0.29,835,0.00,0.00,14.70,16,5.66,-8.97,0.00,-1.08,0.64,0.00,0.00,14.90
30207,15.04,0.29,831,0.00,0.00,14.70,16,5.80,-8.95,0.00,-1.08,0.64,0.00,0.00,14.90
30271,15.16,0.29,828,0.00,0.00,14.70,16,5.66,-8.97,0.00,-1.08,0.64,0.00,0.00,15.00
30334,15.04,0.29,826,0.00,0.00,14.70,16,5.66,-8.97,0.00,-1.08,0.64,0.00,0.00,15.00
30399,15.16,0.29,831,0.00,0.00,14.70,16,5.66,-8.99,0.00,-1.08,0.64,0.00,0.00,15.00
30462,15.04,0.29,828,0.00,0.00,14.70,16,5.66,-8.97,0.00,-1.08,0.64,0.00,0.00,15.10
30526,15.16,0.29,838,0.00,0.00,14.70,16,5.66,-9.01,0.00,-1.08,0.64,0.00,0.00,15.10
30590,15.04,0.29,832,0.00,0.00,14.70,16,5.66,-8.99,0.00,-1.08,0.64,0.00,0.00,15.10
30654,15.16,0.29,838,0.00,0.00,14.70,16,5.66,-9.03,0.00,-1.08,0.64,0.00,0.00,15.10
30718,15.04,0.29,830,0.00,0.00,14.70,16,5.66,-9.05,0.00,-1.08,0.64,0.00,0.00,15.10
30782,14.93,0.28,835,0.00,0.00,14.70,16,5.66,-9.05,0.00,-1.08,0.64,0.00,0.00,15.10
30845,15.16,0.28,844,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,15.10
30909,14.81,0.29,844,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,15.10
30974,14.93,0.29,836,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,15.10
31037,14.81,0.29,824,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,15.10
31101,14.81,0.29,831,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,15.00
31164,14.70,0.29,823,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.90
31229,14.81,0.29,832,0.00,0.00,14.70,16,5.66,-9.03,0.00,-1.08,0.64,0.00,0.00,14.90
31292,14.70,0.29,822,0.00,0.00,14.70,16,5.66,-9.03,0.00,-1.08,0.64,0.00,0.00,14.90
31356,14.81,0.29,834,0.00,0.00,14.70,16,5.66,-9.05,0.00,-1.08,0.64,0.00,0.00,14.90
31420,14.70,0.29,832,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.90
31484,14.70,0.28,845,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.80
31548,14.70,0.28,847,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
31612,14.70,0.28,848,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
31676,14.70,0.28,839,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
31740,14.70,0.29,839,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
31804,14.70,0.28,830,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
31867,14.70,0.29,835,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
31932,14.70,0.28,836,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
31996,14.70,0.28,836,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
32059,14.70,0.31,835,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
32123,14.70,0.28,842,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
32187,14.70,0.28,836,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
32250,14.59,0.29,842,0.00,0.00,14.70,16,5.51,-9.18,0.00,-1.08,0.64,0.00,0.00,14.70
32315,14.59,0.31,834,0.00,0.00,14.70,16,5.51,-9.18,0.00,-1.08,0.64,0.00,0.00,14.70
32379,14.47,0.28,836,0.00,0.00,14.70,16,5.51,-9.18,0.00,-1.08,0.64,0.00,0.00,14.80
32442,14.59,0.29,840,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
32506,14.36,0.28,833,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
32570,14.59,0.31,835,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
32634,14.47,0.28,834,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
32697,14.47,0.28,838,0.00,0.00,14.70,16,5.51,-9.18,0.00,-1.08,0.64,0.00,0.00,14.60
32761,14.47,0.28,831,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.60
32825,14.59,0.28,843,0.00,0.00,14.70,16,5.51,-9.18,0.00,-1.08,0.64,0.00,0.00,14.60
32889,14.47,0.29,820,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.60
32953,14.70,0.29,815,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
33017,14.70,0.29,816,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
33081,14.70,0.29,822,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.60
33144,14.70,0.31,833,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
33208,14.70,0.28,841,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
33272,14.81,0.27,852,0.00,0.00,14.70,16,5.51,-9.18,0.00,-1.08,0.64,0.00,0.00,14.70
33336,14.70,0.27,844,0.00,0.00,14.70,16,5.51,-9.20,0.00,-1.08,0.64,0.00,0.00,14.70
33399,14.70,0.27,844,0.00,0.00,14.70,16,5.51,-9.24,0.00,-1.08,0.64,0.00,0.00,14.70
33464,14.70,0.28,825,0.00,0.00,14.70,16,5.51,-9.24,0.00,-1.08,0.64,0.00,0.00,14.80
33528,14.70,0.28,833,0.00,0.00,14.70,16,5.51,-9.20,0.00,-1.08,0.64,0.00,0.00,14.80
33591,14.47,0.28,826,0.00,0.00,14.70,16,5.51,-9.20,0.00,-1.08,0.64,0.00,0.00,14.80
33656,14.70,0.29,840,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.68,0.00,0.00,14.80
33719,14.47,0.30,830,0.00,0.00,12.82,16,5.51,-9.13,0.00,-1.08,0.70,0.00,0.00,14.80
33783,14.59,0.35,841,0.00,0.00,12.77,16,5.66,-8.89,0.00,-1.08,0.70,0.00,0.00,14.70
33847,14.70,0.40,847,0.00,0.00,12.53,16,5.95,-8.60,0.00,-1.08,0.72,0.00,0.00,14.60
33910,14.59,0.42,876,0.00,0.00,13.88,16,6.38,-8.22,0.00,-1.08,0.74,0.00,0.00,14.60
33974,14.81,0.42,926,0.00,0.00,14.67,16,6.67,-7.91,0.00,-1.08,0.74,0.00,0.00,14.70
34038,14.70,0.41,986,0.00,0.00,14.67,16,6.96,-7.68,0.00,-1.08,0.74,0.00,0.00,14.70
34102,14.36,0.40,1072,0.00,0.00,14.68,16,7.11,-7.64,0.00,-1.08,0.76,0.00,0.00,14.70
34166,14.47,0.42,1135,0.00,0.00,13.96,16,7.11,-7.48,0.00,-1.08,0.78,0.00,0.00,14.70
34230,13.67,0.43,1135,0.00,0.00,14.67,16,7.40,-7.25,0.00,-1.08,0.80,0.00,0.00,14.70
34293,13.44,0.43,1208,0.00,0.00,14.67,16,7.55,-7.21,0.00,-1.08,0.80,0.00,0.00,14.50
34357,13.32,0.43,1272,0.00,0.00,14.67,16,7.55,-7.19,0.00,-1.39,0.80,0.00,0.00,14.00
34421,13.90,0.42,1317,0.00,0.00,14.68,16,7.55,-7.21,0.00,-1.39,0.80,0.00,0.00,14.00
34486,14.70,0.41,1379,0.00,0.00,14.68,16,7.40,-7.25,0.00,-1.39,0.80,0.00,0.00,14.10
34549,14.70,0.41,1431,0.00,0.00,14.68,16,7.40,-7.31,0.00,-1.39,0.80,0.00,0.00,14.60
34613,14.93,0.42,1445,0.00,0.00,14.68,16,7.40,-7.33,0.00,-1.39,0.82,0.00,0.00,14.60
34676,15.39,0.42,1458,0.00,0.00,14.68,16,7.40,-7.33,0.00,-1.39,0.82,0.00,0.00,15.40
34741,16.08,0.42,1449,0.00,0.00,14.68,16,7.40,-7.33,0.00,-1.39,0.82,0.00,0.00,15.90
34804,16.31,0.43,1441,0.00,0.00,14.68,16,7.40,-7.27,0.00,-1.39,0.82,0.00,0.00,15.90
34868,16.19,0.41,1416,0.00,0.00,14.68,16,7.40,-7.23,0.00,-1.39,0.82,0.00,0.00,16.20
34932,16.31,0.44,1414,0.00,0.00,14.68,16,7.55,-7.15,0.00,-1.39,0.82,0.00,0.00,16.20
34996,16.19,0.45,1394,0.00,0.00,14.68,16,7.55,-7.12,0.00,-1.39,0.82,0.00,0.00,16.10
35060,15.62,0.46,1391,0.00,0.00,14.68,16,7.69,-7.06,0.00,-1.39,0.82,0.00,0.00,15.70
35124,15.27,0.47,1370,0.00,0.00,14.68,16,7.69,-6.98,0.00,-1.39,0.82,0.00,0.00,15.70
35189,15.27,0.47,1360,0.00,0.00,14.68,16,7.84,-6.90,0.00,-1.39,0.82,0.00,0.00,15.30
35253,15.04,0.47,1343,0.00,0.00,14.68,16,7.84,-6.83,0.00,-1.39,0.82,0.00,0.00,15.00
35316,14.81,0.48,1341,0.00,0.00,14.68,16,7.98,-6.77,0.00,-1.39,0.82,0.00,0.00,15.00
35380,14.81,0.49,1322,0.00,0.00,14.09,16,7.98,-6.69,0.00,-1.39,0.82,0.00,0.00,15.00
35444,14.93,0.47,1308,0.00,0.00,14.67,16,8.13,-6.61,0.00,-1.39,0.82,0.00,0.00,15.00
35508,14.93,0.51,1276,0.00,0.00,14.67,16,8.27,-6.48,0.00,-1.39,0.82,0.00,0.00,15.00
35572,14.81,0.52,1259,0.00,0.00,14.67,16,8.42,-6.28,0.00,-1.39,0.82,0.00,0.00,15.00
35636,15.04,0.50,1243,0.00,0.00,14.66,16,8.71,-6.15,0.00,-1.39,0.82,0.00,0.00,15.00
35699,15.04,0.54,1213,0.00,0.00,14.66,16,8.71,-5.94,0.00,-1.39,0.82,0.00,0.00,14.90
35763,14.81,0.54,1199,0.00,0.00,14.66,16,8.85,-5.74,0.00,-1.08,0.82,0.00,0.00,15.00
35827,14.81,0.55,1186,0.00,0.00,14.66,16,9.00,-5.55,0.00,-1.08,0.82,0.00,0.00,15.00
35891,14.59,0.54,1166,0.00,0.00,14.66,16,9.29,-5.45,0.00,-1.08,0.82,0.00,0.00,14.80
35954,14.36,0.56,1161,0.00,0.00,14.66,16,9.29,-5.28,0.00,-1.08,0.82,0.00,0.00,14.50
36018,14.36,0.59,1163,0.00,0.00,14.66,16,9.43,-5.24,0.00,-1.08,0.82,0.00,0.00,14.50
36083,14.24,0.56,1162,0.00,0.00,14.67,16,9.58,-5.14,0.00,-1.08,0.82,0.00,0.00,14.40
36147,14.24,0.53,1151,0.00,0.00,14.67,16,9.58,-5.09,0.00,-1.08,0.82,0.00,0.00,14.40
36211,14.47,0.53,1162,0.00,0.00,15.35,16,9.72,-5.57,0.00,-1.08,0.64,0.00,0.00,14.40
36275,14.47,0.46,1274,0.00,0.00,16.36,16,8.71,-7.17,0.00,-1.08,0.64,0.00,0.00,14.50
36339,14.47,0.37,1456,0.00,0.00,16.53,16,7.11,-8.20,0.00,-1.39,0.64,0.00,0.00,14.50
36402,14.59,0.28,1621,0.00,0.00,16.11,16,5.80,-9.17,0.00,-1.39,0.64,0.00,0.00,14.60
36467,14.13,0.23,1706,0.00,0.00,15.54,16,5.08,-9.78,0.00,-1.70,0.64,0.00,0.00,14.60
36531,14.01,0.20,1734,0.00,0.00,15.26,16,4.64,-10.35,0.00,-1.70,0.64,0.00,0.00,14.60
36594,13.55,0.22,1701,0.00,0.00,14.72,16,4.21,-10.65,0.00,-1.70,0.64,0.00,0.00,14.40
36658,13.55,0.18,1629,0.00,0.00,14.72,16,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,14.20
36723,13.67,0.19,1566,0.00,0.00,14.72,16,3.77,-10.98,0.00,-1.39,0.66,0.00,0.00,14.20
36786,13.78,0.21,1527,0.00,0.00,13.63,16,3.77,-10.96,0.00,-1.39,0.68,0.00,0.00,14.10
36850,13.90,0.23,1527,0.00,0.00,13.70,16,3.92,-10.79,0.00,-1.39,0.70,0.00,0.00,13.90
36913,14.01,0.26,1454,0.00,0.00,14.71,16,4.06,-10.60,0.00,-1.39,0.72,0.00,0.00,13.90
36978,14.13,0.27,1410,0.00,0.00,14.71,16,4.35,-10.36,0.00,-1.39,0.72,0.00,0.00,14.00
37041,14.13,0.29,1399,0.00,0.00,14.71,16,4.64,-10.09,0.00,-1.39,0.74,0.00,0.00,14.10
37105,13.78,0.29,1385,0.00,0.00,14.71,16,4.79,-9.90,0.00,-1.39,0.74,0.00,0.00,14.10
37169,13.78,0.30,1404,0.00,0.00,14.71,16,4.93,-9.71,0.00,-1.39,0.76,0.00,0.00,14.20
37233,13.78,0.33,1409,0.00,0.00,13.55,16,5.22,-9.49,0.00,-1.39,0.78,0.00,0.00,14.20
37297,13.78,0.37,1434,0.00,0.00,13.58,16,5.51,-9.17,0.00,-1.39,0.80,0.00,0.00,14.10
37360,13.32,0.40,1439,0.00,0.00,13.82,16,5.95,-8.60,0.00,-1.39,0.82,0.00,0.00,14.00
37425,13.21,0.41,1468,0.00,0.00,14.69,16,6.38,-8.30,0.00,-1.39,0.82,0.00,0.00,14.00
37488,13.32,0.42,1498,0.00,0.00,14.69,16,6.67,-8.01,0.00,-1.39,0.82,0.00,0.00,13.80
37553,13.32,0.42,1508,0.00,0.00,14.69,16,6.82,-7.83,0.00,-1.39,0.82,0.00,0.00,13.70
37617,13.67,0.41,1538,0.00,0.00,14.69,16,6.96,-7.68,0.00,-1.39,0.82,0.00,0.00,13.70
37680,13.78,0.42,1546,0.00,0.00,14.69,16,7.11,-7.60,0.00,-1.39,0.82,0.00,0.00,13.80
37744,14.24,0.42,1530,0.00,0.00,14.69,16,7.25,-7.50,0.00,-1.39,0.82,0.00,0.00,14.10
37808,14.59,0.43,1519,0.00,0.00,14.69,16,7.25,-7.43,0.00,-1.39,0.82,0.00,0.00,14.10
37872,15.04,0.44,1500,0.00,0.00,14.69,16,7.40,-7.35,0.00,-1.39,0.82,0.00,0.00,14.60
37937,15.50,0.44,1482,0.00,0.00,14.69,16,7.55,-7.21,0.00,-1.39,0.82,0.00,0.00,14.60
38000,16.19,0.45,1476,0.00,0.00,14.69,16,7.55,-7.15,0.00,-1.39,0.82,0.00,0.00,15.70
38065,16.31,0.46,1448,0.00,0.00,14.69,16,7.69,-7.06,0.00,-1.39,0.82,0.00,0.00,16.00
38128,15.96,0.46,1436,0.00,0.00,14.69,16,7.69,-6.96,0.00,-1.39,0.82,0.00,0.00,16.00
38191,15.85,0.46,1413,0.00,0.00,14.69,16,7.84,-6.88,0.00,-1.39,0.82,0.00,0.00,15.90
38255,15.62,0.47,1396,0.00,0.00,14.69,16,7.84,-6.79,0.00,-1.39,0.82,0.00,0.00,15.90
38319,15.62,0.47,1395,0.00,0.00,14.69,16,7.98,-6.71,0.00,-1.39,0.82,0.00,0.00,15.90
38384,15.50,0.48,1378,0.00,0.00,14.68,16,7.98,-6.65,0.00,-1.39,0.82,0.00,0.00,15.50
38447,15.27,0.47,1380,0.00,0.00,14.69,16,8.13,-6.59,0.00,-1.39,0.82,0.00,0.00,15.30
38511,15.39,0.48,1369,0.00,0.00,14.69,16,8.13,-6.57,0.00,-1.39,0.82,0.00,0.00,15.30
38575,15.39,0.48,1374,0.00,0.00,14.69,16,8.13,-6.54,0.00,-1.39,0.82,0.00,0.00,15.40
38639,15.39,0.48,1362,0.00,0.00,14.69,16,8.27,-6.52,0.00,-1.39,0.82,0.00,0.00,15.40
38703,15.27,0.49,1361,0.00,0.00,14.69,16,8.27,-6.44,0.00,-1.39,0.82,0.00,0.00,15.40
38767,15.39,0.49,1349,0.00,0.00,14.69,16,8.27,-6.42,0.00,-1.39,0.82,0.00,0.00,15.30
38831,15.50,0.49,1356,0.00,0.00,14.69,16,8.27,-6.40,0.00,-1.39,0.82,0.00,0.00,15.30
38895,15.39,0.49,1355,0.00,0.00,14.69,16,8.27,-6.34,0.00,-1.39,0.82,0.00,0.00,15.40
38958,15.27,0.46,1346,0.00,0.00,15.44,16,8.42,-6.40,0.00,-1.39,0.68,0.00,0.00,15.30
39022,15.27,0.41,1406,0.00,0.00,15.95,16,7.69,-7.81,0.00,-1.39,0.64,0.00,0.00,15.30
39086,15.27,0.32,1571,0.00,0.00,16.20,16,6.24,-8.78,0.00,-1.39,0.64,0.00,0.00,15.30
39150,15.04,0.27,1649,0.00,0.00,15.76,16,5.37,-9.42,0.00,-1.39,0.64,0.00,0.00,15.20
39213,14.70,0.22,1721,0.00,0.00,15.42,16,4.93,-9.94,0.00,-1.70,0.64,0.00,0.00,15.20
39278,14.24,0.20,1694,0.00,0.00,14.70,16,4.35,-10.46,0.00,-1.70,0.64,0.00,0.00,15.00
39342,14.24,0.19,1657,0.00,0.00,14.70,16,4.06,-10.75,0.00,-1.70,0.64,0.00,0.00,14.60
39405,14.24,0.19,1657,0.00,0.00,14.70,16,3.92,-10.77,0.00,-1.70,0.68,0.00,0.00,14.60
39469,14.24,0.24,1566,0.00,0.00,12.87,16,4.06,-10.56,0.00,-1.39,0.70,0.00,0.00,14.50
39533,14.70,0.28,1448,0.00,0.00,13.12,16,4.35,-10.25,0.00,-1.39,0.72,0.00,0.00,14.50
39597,15.27,0.29,1339,0.00,0.00,13.21,16,4.64,-10.02,0.00,-1.39,0.74,0.00,0.00,14.50
39660,16.19,0.35,1230,0.00,0.00,13.36,16,5.08,-9.55,0.00,-1.39,0.76,0.00,0.00,14.60
39724,16.65,0.40,1241,0.00,0.00,12.84,16,5.51,-9.07,0.00,-1.39,0.80,0.00,0.00,14.60
39789,16.65,0.46,1240,0.00,0.00,13.22,16,6.24,-8.43,0.00,-1.39,0.82,0.00,0.00,16.20
39853,19.98,0.49,1232,0.00,0.00,13.77,16,6.96,-7.75,0.00,-1.39,0.82,0.00,0.00,18.50
39916,20.33,0.48,1268,0.00,0.00,14.65,16,7.25,-7.43,0.00,-1.39,0.82,0.00,0.00,18.50
39981,19.06,0.46,1318,0.00,0.00,14.66,16,7.55,-7.15,0.00,-1.39,0.82,0.00,0.00,19.50
40044,15.85,0.45,1393,0.00,0.00,14.66,16,7.69,-7.06,0.00,-1.39,0.82,0.00,0.00,16.90
40108,13.55,0.43,1448,0.00,0.00,14.66,16,7.69,-7.00,0.00,-1.39,0.82,0.00,0.00,16.90
40172,12.40,0.42,1508,0.00,0.00,14.67,16,7.69,-7.04,0.00,-1.39,0.82,0.00,0.00,14.20
40236,12.40,0.42,1539,0.00,0.00,14.67,16,7.69,-7.08,0.00,-1.39,0.82,0.00,0.00,14.20
40299,12.98,0.42,1560,0.00,0.00,14.67,16,7.55,-7.15,0.00,-1.39,0.82,0.00,0.00,13.40
40364,13.90,0.42,1576,0.00,0.00,14.67,16,7.55,-7.19,0.00,-1.39,0.82,0.00,0.00,13.80
40428,14.70,0.43,1564,0.00,0.00,14.67,16,7.55,-7.19,0.00,-1.39,0.82,0.00,0.00,13.80
40492,15.39,0.43,1534,0.00,0.00,14.67,16,7.55,-7.15,0.00,-1.39,0.82,0.00,0.00,14.70
40556,15.96,0.44,1522,0.00,0.00,14.67,16,7.69,-7.12,0.00,-1.39,0.82,0.00,0.00,15.80
40620,16.19,0.45,1502,0.00,0.00,14.67,16,7.69,-7.04,0.00,-1.39,0.82,0.00,0.00,15.80
40684,15.96,0.45,1472,0.00,0.00,14.67,16,7.69,-6.98,0.00,-1.39,0.82,0.00,0.00,16.00
40748,15.85,0.46,1464,0.00,0.00,14.67,16,7.84,-6.92,0.00,-1.39,0.82,0.00,0.00,15.90
40813,15.27,0.46,1438,0.00,0.00,14.67,16,7.84,-6.85,0.00,-1.39,0.82,0.00,0.00,15.90
40876,14.81,0.48,1429,0.00,0.00,14.67,16,7.98,-6.77,0.00,-1.39,0.82,0.00,0.00,15.30
40939,14.70,0.47,1400,0.00,0.00,14.67,16,7.98,-6.67,0.00,-1.39,0.82,0.00,0.00,15.30
41003,14.70,0.49,1388,0.00,0.00,14.67,16,7.98,-6.59,0.00,-1.39,0.82,0.00,0.00,14.90
41068,14.70,0.49,1355,0.00,0.00,14.67,16,8.13,-6.52,0.00,-1.39,0.82,0.00,0.00,14.60
41132,14.70,0.50,1346,0.00,0.00,14.67,16,8.27,-6.44,0.00,-1.39,0.82,0.00,0.00,14.60
41195,14.81,0.50,1323,0.00,0.00,14.67,16,8.27,-6.34,0.00,-1.39,0.82,0.00,0.00,14.70
41259,14.93,0.51,1322,0.00,0.00,14.67,16,8.42,-6.28,0.00,-1.39,0.82,0.00,0.00,15.00
41323,15.04,0.51,1307,0.00,0.00,14.67,16,8.42,-6.23,0.00,-1.39,0.82,0.00,0.00,15.00
41387,14.93,0.53,1319,0.00,0.00,14.67,16,8.56,-6.19,0.00,-1.39,0.72,0.00,0.00,14.90
41451,14.93,0.48,1334,0.00,0.00,15.83,16,7.98,-7.14,0.00,-1.39,0.64,0.00,0.00,15.00
41515,14.93,0.40,1438,0.00,0.00,16.35,16,6.82,-8.24,0.00,-1.39,0.64,0.00,0.00,15.00
41579,14.70,0.30,1530,0.00,0.00,16.06,16,5.95,-9.22,0.00,-1.39,0.64,0.00,0.00,14.80
41643,14.47,0.28,1617,0.00,0.00,15.68,16,5.37,-9.55,0.00,-1.39,0.64,0.00,0.00,14.80
41706,13.90,0.22,1661,0.00,0.00,15.34,16,4.79,-10.17,0.00,-1.70,0.64,0.00,0.00,14.80
41770,13.21,0.20,1650,0.00,0.00,14.72,16,4.35,-10.46,0.00,-1.70,0.64,0.00,0.00,14.50
41834,13.09,0.19,1599,0.00,0.00,14.72,16,4.06,-10.67,0.00,-1.70,0.64,0.00,0.00,14.50
41898,12.98,0.18,1539,0.00,0.00,14.72,16,3.92,-10.81,0.00,-1.70,0.64,0.00,0.00,14.10
41962,13.09,0.19,1499,0.00,0.00,14.72,16,3.92,-10.87,0.00,-1.39,0.64,0.00,0.00,13.80
42026,13.09,0.19,1499,0.00,0.00,14.72,16,3.77,-10.87,0.00,-1.39,0.64,0.00,0.00,13.80
42090,13.21,0.18,1446,0.00,0.00,14.72,16,3.77,-10.96,0.00,-1.39,0.64,0.00,0.00,13.60
42154,13.21,0.18,1404,0.00,0.00,14.71,16,3.77,-10.96,0.00,-1.39,0.64,0.00,0.00,13.50
42217,13.32,0.19,1354,0.00,0.00,14.71,16,3.77,-11.00,0.00,-1.39,0.64,0.00,0.00,13.50
42281,13.44,0.19,1328,0.00,0.00,14.71,16,3.77,-10.98,0.00,-1.39,0.64,0.00,0.00,13.50
42345,13.44,0.20,1288,0.00,0.00,14.71,16,3.77,-10.96,0.00,-1.39,0.64,0.00,0.00,13.60
42408,13.44,0.21,1250,0.00,0.00,14.71,16,3.77,-10.94,0.00,-1.39,0.64,0.00,0.00,13.60
42473,13.67,0.21,1226,0.00,0.00,14.71,16,3.92,-10.85,0.00,-1.39,0.64,0.00,0.00,13.60
42536,13.55,0.22,1186,0.00,0.00,14.71,16,3.92,-10.75,0.00,-1.39,0.64,0.00,0.00,13.60
42600,13.55,0.22,1165,0.00,0.00,14.71,16,4.06,-10.67,0.00,-1.08,0.64,0.00,0.00,13.60
42664,13.55,0.23,1130,0.00,0.00,14.71,16,4.06,-10.60,0.00,-1.08,0.64,0.00,0.00,13.60
42728,13.44,0.23,1107,0.00,0.00,14.71,16,4.21,-10.50,0.00,-1.08,0.64,0.00,0.00,13.60
42792,13.44,0.23,1073,0.00,0.00,14.71,16,4.21,-10.44,0.00,-1.08,0.64,0.00,0.00,13.70
