Time (msec),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
147178,14.36,149,0.14,1066,0.00,0.00,16,14.10,15.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
147239,14.47,149,0.14,1063,0.00,0.00,16,14.10,14.50,5.22,-9.53,5.04,1.40,0.00,0.64,0.00
147296,14.59,149,0.14,1066,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
147368,14.59,149,0.14,1066,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.14,1.40,0.00,0.64,0.00
147431,14.59,149,0.14,1076,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
147498,14.47,149,0.14,1072,0.00,0.00,16,14.10,13.50,5.08,-9.55,5.04,1.42,0.00,0.64,0.00
147551,14.70,149,0.14,1070,0.00,0.00,16,14.10,13.50,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
147614,14.47,149,0.14,1072,0.00,0.00,16,14.10,15.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
147682,14.59,149,0.14,1071,0.00,0.00,16,14.10,13.50,5.22,-9.53,5.10,1.42,0.00,0.64,0.00
147751,14.59,149,0.14,1066,0.00,0.00,16,14.10,14.00,5.22,-9.55,5.08,1.42,0.00,0.64,0.00
147814,14.47,149,0.14,1070,0.00,0.00,16,14.10,13.00,5.22,-9.55,5.08,1.40,0.00,0.64,0.00
147867,14.59,149,0.14,1071,0.00,0.00,16,14.10,13.50,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
147945,14.36,149,0.14,1067,0.00,0.00,16,14.10,14.00,5.22,-9.57,5.08,1.42,0.00,0.64,0.00
147998,14.47,149,0.14,1057,0.00,0.00,16,14.10,15.00,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
148068,14.47,149,0.14,1065,0.00,0.00,16,14.10,14.00,5.22,-9.55,5.08,1.40,0.00,0.64,0.00
148130,14.59,149,0.14,1062,0.00,0.00,16,14.10,14.00,5.08,-9.53,5.04,1.40,0.00,0.64,0.00
148198,14.59,149,0.14,1070,0.00,0.00,16,14.10,13.50,5.22,-9.55,5.08,1.40,0.00,0.64,0.00
148251,14.47,149,0.14,1058,0.00,0.00,16,14.10,14.50,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
148329,14.70,149,0.14,1064,0.00,0.00,16,14.10,14.00,5.08,-9.53,5.08,1.42,0.00,0.64,0.00
148384,14.47,149,0.14,1059,0.00,0.00,16,14.10,14.50,5.22,-9.55,5.08,1.42,0.00,0.64,0.00
148451,14.59,149,0.14,1071,0.00,0.00,16,14.10,13.00,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
148514,14.47,149,0.14,1070,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
148582,14.47,149,0.14,1074,0.00,0.00,16,14.10,13.00,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
148645,14.59,149,0.14,1066,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.14,1.40,0.00,0.64,0.00
148698,14.36,149,0.14,1060,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
148766,14.59,149,0.14,1067,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
148829,14.47,149,0.14,1079,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
148898,14.47,149,0.14,1071,0.00,0.00,16,14.10,13.50,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
148967,14.47,149,0.14,1073,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
149029,14.47,149,0.14,1062,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.14,1.40,0.00,0.64,0.00
149082,14.59,149,0.15,1060,0.00,0.00,16,14.10,14.50,5.08,-9.55,5.14,1.42,0.00,0.64,0.00
149151,14.47,149,0.14,1057,0.00,0.00,16,14.10,15.00,5.22,-9.53,5.14,1.42,0.00,0.64,0.00
149213,14.47,149,0.14,1075,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.10,1.40,0.00,0.64,0.00
149282,14.70,149,0.14,1082,0.00,0.00,16,14.10,12.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
149351,14.59,149,0.14,1068,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.01,1.40,0.00,0.64,0.00
149413,14.70,149,0.14,1066,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
149466,14.70,149,0.14,1062,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
149529,14.47,149,0.14,1071,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
149614,14.59,149,0.14,1070,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
149667,14.47,149,0.14,1062,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
149729,14.59,149,0.14,1065,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.10,1.42,0.00,0.64,0.00
149798,14.47,149,0.15,1054,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.14,1.40,0.00,0.64,0.00
149851,14.36,149,0.15,1051,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.14,1.42,0.00,0.64,0.00
149914,14.59,149,0.14,1054,0.00,0.00,16,14.10,15.50,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
149982,14.47,149,0.14,1054,0.00,0.00,16,14.10,15.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
150051,14.59,149,0.14,1068,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.10,1.42,0.00,0.64,0.00
150114,14.59,149,0.14,1072,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
150167,14.59,149,0.14,1068,0.00,0.00,16,14.10,13.50,5.08,-9.53,5.14,1.40,0.00,0.64,0.00
150245,14.59,149,0.14,1070,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.04,1.40,0.00,0.64,0.00
150298,14.47,149,0.14,1070,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
150367,14.70,149,0.14,1070,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
150430,14.47,149,0.14,1079,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
150498,14.59,149,0.14,1071,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
150551,14.47,149,0.14,1073,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
150630,14.36,149,0.14,1063,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
150683,14.47,149,0.14,1074,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
150751,14.24,149,0.14,1068,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
150814,14.47,149,0.14,1074,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
150883,14.47,149,0.14,1067,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.08,1.42,0.00,0.64,0.00
150946,14.47,149,0.14,1060,0.00,0.00,16,14.10,14.50,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
150998,14.59,149,0.15,1059,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
151067,14.24,149,0.14,1049,0.00,0.00,16,14.10,15.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
151130,14.59,149,0.14,1058,0.00,0.00,16,14.10,14.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
151199,14.36,149,0.14,1078,0.00,0.00,16,14.10,12.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
151267,14.36,149,0.14,1072,0.00,0.00,16,14.10,13.00,5.08,-9.53,5.01,1.40,0.00,0.64,0.00
151330,14.36,149,0.14,1070,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
151383,14.24,149,0.14,1047,0.00,0.00,16,14.10,15.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
153446,14.24,149,0.14,1047,0.00,0.00,16,14.10,15.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
153948,14.59,151,0.14,1054,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.04,1.42,0.00,0.64,0.00
154002,14.36,151,0.14,1056,0.00,0.00,16,14.10,14.50,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
154070,14.47,151,0.14,1070,0.00,0.00,16,14.10,13.00,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
154136,14.47,151,0.14,1076,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
154202,14.47,151,0.14,1074,0.00,0.00,16,14.10,12.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
154270,14.59,151,0.14,1066,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
154333,14.47,151,0.14,1053,0.00,0.00,16,14.10,15.00,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
154386,14.47,151,0.14,1053,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
154449,14.59,151,0.14,1066,0.00,0.00,16,14.10,13.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
154518,14.59,151,0.14,1069,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
154587,14.70,151,0.14,1073,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.04,1.42,0.00,0.64,0.00
154649,14.59,151,0.14,1054,0.00,0.00,16,14.10,15.00,5.08,-9.55,5.01,1.40,0.00,0.64,0.00
154702,14.47,151,0.14,1059,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
154771,14.59,151,0.14,1046,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
154833,14.47,151,0.14,1061,0.00,0.00,16,14.10,15.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
154902,14.59,151,0.14,1070,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.04,1.40,0.00,0.64,0.00
154971,14.47,151,0.14,1069,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.04,1.42,0.00,0.64,0.00
155033,14.47,151,0.14,1069,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
155087,14.59,151,0.14,1067,0.00,0.00,16,14.10,12.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
155149,14.47,151,0.14,1062,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
155218,14.59,151,0.14,1064,0.00,0.00,16,14.10,13.50,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
155287,14.59,151,0.14,1071,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
155350,14.59,151,0.14,1070,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
155418,14.59,151,0.14,1075,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.04,1.42,0.00,0.64,0.00
155471,14.59,151,0.14,1055,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
155534,14.70,151,0.14,1064,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
155603,14.59,151,0.14,1069,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
155672,14.70,151,0.15,1058,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
155734,14.59,151,0.14,1050,0.00,0.00,16,14.10,15.50,5.08,-9.57,5.10,1.40,0.00,0.64,0.00
155803,14.70,151,0.14,1060,0.00,0.00,16,14.10,14.00,5.08,-9.53,5.04,1.40,0.00,0.64,0.00
155865,14.47,151,0.14,1075,0.00,0.00,16,14.10,12.50,5.22,-9.57,5.01,1.40,0.00,0.64,0.00
155919,14.47,151,0.14,1070,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.01,1.40,0.00,0.64,0.00
155988,14.59,151,0.14,1074,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
156050,14.47,151,0.14,1079,0.00,0.00,16,14.10,13.50,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
156119,14.47,151,0.14,1068,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
156172,14.47,151,0.14,1071,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.08,1.42,0.00,0.64,0.00
156239,14.47,151,0.14,1058,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
156304,14.59,151,0.14,1068,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
156375,14.36,151,0.14,1069,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
156438,14.47,151,0.14,1062,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
156506,14.47,151,0.14,1070,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
156569,14.47,151,0.14,1067,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
156622,14.47,151,0.14,1072,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
156691,14.36,151,0.14,1056,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
156753,14.59,151,0.14,1059,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
156822,14.47,151,0.14,1054,0.00,0.00,16,14.10,15.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
156875,14.47,151,0.14,1073,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
156953,14.59,151,0.14,1078,0.00,0.00,16,14.10,12.50,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
157007,14.59,151,0.14,1071,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
157075,14.59,151,0.14,1065,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
157138,14.59,151,0.14,1069,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
157207,14.47,151,0.14,1069,0.00,0.00,16,14.10,13.50,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
157271,14.59,151,0.14,1080,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
157323,14.59,151,0.14,1078,0.00,0.00,16,14.10,12.50,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
157392,14.59,151,0.14,1073,0.00,0.00,16,14.10,13.00,5.08,-9.61,5.08,1.40,0.00,0.64,0.00
157454,14.59,151,0.14,1060,0.00,0.00,16,14.10,12.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
157523,14.47,151,0.14,1063,0.00,0.00,16,14.10,14.50,5.08,-9.59,5.04,1.42,0.00,0.64,0.00
157591,14.70,151,0.14,1063,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
157654,14.59,151,0.14,1076,0.00,0.00,16,14.10,14.50,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
157707,14.59,151,0.14,1070,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
157776,14.59,151,0.14,1074,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
157839,14.47,151,0.14,1058,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.04,1.40,0.00,0.64,0.00
157907,14.59,151,0.14,1058,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
157970,14.47,151,0.14,1055,0.00,0.00,16,14.10,15.50,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
158039,14.59,151,0.14,1063,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
158092,14.59,151,0.14,1073,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
158164,14.59,151,0.14,1071,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
158228,14.59,151,0.14,1077,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
158292,14.47,151,0.14,1057,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
158354,14.70,151,0.14,1065,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
158407,14.59,151,0.14,1061,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
158476,14.70,151,0.14,1076,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
158543,14.59,151,0.14,1077,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
158607,14.70,151,0.14,1065,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
158676,14.70,151,0.14,1069,0.00,0.00,16,14.10,13.50,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
158739,14.59,151,0.14,1064,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
158792,14.70,151,0.14,1066,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
158854,14.47,151,0.14,1079,0.00,0.00,16,14.10,12.50,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
158924,14.47,151,0.14,1077,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
158992,14.47,151,0.14,1076,0.00,0.00,16,14.10,12.00,5.08,-9.61,5.01,1.40,0.00,0.64,0.00
159055,14.36,151,0.14,1072,0.00,0.00,16,14.10,13.50,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
159123,14.47,151,0.14,1065,0.00,0.00,16,14.10,14.00,5.08,-9.63,5.08,1.40,0.00,0.64,0.00
159177,14.47,151,0.14,1067,0.00,0.00,16,14.10,15.50,5.08,-9.61,5.08,1.40,0.00,0.64,0.00
161199,14.47,151,0.14,1067,0.00,0.00,16,14.10,15.50,5.08,-9.61,5.08,1.40,0.00,0.64,0.00
161864,14.47,151,0.14,1049,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
161933,14.70,151,0.14,1048,0.00,0.00,16,14.10,15.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
161986,14.70,151,0.14,1050,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
162049,14.59,151,0.14,1064,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
162118,14.70,151,0.14,1072,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
162187,14.70,153,0.14,1059,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
162250,14.81,153,0.14,1062,0.00,0.00,16,14.10,13.50,5.08,-9.59,5.04,1.40,0.00,0.64,0.00
162303,14.81,153,0.14,1056,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
162381,14.81,153,0.14,1060,0.00,0.00,16,14.10,14.00,5.08,-9.61,5.01,1.40,0.00,0.64,0.00
162435,14.81,153,0.14,1070,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
162504,14.81,153,0.14,1067,0.00,0.00,16,14.10,13.00,5.08,-9.61,5.01,1.40,0.00,0.64,0.00
162566,14.81,153,0.14,1072,0.00,0.00,16,14.10,13.00,5.08,-9.61,5.01,1.40,0.00,0.64,0.00
162650,14.81,153,0.14,1072,0.00,0.00,16,14.10,12.50,5.08,-9.57,4.97,1.40,0.00,0.64,0.00
162688,14.70,153,0.14,1062,0.00,0.00,16,14.10,14.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
162766,14.70,153,0.14,1062,0.00,0.00,16,14.10,14.00,5.08,-9.61,5.01,1.40,0.00,0.64,0.00
162823,14.59,153,0.14,1057,0.00,0.00,16,14.10,14.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
162891,14.70,153,0.14,1064,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
162942,14.59,153,0.14,1063,0.00,0.00,16,14.10,13.50,5.08,-9.63,4.97,1.40,0.00,0.64,0.00
163006,14.59,153,0.14,1065,0.00,0.00,16,14.10,13.50,5.08,-9.61,5.01,1.40,0.00,0.64,0.00
163084,14.59,153,0.14,1069,0.00,0.00,16,14.10,12.50,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
163138,14.36,153,0.14,1059,0.00,0.00,16,14.10,14.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
163207,14.59,153,0.14,1057,0.00,0.00,16,14.10,14.00,5.08,-9.61,5.01,1.42,0.00,0.64,0.00
163269,14.36,153,0.14,1051,0.00,0.00,16,14.10,15.00,5.08,-9.63,4.97,1.40,0.00,0.64,0.00
163338,14.47,153,0.14,1067,0.00,0.00,16,14.10,13.00,5.08,-9.63,4.97,1.40,0.00,0.64,0.00
163391,14.59,153,0.14,1069,0.00,0.00,16,14.10,13.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
163454,14.59,153,0.14,1063,0.00,0.00,16,14.10,14.00,5.08,-9.61,5.08,1.40,0.00,0.64,0.00
163522,14.70,153,0.14,1050,0.00,0.00,16,14.10,15.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
163591,14.59,153,0.14,1048,0.00,0.00,16,14.10,15.50,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
163654,14.70,153,0.14,1055,0.00,0.00,16,14.10,14.00,5.08,-9.57,4.95,1.40,0.00,0.64,0.00
163723,14.59,153,0.14,1074,0.00,0.00,16,14.10,12.50,5.08,-9.63,4.95,1.40,0.00,0.64,0.00
163785,14.70,153,0.14,1074,0.00,0.00,16,14.10,12.50,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
163839,14.59,153,0.14,1074,0.00,0.00,16,14.10,12.50,5.08,-9.63,4.97,1.40,0.00,0.64,0.00
163907,14.36,153,0.14,1056,0.00,0.00,16,14.10,14.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
163970,14.59,153,0.14,1056,0.00,0.00,16,14.10,14.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
164039,14.36,153,0.14,1058,0.00,0.00,16,14.10,14.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
164092,14.47,153,0.14,1061,0.00,0.00,16,14.10,14.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
164154,14.47,153,0.14,1067,0.00,0.00,16,14.10,13.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
164224,14.59,153,0.14,1060,0.00,0.00,16,14.10,14.00,5.08,-9.63,4.95,1.40,0.00,0.64,0.00
164292,14.59,153,0.14,1056,0.00,0.00,16,14.10,14.00,5.08,-9.63,4.95,1.40,0.00,0.64,0.00
164355,14.47,153,0.14,1052,0.00,0.00,16,14.10,14.50,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
164424,14.70,153,0.14,1053,0.00,0.00,16,14.10,14.50,5.08,-9.63,4.95,1.40,0.00,0.64,0.00
164486,14.70,153,0.14,1064,0.00,0.00,16,14.10,15.00,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
164539,14.59,153,0.14,1060,0.00,0.00,16,14.10,13.50,5.08,-9.63,4.97,1.40,0.00,0.64,0.00
164608,14.70,153,0.14,1062,0.00,0.00,16,14.10,13.50,5.08,-9.63,4.97,1.40,0.00,0.64,0.00
164671,14.70,153,0.14,1058,0.00,0.00,16,14.10,14.00,5.08,-9.59,4.95,1.40,0.00,0.64,0.00
164740,14.70,153,0.14,1052,0.00,0.00,16,14.10,14.50,5.08,-9.63,5.01,1.40,0.00,0.64,0.00
164809,14.70,153,0.14,1045,0.00,0.00,16,14.10,15.50,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
164871,14.59,153,0.14,1046,0.00,0.00,16,14.10,15.50,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
164924,14.70,153,0.14,1061,0.00,0.00,16,14.10,15.00,5.08,-9.61,4.97,1.40,0.00,0.64,0.00
164993,14.70,153,0.14,1050,0.00,0.00,16,14.10,13.00,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
165056,14.70,153,0.14,1063,0.00,0.00,16,14.10,14.00,5.08,-9.63,4.95,1.40,0.00,0.64,0.00
165125,14.70,153,0.14,1044,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
165187,14.47,153,0.14,1044,0.00,0.00,16,14.10,14.00,5.08,-9.63,4.95,1.40,0.00,0.64,0.00
165241,14.70,153,0.14,1050,0.00,0.00,16,14.10,14.00,5.08,-9.57,4.91,1.40,0.00,0.64,0.00
165309,14.59,153,0.14,1043,0.00,0.00,16,14.10,15.00,5.08,-9.63,4.95,1.40,0.00,0.64,0.00
165372,14.70,153,0.14,1047,0.00,0.00,16,14.10,14.50,5.08,-9.59,4.95,1.40,0.00,0.64,0.00
165440,14.59,153,0.14,1061,0.00,0.00,16,14.10,13.00,5.08,-9.61,4.91,1.40,0.00,0.64,0.00
165509,14.70,153,0.14,1046,0.00,0.00,16,14.10,14.50,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
165572,14.70,153,0.14,1054,0.00,0.00,16,14.10,14.00,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
165625,14.70,153,0.14,1046,0.00,0.00,16,14.10,14.00,5.08,-9.61,4.95,1.38,0.00,0.64,0.00
165693,14.70,153,0.14,1052,0.00,0.00,16,14.10,14.00,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
165756,14.70,153,0.14,1052,0.00,0.00,16,14.10,14.00,5.08,-9.63,4.95,1.40,0.00,0.64,0.00
165825,14.81,153,0.14,1063,0.00,0.00,16,14.10,13.00,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
165893,14.70,153,0.14,1066,0.00,0.00,16,14.10,12.50,5.08,-9.63,4.95,1.40,0.00,0.64,0.00
165956,14.70,153,0.14,1052,0.00,0.00,16,14.10,14.00,5.08,-9.61,4.95,1.40,0.00,0.64,0.00
166009,14.70,153,0.14,1052,0.00,0.00,16,14.10,14.00,5.08,-9.63,4.97,1.40,0.00,0.64,0.00
