Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
96673,14.47,0.33,1766,0.00,0.00,16,36.60,36.50,9.58,19.81,-1.39,0.96,13.84,0.00
96860,14.59,0.35,1715,0.00,0.00,16,36.60,36.50,10.01,20.15,-1.08,0.96,13.84,0.00
97063,14.70,0.40,1504,0.00,0.00,16,29.22,32.00,10.59,19.97,-1.08,0.98,13.84,0.00
97240,13.44,0.45,1281,0.00,0.00,16,21.48,22.50,11.61,18.80,-0.77,1.00,13.84,35.00
97427,13.90,0.43,1354,0.00,0.00,16,22.89,23.50,12.48,19.58,-0.46,1.02,13.76,33.00
97630,14.81,0.42,1430,0.00,0.00,16,25.70,26.50,12.62,19.90,-0.46,1.04,13.84,33.00
97826,15.50,0.44,1502,0.00,0.00,16,26.41,26.00,12.77,21.63,0.15,1.06,13.68,32.00
98005,15.04,0.43,1592,0.00,0.00,16,28.16,28.50,12.77,22.58,0.46,1.06,13.84,30.00
98208,14.93,0.44,1676,0.00,0.00,16,28.52,28.50,12.77,24.51,1.08,1.10,13.76,28.00
98395,14.93,0.46,1769,0.00,0.00,16,27.81,28.50,12.91,26.42,2.32,1.16,13.76,26.00
98583,14.81,0.47,1868,0.00,0.00,16,27.81,27.50,13.49,29.27,3.25,1.18,13.76,25.00
98770,14.70,0.48,1935,0.00,0.00,16,28.87,29.50,13.64,30.72,4.18,1.20,13.76,23.00
98966,14.70,0.47,2040,0.00,0.00,16,30.62,30.50,13.78,32.18,4.80,1.22,13.76,21.00
99157,14.70,0.48,2134,0.00,0.00,16,30.62,30.50,13.93,33.71,4.80,1.24,13.76,20.00
99350,14.70,0.48,2227,0.00,0.00,16,30.62,29.50,14.07,35.31,5.10,1.24,13.84,18.00
99540,14.47,0.50,2299,0.00,0.00,16,29.22,29.50,14.07,37.79,5.10,1.24,13.84,16.00
99728,14.47,0.49,2364,0.00,0.00,16,31.33,30.50,13.93,38.04,3.25,1.18,13.84,15.00
99918,14.47,0.48,2465,0.00,0.00,16,32.38,32.00,13.49,39.34,2.63,1.16,13.84,13.00
100106,14.47,0.45,2548,0.00,0.00,16,34.84,34.00,12.91,38.04,0.77,1.12,13.76,11.00
100301,14.59,0.44,2647,0.00,0.00,16,35.90,35.50,12.48,38.29,0.15,1.08,13.76,9.00
100496,14.24,0.39,2721,0.00,0.00,16,39.41,39.00,11.32,34.83,-1.70,1.04,13.76,8.00
100684,14.01,0.37,2796,0.00,0.00,16,41.17,41.00,10.74,34.08,-2.01,1.02,13.76,6.00
100876,13.90,0.35,2841,0.00,0.00,16,42.58,42.00,10.30,32.29,-3.25,1.00,13.76,4.00
101067,14.01,0.32,2922,0.00,0.00,16,42.93,42.50,9.87,30.72,-3.25,0.98,13.84,2.00
101256,13.67,0.30,2954,0.00,0.00,16,43.63,43.50,9.29,28.20,-3.87,0.96,13.76,1.00
101450,13.67,0.27,2998,0.00,0.00,16,44.34,44.00,8.56,24.41,-4.18,0.92,13.84,0.00
101638,13.44,0.22,3051,0.00,0.00,16,44.34,44.00,7.69,22.85,-4.18,0.88,13.84,0.00
101831,13.55,0.20,3074,0.00,0.00,16,44.34,44.00,7.11,20.74,-4.18,0.86,13.76,0.00
102017,13.44,0.17,3067,0.00,0.00,16,26.05,28.50,6.24,17.86,-4.18,0.82,13.84,0.00
102205,12.98,0.16,3093,0.00,0.00,16,17.97,20.50,5.80,16.50,-4.18,0.80,13.76,0.00
102393,12.98,0.14,3001,0.00,0.00,16,5.31,7.00,5.22,13.69,-4.18,0.76,13.84,0.00
102585,12.98,0.12,3017,0.00,0.00,16,-4.53,-2.00,4.79,12.03,-4.18,0.72,13.84,0.00
102773,12.29,0.12,3023,0.00,0.00,16,-3.48,-4.00,4.21,12.26,-4.18,0.68,13.84,0.00
102972,11.83,0.12,2974,0.00,0.00,16,-7.34,-8.00,4.06,11.71,-4.18,0.66,13.84,0.00
103167,13.55,0.11,2938,0.00,0.00,16,-10.16,-10.50,4.06,10.68,-4.18,0.64,13.84,0.00
103358,19.64,0.10,2917,0.00,0.00,16,-10.16,-10.50,4.06,10.17,-4.18,0.64,13.84,0.00
103542,23.54,0.10,2858,0.00,0.00,16,-10.16,-10.50,3.92,9.97,-4.18,0.64,13.84,0.00
103729,23.89,0.11,2824,0.00,0.00,16,-10.16,-10.50,3.92,9.97,-4.18,0.64,13.84,0.00
103928,24.00,0.10,2802,0.00,0.00,16,-10.16,-10.50,3.92,9.97,-4.18,0.64,13.84,0.00
104116,24.12,0.11,2784,0.00,0.00,16,-10.16,-10.50,3.92,9.79,-4.18,0.64,13.76,0.00
104303,24.00,0.11,2751,0.00,0.00,16,-10.16,-10.50,3.92,9.84,-4.18,0.64,13.84,0.00
104490,24.12,0.12,2710,0.00,0.00,16,-10.16,-10.50,3.92,10.33,-3.87,0.66,13.76,0.00
104693,24.00,0.13,2658,0.00,0.00,16,-10.16,-10.50,4.06,11.24,-3.87,0.68,13.84,0.00
104893,23.89,0.13,2623,0.00,0.00,16,-6.64,-7.50,4.21,11.81,-3.87,0.70,13.76,0.00
105083,15.85,0.13,2603,0.00,0.00,16,-3.12,-5.00,4.06,11.33,-3.56,0.70,13.84,0.00
105277,12.29,0.13,2554,0.00,0.00,16,-1.02,-1.50,3.92,11.18,-3.56,0.70,13.84,0.00
105465,12.29,0.13,2522,0.00,0.00,16,1.45,1.00,3.92,11.04,-3.56,0.70,13.84,0.00
105651,12.06,0.13,2514,0.00,0.00,16,1.09,1.50,3.92,10.83,-3.25,0.70,13.84,0.00
105838,12.06,0.13,2490,0.00,0.00,16,-1.72,-2.50,3.92,10.38,-3.25,0.70,13.84,0.00
106026,12.17,0.13,2448,0.00,0.00,16,-2.42,-2.00,3.77,10.13,-3.25,0.68,13.92,0.00
106229,12.52,0.12,2423,0.00,0.00,16,-6.99,-7.00,3.77,9.56,-3.25,0.66,13.84,0.00
106416,14.93,0.11,2389,0.00,0.00,16,-8.05,-9.00,3.77,8.91,-2.94,0.64,13.84,0.00
106604,19.06,0.10,2372,0.00,0.00,16,-1.37,-3.50,3.77,8.06,-2.94,0.64,13.84,0.00
106791,25.61,0.09,2337,0.00,0.00,16,10.59,6.00,3.63,7.54,-2.63,0.64,13.84,0.00
106984,23.89,0.09,2288,0.00,0.00,16,15.51,15.50,3.63,7.10,-2.63,0.64,13.84,0.00
107171,23.89,0.09,2263,0.00,0.00,16,15.51,15.50,3.48,6.62,-2.32,0.64,13.84,0.00
107374,23.89,0.08,2212,0.00,0.00,16,15.16,15.00,3.48,5.98,-2.32,0.64,13.84,0.00
107562,24.00,0.09,2181,0.00,0.00,16,15.16,15.00,3.48,6.44,-2.01,0.64,13.76,0.00
107749,24.12,0.09,2152,0.00,0.00,16,14.80,14.50,3.48,6.37,-2.01,0.64,13.84,0.00
107946,23.77,0.09,2124,0.00,0.00,16,14.80,14.50,3.48,6.22,-2.01,0.64,13.76,0.00
108135,24.12,0.09,2090,0.00,0.00,16,14.45,14.00,3.63,6.29,-2.01,0.64,13.84,0.00
108325,23.89,0.09,2069,0.00,0.00,16,14.45,14.00,3.63,6.18,-2.01,0.64,13.76,0.00
108516,24.12,0.11,2048,0.00,0.00,16,14.10,14.00,3.77,6.81,-1.70,0.68,13.76,0.00
108705,23.89,0.11,2004,0.00,0.00,16,15.86,15.50,4.21,7.57,-1.70,0.70,13.84,0.00
108892,23.77,0.12,1992,0.00,0.00,16,21.48,20.00,4.21,7.82,-1.39,0.72,13.84,0.00
109095,23.43,0.12,1998,0.00,0.00,16,26.41,25.50,4.21,8.14,-1.39,0.72,13.84,0.00
109267,15.96,0.12,1977,0.00,0.00,16,32.03,30.50,4.35,7.98,-1.39,0.72,13.84,0.00
109470,13.78,0.12,1977,0.00,0.00,16,32.73,32.50,4.35,7.74,-1.39,0.72,13.84,0.00
109658,13.67,0.12,1967,0.00,0.00,16,32.73,32.50,4.35,7.78,-1.39,0.72,13.84,0.00
109852,14.24,0.12,1970,0.00,0.00,16,32.73,32.50,4.50,7.89,-1.39,0.72,13.84,0.00
110038,14.81,0.12,1972,0.00,0.00,16,32.73,32.00,4.50,7.74,-1.39,0.72,13.84,0.00
110225,14.81,0.12,1966,0.00,0.00,16,32.73,32.50,4.50,7.82,-1.39,0.72,13.84,0.00
110413,14.81,0.12,1944,0.00,0.00,16,32.03,32.00,4.50,7.62,-1.39,0.72,13.84,0.00
110609,14.70,0.10,1965,0.00,0.00,16,32.38,32.00,4.50,6.48,-1.39,0.74,13.84,0.00
110797,14.70,0.12,1970,0.00,0.00,16,32.73,32.00,4.50,7.82,-1.39,0.72,13.76,0.00
111000,15.16,0.12,1941,0.00,0.00,16,32.38,32.00,4.50,7.90,-1.39,0.72,13.84,0.00
111190,15.16,0.12,1932,0.00,0.00,16,32.03,32.00,4.50,7.90,-1.39,0.74,13.76,0.00
111380,14.36,0.12,1936,0.00,0.00,16,32.38,32.00,4.50,7.82,-1.39,0.72,13.84,0.00
111563,14.13,0.12,1929,0.00,0.00,16,32.03,32.00,4.50,7.78,-1.39,0.74,13.76,0.00
111750,14.36,0.11,1928,0.00,0.00,16,30.98,31.50,4.21,6.44,-1.39,0.68,13.84,0.00
111938,14.59,0.10,1905,0.00,0.00,16,26.05,26.00,4.06,6.48,-1.39,0.68,13.76,0.00
112141,15.85,0.10,1896,0.00,0.00,16,21.48,22.50,4.06,6.48,-1.39,0.68,13.84,0.00
112329,20.67,0.10,1852,0.00,0.00,16,16.21,18.00,4.21,6.40,-1.39,0.68,13.84,0.00
112516,25.61,0.11,1830,0.00,0.00,16,14.10,14.00,4.21,6.48,-1.39,0.68,13.84,0.00
112704,24.69,0.11,1785,0.00,0.00,16,14.10,14.00,4.21,6.59,-1.39,0.68,13.84,0.00
112899,23.89,0.11,1755,0.00,0.00,16,14.10,14.00,4.21,6.51,-1.39,0.68,13.84,0.00
113086,23.77,0.11,1736,0.00,0.00,16,14.10,14.00,4.21,6.11,-1.39,0.68,13.84,0.00
113282,24.23,0.11,1723,0.00,0.00,16,14.10,14.00,4.21,6.40,-1.39,0.68,13.92,0.00
113469,24.00,0.11,1682,0.00,0.00,16,14.10,14.00,4.21,6.44,-1.39,0.68,13.84,0.00
113657,24.00,0.12,1661,0.00,0.00,16,14.10,14.00,4.21,6.55,-1.39,0.68,13.84,0.00
113856,23.89,0.12,1621,0.00,0.00,16,14.10,14.00,4.35,6.77,-1.39,0.68,13.84,0.00
114051,24.00,0.13,1592,0.00,0.00,16,14.10,14.00,4.50,6.77,-1.39,0.68,13.84,0.00
114241,23.77,0.13,1570,0.00,0.00,16,14.10,14.00,4.64,6.81,-1.39,0.68,13.76,0.00
114429,23.66,0.13,1535,0.00,0.00,16,14.10,14.00,4.79,6.73,-1.39,0.68,13.84,0.00
114622,24.12,0.13,1508,0.00,0.00,16,14.10,14.00,4.93,6.70,-1.39,0.68,13.76,0.00
114809,24.00,0.12,1466,0.00,0.00,16,14.45,22.00,4.93,5.91,-1.39,0.68,13.84,0.00
114993,24.00,0.12,1488,0.00,0.00,16,17.27,16.50,4.93,6.07,-1.39,0.68,13.84,0.00
115196,23.89,0.13,1440,0.00,0.00,16,19.38,19.00,4.79,6.07,-1.39,0.68,13.76,0.00
115384,22.97,0.13,1456,0.00,0.00,16,22.54,22.00,4.79,6.15,-1.39,0.68,13.84,0.00
115571,17.34,0.13,1427,0.00,0.00,16,24.65,23.50,4.79,6.11,-1.39,0.68,13.76,0.00
115763,15.50,0.13,1452,0.00,0.00,16,25.00,25.00,4.79,6.07,-1.39,0.68,13.84,0.00
115955,15.04,0.13,1444,0.00,0.00,16,25.00,25.00,4.79,6.04,-1.39,0.68,13.92,0.00
116146,14.81,0.13,1428,0.00,0.00,16,24.30,27.00,4.79,6.04,-1.39,0.68,13.84,0.00
116338,14.81,0.12,1455,0.00,0.00,16,24.30,23.50,4.79,5.81,-1.39,0.68,13.84,0.00
116526,14.70,0.12,1424,0.00,0.00,16,21.13,23.50,4.79,5.85,-1.39,0.66,13.84,0.00
116714,14.81,0.10,1429,0.00,0.00,16,14.45,17.50,4.35,4.31,-1.39,0.64,13.84,0.00
116900,14.47,0.09,1370,0.00,0.00,16,14.10,16.50,3.92,4.47,-1.39,0.64,13.84,0.00
117088,14.24,0.11,1277,0.00,0.00,16,14.10,22.00,3.92,4.82,-1.39,0.64,13.84,34.00
117291,14.13,0.11,1244,0.00,0.00,16,14.10,22.00,3.92,4.69,-1.39,0.64,13.84,32.00
117479,14.01,0.12,1232,0.00,0.00,16,14.10,22.00,3.92,4.69,-1.39,0.64,13.60,30.00
117666,13.78,0.12,1176,0.00,0.00,16,14.10,22.00,4.06,4.63,-1.08,0.64,13.84,29.00
117864,13.32,0.12,1138,0.00,0.00,16,14.10,22.00,4.35,4.53,-1.08,0.64,13.68,27.00
118052,12.86,0.11,1094,0.00,0.00,16,14.10,22.00,4.35,4.14,-1.08,0.64,13.84,25.00
118243,12.86,0.12,1056,0.00,0.00,16,14.10,22.00,4.50,4.11,-1.08,0.64,13.68,23.00
118437,12.86,0.12,1022,0.00,0.00,16,14.10,22.00,4.50,4.09,-1.08,0.64,13.76,22.00
118623,13.21,0.12,1013,0.00,0.00,16,14.10,22.00,4.50,4.06,-1.08,0.64,13.68,20.00
118811,14.01,0.12,975,0.00,0.00,16,14.10,22.00,4.50,3.95,-1.08,0.64,13.84,18.00
118998,14.24,0.12,962,0.00,0.00,16,14.10,22.00,4.64,3.89,-1.08,0.64,13.84,17.00
119201,14.59,0.12,942,0.00,0.00,16,14.10,22.00,4.79,3.81,-1.08,0.64,13.76,15.00
119389,14.59,0.12,917,0.00,0.00,16,14.10,22.00,4.79,3.74,-1.08,0.64,13.84,13.00
119576,14.70,0.13,910,0.00,0.00,16,14.10,22.00,4.93,3.80,-1.08,0.64,13.92,12.00
119768,14.70,0.12,896,0.00,0.00,16,14.10,22.00,4.93,3.64,-1.08,0.64,13.84,10.00
119956,14.81,0.13,868,0.00,0.00,16,14.10,22.00,4.93,3.64,-1.08,0.64,13.84,8.00
120143,14.81,0.14,850,0.00,0.00,16,14.10,22.00,5.08,3.82,-1.08,0.64,13.76,6.00
120331,14.93,0.14,845,0.00,0.00,16,14.10,22.00,5.22,3.95,-1.08,0.64,13.92,5.00
120518,15.16,0.14,884,0.00,0.00,16,14.10,18.50,5.37,3.98,-1.08,0.64,13.76,3.00
120706,15.27,0.13,881,0.00,0.00,16,14.10,17.50,5.22,3.89,-1.08,0.64,13.76,1.00
120910,15.16,0.13,880,0.00,0.00,16,14.10,17.50,5.37,3.95,-1.08,0.64,13.76,0.00
121099,15.04,0.14,884,0.00,0.00,16,14.10,16.00,5.37,4.00,-1.08,0.64,13.84,0.00
121290,15.04,0.13,898,0.00,0.00,16,14.10,15.00,5.37,3.98,-1.08,0.64,13.84,0.00
121482,15.16,0.13,904,0.00,0.00,16,14.10,13.50,5.37,3.98,-1.08,0.64,13.60,0.00
121675,15.16,0.13,896,0.00,0.00,16,14.10,14.00,5.22,4.02,-1.08,0.64,13.84,0.00
121862,15.16,0.14,894,0.00,0.00,16,14.10,14.00,5.22,3.99,-1.08,0.64,13.76,0.00
122054,15.04,0.13,903,0.00,0.00,16,14.10,13.00,5.37,4.02,-1.08,0.64,13.76,0.00
122242,14.93,0.13,909,0.00,0.00,16,14.10,13.50,5.22,3.96,-1.08,0.64,13.76,0.00
122430,14.93,0.13,894,0.00,0.00,16,14.10,14.00,5.22,4.02,-1.08,0.64,13.84,0.00
122620,14.81,0.13,894,0.00,0.00,16,14.10,14.00,5.22,3.96,-1.08,0.64,13.92,0.00
122808,14.81,0.13,891,0.00,0.00,16,14.10,14.50,5.22,3.96,-1.08,0.64,13.84,0.00
123006,14.81,0.13,889,0.00,0.00,16,14.10,14.50,5.22,3.99,-1.08,0.64,13.84,0.00
123202,14.81,0.13,897,0.00,0.00,16,14.10,14.00,5.22,3.96,-1.08,0.64,13.76,0.00
123392,14.81,0.13,884,0.00,0.00,16,14.10,14.00,5.22,3.96,-1.08,0.64,13.76,0.00
123574,14.81,0.13,888,0.00,0.00,16,14.10,15.00,5.22,3.96,-1.08,0.64,13.76,0.00
123762,14.81,0.14,888,0.00,0.00,16,14.10,14.00,5.22,3.96,-1.08,0.64,13.84,0.00
123963,14.81,0.14,885,0.00,0.00,16,14.10,14.00,5.22,3.99,-1.08,0.64,13.84,0.00
124154,14.70,0.13,900,0.00,0.00,16,14.10,13.00,5.37,3.96,-1.08,0.64,13.68,0.00
124342,14.81,0.13,888,0.00,0.00,16,14.10,14.00,5.22,3.96,-1.08,0.64,13.76,0.00
124529,14.81,0.13,899,0.00,0.00,16,14.10,13.00,5.37,3.96,-1.08,0.64,13.68,0.00
124717,14.93,0.13,899,0.00,0.00,16,14.10,13.00,5.22,3.91,-1.08,0.64,13.76,0.00
124918,14.93,0.13,888,0.00,0.00,16,14.10,14.00,5.22,3.91,-1.08,0.64,13.68,0.00
125109,14.81,0.13,885,0.00,0.00,16,14.10,15.00,5.22,3.96,-1.08,0.64,13.84,0.00
125298,14.81,0.13,891,0.00,0.00,16,14.10,14.00,5.22,3.91,-1.08,0.64,13.60,0.00
125489,14.81,0.13,908,0.00,0.00,16,14.10,13.00,5.22,3.93,-1.08,0.64,13.84,0.00
125673,14.70,0.13,904,0.00,0.00,16,14.10,12.50,5.22,3.91,-1.08,0.64,13.84,0.00
125860,14.70,0.13,900,0.00,0.00,16,14.10,13.50,5.22,3.91,-1.08,0.64,13.84,0.00
126063,14.70,0.13,898,0.00,0.00,16,14.10,14.00,5.22,3.91,-1.08,0.64,13.84,0.00
126251,14.70,0.13,913,0.00,0.00,16,14.10,12.50,5.22,3.91,-1.08,0.64,13.84,0.00
126438,14.70,0.13,906,0.00,0.00,16,14.10,13.50,5.22,3.93,-1.08,0.64,13.84,0.00
126626,14.70,0.13,909,0.00,0.00,16,14.10,13.00,5.22,3.91,-1.08,0.64,13.84,0.00
126824,14.81,0.13,910,0.00,0.00,16,14.10,13.00,5.08,3.91,-1.08,0.64,13.84,0.00
127005,14.81,0.13,912,0.00,0.00,16,14.10,13.00,5.22,3.91,-1.08,0.64,13.76,0.00
127193,14.81,0.13,902,0.00,0.00,16,14.10,14.50,5.22,3.93,-1.08,0.64,13.76,0.00
127396,14.70,0.13,917,0.00,0.00,16,14.10,13.00,5.22,3.93,-1.08,0.64,13.84,0.00
127583,14.81,0.13,922,0.00,0.00,16,14.10,13.00,5.08,3.88,-1.08,0.64,13.76,0.00
127771,14.59,0.13,922,0.00,0.00,16,14.10,13.00,5.08,3.91,-1.08,0.64,13.76,0.00
127973,14.70,0.12,935,0.00,0.00,16,14.10,12.00,5.08,3.88,-1.08,0.64,13.84,0.00
128160,14.70,0.12,933,0.00,0.00,16,14.10,12.50,5.08,3.78,-1.08,0.64,13.76,0.00
128358,14.59,0.12,918,0.00,0.00,16,14.10,14.00,4.93,3.78,-1.08,0.64,13.84,0.00
128543,14.81,0.12,913,0.00,0.00,16,14.10,14.50,4.93,3.82,-1.08,0.64,13.76,0.00
128728,14.81,0.12,932,0.00,0.00,16,14.10,13.00,4.93,3.78,-1.08,0.64,13.84,0.00
128916,14.81,0.12,924,0.00,0.00,16,14.10,14.00,4.93,3.72,-1.08,0.64,13.84,0.00
129103,14.70,0.12,924,0.00,0.00,16,14.10,14.00,4.93,3.78,-1.08,0.64,13.84,0.00
129295,14.70,0.12,924,0.00,0.00,16,14.10,14.00,4.93,3.72,-1.08,0.64,13.84,0.00
129498,14.59,0.12,928,0.00,0.00,16,14.10,13.50,4.93,3.67,-1.08,0.64,13.84,0.00
129686,14.59,0.12,891,0.00,0.00,16,14.10,14.00,4.93,3.70,-1.08,0.64,14.48,0.00
129884,14.70,0.17,716,0.00,0.00,16,14.10,22.00,4.93,4.02,-1.08,0.64,13.28,0.00
130077,15.04,0.35,500,0.00,0.00,16,14.10,22.00,7.69,8.65,-1.08,0.64,13.20,0.00
130268,15.16,0.42,354,0.00,0.00,16,14.10,22.00,11.03,8.25,-1.08,0.64,13.20,0.00
130458,15.85,0.17,173,0.00,0.00,16,16.91,9.50,13.93,7.17,-1.08,0.66,13.20,0.00
130645,15.85,0.17,173,0.00,0.00,16,16.91,9.50,13.93,7.17,-1.08,0.66,13.20,0.00
130832,15.85,0.17,173,0.00,0.00,16,16.91,9.50,13.93,7.17,-1.08,0.66,13.12,0.00
131024,15.85,0.17,173,0.00,0.00,16,16.91,9.50,13.93,7.17,-1.08,0.66,13.12,0.00
131212,14.70,0.17,0,0.00,0.00,16,16.91,9.50,14.51,2.92,-1.08,0.66,13.12,0.00
131399,14.70,0.17,0,0.00,0.00,16,16.91,9.50,14.51,2.92,-1.08,0.66,13.12,0.00
131602,14.70,0.17,0,0.00,0.00,16,16.91,9.50,14.51,2.92,-1.08,0.66,13.12,0.00
143688,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,12.16,0.00
143877,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,12.08,0.00
144070,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
144259,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
144452,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
144644,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
144832,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
145021,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
145209,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
145397,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
145584,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
145787,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,12.00,0.00
145979,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
146163,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,12.00,0.00
146351,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
146538,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
146726,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
146931,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
147124,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
147315,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.92,0.00
147502,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
147695,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
147883,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
148070,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
148257,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
148450,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
148637,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
148839,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
149034,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
149224,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
149417,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
149609,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
149799,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
149987,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
150174,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
150377,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,12.16,0.00
150565,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
150752,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
150947,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
151123,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
151326,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
151513,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
151701,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.16,0.00
151894,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.08,0.00
152082,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.92,0.00
152274,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
152462,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
152650,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
152830,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
153018,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
153221,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
153409,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
153596,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
153783,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
153978,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
154170,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
154360,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.84,0.00
154551,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
