Time (msec),A/F Sensor #1 (Direct)* (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
104325,13.28,124,0.20,2696,0.00,0.00,16,40.47,42.50,17.63,-3.87,0.82
104497,13.10,124,0.18,2702,0.00,0.00,16,28.87,30.50,16.05,-3.87,0.80
104685,13.04,124,0.18,2692,0.00,0.00,16,29.92,32.00,16.13,-4.18,0.80
104861,12.74,124,0.14,2635,0.00,0.00,16,9.88,19.00,12.63,-3.87,0.74
105049,12.10,124,0.14,2749,0.00,0.00,16,6.02,4.00,12.30,-4.18,0.74
105221,12.15,124,0.14,2672,0.00,0.00,16,6.37,6.50,12.35,-3.87,0.74
105408,12.15,124,0.12,2637,0.00,0.00,16,-7.34,-6.00,9.70,-3.87,0.64
105596,11.89,124,0.11,2605,0.00,0.00,16,-10.16,-8.50,9.61,-3.87,0.64
105767,13.28,124,0.13,2575,0.00,0.00,16,-10.16,-9.50,10.07,-3.56,0.68
105955,12.29,124,0.16,2534,0.00,0.00,16,-0.66,-3.00,14.33,-3.56,0.74
106142,11.58,124,0.16,2524,0.00,0.00,16,6.37,3.00,12.90,-3.25,0.74
106314,11.60,124,0.15,2509,0.00,0.00,16,10.59,8.50,12.26,-3.25,0.74
106502,11.74,126,0.15,2482,0.00,0.00,16,13.40,11.00,12.41,-3.25,0.74
106689,11.84,126,0.15,2473,0.00,0.00,16,12.34,8.00,11.70,-3.25,0.74
106861,11.95,126,0.14,2476,0.00,0.00,16,5.31,10.00,12.19,-3.25,0.64
109677,14.30,126,0.13,1180,0.00,0.00,16,14.10,18.50,4.97,-1.08,0.64
109849,14.47,126,0.13,1188,0.00,0.00,16,14.10,16.50,5.14,-1.08,0.64
110037,14.24,126,0.13,1178,0.00,0.00,16,14.10,16.50,4.88,-1.08,0.64
110224,14.00,126,0.13,1160,0.00,0.00,16,14.10,18.50,5.01,-1.08,0.64
110396,13.87,126,0.13,1176,0.00,0.00,16,14.10,16.00,5.27,-1.08,0.64
110584,13.96,126,0.13,1176,0.00,0.00,16,14.10,15.50,4.73,-1.08,0.64
110771,13.82,126,0.14,1152,0.00,0.00,16,14.10,19.00,5.17,-1.08,0.64
110943,13.43,127,0.14,1166,0.00,0.00,16,14.10,18.00,5.33,-1.08,0.64
111131,13.56,127,0.13,1178,0.00,0.00,16,14.10,14.00,4.86,-1.08,0.64
111318,13.79,127,0.13,1159,0.00,0.00,16,14.10,15.50,4.46,-1.08,0.64
111506,13.72,127,0.14,1134,0.00,0.00,16,14.10,20.50,5.52,-1.08,0.64
111678,14.19,127,0.14,1156,0.00,0.00,16,14.10,16.00,5.62,-1.08,0.64
111853,14.28,127,0.14,1160,0.00,0.00,16,14.10,14.00,5.52,-1.08,0.64
112041,14.49,127,0.14,1179,0.00,0.00,16,14.10,12.50,5.52,-1.08,0.64
112228,14.67,127,0.14,1167,0.00,0.00,16,14.10,14.00,5.52,-1.08,0.64
112400,14.75,127,0.14,1164,0.00,0.00,16,14.10,15.00,5.55,-1.08,0.64
112587,14.87,127,0.14,1164,0.00,0.00,16,14.10,13.50,5.65,-1.08,0.64
112775,14.92,127,0.13,1174,0.00,0.00,16,14.10,13.50,5.21,-1.08,0.64
112947,14.92,127,0.15,1163,0.00,0.00,16,14.10,14.00,5.55,-1.08,0.64
113134,15.10,127,0.15,1157,0.00,0.00,16,14.10,14.50,5.74,-1.08,0.64
113322,15.20,127,0.14,1175,0.00,0.00,16,14.10,13.00,5.46,-1.08,0.64
113509,15.07,127,0.14,1179,0.00,0.00,16,14.10,13.00,5.36,-1.08,0.64
113681,15.07,127,0.15,1191,0.00,0.00,16,14.10,11.50,5.87,-1.08,0.64
113869,15.13,127,0.14,1186,0.00,0.00,16,14.10,12.50,5.49,-1.08,0.64
114056,14.56,127,0.15,1170,0.00,0.00,16,14.10,13.50,5.72,-1.08,0.64
114228,14.47,127,0.14,1184,0.00,0.00,16,14.10,13.00,5.65,-1.08,0.64
114415,14.58,127,0.14,1207,0.00,0.00,16,14.10,11.00,5.59,-1.08,0.64
114603,14.58,127,0.14,1198,0.00,0.00,16,14.10,12.50,5.59,-1.39,0.64
117413,14.46,129,0.14,1151,0.00,0.00,16,14.10,15.50,5.27,-1.08,0.64
117585,14.44,129,0.14,1139,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
117772,14.60,129,0.14,1148,0.00,0.00,16,14.10,16.00,5.43,-1.08,0.64
117960,14.74,129,0.14,1160,0.00,0.00,16,14.10,14.00,5.43,-1.08,0.64
118132,14.63,129,0.14,1141,0.00,0.00,16,14.10,16.00,5.46,-1.08,0.64
118323,14.70,129,0.14,1155,0.00,0.00,16,14.10,14.00,5.46,-1.08,0.64
118511,14.63,129,0.14,1164,0.00,0.00,16,14.10,14.00,5.49,-1.08,0.64
118683,14.53,129,0.14,1144,0.00,0.00,16,14.10,15.50,5.49,-1.08,0.64
118875,14.58,129,0.14,1162,0.00,0.00,16,14.10,13.50,5.52,-1.08,0.64
119047,14.60,129,0.14,1157,0.00,0.00,16,14.10,14.00,5.59,-1.08,0.64
119235,14.58,129,0.14,1153,0.00,0.00,16,14.10,14.50,5.46,-1.08,0.64
119422,14.60,129,0.14,1154,0.00,0.00,16,14.10,14.50,5.46,-1.08,0.64
119594,14.51,129,0.15,1151,0.00,0.00,16,14.10,14.50,5.49,-1.08,0.64
119781,14.40,129,0.14,1169,0.00,0.00,16,14.10,12.50,5.52,-1.08,0.64
119969,14.52,129,0.14,1162,0.00,0.00,16,14.10,14.00,5.46,-1.08,0.64
120141,14.58,129,0.14,1154,0.00,0.00,16,14.10,14.50,5.52,-1.08,0.64
120332,14.53,129,0.14,1148,0.00,0.00,16,14.10,13.00,5.43,-1.08,0.64
120519,14.53,129,0.14,1155,0.00,0.00,16,14.10,14.00,5.46,-1.08,0.64
120691,14.54,129,0.14,1162,0.00,0.00,16,14.10,13.50,5.33,-1.08,0.64
120879,14.56,129,0.14,1147,0.00,0.00,16,14.10,15.50,5.43,-1.08,0.64
121067,14.61,129,0.14,1169,0.00,0.00,16,14.10,13.50,5.46,-1.08,0.64
121239,14.69,129,0.14,1154,0.00,0.00,16,14.10,14.50,5.46,-1.08,0.64
121426,14.74,129,0.14,1156,0.00,0.00,16,14.10,14.00,5.46,-1.08,0.64
121598,14.61,129,0.14,1154,0.00,0.00,16,14.10,14.00,5.46,-1.08,0.64
121786,14.53,129,0.14,1152,0.00,0.00,16,14.10,14.50,5.46,-1.08,0.64
121973,14.56,129,0.14,1160,0.00,0.00,16,14.10,14.00,5.52,-1.08,0.64
122145,14.63,129,0.14,1157,0.00,0.00,16,14.10,14.00,5.46,-1.08,0.64
122348,14.67,129,0.14,1169,0.00,0.00,16,14.10,13.00,5.46,-1.08,0.64
125307,14.49,131,0.14,1149,0.00,0.00,16,14.10,15.50,5.43,-1.08,0.64
125494,14.42,131,0.14,1163,0.00,0.00,16,14.10,13.00,5.36,-1.08,0.64
125682,14.43,131,0.14,1149,0.00,0.00,16,14.10,14.50,5.46,-1.08,0.64
125854,14.54,131,0.14,1150,0.00,0.00,16,14.10,14.50,5.43,-1.08,0.64
126041,14.46,131,0.14,1148,0.00,0.00,16,14.10,14.00,5.43,-1.08,0.64
126213,14.35,131,0.14,1153,0.00,0.00,16,14.10,14.00,5.46,-1.08,0.64
126404,14.47,131,0.14,1146,0.00,0.00,16,14.10,14.50,5.36,-1.08,0.64
126576,14.70,131,0.14,1142,0.00,0.00,16,14.10,15.00,5.40,-1.08,0.64
126763,14.63,131,0.14,1151,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
126951,14.63,131,0.14,1156,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
127123,14.63,131,0.14,1140,0.00,0.00,16,14.10,14.00,5.36,-1.08,0.64
127310,14.58,131,0.14,1143,0.00,0.00,16,14.10,14.50,5.40,-1.08,0.64
127498,14.53,131,0.14,1153,0.00,0.00,16,14.10,13.50,5.40,-1.08,0.64
127669,14.38,131,0.14,1143,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
127857,14.54,131,0.14,1141,0.00,0.00,16,14.10,13.00,5.40,-1.08,0.64
128044,14.63,131,0.14,1147,0.00,0.00,16,14.10,14.00,5.46,-1.08,0.64
128216,14.60,131,0.14,1150,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
128407,14.42,131,0.14,1139,0.00,0.00,16,14.10,15.50,5.40,-1.08,0.64
128595,14.50,131,0.14,1146,0.00,0.00,16,14.10,13.00,5.36,-1.08,0.64
128767,14.58,131,0.14,1143,0.00,0.00,16,14.10,15.50,5.40,-1.08,0.64
128954,14.40,131,0.14,1144,0.00,0.00,16,14.10,14.50,5.33,-1.08,0.64
129142,14.26,131,0.14,1136,0.00,0.00,16,14.10,14.00,5.46,-1.08,0.64
129313,14.41,131,0.14,1146,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
129501,14.49,131,0.14,1137,0.00,0.00,16,14.10,15.50,5.33,-1.08,0.64
129688,14.44,131,0.14,1130,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
129860,14.46,131,0.14,1140,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
130048,14.72,131,0.14,1140,0.00,0.00,16,14.10,14.00,5.36,-1.08,0.64
133014,14.35,133,0.14,1149,0.00,0.00,16,14.10,13.50,5.46,-1.08,0.64
133202,14.47,133,0.14,1121,0.00,0.00,16,14.10,16.50,5.40,-1.08,0.64
133374,14.45,133,0.14,1144,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
133566,14.26,133,0.14,1150,0.00,0.00,16,14.10,13.00,5.36,-1.08,0.64
133738,14.27,133,0.14,1140,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
133925,14.50,133,0.14,1147,0.00,0.00,16,14.10,13.50,5.43,-1.08,0.64
134113,14.63,133,0.14,1152,0.00,0.00,16,14.10,13.00,5.36,-1.08,0.64
134284,14.40,133,0.14,1142,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
134472,14.47,133,0.14,1137,0.00,0.00,16,14.10,15.00,5.40,-1.08,0.64
134650,14.58,133,0.14,1144,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
134838,14.49,133,0.14,1145,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
135025,14.38,133,0.14,1135,0.00,0.00,16,14.10,14.50,5.33,-1.08,0.64
135197,14.47,133,0.14,1134,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
135400,14.56,133,0.14,1146,0.00,0.00,16,14.10,12.50,5.33,-1.08,0.64
135572,14.63,133,0.14,1140,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
135760,14.56,133,0.14,1136,0.00,0.00,16,14.10,13.50,5.40,-1.08,0.64
135932,14.63,133,0.14,1137,0.00,0.00,16,14.10,14.50,5.30,-1.08,0.64
136134,14.56,133,0.14,1132,0.00,0.00,16,14.10,15.00,5.33,-1.08,0.64
136306,14.48,133,0.14,1126,0.00,0.00,16,14.10,15.00,5.33,-1.08,0.64
136478,14.42,133,0.14,1142,0.00,0.00,16,14.10,13.50,5.30,-1.08,0.64
136666,14.45,133,0.14,1135,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
136853,14.70,133,0.14,1128,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
137041,14.60,133,0.14,1138,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
137213,14.59,133,0.14,1134,0.00,0.00,16,14.10,13.50,5.36,-1.08,0.64
137400,14.60,133,0.14,1134,0.00,0.00,16,14.10,13.50,5.33,-1.08,0.64
137588,14.58,133,0.14,1130,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
137760,14.47,133,0.14,1118,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
137947,14.59,133,0.14,1110,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
140758,14.49,135,0.14,1138,0.00,0.00,16,14.10,13.00,5.33,-1.08,0.64
140945,14.38,135,0.14,1133,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
141117,14.65,135,0.14,1123,0.00,0.00,16,14.10,14.50,5.40,-1.08,0.64
141305,14.40,135,0.14,1150,0.00,0.00,16,14.10,12.50,5.33,-1.08,0.64
141492,14.29,135,0.14,1141,0.00,0.00,16,14.10,13.50,5.40,-1.08,0.64
141667,14.45,135,0.14,1129,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
141855,14.54,135,0.14,1135,0.00,0.00,16,14.10,13.50,5.36,-1.08,0.64
142027,14.38,135,0.14,1131,0.00,0.00,16,14.10,14.00,5.36,-1.08,0.64
142214,14.22,135,0.14,1131,0.00,0.00,16,14.10,13.50,5.33,-1.08,0.64
142402,14.49,135,0.14,1123,0.00,0.00,16,14.10,13.00,5.33,-1.08,0.64
142574,14.40,135,0.14,1109,0.00,0.00,16,14.10,16.00,5.33,-1.08,0.64
142766,14.37,135,0.14,1119,0.00,0.00,16,14.10,14.50,5.36,-1.08,0.64
142953,14.53,135,0.14,1130,0.00,0.00,16,14.10,13.50,5.36,-1.08,0.64
143125,14.63,135,0.14,1124,0.00,0.00,16,14.10,14.50,5.33,-1.08,0.64
143313,14.54,135,0.14,1120,0.00,0.00,16,14.10,13.00,5.30,-1.08,0.64
143500,14.58,135,0.14,1124,0.00,0.00,16,14.10,14.00,5.36,-1.08,0.64
143672,14.72,135,0.14,1124,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
143859,14.63,135,0.15,1118,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
144047,14.53,135,0.14,1127,0.00,0.00,16,14.10,15.00,5.33,-1.08,0.64
144219,14.56,135,0.15,1113,0.00,0.00,16,14.10,14.50,5.43,-1.08,0.64
144410,14.58,135,0.14,1134,0.00,0.00,16,14.10,12.00,5.33,-1.08,0.64
144582,14.40,135,0.14,1125,0.00,0.00,16,14.10,13.50,5.36,-1.08,0.64
144769,14.43,135,0.14,1119,0.00,0.00,16,14.10,13.50,5.40,-1.08,0.64
144946,14.62,135,0.14,1128,0.00,0.00,16,14.10,12.50,5.33,-1.08,0.64
145133,14.58,135,0.14,1112,0.00,0.00,16,14.10,15.00,5.33,-1.08,0.64
145325,14.58,135,0.14,1129,0.00,0.00,16,14.10,13.00,5.36,-1.08,0.64
145497,14.59,135,0.14,1121,0.00,0.00,16,14.10,14.00,5.40,-1.08,0.64
145685,14.52,135,0.14,1118,0.00,0.00,16,14.10,14.00,5.36,-1.08,0.64
148495,14.42,135,0.14,1122,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
148670,14.52,135,0.14,1135,0.00,0.00,16,14.10,13.50,5.33,-1.08,0.64
148858,14.51,135,0.14,1125,0.00,0.00,16,14.10,14.50,5.33,-1.08,0.64
149029,14.40,136,0.14,1130,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
149217,14.63,136,0.14,1128,0.00,0.00,16,14.10,13.00,5.30,-1.08,0.64
149404,14.72,136,0.14,1132,0.00,0.00,16,14.10,14.00,5.27,-1.08,0.64
149576,14.67,136,0.14,1129,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
149764,14.58,136,0.14,1125,0.00,0.00,16,14.10,14.50,5.40,-1.08,0.64
149951,14.72,136,0.14,1130,0.00,0.00,16,14.10,15.50,5.33,-1.08,0.64
150123,14.47,136,0.14,1117,0.00,0.00,16,14.10,14.00,5.30,-1.08,0.64
150311,14.33,136,0.14,1129,0.00,0.00,16,14.10,13.50,5.30,-1.08,0.64
150498,14.54,136,0.14,1119,0.00,0.00,16,14.10,14.50,5.30,-1.08,0.64
150670,14.67,136,0.14,1125,0.00,0.00,16,14.10,13.50,5.36,-1.08,0.64
150857,14.67,136,0.14,1144,0.00,0.00,16,14.10,12.50,5.23,-1.08,0.64
151045,14.73,136,0.14,1107,0.00,0.00,16,14.10,14.00,5.21,-1.08,0.64
151217,14.74,136,0.14,1116,0.00,0.00,16,14.10,14.50,5.27,-1.08,0.64
151404,14.67,136,0.14,1128,0.00,0.00,16,14.10,13.00,5.27,-1.08,0.64
151592,14.34,136,0.14,1125,0.00,0.00,16,14.10,13.50,5.27,-1.08,0.64
151764,14.59,136,0.14,1138,0.00,0.00,16,14.10,11.50,5.27,-1.08,0.64
151951,14.69,136,0.14,1118,0.00,0.00,16,14.10,15.00,5.21,-1.08,0.64
152139,14.56,136,0.14,1128,0.00,0.00,16,14.10,14.00,5.21,-1.08,0.64
152310,14.72,136,0.14,1134,0.00,0.00,16,14.10,13.00,5.33,-1.08,0.64
152498,14.79,136,0.14,1139,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
152685,14.56,136,0.14,1124,0.00,0.00,16,14.10,14.00,5.33,-1.08,0.64
152873,14.33,136,0.14,1123,0.00,0.00,16,14.10,14.00,5.27,-1.08,0.64
153045,14.29,136,0.14,1118,0.00,0.00,16,14.10,14.50,5.27,-1.08,0.64
153232,14.45,136,0.14,1118,0.00,0.00,16,14.10,13.50,5.27,-1.08,0.64
153420,14.38,136,0.14,1132,0.00,0.00,16,14.10,14.50,5.21,-1.08,0.64
156348,14.65,136,0.14,1109,0.00,0.00,16,14.10,14.00,5.21,-1.08,0.64
156520,14.49,136,0.14,1121,0.00,0.00,16,14.10,13.00,5.21,-1.08,0.64
156707,14.60,136,0.14,1122,0.00,0.00,16,14.10,13.00,5.21,-1.08,0.64
156895,14.67,136,0.14,1115,0.00,0.00,16,14.10,14.50,5.23,-1.08,0.64
157067,14.60,136,0.14,1111,0.00,0.00,16,14.10,13.50,5.21,-1.08,0.64
157259,14.38,136,0.14,1117,0.00,0.00,16,14.10,14.00,5.23,-1.08,0.64
157446,14.53,136,0.14,1108,0.00,0.00,16,14.10,14.50,5.21,-1.08,0.64
157618,14.47,136,0.14,1115,0.00,0.00,16,14.10,13.50,5.17,-1.08,0.64
157811,14.31,138,0.14,1120,0.00,0.00,16,14.10,13.50,5.21,-1.08,0.64
157986,14.45,138,0.14,1098,0.00,0.00,16,14.10,14.00,5.21,-1.08,0.64
158174,14.54,136,0.14,1118,0.00,0.00,16,14.10,14.50,5.27,-1.08,0.64
158346,14.51,138,0.14,1104,0.00,0.00,16,14.10,15.00,5.21,-1.08,0.64
158533,14.63,138,0.14,1109,0.00,0.00,16,14.10,14.00,5.27,-1.08,0.64
158718,14.66,138,0.14,1112,0.00,0.00,16,14.10,14.00,5.21,-1.08,0.64
158897,14.47,138,0.14,1120,0.00,0.00,16,14.10,13.00,5.21,-1.08,0.64
159084,14.60,138,0.14,1123,0.00,0.00,16,14.10,13.00,5.17,-1.08,0.64
159256,14.60,138,0.14,1122,0.00,0.00,16,14.10,13.00,5.21,-1.08,0.64
159444,14.53,138,0.14,1127,0.00,0.00,16,14.10,13.00,5.14,-1.08,0.64
159616,14.41,138,0.14,1110,0.00,0.00,16,14.10,14.50,5.21,-1.08,0.64
159803,14.54,138,0.14,1108,0.00,0.00,16,14.10,13.50,5.21,-1.08,0.64
159991,14.44,138,0.14,1116,0.00,0.00,16,14.10,13.50,5.17,-1.08,0.64
160163,14.35,138,0.14,1102,0.00,0.00,16,14.10,15.00,5.21,-1.08,0.64
160350,14.34,138,0.14,1116,0.00,0.00,16,14.10,13.00,5.21,-1.08,0.64
160553,14.42,138,0.14,1102,0.00,0.00,16,14.10,14.50,5.21,-1.08,0.64
160730,14.57,138,0.14,1103,0.00,0.00,16,14.10,14.50,5.21,-1.08,0.64
160917,14.59,138,0.14,1113,0.00,0.00,16,14.10,13.00,5.17,-1.08,0.64
161089,14.60,138,0.14,1102,0.00,0.00,16,14.10,14.50,5.14,-1.08,0.64
161281,14.58,138,0.14,1108,0.00,0.00,16,14.10,14.00,5.17,-1.08,0.64
164133,15.23,138,0.19,1667,0.00,0.00,16,30.98,30.50,10.89,-1.39,0.80
164320,14.92,138,0.20,1734,0.00,0.00,16,32.38,32.00,11.50,-1.39,0.80
164492,14.97,138,0.20,1771,0.00,0.00,16,33.09,32.50,11.66,-1.39,0.82
164681,14.82,138,0.20,1775,0.00,0.00,16,33.09,33.00,11.77,-1.39,0.82
164869,14.56,138,0.14,1790,0.00,0.00,16,25.35,30.00,6.24,-1.39,0.64
165041,13.53,138,0.09,1754,0.00,0.00,16,15.86,17.50,4.97,-1.39,0.64
165228,12.12,138,0.11,1590,0.00,0.00,16,14.10,22.00,5.98,-1.39,0.64
165405,11.82,138,0.12,1496,0.00,0.00,16,14.10,22.00,5.94,-1.39,0.64
165592,11.68,138,0.11,1420,0.00,0.00,16,14.10,22.00,5.49,-1.39,0.64
165764,11.84,138,0.12,1344,0.00,0.00,16,14.10,22.00,5.14,-1.39,0.64
165951,11.78,138,0.16,1236,0.00,0.00,16,14.10,22.00,6.26,-1.39,0.70
166139,11.80,138,0.21,1214,0.00,0.00,16,18.32,15.50,8.65,-1.39,0.78
166311,12.20,140,0.28,1322,0.00,0.00,16,29.57,24.00,12.59,-1.39,0.84
166498,12.77,140,0.30,1469,0.00,0.00,16,31.33,30.50,14.92,-1.39,0.90
166686,13.70,140,0.29,1758,0.00,0.00,16,35.55,34.50,17.48,-1.39,0.92
166858,14.84,140,0.30,1935,0.00,0.00,16,38.71,38.00,19.35,-1.39,0.94
167061,15.05,140,0.32,1873,0.00,0.00,16,37.66,38.50,19.81,-1.39,0.96
167233,14.75,140,0.34,1775,0.00,0.00,16,36.95,36.50,19.81,-1.39,0.96
167404,14.74,140,0.35,1748,0.00,0.00,16,36.95,36.50,19.89,-1.39,0.96
167592,14.74,140,0.35,1743,0.00,0.00,16,36.95,36.50,20.15,-1.39,0.96
167784,14.73,140,0.36,1731,0.00,0.00,16,35.90,36.00,20.84,-1.39,0.96
167956,14.66,140,0.36,1722,0.00,0.00,16,35.90,36.00,20.50,-1.08,0.98
168143,14.56,140,0.36,1733,0.00,0.00,16,35.90,35.00,20.67,-1.08,0.98
168318,14.52,140,0.34,1912,0.00,0.00,16,38.71,38.00,21.10,-1.08,0.98
168506,14.82,140,0.32,2015,0.00,0.00,16,40.47,40.00,21.27,-1.08,0.98
168693,15.10,140,0.31,2177,0.00,0.00,16,42.23,41.00,22.49,-1.08,0.98
168865,14.89,140,0.31,2314,0.00,0.00,16,43.98,42.50,24.13,-1.70,1.00
169053,14.71,140,0.33,2382,0.00,0.00,16,43.98,43.50,25.68,-1.70,1.00
171922,13.31,140,0.19,1773,0.00,0.00,16,32.73,32.00,10.84,-1.39,0.82
172094,14.89,140,0.21,1748,0.00,0.00,16,32.03,32.50,12.31,-1.39,0.82
172282,14.54,140,0.23,1748,0.00,0.00,16,32.73,32.50,13.26,-1.39,0.84
172469,14.45,140,0.25,1764,0.00,0.00,16,33.44,33.00,13.84,-1.39,0.88
172657,14.82,140,0.27,1789,0.00,0.00,16,34.84,34.00,16.00,-1.39,0.90
172829,14.11,140,0.31,1837,0.00,0.00,16,36.95,36.50,18.96,-1.39,0.96
173016,14.45,140,0.34,1885,0.00,0.00,16,38.36,37.50,21.27,-1.08,0.98
173188,14.75,140,0.33,1964,0.00,0.00,16,39.06,38.50,21.36,-0.77,1.00
173380,14.84,140,0.32,1986,0.00,0.00,16,40.12,39.00,21.98,-0.77,1.00
173567,15.18,140,0.33,2051,0.00,0.00,16,40.47,40.00,22.24,-0.77,1.00
173739,14.97,140,0.32,2096,0.00,0.00,16,41.17,40.50,22.24,-0.77,0.98
173927,14.90,140,0.32,2163,0.00,0.00,16,41.88,41.50,22.76,-1.08,0.98
174114,14.72,142,0.31,2235,0.00,0.00,16,42.58,42.00,23.33,-1.39,0.98
174286,14.58,142,0.31,2271,0.00,0.00,16,43.28,42.50,23.53,-1.39,0.98
174474,14.54,142,0.31,2319,0.00,0.00,16,43.98,43.50,23.63,-2.01,0.98
174661,14.65,142,0.33,2390,0.00,0.00,16,43.98,44.00,25.70,-2.32,0.98
174833,14.03,142,0.31,2437,0.00,0.00,16,44.69,44.50,25.01,-2.94,0.94
175021,13.94,142,0.29,2491,0.00,0.00,16,44.69,45.00,24.02,-3.25,0.94
175208,14.03,142,0.28,2493,0.00,0.00,16,45.04,45.00,23.14,-3.25,0.92
175382,13.92,142,0.26,2552,0.00,0.00,16,45.04,45.00,21.88,-3.25,0.90
175570,14.01,142,0.25,2584,0.00,0.00,16,44.69,44.50,21.10,-3.56,0.90
175742,13.79,142,0.14,2528,0.00,0.00,16,-1.37,39.50,7.69,-3.56,0.64
175945,11.83,142,0.13,2322,0.00,0.00,16,15.51,9.50,10.68,-2.63,0.64
176117,12.12,142,0.14,2000,0.00,0.00,16,14.10,14.00,9.79,-1.70,0.64
176304,14.18,142,0.18,1633,0.00,0.00,16,14.10,22.00,9.17,-1.39,0.64
176476,16.78,142,0.18,1299,0.00,0.00,16,14.10,22.00,7.82,-1.39,0.64
176663,21.37,142,0.12,1332,0.00,0.00,16,14.10,22.00,6.12,-1.39,0.64
176851,23.35,142,0.11,1340,0.00,0.00,16,14.10,15.50,5.08,-1.39,0.64
179692,14.98,142,0.28,1833,0.00,0.00,16,35.55,35.50,16.95,-1.39,0.90
179864,15.41,142,0.28,1854,0.00,0.00,16,36.25,35.50,16.72,-1.39,0.90
180067,15.35,142,0.28,1851,0.00,0.00,16,36.60,36.50,17.79,-1.39,0.90
180239,14.87,142,0.28,1879,0.00,0.00,16,36.95,37.00,18.25,-1.39,0.90
180426,14.95,142,0.27,1921,0.00,0.00,16,37.66,37.50,17.55,-1.39,0.90
180598,14.89,142,0.29,1913,0.00,0.00,16,38.01,37.00,18.32,-1.39,0.90
180786,14.96,142,0.28,1912,0.00,0.00,16,38.01,37.50,17.63,-1.39,0.90
180973,14.79,142,0.28,1949,0.00,0.00,16,38.36,38.50,18.17,-1.39,0.90
181145,14.84,142,0.27,1947,0.00,0.00,16,38.71,38.00,17.94,-1.39,0.90
181333,14.74,144,0.24,1983,0.00,0.00,16,38.36,38.00,14.07,-1.39,0.86
181504,14.40,144,0.22,1984,0.00,0.00,16,37.66,38.00,14.46,-1.39,0.84
181692,14.42,144,0.20,1996,0.00,0.00,16,37.30,38.00,13.56,-1.39,0.84
181879,14.26,144,0.20,1999,0.00,0.00,16,37.30,37.50,13.19,-1.70,0.82
182051,14.15,144,0.19,2003,0.00,0.00,16,37.30,36.00,11.87,-1.39,0.82
182242,14.08,144,0.18,2003,0.00,0.00,16,36.60,37.00,12.20,-1.70,0.82
182429,13.96,144,0.17,2012,0.00,0.00,16,35.90,35.50,11.65,-1.70,0.80
182601,13.68,144,0.15,2007,0.00,0.00,16,34.49,34.00,9.83,-1.70,0.76
182789,13.52,144,0.13,2015,0.00,0.00,16,33.44,33.00,8.95,-1.70,0.76
182961,12.98,144,0.14,2006,0.00,0.00,16,33.09,32.00,8.96,-1.70,0.76
183148,13.04,144,0.14,2000,0.00,0.00,16,34.14,33.00,9.26,-1.70,0.76
183336,12.74,144,0.13,1984,0.00,0.00,16,33.44,33.50,8.95,-1.39,0.74
183523,13.26,144,0.13,2003,0.00,0.00,16,33.79,33.00,8.69,-1.39,0.74
183695,13.93,144,0.12,1982,0.00,0.00,16,33.09,33.00,8.23,-1.39,0.74
183883,14.11,144,0.12,1985,0.00,0.00,16,33.09,32.50,8.06,-1.39,0.74
184070,14.23,144,0.11,1941,0.00,0.00,16,32.03,32.00,7.33,-1.39,0.72
184242,14.42,144,0.12,1975,0.00,0.00,16,32.38,32.00,7.37,-1.39,0.72
184429,14.58,144,0.11,1960,0.00,0.00,16,32.03,32.00,7.10,-1.39,0.72
