Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F),Closed Loop Fueling Target* (estimated AFR)
135629,3.12,0.00,15.04,8,0.58,1300,63.4,32.9,0.00,0.00,14.52,16,28.52,28.50,124,9.87,-4.89,7.82,1.78,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,185,14.70
135731,2.34,0.00,14.93,8,0.41,1605,63.4,32.9,0.00,0.00,15.80,16,23.59,18.50,124,7.98,-7.52,4.40,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,185,14.70
135835,-3.12,0.00,12.75,8,0.25,1748,63.4,33.3,0.00,0.00,15.05,16,15.51,19.00,124,5.66,-9.36,4.60,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,185,14.70
135938,-7.03,0.00,12.17,8,0.20,1742,63.4,35.9,0.00,0.00,14.44,16,14.10,14.00,124,4.64,-10.19,4.53,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,13.90,185,14.70
136040,-9.38,0.00,11.94,8,0.18,1690,63.4,35.9,0.00,0.00,13.87,16,14.10,14.00,124,4.06,-10.85,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,13.00,185,14.70
136144,0.00,0.00,11.94,8,0.16,1592,63.4,35.9,0.00,0.00,13.87,16,14.10,14.00,124,3.63,-11.08,4.32,1.34,0.00,-1.70,0.39,0.64,0.00,0.00,12.70,185,14.70
136246,0.00,0.00,12.40,10,0.28,1536,63.4,35.9,0.00,0.00,11.52,16,16.21,14.00,124,3.63,-11.02,4.61,1.40,0.00,-1.70,10.98,0.96,0.00,0.00,12.50,185,14.70
136348,0.78,0.00,13.32,8,0.57,1394,63.4,31.8,0.00,0.00,11.67,16,29.92,25.00,124,7.55,-7.14,18.10,1.88,0.00,-1.70,1.57,1.00,0.00,0.00,12.40,185,14.70
136451,0.00,0.00,13.21,10,0.51,1731,63.4,32.3,0.00,0.00,15.85,16,28.52,30.00,124,9.00,-7.37,16.62,1.82,0.00,-1.70,0.00,0.64,0.00,0.00,12.80,185,14.70
136554,0.00,0.00,11.25,10,0.34,1817,63.4,35.8,0.00,0.00,15.48,16,21.84,25.00,124,5.51,-9.42,5.11,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,13.00,185,14.70
136658,0.00,0.00,11.37,10,0.22,1831,63.4,35.9,0.00,0.00,16.79,16,15.16,16.50,124,4.93,-10.13,4.32,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,12.60,185,14.70
136760,0.00,0.00,11.71,10,0.18,1796,63.4,35.9,0.00,0.00,13.84,16,14.10,14.00,124,4.06,-10.77,4.32,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,12.00,185,14.70
136863,0.00,0.00,12.06,10,0.18,1619,63.4,35.9,0.00,0.00,13.84,16,14.10,14.00,126,3.77,-10.94,4.73,1.36,0.00,-1.70,0.39,0.66,0.00,0.00,11.70,185,14.70
136966,0.00,0.00,13.09,10,0.23,1514,63.4,35.9,0.00,0.00,12.68,16,14.10,22.00,126,3.92,-10.65,5.27,1.42,0.00,-1.70,0.78,0.68,0.00,0.00,11.70,185,14.70
137068,0.00,0.00,13.90,10,0.28,1286,63.4,35.9,0.00,0.00,12.95,16,14.10,22.00,126,4.64,-10.07,5.70,1.44,0.00,-1.70,1.57,0.70,0.00,0.00,11.80,185,14.70
137171,0.00,0.00,17.00,10,0.33,1134,63.4,35.9,0.00,0.00,11.99,16,15.51,14.00,126,4.79,-9.55,6.27,1.48,0.00,-1.70,1.96,0.72,0.00,0.00,12.70,185,14.70
137274,0.00,0.00,16.19,10,0.34,1146,63.4,35.1,0.00,0.00,13.92,16,17.27,16.00,126,5.51,-9.13,6.42,1.48,0.00,-1.70,2.75,0.74,0.00,0.00,14.30,185,14.70
137377,0.00,0.00,15.16,8,0.34,1193,63.4,34.0,0.00,0.00,13.92,16,19.73,19.00,126,5.80,-8.80,6.76,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,16.90,185,14.70
137479,-10.94,0.00,11.71,8,0.34,1211,63.4,33.5,0.00,0.00,13.92,16,21.84,20.50,126,6.09,-8.62,6.80,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,16.80,185,14.70
137583,-14.06,0.00,11.60,8,0.34,1238,63.4,33.2,0.00,0.00,13.92,16,24.65,23.50,126,6.24,-8.53,6.91,1.52,0.00,-1.70,2.75,0.76,0.00,0.00,15.50,185,14.70
137686,-14.84,0.00,12.17,8,0.36,1254,63.4,33.2,0.00,0.00,13.92,16,27.11,25.00,126,6.24,-8.41,7.06,1.54,0.00,-1.70,3.14,0.76,0.00,0.00,12.80,185,14.70
137788,-12.50,0.00,12.40,8,0.38,1160,63.4,32.7,0.00,0.00,13.24,16,27.81,27.50,126,6.53,-8.24,7.28,1.54,0.00,-1.70,3.14,0.76,0.00,0.00,12.60,185,14.70
137891,-8.59,0.00,14.13,8,0.41,1101,63.4,32.0,0.00,0.00,13.91,16,27.46,27.50,126,6.67,-7.99,7.45,1.56,0.00,-1.70,3.14,0.76,0.00,0.00,12.90,185,14.70
137994,-5.47,0.00,15.39,8,0.42,1088,63.4,31.4,0.00,0.00,13.91,16,27.11,27.00,126,6.96,-7.73,7.48,1.56,0.00,-1.70,3.14,0.76,0.00,0.00,13.60,185,14.70
138097,-2.34,0.00,15.96,8,0.43,1058,63.4,31.4,0.00,0.00,13.91,16,26.76,26.50,126,7.11,-7.48,7.57,1.56,0.00,-1.70,3.14,0.76,0.00,0.00,14.50,185,14.70
138200,0.00,0.00,16.31,8,0.45,1044,63.4,31.7,0.00,0.00,13.91,16,26.76,26.50,126,7.40,-7.29,7.65,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,15.20,185,14.70
138302,0.00,0.00,16.42,8,0.45,1022,63.4,32.0,0.00,0.00,13.91,16,26.41,26.00,126,7.69,-7.02,7.73,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,16.00,185,14.70
138406,0.00,0.00,16.19,8,0.45,1012,63.4,32.2,0.00,0.00,13.91,16,26.41,26.00,126,7.84,-6.85,7.65,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,16.30,185,14.70
138508,-1.56,0.00,15.73,8,0.45,1016,63.4,32.4,0.00,0.00,13.91,16,26.41,26.00,126,7.98,-6.67,7.70,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,16.10,185,14.70
138611,-2.34,0.00,15.27,8,0.46,1013,63.4,32.4,0.00,0.00,13.91,16,26.41,26.00,126,8.13,-6.59,7.73,1.56,0.00,-1.70,2.75,0.76,0.00,0.00,15.90,185,14.70
138713,-2.34,0.00,14.93,8,0.42,1023,63.4,32.6,0.00,0.00,14.58,16,25.70,26.00,126,8.13,-7.08,7.34,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,185,14.70
138816,-3.12,0.00,14.81,8,0.34,1220,63.4,32.1,0.00,0.00,15.08,16,21.48,14.00,126,6.96,-8.33,4.15,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,185,14.70
138919,-2.34,0.00,14.81,8,0.27,1316,63.4,35.5,0.00,0.00,14.86,16,14.80,10.50,126,5.66,-9.01,3.99,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,185,14.70
139022,-3.12,0.00,14.47,8,0.23,1300,63.4,35.9,0.00,0.00,14.54,16,14.10,6.00,127,4.79,-9.90,3.83,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,185,14.70
139125,-3.12,0.00,14.59,8,0.21,1233,63.4,35.9,0.00,0.00,13.95,16,14.10,6.00,127,4.50,-10.29,3.96,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,185,14.70
139227,-3.12,0.00,14.47,8,0.20,1205,63.4,35.9,0.00,0.00,13.95,16,14.10,10.50,127,4.21,-10.48,3.99,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,185,14.70
139330,-2.34,0.00,14.81,8,0.21,1160,63.4,35.9,0.00,0.00,13.95,16,14.10,14.00,127,4.21,-10.48,4.15,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,14.60,185,14.70
139433,-1.56,0.00,14.81,8,0.24,1138,63.4,35.9,0.00,0.00,13.94,16,14.10,17.50,127,4.35,-10.38,4.43,1.34,0.00,-1.70,0.39,0.68,0.00,0.00,14.60,185,14.70
139536,-0.78,0.00,15.16,8,0.25,1146,63.4,35.9,0.00,0.00,13.94,16,14.10,17.00,127,4.35,-10.19,4.75,1.38,0.00,-1.70,0.78,0.68,0.00,0.00,14.60,185,14.70
139638,-0.78,0.00,15.27,8,0.27,1147,63.4,35.9,0.00,0.00,13.94,16,14.10,16.00,127,4.64,-9.98,4.95,1.40,0.00,-1.70,1.18,0.70,0.00,0.00,14.70,185,14.70
139741,0.00,0.00,15.16,8,0.29,1170,63.4,35.9,0.00,0.00,13.94,16,15.16,15.00,127,4.79,-9.77,5.50,1.42,0.00,-1.70,1.96,0.72,0.00,0.00,14.70,185,14.70
139843,-0.78,0.00,15.04,8,0.31,1167,63.4,35.4,0.00,0.00,13.94,16,17.27,16.50,127,5.22,-9.44,5.92,1.46,0.00,-1.70,1.96,0.72,0.00,0.00,14.90,185,14.70
139947,-1.56,0.00,14.81,8,0.31,1216,63.4,34.6,0.00,0.00,13.94,16,19.02,18.50,127,5.51,-9.17,6.27,1.48,0.00,-1.70,2.35,0.72,0.00,0.00,15.00,185,14.70
140049,-1.56,0.00,14.70,8,0.32,1236,63.4,34.6,0.00,0.00,13.94,16,21.48,20.00,127,5.66,-9.01,6.38,1.50,0.00,-1.70,2.75,0.74,0.00,0.00,15.00,185,14.70
140152,-1.56,0.00,14.47,8,0.32,1250,63.4,34.2,0.00,0.00,13.94,16,23.95,22.50,127,5.80,-8.88,6.57,1.50,0.00,-1.70,2.75,0.74,0.00,0.00,14.80,185,14.70
140255,-1.56,0.00,14.59,8,0.32,1257,63.4,34.0,0.00,0.00,13.94,16,26.05,24.00,127,5.80,-8.80,6.73,1.50,0.00,-1.70,2.75,0.74,0.00,0.00,14.70,185,14.70
140358,-1.56,0.00,14.70,8,0.33,1246,63.4,33.7,0.00,0.00,13.93,16,27.81,26.50,127,5.95,-8.74,6.76,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.60,185,14.70
140460,-0.78,0.00,14.81,8,0.34,1214,63.4,33.4,0.00,0.00,13.93,16,28.52,28.50,127,5.95,-8.64,6.84,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.60,185,14.70
140562,0.00,0.00,15.04,8,0.35,1197,63.4,33.4,0.00,0.00,13.93,16,27.81,28.50,127,6.09,-8.47,6.87,1.54,0.00,-1.70,2.75,0.74,0.00,0.00,14.70,185,14.70
140666,1.56,0.00,15.39,8,0.38,1130,63.4,32.8,0.00,0.00,13.92,16,27.46,27.50,127,6.38,-8.26,7.06,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.80,185,14.70
140768,2.34,0.00,15.50,8,0.40,1144,63.4,32.1,0.00,0.00,13.92,16,27.11,27.00,127,6.53,-8.02,7.09,1.54,0.00,-1.70,2.75,0.76,0.00,0.00,15.00,185,14.70
140872,2.34,0.00,15.27,8,0.42,1058,63.4,31.5,0.00,0.00,13.92,16,26.76,27.00,127,6.82,-7.75,7.24,1.56,0.00,-1.70,2.75,0.76,0.00,0.00,15.30,185,14.70
140974,1.56,0.00,15.04,8,0.41,1015,63.4,31.5,0.00,0.00,13.92,16,26.41,26.50,127,7.11,-7.52,7.45,1.56,0.00,-1.70,3.14,0.76,0.00,0.00,15.30,185,14.70
141076,0.00,0.00,14.81,8,0.45,1007,63.4,31.8,0.00,0.00,13.91,16,26.41,26.00,127,7.40,-7.21,7.45,1.56,0.00,-1.70,3.14,0.76,0.00,0.00,15.20,185,14.70
141179,0.00,0.00,14.59,8,0.45,1017,63.4,32.1,0.00,0.00,13.91,16,26.41,26.00,127,7.55,-7.00,7.70,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,15.10,185,14.70
141282,-0.78,0.00,14.59,8,0.45,1024,63.4,32.3,0.00,0.00,13.91,16,26.76,26.00,129,7.84,-6.79,7.65,1.56,0.00,-1.70,3.14,0.76,0.00,0.00,15.00,185,14.70
141385,-0.78,0.00,14.47,8,0.45,1044,63.4,32.4,0.00,0.00,13.92,16,26.76,26.50,129,7.98,-6.67,7.73,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,14.70,185,14.70
141488,-1.56,0.00,14.24,8,0.44,1060,63.4,32.4,0.00,0.00,13.92,16,26.76,26.50,129,8.13,-6.65,7.90,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,14.60,185,14.70
141591,-0.78,0.00,14.59,8,0.44,1077,63.4,32.4,0.00,0.00,13.92,16,27.11,27.00,129,7.98,-6.65,7.94,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,14.60,185,14.70
141694,0.78,0.00,14.81,8,0.44,1101,63.5,32.4,0.00,0.00,13.92,16,27.11,27.00,129,7.98,-6.67,7.98,1.60,0.00,-1.70,3.14,0.76,0.00,0.00,14.60,185,14.70
141797,1.56,0.00,14.93,8,0.42,1114,63.5,32.3,0.00,0.00,13.92,16,27.81,27.00,129,7.98,-6.73,7.98,1.60,0.00,-1.70,0.78,0.76,0.00,0.00,14.90,185,14.70
141899,2.34,0.00,15.39,8,0.37,1276,63.5,32.9,0.00,0.00,14.55,16,25.00,17.50,129,7.84,-7.62,4.95,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,185,14.70
142004,2.34,0.00,15.39,8,0.31,1389,63.5,32.9,0.00,0.00,15.12,16,20.08,15.00,129,5.80,-9.17,4.24,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.40,185,14.70
142106,1.56,0.00,15.16,8,0.22,1446,63.4,35.5,0.00,0.00,14.75,16,14.10,6.50,129,4.93,-9.80,3.89,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,185,14.70
142209,-0.78,0.00,14.13,8,0.19,1451,63.4,35.9,0.00,0.00,13.95,16,14.10,6.00,129,4.50,-10.38,3.80,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,185,14.70
142311,-1.56,0.00,13.78,8,0.19,1338,63.4,35.9,0.00,0.00,13.95,16,14.10,6.00,129,4.06,-10.67,3.89,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,185,14.70
142414,-2.34,0.00,13.78,8,0.21,1218,63.4,35.9,0.00,0.00,13.95,16,14.10,11.50,129,3.92,-10.79,4.40,1.30,0.00,-1.70,0.39,0.66,0.00,0.00,14.70,185,14.70
142517,-2.34,0.00,13.90,8,0.24,1188,63.4,35.9,0.00,0.00,12.72,16,14.10,19.50,129,4.06,-10.52,4.73,1.34,0.00,-1.70,0.39,0.68,0.00,0.00,14.40,185,14.70
142620,-2.34,0.00,13.67,8,0.24,1196,63.4,35.9,0.00,0.00,13.94,16,14.10,17.50,129,4.35,-10.23,4.86,1.38,0.00,-1.70,0.78,0.68,0.00,0.00,14.20,185,14.70
142723,-1.56,0.00,14.13,8,0.22,1214,63.4,35.9,0.00,0.00,13.94,16,14.10,15.50,129,4.50,-10.11,4.88,1.40,0.00,-1.70,1.57,0.70,0.00,0.00,14.10,185,14.70
142826,-1.56,0.00,14.36,8,0.28,1222,63.4,35.9,0.00,0.00,13.94,16,16.21,15.50,129,4.79,-9.90,5.60,1.42,0.00,-1.70,1.96,0.72,0.00,0.00,14.00,185,14.70
142928,-1.56,0.00,14.24,8,0.30,1219,63.4,35.9,0.00,0.00,13.94,16,17.97,16.50,129,4.93,-9.63,5.92,1.46,0.00,-1.70,1.96,0.72,0.00,0.00,14.10,185,14.70
143031,-2.34,0.00,14.24,8,0.31,1216,63.4,35.4,0.00,0.00,13.94,16,19.73,19.00,129,5.37,-9.34,6.24,1.48,0.00,-1.70,1.96,0.72,0.00,0.00,14.10,185,14.70
143133,-3.12,0.00,14.24,8,0.32,1184,63.4,34.7,0.00,0.00,13.94,16,21.48,20.00,129,5.51,-9.11,6.38,1.50,0.00,-1.70,2.35,0.72,0.00,0.00,14.20,185,14.70
143236,-3.91,0.00,14.24,8,0.33,1176,63.4,34.1,0.00,0.00,13.94,16,22.89,22.00,129,5.80,-8.88,6.38,1.48,0.00,-1.70,2.35,0.74,0.00,0.00,14.30,185,14.70
143339,-3.91,0.00,14.36,8,0.33,1160,63.4,34.1,0.00,0.00,13.93,16,24.65,24.00,129,5.95,-8.68,6.46,1.50,0.00,-1.70,2.35,0.74,0.00,0.00,14.40,185,14.70
143442,-3.12,0.00,14.24,8,0.34,1140,63.4,33.5,0.00,0.00,13.93,16,26.41,25.00,129,6.09,-8.51,6.57,1.50,0.00,-1.70,2.75,0.74,0.00,0.00,14.50,185,14.70
143545,-3.12,0.00,14.47,8,0.36,1117,63.4,33.1,0.00,0.00,13.93,16,27.46,27.50,129,6.38,-8.41,6.64,1.52,0.00,-1.70,2.35,0.74,0.00,0.00,14.50,185,14.70
143648,-2.34,0.00,14.70,8,0.37,1100,63.4,32.6,0.00,0.00,13.93,16,27.46,27.00,131,6.38,-8.24,6.64,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.50,185,14.70
143750,-2.34,0.00,14.70,8,0.37,1083,63.4,32.3,0.00,0.00,13.93,16,27.11,27.00,131,6.53,-8.12,6.68,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.60,185,14.70
143853,-1.56,0.00,14.93,8,0.38,1061,63.4,32.3,0.00,0.00,13.92,16,27.11,27.00,131,6.53,-8.01,6.71,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.70,185,14.70
143956,-0.78,0.00,15.16,8,0.40,1036,63.4,31.9,0.00,0.00,13.92,16,26.76,26.50,131,6.82,-7.89,6.75,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.80,185,14.70
144059,-0.78,0.00,15.04,8,0.42,991,63.4,31.4,0.00,0.00,13.22,16,26.05,26.00,131,6.96,-7.68,6.87,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.90,185,14.70
144161,0.78,0.00,15.27,8,0.43,970,63.4,31.7,0.00,0.00,13.92,16,26.05,26.00,131,7.25,-7.46,6.84,1.54,0.00,-1.70,2.75,0.74,0.00,0.00,15.00,185,14.70
144264,0.78,0.00,15.50,8,0.44,948,63.4,31.9,0.00,0.00,13.92,16,25.70,25.50,131,7.55,-7.21,6.91,1.54,0.00,-1.70,2.35,0.74,0.00,0.00,15.20,185,14.70
144366,1.56,0.00,15.04,8,0.39,972,63.4,31.9,0.00,0.00,14.85,16,24.30,26.00,131,7.69,-7.62,6.64,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,185,14.70
144470,0.00,0.00,15.04,8,0.32,1247,63.4,32.4,0.00,0.00,15.02,16,18.67,13.50,131,5.95,-8.68,4.04,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,185,14.70
144572,-1.56,0.00,14.36,8,0.25,1304,63.4,35.8,0.00,0.00,14.79,16,10.94,9.50,131,5.51,-9.61,3.69,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,185,14.70
144675,-2.34,0.00,14.24,8,0.22,1314,63.4,35.9,0.00,0.00,14.47,16,10.94,2.50,131,4.79,-10.09,3.78,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,185,14.70
144779,-2.34,0.00,14.01,8,0.20,1218,63.4,35.9,0.00,0.00,13.95,16,14.10,2.50,131,4.35,-10.44,3.91,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,185,14.70
144881,-3.12,0.00,13.90,8,0.21,1188,63.4,35.9,0.00,0.00,13.95,16,14.10,9.50,131,4.21,-10.52,3.93,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,185,14.70
144984,-2.34,0.00,14.13,8,0.22,1113,63.4,35.9,0.00,0.00,13.95,16,14.10,17.50,131,4.21,-10.46,4.13,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,185,14.70
145087,-1.56,0.00,14.36,8,0.23,1148,63.4,35.9,0.00,0.00,13.94,16,14.10,18.50,131,4.35,-10.36,4.18,1.32,0.00,-1.70,0.00,0.66,0.00,0.00,14.30,185,14.70
145190,-0.78,0.00,14.59,8,0.25,1075,63.4,35.9,0.00,0.00,13.94,16,14.10,20.50,131,4.50,-10.27,4.32,1.32,0.00,-1.70,0.00,0.66,0.00,0.00,14.40,185,14.70
145293,0.00,0.00,15.04,8,0.25,1056,63.4,35.9,0.00,0.00,13.94,16,14.10,21.00,131,4.50,-10.11,4.46,1.34,0.00,-1.70,0.39,0.68,0.00,0.00,14.40,185,14.70
145395,0.00,0.00,15.04,8,0.27,1049,63.4,35.9,0.00,0.00,13.94,16,14.10,21.50,131,4.79,-9.98,4.63,1.36,0.00,-1.70,0.78,0.68,0.00,0.00,14.50,185,14.70
145498,0.00,0.00,15.16,8,0.30,1013,63.4,35.9,0.00,0.00,12.46,16,14.10,22.00,131,4.79,-9.71,5.08,1.40,0.00,-1.70,1.18,0.70,0.00,0.00,14.60,185,14.70
145601,0.00,0.00,15.04,8,0.33,984,63.4,35.1,0.00,0.00,13.02,16,14.45,14.00,131,5.22,-9.46,5.24,1.42,0.00,-1.70,1.96,0.72,0.00,0.00,14.60,185,14.70
145704,-0.78,0.00,14.81,8,0.39,919,63.4,33.7,0.00,0.00,12.35,16,16.21,15.50,131,5.80,-8.89,5.99,1.44,0.00,-1.70,1.96,0.72,0.00,0.00,14.70,185,14.70
145806,-1.56,0.00,14.47,8,0.43,869,63.4,33.7,0.00,0.00,12.71,16,17.62,16.50,131,6.24,-8.24,6.24,1.48,0.00,-1.70,2.35,0.74,0.00,0.00,14.70,185,14.70
145909,-2.34,0.00,14.24,8,0.47,846,63.4,31.6,0.00,0.00,12.91,16,19.02,17.50,131,6.96,-7.73,6.60,1.50,0.00,-1.70,2.75,0.74,0.00,0.00,14.70,185,14.70
146012,-3.91,0.00,13.90,8,0.50,809,63.4,31.9,0.00,0.00,12.95,16,20.08,19.00,131,7.11,-7.23,6.84,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.60,185,14.70
146115,-7.81,0.00,12.86,8,0.50,786,63.4,32.6,0.00,0.00,13.27,16,21.84,21.00,131,7.98,-6.79,6.91,1.54,0.00,-1.70,2.75,0.76,0.00,0.00,14.40,185,14.70
146218,-10.16,0.00,12.52,8,0.56,746,63.4,32.6,0.00,0.00,13.20,16,22.89,22.00,131,8.27,-6.15,6.98,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,14.10,185,14.70
146321,-11.72,0.00,12.40,8,0.57,725,63.4,33.0,0.00,0.00,13.16,16,23.95,23.50,131,9.00,-5.67,7.09,1.54,0.00,-1.70,2.75,0.76,0.00,0.00,13.70,185,14.70
146424,-12.50,0.00,12.40,8,0.62,692,63.4,32.6,0.00,0.00,13.27,16,23.95,23.50,133,9.29,-5.09,7.17,1.54,0.00,-1.70,3.14,0.76,0.00,0.00,13.30,185,14.70
146526,-12.50,0.00,12.52,8,0.63,698,63.4,31.9,0.00,0.00,13.88,16,23.95,23.50,133,9.72,-4.76,7.33,1.56,0.00,-1.70,2.35,0.76,0.00,0.00,13.00,185,14.70
146628,-11.72,0.00,13.09,8,0.43,777,63.4,32.5,0.00,0.00,15.02,16,22.54,32.00,133,9.43,-4.58,5.54,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,12.90,185,14.70
146732,-10.16,0.00,13.90,8,0.38,996,63.4,32.5,0.00,0.00,14.72,16,16.21,14.00,133,8.56,-6.59,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,13.10,185,14.70
146835,-8.59,0.00,14.24,8,0.32,1062,63.4,31.8,0.00,0.00,14.82,16,9.88,4.50,133,7.11,-7.66,4.02,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,13.40,185,14.70
146937,-3.91,0.00,16.08,8,0.29,1025,63.4,32.0,0.00,0.00,14.41,16,9.88,1.50,133,6.67,-8.49,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,13.90,185,14.70
147040,-3.12,0.00,16.65,8,0.27,1022,63.4,33.8,0.00,0.00,13.94,16,10.59,1.50,133,6.09,-8.64,4.21,1.34,0.00,-1.70,5.49,0.78,0.00,0.00,14.50,185,14.70
147143,-0.78,0.00,16.77,8,0.47,1024,63.4,31.9,0.00,0.00,10.48,16,18.32,17.00,133,5.95,-7.43,9.45,1.60,0.00,-1.70,0.00,0.72,0.00,0.00,15.90,185,14.70
147246,4.69,0.00,18.72,8,0.45,1101,63.4,31.9,0.00,0.00,15.39,16,15.86,9.50,133,6.82,-8.14,6.13,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,185,14.70
147349,4.69,0.00,18.60,8,0.37,1086,63.4,32.6,0.00,0.00,15.09,16,14.10,6.00,133,6.24,-8.41,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,185,14.70
147452,-13.28,0.00,12.17,8,0.34,1139,63.4,34.5,0.00,0.00,14.80,16,14.10,6.00,133,5.80,-9.05,4.21,1.32,0.00,-1.70,0.39,0.66,0.00,0.00,16.90,185,14.70
147555,-17.19,0.00,11.25,8,0.27,1186,63.4,35.5,0.00,0.00,14.54,16,14.10,6.00,133,5.22,-9.42,4.21,1.32,0.00,-1.70,0.78,0.68,0.00,0.00,15.90,185,14.70
147657,-17.19,0.00,11.14,8,0.25,1176,63.4,35.5,0.00,0.00,13.95,16,14.10,6.00,133,5.08,-9.59,4.92,1.38,0.00,-1.70,1.18,0.68,0.00,0.00,13.80,185,14.70
147760,-17.97,0.00,11.14,8,0.27,1156,63.4,35.8,0.00,0.00,14.44,16,15.51,14.00,133,5.08,-9.57,5.27,1.40,0.00,-1.70,1.18,0.70,0.00,0.00,12.50,185,14.70
147863,-19.53,0.00,11.25,8,0.28,1153,63.4,35.6,0.00,0.00,13.94,16,16.91,16.50,133,5.22,-9.49,5.43,1.42,0.00,-1.70,1.18,0.70,0.00,0.00,11.50,185,14.70
147965,-17.97,0.00,12.40,8,0.28,1164,63.4,35.4,0.00,0.00,13.94,16,18.67,17.50,133,5.22,-9.44,5.43,1.44,0.00,-1.70,1.18,0.70,0.00,0.00,11.40,185,14.70
148068,-14.84,0.00,13.09,8,0.25,1178,63.4,35.2,0.00,0.00,13.94,16,20.78,20.00,133,5.37,-9.38,5.50,1.42,0.00,-1.70,1.57,0.70,0.00,0.00,11.10,185,14.70
148171,-12.50,0.00,14.70,8,0.29,1200,63.4,35.2,0.00,0.00,13.94,16,23.24,21.50,133,5.37,-9.32,5.63,1.44,0.00,-1.70,1.96,0.72,0.00,0.00,11.60,185,14.70
148274,-10.16,0.00,15.27,8,0.30,1224,63.4,34.9,0.00,0.00,13.94,16,25.00,23.50,133,5.51,-9.22,6.09,1.46,0.00,-1.70,2.35,0.72,0.00,0.00,12.40,185,14.70
