Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
30017,0.00,0.00,14.36,10,124,0.29,1060,0.00,0.00,14.55,16,9.88,13.50,77,5.22,-9.46,5.04,1.42,0.00,0.64,0.00
30089,0.00,0.00,14.36,10,124,0.28,1056,0.00,0.00,14.55,16,9.88,13.50,77,5.22,-9.44,5.04,1.40,0.00,0.64,0.00
30162,0.00,0.00,14.47,10,124,0.28,1057,0.00,0.00,14.55,16,9.88,13.00,77,5.22,-9.44,5.04,1.40,0.00,0.64,0.00
30236,0.00,0.00,14.36,10,124,0.29,1052,0.00,0.00,14.55,16,9.88,14.00,77,5.22,-9.44,5.04,1.42,0.00,0.64,0.00
30310,0.00,0.00,14.36,10,124,0.29,1058,0.00,0.00,14.55,16,9.88,13.00,77,5.22,-9.44,5.04,1.40,0.00,0.64,0.00
30382,0.00,0.00,14.47,10,124,0.28,1063,0.00,0.00,14.55,16,9.88,12.50,77,5.22,-9.44,5.04,1.40,0.00,0.64,0.00
30456,0.00,0.00,14.47,10,124,0.29,1054,0.00,0.00,14.55,16,9.88,11.50,77,5.22,-9.40,5.04,1.40,0.00,0.64,0.00
30528,0.00,0.00,14.47,10,124,0.29,1040,0.00,0.00,14.55,16,9.88,12.50,77,5.22,-9.40,5.04,1.40,0.00,0.64,0.00
30602,0.00,0.00,14.59,10,124,0.29,1046,0.00,0.00,14.55,16,9.88,13.00,77,5.37,-9.38,5.04,1.40,0.00,0.64,0.00
30674,0.00,0.00,14.47,10,124,0.29,1037,0.00,0.00,14.55,16,9.88,14.00,77,5.37,-9.38,5.04,1.40,0.00,0.64,0.00
30747,0.00,0.00,14.59,10,124,0.29,1050,0.00,0.00,14.55,16,9.88,12.00,77,5.37,-9.38,5.04,1.40,0.00,0.64,0.00
30821,0.00,0.00,14.47,10,124,0.29,1050,0.00,0.00,14.55,16,9.88,12.00,77,5.37,-9.38,5.01,1.40,0.00,0.64,0.00
30893,0.00,0.00,14.59,10,124,0.29,1041,0.00,0.00,14.55,16,9.88,11.00,77,5.37,-9.38,5.01,1.40,0.00,0.64,0.00
30966,0.00,0.00,14.47,10,124,0.29,1030,0.00,0.00,14.55,16,9.88,13.00,77,5.37,-9.38,5.01,1.40,0.00,0.64,0.00
31039,0.00,0.00,14.47,10,124,0.29,1049,0.00,0.00,14.55,16,9.88,13.50,77,5.37,-9.38,5.04,1.40,0.00,0.64,0.00
31112,0.00,0.00,14.47,10,124,0.29,1030,0.00,0.00,14.55,16,9.88,11.50,77,5.37,-9.36,5.04,1.40,0.00,0.64,0.00
37163,6.25,0.00,14.70,8,126,0.53,1398,0.00,0.00,14.49,16,29.57,29.00,75,8.56,-6.11,12.42,1.84,0.00,0.86,0.00
37236,6.25,0.00,14.59,8,126,0.54,1385,0.00,0.00,14.49,16,29.57,29.50,77,8.56,-5.96,12.48,1.84,0.00,0.86,0.00
37310,5.47,0.00,14.59,8,126,0.56,1356,0.00,0.00,14.45,16,29.57,29.50,77,8.71,-5.90,12.53,1.84,0.00,0.86,0.00
37382,5.47,0.00,14.47,8,126,0.57,1316,0.00,0.00,14.45,16,29.57,29.50,77,8.85,-5.78,12.53,1.84,0.00,0.86,0.00
37456,5.47,0.00,14.36,8,126,0.59,1284,0.00,0.00,14.45,16,29.22,29.50,75,9.00,-5.65,12.53,1.84,0.00,0.86,0.00
37528,5.47,0.00,14.36,8,126,0.59,1268,0.00,0.00,14.45,16,29.22,29.00,75,9.14,-5.47,12.53,1.84,0.00,0.86,0.00
37601,4.69,0.00,14.24,8,126,0.61,1238,0.00,0.00,14.42,16,28.87,29.00,75,9.29,-5.34,12.42,1.84,0.00,0.86,0.00
37675,4.69,0.78,14.24,8,126,0.61,1224,0.00,0.00,14.42,16,28.16,28.50,75,9.43,-5.16,12.53,1.84,0.00,0.86,0.00
37747,4.69,0.78,14.24,8,126,0.63,1203,0.00,0.00,14.42,16,27.81,28.00,75,9.58,-4.95,12.42,1.84,0.00,0.86,0.00
46560,1.56,0.00,14.59,8,127,0.34,1600,0.00,0.00,14.59,16,28.52,28.50,77,5.66,-9.05,9.00,1.66,0.00,0.78,0.00
46633,1.56,0.00,14.59,8,127,0.34,1600,0.00,0.00,14.59,16,28.87,28.50,77,5.66,-9.05,9.00,1.66,0.00,0.78,0.00
46706,1.56,0.00,14.47,8,127,0.34,1603,0.00,0.00,14.59,16,28.52,28.50,77,5.66,-9.07,9.00,1.66,0.00,0.78,0.00
46779,0.78,0.00,14.47,8,127,0.33,1608,0.00,0.00,14.59,16,28.52,28.50,77,5.66,-9.09,8.95,1.66,0.00,0.78,0.00
46852,0.78,0.00,14.36,8,127,0.33,1610,0.00,0.00,14.59,16,28.52,28.50,77,5.66,-9.13,8.74,1.64,0.00,0.78,0.00
46925,0.78,0.00,14.36,8,127,0.32,1601,0.00,0.00,14.59,16,28.52,28.50,77,5.51,-9.20,8.56,1.64,0.00,0.76,0.00
46998,0.78,0.00,14.24,8,127,0.31,1596,0.00,0.00,14.59,16,28.16,28.50,77,5.51,-9.40,8.23,1.60,0.00,0.74,0.00
47071,0.00,0.00,14.36,8,127,0.30,1604,0.00,0.00,14.74,16,27.81,28.00,77,5.37,-9.61,7.49,1.56,0.00,0.74,0.00
47144,0.00,0.00,14.24,8,127,0.28,1603,0.00,0.00,14.74,16,27.81,27.50,77,5.08,-9.82,7.10,1.54,0.00,0.74,0.00
47217,-0.78,-0.78,14.13,8,127,0.27,1584,0.00,0.00,14.74,16,27.46,27.50,77,4.79,-9.96,6.88,1.54,0.00,0.72,0.00
47291,-1.56,-0.78,14.01,8,127,0.26,1596,0.00,0.00,14.74,16,27.11,27.00,77,4.64,-10.09,6.66,1.52,0.00,0.72,0.00
47363,-2.34,-0.78,13.90,8,127,0.24,1596,0.00,0.00,15.53,16,26.76,27.00,77,4.50,-10.17,6.44,1.50,0.00,0.72,0.00
47437,-3.12,-0.78,13.67,8,127,0.24,1581,0.00,0.00,14.74,16,26.76,26.50,77,4.50,-10.25,6.37,1.50,0.00,0.72,0.00
47510,-3.91,-0.78,13.67,8,127,0.24,1584,0.00,0.00,14.74,16,26.76,26.50,77,4.50,-10.21,6.29,1.50,0.00,0.72,0.00
47583,-4.69,-0.78,13.67,8,127,0.24,1577,0.00,0.00,14.74,16,26.41,26.50,77,4.50,-10.23,6.22,1.50,0.00,0.72,0.00
47657,-3.91,-0.78,13.67,8,127,0.24,1557,0.00,0.00,14.74,16,26.41,26.00,77,4.50,-10.23,6.22,1.48,0.00,0.72,0.00
47729,-3.91,-0.78,13.90,8,127,0.24,1552,0.00,0.00,14.74,16,26.41,26.00,77,4.50,-10.23,6.18,1.48,0.00,0.72,0.00
47803,-3.12,-0.78,14.01,8,129,0.24,1544,0.00,0.00,14.74,16,26.41,26.00,77,4.50,-10.23,6.18,1.48,0.00,0.72,0.00
47875,-2.34,-0.78,14.59,8,129,0.24,1529,0.00,0.00,14.74,16,26.05,26.00,77,4.50,-10.25,6.15,1.48,0.00,0.72,0.00
47948,-1.56,-0.78,14.70,8,129,0.24,1543,0.00,0.00,14.74,16,26.05,26.00,77,4.50,-10.25,6.15,1.48,0.00,0.72,0.00
48021,-0.78,-0.78,14.81,8,129,0.24,1536,0.00,0.00,14.74,16,26.05,26.00,77,4.50,-10.25,6.15,1.48,0.00,0.72,0.00
48094,-0.78,-0.78,14.81,8,129,0.24,1533,0.00,0.00,14.74,16,26.05,26.00,77,4.50,-10.25,6.07,1.48,0.00,0.72,0.00
48168,-0.78,-0.78,14.93,8,129,0.24,1538,0.00,0.00,14.74,16,26.05,26.00,77,4.50,-10.25,6.15,1.48,0.00,0.72,0.00
48240,0.00,-0.78,14.93,8,129,0.24,1528,0.00,0.00,14.74,16,26.05,26.00,77,4.50,-10.25,6.07,1.48,0.00,0.72,0.00
48314,0.00,-0.78,14.93,8,129,0.24,1498,0.00,0.00,14.74,16,25.70,25.50,77,4.50,-10.23,6.11,1.48,0.00,0.72,0.00
48386,0.00,-0.78,14.93,8,129,0.25,1496,0.00,0.00,14.74,16,25.70,25.50,77,4.50,-10.21,6.07,1.48,0.00,0.72,0.00
48460,0.00,-0.78,14.81,8,129,0.24,1491,0.00,0.00,14.74,16,25.70,25.50,77,4.50,-10.17,6.11,1.48,0.00,0.72,0.00
48532,0.00,-0.78,14.70,8,129,0.25,1485,0.00,0.00,14.74,16,25.35,25.50,77,4.50,-10.15,6.11,1.48,0.00,0.70,0.00
48605,-0.78,-0.78,14.59,8,129,0.25,1475,0.00,0.00,14.74,16,25.35,25.50,77,4.50,-10.13,6.07,1.48,0.00,0.72,0.00
48679,0.00,-0.78,14.59,8,129,0.25,1479,0.00,0.00,14.74,16,25.35,25.00,77,4.50,-10.13,6.07,1.48,0.00,0.70,0.00
48751,-0.78,-0.78,14.59,8,129,0.25,1474,0.00,0.00,14.74,16,25.35,25.00,77,4.64,-10.11,6.07,1.48,0.00,0.72,0.00
48824,-0.78,-0.78,14.47,8,129,0.25,1462,0.00,0.00,14.74,16,25.00,25.00,77,4.64,-10.06,6.07,1.48,0.00,0.70,0.00
48898,-0.78,-0.78,14.36,8,129,0.25,1466,0.00,0.00,14.59,16,25.00,25.00,77,4.64,-10.09,6.04,1.48,0.00,0.70,0.00
48970,-0.78,-0.78,14.36,8,129,0.25,1448,0.00,0.00,14.59,16,25.00,25.00,77,4.64,-10.04,6.07,1.48,0.00,0.70,0.00
49044,-0.78,-0.78,14.36,8,129,0.25,1433,0.00,0.00,14.59,16,25.00,25.00,77,4.64,-10.04,6.07,1.48,0.00,0.72,0.00
49116,-0.78,-0.78,14.36,8,129,0.25,1439,0.00,0.00,14.59,16,25.00,25.00,77,4.64,-10.02,6.07,1.48,0.00,0.70,0.00
49190,-0.78,-0.78,14.36,8,129,0.25,1439,0.00,0.00,14.59,16,24.65,25.00,77,4.64,-10.02,6.07,1.48,0.00,0.72,0.00
49263,-0.78,-0.78,14.47,8,129,0.26,1418,0.00,0.00,14.59,16,24.65,25.00,77,4.64,-10.02,6.07,1.48,0.00,0.72,0.00
49336,-0.78,-0.78,14.47,8,129,0.26,1414,0.00,0.00,14.59,16,24.65,24.50,77,4.79,-10.00,6.07,1.48,0.00,0.72,0.00
49409,-0.78,-0.78,14.47,8,129,0.26,1404,0.00,0.00,14.59,16,24.30,24.50,77,4.79,-9.96,6.15,1.48,0.00,0.70,0.00
49481,-0.78,-0.78,14.36,8,129,0.26,1413,0.00,0.00,14.59,16,24.65,24.50,77,4.79,-9.96,6.11,1.48,0.00,0.72,0.00
49555,-0.78,-0.78,14.36,8,129,0.26,1406,0.00,0.00,14.59,16,24.65,24.50,77,4.79,-9.94,6.15,1.48,0.00,0.72,0.00
49628,-0.78,-0.78,14.36,8,129,0.26,1405,0.00,0.00,14.59,16,24.30,24.50,77,4.79,-9.92,6.11,1.48,0.00,0.72,0.00
49701,-0.78,-0.78,14.47,8,129,0.26,1388,0.00,0.00,14.59,16,24.30,24.00,77,4.79,-9.90,6.07,1.48,0.00,0.72,0.00
49775,-0.78,-0.78,14.36,8,129,0.27,1369,0.00,0.00,14.59,16,23.95,24.00,77,4.79,-9.88,6.11,1.48,0.00,0.72,0.00
49847,-0.78,-0.78,14.47,8,129,0.26,1374,0.00,0.00,14.59,16,23.95,23.50,77,4.79,-9.86,6.07,1.48,0.00,0.72,0.00
49920,-0.78,-0.78,14.47,8,129,0.26,1377,0.00,0.00,14.59,16,24.30,23.50,77,4.79,-9.86,6.04,1.48,0.00,0.72,0.00
50029,-0.78,-0.78,14.47,8,129,0.26,1394,0.00,0.00,14.59,16,24.30,24.00,77,4.79,-9.86,6.04,1.48,0.00,0.72,0.00
50067,-0.78,-0.78,14.47,8,129,0.27,1360,0.00,0.00,14.59,16,23.59,23.50,77,4.79,-9.84,6.04,1.48,0.00,0.72,0.00
50140,-0.78,-0.78,14.47,8,129,0.27,1351,0.00,0.00,14.59,16,23.95,23.50,77,4.79,-9.82,6.04,1.48,0.00,0.72,0.00
50212,-0.78,-0.78,14.47,8,129,0.27,1353,0.00,0.00,14.59,16,23.95,23.50,77,4.93,-9.82,6.07,1.48,0.00,0.72,0.00
50286,0.00,-0.78,14.47,8,129,0.27,1346,0.00,0.00,14.59,16,23.59,23.50,77,4.93,-9.82,6.04,1.48,0.00,0.72,0.00
50358,0.00,-0.78,14.59,8,129,0.27,1344,0.00,0.00,14.59,16,23.59,23.50,77,4.93,-9.82,6.04,1.48,0.00,0.72,0.00
50432,0.00,-0.78,14.59,8,129,0.27,1333,0.00,0.00,14.59,16,23.59,23.50,77,4.93,-9.82,6.07,1.48,0.00,0.72,0.00
50505,0.00,-0.78,14.59,8,129,0.27,1341,0.00,0.00,14.59,16,23.59,23.50,77,4.93,-9.77,6.07,1.48,0.00,0.72,0.00
50578,0.00,-0.78,14.70,8,129,0.27,1328,0.00,0.00,14.59,16,23.59,23.50,77,4.93,-9.77,6.11,1.48,0.00,0.72,0.00
50651,0.00,-0.78,14.70,8,129,0.27,1331,0.00,0.00,14.59,16,23.24,23.50,77,4.93,-9.78,6.07,1.48,0.00,0.72,0.00
50724,0.78,-0.78,14.70,8,129,0.27,1318,0.00,0.00,14.59,16,23.24,23.00,77,4.93,-9.78,6.07,1.48,0.00,0.72,0.00
50797,0.78,-0.78,14.70,8,129,0.27,1321,0.00,0.00,14.59,16,23.24,23.00,77,4.93,-9.77,6.04,1.48,0.00,0.72,0.00
50870,0.78,-0.78,14.70,8,129,0.27,1324,0.00,0.00,14.59,16,23.24,23.00,77,4.93,-9.77,6.04,1.48,0.00,0.72,0.00
50943,0.00,-0.78,14.59,8,129,0.28,1306,0.00,0.00,14.59,16,23.24,23.00,77,4.93,-9.75,6.00,1.48,0.00,0.72,0.00
51016,0.78,-0.78,14.59,8,129,0.28,1291,0.00,0.00,14.59,16,22.89,23.00,77,4.93,-9.75,6.04,1.48,0.00,0.72,0.00
51089,0.78,-0.78,14.59,8,129,0.28,1305,0.00,0.00,14.59,16,22.89,22.50,77,4.93,-9.75,6.04,1.48,0.00,0.72,0.00
51162,0.78,-0.78,14.59,8,129,0.28,1292,0.00,0.00,14.59,16,22.89,23.00,77,4.93,-9.73,6.07,1.48,0.00,0.72,0.00
51235,1.56,-0.78,14.59,8,129,0.28,1286,0.00,0.00,14.59,16,22.89,22.50,77,4.93,-9.73,6.07,1.48,0.00,0.72,0.00
51308,1.56,-0.78,14.70,8,129,0.28,1290,0.00,0.00,14.59,16,22.89,22.50,77,4.93,-9.73,6.00,1.48,0.00,0.72,0.00
51380,1.56,-0.78,14.59,8,129,0.28,1285,0.00,0.00,14.59,16,22.54,22.50,77,4.93,-9.69,6.00,1.48,0.00,0.72,0.00
51454,1.56,-0.78,14.59,8,129,0.28,1286,0.00,0.00,14.59,16,22.89,22.50,77,5.08,-9.73,6.00,1.48,0.00,0.72,0.00
51527,1.56,-0.78,14.70,8,129,0.28,1278,0.00,0.00,14.59,16,22.89,22.50,77,4.93,-9.69,5.98,1.46,0.00,0.72,0.00
54407,-1.56,0.00,14.59,8,131,0.28,1018,0.00,0.00,14.59,16,9.88,13.00,77,5.08,-9.53,4.75,1.38,0.00,0.64,0.00
54480,-1.56,0.00,14.59,8,131,0.29,1005,0.00,0.00,14.59,16,9.88,13.00,77,5.22,-9.53,4.75,1.38,0.00,0.64,0.00
54552,-1.56,0.00,14.59,8,131,0.29,1013,0.00,0.00,14.59,16,9.88,14.00,77,5.22,-9.51,4.82,1.40,0.00,0.64,0.00
54625,-1.56,0.00,14.59,8,131,0.28,1017,0.00,0.00,14.59,16,9.88,13.00,77,5.22,-9.49,4.75,1.38,0.00,0.64,0.00
54698,-1.56,0.00,14.59,8,131,0.28,1016,0.00,0.00,14.59,16,9.88,12.00,77,5.22,-9.53,4.75,1.38,0.00,0.64,0.00
54772,-1.56,0.00,14.59,8,131,0.28,1010,0.00,0.00,14.59,16,9.88,12.00,77,5.22,-9.48,4.75,1.38,0.00,0.64,0.00
54845,-1.56,0.00,14.59,8,131,0.28,1016,0.00,0.00,14.59,16,9.88,11.50,77,5.22,-9.51,4.76,1.38,0.00,0.64,0.00
54918,-1.56,0.00,14.59,8,131,0.28,1008,0.00,0.00,14.59,16,9.88,12.00,77,5.22,-9.48,4.82,1.38,0.00,0.64,0.00
54991,-1.56,0.00,14.59,8,131,0.28,1004,0.00,0.00,14.59,16,9.88,12.50,77,5.22,-9.48,4.79,1.38,0.00,0.64,0.00
55063,-1.56,0.00,14.59,8,131,0.28,1018,0.00,0.00,14.59,16,9.88,10.50,77,5.22,-9.49,4.75,1.38,0.00,0.64,0.00
55137,-0.78,0.00,14.59,8,131,0.28,1011,0.00,0.00,14.59,16,9.88,11.50,77,5.22,-9.48,4.75,1.38,0.00,0.64,0.00
55210,-0.78,0.00,14.70,8,131,0.29,996,0.00,0.00,14.59,16,9.88,11.50,77,5.22,-9.46,4.75,1.38,0.00,0.64,0.00
55282,-0.78,0.00,14.70,8,131,0.28,1004,0.00,0.00,14.59,16,9.88,13.00,77,5.22,-9.46,4.75,1.38,0.00,0.64,0.00
55356,-0.78,0.00,14.70,8,131,0.28,1005,0.00,0.00,14.59,16,9.88,11.50,77,5.22,-9.44,4.75,1.38,0.00,0.64,0.00
55429,-0.78,0.00,14.70,8,131,0.29,1008,0.00,0.00,14.59,16,9.88,11.50,77,5.22,-9.44,4.75,1.38,0.00,0.64,0.00
55501,-0.78,0.00,14.70,8,131,0.29,1005,0.00,0.00,14.59,16,9.88,11.00,77,5.22,-9.44,4.82,1.38,0.00,0.64,0.00
55575,-0.78,0.00,14.70,8,131,0.28,1008,0.00,0.00,14.59,16,9.88,10.50,77,5.22,-9.44,4.79,1.38,0.00,0.64,0.00
55647,-0.78,0.00,14.70,8,131,0.28,1017,0.00,0.00,14.59,16,9.88,9.50,77,5.22,-9.48,4.79,1.38,0.00,0.64,0.00
55721,-0.78,0.00,14.70,8,131,0.29,1006,0.00,0.00,14.59,16,9.88,11.00,77,5.22,-9.46,4.79,1.38,0.00,0.64,0.00
55793,-0.78,0.00,14.70,8,131,0.28,997,0.00,0.00,14.59,16,9.88,10.50,77,5.22,-9.46,4.79,1.40,0.00,0.64,0.00
55867,-0.78,0.00,14.70,8,131,0.28,1012,0.00,0.00,14.59,16,9.88,11.50,77,5.22,-9.46,4.75,1.38,0.00,0.64,0.00
55939,-0.78,0.00,14.59,8,131,0.29,1014,0.00,0.00,14.59,16,9.88,10.00,77,5.22,-9.46,4.75,1.38,0.00,0.64,0.00
56013,-0.78,0.00,14.59,8,131,0.28,1022,0.00,0.00,14.59,16,9.88,9.50,77,5.22,-9.48,4.82,1.38,0.00,0.64,0.00
56087,-0.78,0.00,14.59,8,131,0.29,1007,0.00,0.00,14.59,16,9.88,10.50,77,5.22,-9.48,4.82,1.40,0.00,0.64,0.00
56159,-0.78,0.00,14.59,8,131,0.29,1010,0.00,0.00,14.59,16,9.88,10.50,77,5.22,-9.46,4.82,1.38,0.00,0.64,0.00
56233,-0.78,0.00,14.47,8,131,0.28,997,0.00,0.00,14.59,16,9.88,11.50,77,5.22,-9.44,4.82,1.38,0.00,0.64,0.00
56305,-0.78,0.00,14.47,8,131,0.28,997,0.00,0.00,14.59,16,9.88,11.50,77,5.22,-9.44,4.79,1.38,0.00,0.64,0.00
56379,-0.78,0.00,14.59,8,131,0.29,1002,0.00,0.00,14.59,16,9.88,10.00,77,5.22,-9.44,4.75,1.38,0.00,0.64,0.00
56451,-0.78,0.00,14.59,8,131,0.29,1007,0.00,0.00,14.59,16,9.88,10.50,77,5.22,-9.38,4.79,1.40,0.00,0.64,0.00
56525,-0.78,0.00,14.59,8,131,0.30,996,0.00,0.00,14.56,16,9.88,10.00,77,5.37,-9.36,4.88,1.40,0.00,0.66,0.00
56597,-0.78,0.00,14.70,8,131,0.33,1013,0.00,0.00,12.08,16,10.23,11.00,77,5.51,-9.15,5.04,1.42,0.00,0.70,0.00
56670,-0.78,0.00,14.59,8,131,0.33,1017,0.00,0.00,14.53,16,10.94,9.50,77,5.66,-9.03,5.65,1.46,0.00,0.70,0.00
56744,-0.78,0.00,14.70,8,131,0.33,1045,0.00,0.00,14.56,16,12.34,11.50,77,5.66,-8.95,5.74,1.46,0.00,0.72,0.00
56816,-0.78,0.00,14.70,8,131,0.32,1086,0.00,0.00,14.56,16,13.75,13.00,77,5.80,-8.89,5.87,1.46,0.00,0.72,0.00
56889,-0.78,0.00,14.70,8,131,0.31,1114,0.00,0.00,14.56,16,14.80,14.00,77,5.80,-8.86,5.91,1.46,0.00,0.72,0.00
56963,-0.78,0.00,14.59,8,131,0.31,1144,0.00,0.00,14.56,16,16.21,14.50,77,5.80,-8.88,5.91,1.48,0.00,0.72,0.00
57035,-1.56,0.00,14.47,8,131,0.32,1144,0.00,0.00,14.56,16,17.62,16.00,77,5.80,-8.84,6.04,1.48,0.00,0.72,0.00
57109,-2.34,0.00,14.01,8,131,0.33,1141,0.00,0.00,14.56,16,18.32,16.50,77,5.95,-8.76,6.18,1.48,0.00,0.72,0.00
57182,-2.34,0.00,14.24,8,131,0.35,1120,0.00,0.00,14.53,16,19.73,18.00,77,5.95,-8.62,6.29,1.50,0.00,0.74,0.00
57254,-1.56,0.00,14.24,8,131,0.40,1105,0.00,0.00,11.60,16,22.89,19.00,77,6.24,-8.41,6.59,1.52,0.00,0.78,0.00
57328,0.00,0.00,14.47,8,131,0.46,1104,0.00,0.00,12.21,16,25.00,21.00,77,6.53,-7.85,7.34,1.58,0.00,0.78,0.00
57401,0.78,0.00,14.70,8,131,0.47,1140,0.00,0.00,14.44,16,25.35,25.00,77,6.96,-7.44,8.95,1.66,0.00,0.80,0.00
57474,0.00,0.00,14.81,8,131,0.46,1179,0.00,0.00,14.44,16,25.35,25.00,77,7.25,-7.25,9.18,1.68,0.00,0.80,0.00
57547,-2.34,0.00,14.70,8,131,0.46,1236,0.00,0.00,14.44,16,25.70,25.00,77,7.40,-7.14,9.39,1.70,0.00,0.82,0.00
57620,-3.91,0.00,14.13,8,131,0.51,1268,0.00,0.00,12.45,16,29.22,26.50,77,7.55,-6.79,10.23,1.76,0.00,0.86,0.00
57693,-4.69,0.00,13.78,8,131,0.54,1391,0.00,0.00,13.53,16,29.57,29.00,77,7.98,-6.42,11.66,1.82,0.00,0.88,0.00
57766,-2.34,0.00,14.01,8,131,0.52,1478,0.00,0.00,14.41,16,29.22,29.50,77,8.42,-6.19,12.59,1.84,0.00,0.88,0.00
57839,-1.56,0.00,14.13,8,131,0.51,1518,0.00,0.00,14.44,16,29.22,29.00,77,8.56,-6.13,12.90,1.86,0.00,0.88,0.00
57912,-0.78,0.00,14.70,8,131,0.52,1543,0.00,0.00,14.44,16,29.57,29.00,77,8.56,-6.15,12.96,1.86,0.00,0.88,0.00
57986,0.78,0.00,14.81,8,131,0.53,1544,0.00,0.00,14.44,16,29.57,29.00,77,8.56,-6.13,13.39,1.88,0.00,0.88,0.00
58058,2.34,0.00,15.16,8,131,0.55,1508,0.00,0.00,14.44,16,29.92,29.50,77,8.56,-6.01,13.52,1.88,0.00,0.88,0.00
58131,3.91,0.00,15.73,8,131,0.55,1480,0.00,0.00,14.41,16,29.92,29.50,77,8.71,-5.92,13.52,1.88,0.00,0.88,0.00
58204,4.69,0.00,15.85,8,131,0.55,1478,0.00,0.00,14.41,16,29.92,29.50,77,8.85,-5.82,13.65,1.88,0.00,0.88,0.00
58278,4.69,0.00,15.62,8,131,0.57,1442,0.00,0.00,14.41,16,30.27,30.00,77,8.85,-5.67,13.71,1.88,0.00,0.88,0.00
58350,3.12,0.00,15.50,8,131,0.58,1416,0.00,0.00,14.41,16,30.27,30.00,77,9.00,-5.55,13.65,1.88,0.00,0.90,0.00
58424,3.12,0.00,14.93,8,131,0.59,1405,0.00,0.00,14.41,16,30.27,30.00,77,9.29,-5.41,13.78,1.90,0.00,0.90,0.00
58496,3.12,0.78,14.81,8,131,0.60,1382,0.00,0.00,14.41,16,30.27,30.00,77,9.43,-5.22,13.84,1.90,0.00,0.90,0.00
58570,3.12,0.78,14.81,8,131,0.62,1380,0.00,0.00,14.41,16,30.27,30.00,77,9.58,-5.05,13.96,1.90,0.00,0.90,0.00
58643,3.12,0.78,14.70,8,131,0.62,1368,0.00,0.00,14.41,16,30.27,30.00,77,9.72,-4.93,14.15,1.90,0.00,0.90,0.00
58716,3.91,0.78,14.70,8,131,0.63,1374,0.00,0.00,14.41,16,30.27,30.00,77,9.87,-4.80,14.15,1.90,0.00,0.90,0.00
58789,3.91,1.56,14.70,8,131,0.63,1356,0.00,0.00,14.41,16,30.27,30.00,77,9.87,-4.72,14.22,1.92,0.00,0.90,0.00
58861,3.91,1.56,14.70,8,131,0.63,1358,0.00,0.00,14.41,16,29.92,30.00,77,10.01,-4.64,14.28,1.92,0.00,0.90,0.00
58935,3.91,1.56,14.70,8,131,0.64,1350,0.00,0.00,14.41,16,30.27,29.50,77,10.01,-4.52,14.34,1.92,0.00,0.92,0.00
59008,3.91,1.56,14.59,8,131,0.65,1327,0.00,0.00,14.41,16,29.92,30.00,77,10.16,-4.47,14.47,1.92,0.00,0.92,0.00
59080,3.91,1.56,14.70,8,131,0.66,1324,0.00,0.00,14.41,16,29.57,29.50,77,10.30,-4.37,14.47,1.92,0.00,0.92,0.00
59153,3.91,1.56,14.70,8,131,0.68,1297,0.00,0.00,14.41,16,29.22,29.50,77,10.45,-4.25,14.53,1.92,0.00,0.92,0.00
59226,4.69,2.34,14.59,8,131,0.69,1277,0.00,0.00,14.41,16,28.16,29.00,77,10.59,-4.08,14.73,1.92,0.00,0.92,0.00
59300,3.91,2.34,14.59,8,131,0.72,1242,0.00,0.00,13.39,16,26.41,27.50,77,10.59,-3.89,14.47,1.92,0.00,0.92,0.00
62136,0.00,4.69,14.13,8,133,0.61,1692,0.00,0.00,14.59,16,34.14,34.00,77,9.58,-5.10,17.26,2.02,0.00,0.94,0.00
62208,0.00,4.69,14.13,8,133,0.61,1689,0.00,0.00,14.59,16,34.14,34.00,77,9.58,-5.16,17.19,2.00,0.00,0.94,0.00
62282,0.00,4.69,14.36,8,133,0.60,1737,0.00,0.00,14.59,16,34.84,34.00,77,9.43,-5.26,16.89,2.02,0.00,0.94,0.00
62354,0.00,4.69,14.47,8,133,0.60,1724,0.00,0.00,14.59,16,34.14,34.50,77,9.43,-5.36,17.03,2.02,0.00,0.94,0.00
62428,0.00,4.69,14.47,8,133,0.60,1746,0.00,0.00,14.59,16,34.84,34.00,77,9.29,-5.41,17.11,2.00,0.00,0.94,0.00
62501,0.00,4.69,14.47,8,133,0.59,1764,0.00,0.00,14.73,16,35.20,34.00,77,9.29,-5.49,17.26,2.02,0.00,0.94,0.00
62574,0.00,4.69,14.47,8,133,0.58,1758,0.00,0.00,14.73,16,34.84,34.50,77,9.14,-5.57,17.03,2.02,0.00,0.94,0.00
62647,0.00,4.69,14.36,8,133,0.57,1764,0.00,0.00,14.73,16,35.55,35.00,77,9.14,-5.61,17.19,2.00,0.00,0.94,0.00
62720,0.78,4.69,14.47,8,133,0.57,1806,0.00,0.00,14.73,16,35.90,35.50,77,9.00,-5.72,17.03,2.00,0.00,0.94,0.00
