Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Throttle Opening Angle (%)
124819,-2.34,0.00,14.59,8,0.62,2463,0.00,0.00,14.70,16,9.14,-5.65,0.00,-2.01,1.00,0.00,0.00,14.60,25.87,2.18,36.60,36.50,91,10.59
124906,-1.56,0.00,14.59,8,0.63,2496,0.00,0.00,14.70,16,9.14,-5.69,0.00,-2.01,1.00,0.00,0.00,14.60,26.23,2.20,36.95,36.50,90,10.59
124993,-1.56,0.00,14.70,8,0.63,2464,0.00,0.00,14.70,16,9.00,-5.69,0.00,-2.01,1.00,0.00,0.00,14.70,26.10,2.20,36.95,37.00,90,10.59
125080,-0.78,0.00,14.81,8,0.62,2540,0.00,0.00,14.70,16,8.85,-5.78,0.00,-2.01,1.00,0.00,0.00,14.70,26.23,2.20,37.30,37.50,90,10.59
125167,-1.56,0.00,14.81,8,0.62,2524,0.00,0.00,14.92,16,8.85,-5.84,0.00,-2.01,1.00,0.00,0.00,14.80,26.58,2.20,37.30,37.00,90,10.59
125254,-0.78,0.78,14.81,8,0.62,2538,0.00,0.00,14.70,16,8.85,-5.94,0.00,-2.01,0.98,0.00,0.00,14.90,26.10,2.20,38.01,38.00,90,10.20
125341,-1.56,0.78,14.81,8,0.62,2566,0.00,0.00,14.70,16,8.71,-5.96,0.00,-2.01,0.98,0.00,0.00,14.70,26.10,2.20,38.01,38.00,90,10.20
125427,0.00,0.78,14.81,8,0.60,2603,0.00,0.00,14.70,16,8.71,-6.03,0.00,-2.01,0.98,0.00,0.00,14.70,26.10,2.20,38.36,38.00,90,10.20
125514,-0.78,0.78,14.81,8,0.60,2623,0.00,0.00,14.70,16,8.56,-6.11,0.00,-2.01,0.96,0.00,0.00,14.60,26.22,2.18,38.36,38.00,90,9.80
125601,-0.78,0.78,14.70,8,0.58,2625,0.00,0.00,14.71,16,8.42,-6.28,0.00,-2.01,0.96,0.00,0.00,14.70,25.52,2.18,38.71,38.50,90,9.41
125687,0.00,0.78,14.81,8,0.57,2647,0.00,0.00,14.71,16,8.42,-6.40,0.00,-2.01,0.96,0.00,0.00,14.70,25.08,2.18,39.41,39.00,90,9.41
125775,0.00,0.78,14.81,8,0.56,2640,0.00,0.00,14.71,16,8.27,-6.46,0.00,-2.01,0.96,0.00,0.00,14.70,25.18,2.18,39.06,39.00,90,9.41
125862,0.78,0.78,14.93,8,0.55,2702,0.00,0.00,14.71,16,8.13,-6.61,0.00,-2.01,0.96,0.00,0.00,14.80,24.66,2.16,39.41,39.50,90,9.41
125948,0.00,0.78,14.81,8,0.56,2685,0.00,0.00,14.71,16,8.13,-6.67,0.00,-2.01,0.96,0.00,0.00,14.70,24.87,2.16,39.41,39.00,90,9.02
126035,0.00,0.78,14.70,8,0.54,2704,0.00,0.00,14.71,16,7.98,-6.79,0.00,-2.01,0.94,0.00,0.00,14.70,24.45,2.16,39.77,40.00,90,9.02
126121,0.00,0.78,14.47,8,0.54,2738,0.00,0.00,14.71,16,7.84,-6.88,0.00,-2.01,0.94,0.00,0.00,14.60,24.24,2.16,40.12,40.00,90,9.02
126208,-0.78,0.78,14.70,8,0.53,2735,0.00,0.00,14.71,16,7.84,-6.96,0.00,-2.01,0.94,0.00,0.00,14.60,24.25,2.16,40.12,40.00,90,8.63
126296,-1.56,0.78,14.36,8,0.52,2768,0.00,0.00,14.71,16,7.69,-7.04,0.00,-2.01,0.94,0.00,0.00,14.50,24.04,2.14,40.82,40.50,90,8.63
126383,-1.56,0.78,14.24,8,0.51,2770,0.00,0.00,14.71,16,7.55,-7.10,0.00,-2.01,0.94,0.00,0.00,14.50,24.04,2.14,40.82,41.00,90,8.63
126469,-1.56,0.78,14.59,8,0.50,2797,0.00,0.00,14.71,16,7.55,-7.25,0.00,-2.01,0.92,0.00,0.00,14.60,23.52,2.14,41.17,41.00,90,8.63
126557,-2.34,0.78,14.47,8,0.48,2795,0.00,0.00,14.71,16,7.40,-7.43,0.00,-2.01,0.88,0.00,0.00,14.60,22.90,2.10,41.17,41.50,90,7.84
126643,-2.34,0.78,14.36,8,0.45,2799,0.00,0.00,15.05,16,6.96,-8.08,0.00,-2.01,0.78,0.00,0.00,14.60,22.08,2.02,41.52,41.50,90,6.27
126730,-3.91,0.78,14.47,8,0.38,2811,0.00,0.00,15.46,16,6.24,-9.30,0.00,-2.01,0.64,0.00,0.00,14.50,16.19,1.88,42.23,42.00,90,2.75
126816,0.00,0.00,12.86,10,0.28,2793,0.00,0.00,15.36,16,5.08,-10.35,0.00,-2.01,0.64,0.00,0.00,14.30,10.71,1.62,40.47,38.00,90,0.00
126903,0.00,0.00,12.86,10,0.23,2765,0.00,0.00,14.70,16,4.06,-10.77,0.00,-2.01,0.64,0.00,0.00,13.60,9.37,1.62,31.68,31.50,90,0.00
126990,0.00,0.00,13.21,10,0.20,2686,0.00,0.00,14.70,16,3.92,-10.94,0.00,-2.01,0.64,0.00,0.00,13.20,8.91,1.60,24.30,25.50,90,0.00
127078,0.00,0.00,14.13,10,0.20,2596,0.00,0.00,14.70,16,3.77,-10.98,0.00,-2.01,0.64,0.00,0.00,13.20,8.69,1.58,18.67,15.50,90,0.00
127164,0.00,0.00,13.78,10,0.20,2503,0.00,0.00,14.70,16,3.63,-10.98,0.00,-2.01,0.64,0.00,0.00,13.40,8.23,1.54,15.51,15.50,90,0.00
127250,0.00,0.00,14.36,10,0.19,2296,0.00,0.00,15.21,16,3.77,-10.94,0.00,-2.01,0.64,0.00,0.00,13.90,7.52,1.52,15.16,15.00,90,0.00
127337,0.00,0.00,16.54,10,0.17,2176,0.00,0.00,14.70,16,3.77,-11.00,0.00,-2.01,0.64,0.00,0.00,14.30,6.12,1.42,14.80,14.50,90,0.00
127425,0.00,0.00,19.06,10,0.17,2078,0.00,0.00,13.18,16,3.77,-10.91,0.00,-2.01,0.78,0.00,0.00,14.60,5.48,1.44,14.45,14.00,90,0.39
127511,0.00,0.00,21.82,10,0.31,1889,0.00,0.00,13.24,16,4.35,-10.02,0.00,-2.01,0.80,0.00,0.00,15.90,9.14,1.64,16.56,16.50,90,4.31
127597,0.00,0.00,25.50,10,0.32,1926,0.00,0.00,14.67,16,4.79,-9.75,0.00,-1.70,0.82,0.00,0.00,21.90,10.15,1.66,20.43,22.00,90,4.71
127685,0.00,0.00,25.15,10,0.35,1944,0.00,0.00,14.66,16,5.08,-9.42,0.00,-1.70,0.82,0.00,0.00,29.40,10.85,1.72,25.00,27.00,90,5.10
127771,0.00,0.00,23.54,10,0.35,2003,0.00,0.00,14.67,16,5.37,-9.20,0.00,-1.70,0.82,0.00,0.00,29.40,11.46,1.74,29.92,29.50,90,5.49
127858,0.00,0.00,15.73,10,0.36,2042,0.00,0.00,14.66,16,5.51,-9.03,0.00,-2.01,0.84,0.00,0.00,26.30,11.95,1.76,33.79,33.50,90,5.49
127945,0.00,0.00,15.39,10,0.36,2024,0.00,0.00,14.67,16,5.66,-8.88,0.00,-2.01,0.84,0.00,0.00,19.30,12.17,1.76,33.44,33.00,90,5.49
128032,0.00,0.78,15.39,8,0.38,1968,0.00,0.00,14.66,16,5.95,-8.74,0.00,-2.01,0.84,0.00,0.00,16.50,12.35,1.78,33.09,33.00,90,5.88
128119,0.78,0.78,15.27,8,0.40,1929,0.00,0.00,14.66,16,5.95,-8.51,0.00,-1.70,0.84,0.00,0.00,15.90,12.51,1.78,32.73,32.00,90,5.88
128206,1.56,0.78,15.27,8,0.41,1881,0.00,0.00,14.66,16,6.24,-8.37,0.00,-1.70,0.86,0.00,0.00,15.60,12.79,1.80,32.38,32.00,90,6.27
128292,1.56,0.78,15.16,8,0.45,1896,0.00,0.00,14.66,16,6.53,-8.08,0.00,-1.70,0.88,0.00,0.00,15.40,13.82,1.84,32.38,32.00,90,6.67
128379,0.78,0.78,15.04,8,0.46,1912,0.00,0.00,14.66,16,6.67,-7.83,0.00,-1.70,0.88,0.00,0.00,15.40,14.61,1.86,32.03,32.00,90,7.06
128466,1.56,0.78,14.93,8,0.48,1910,0.00,0.00,14.66,16,6.96,-7.64,0.00,-1.70,0.88,0.00,0.00,15.40,14.80,1.88,32.03,32.00,90,7.06
128553,1.56,0.78,14.93,8,0.47,1927,0.00,0.00,14.66,16,7.11,-7.56,0.00,-1.70,0.88,0.00,0.00,15.20,14.86,1.88,32.38,32.00,90,7.06
128639,1.56,0.78,14.93,8,0.48,1909,0.00,0.00,14.66,16,7.11,-7.46,0.00,-1.70,0.88,0.00,0.00,15.00,15.26,1.88,32.03,32.00,90,7.06
128726,2.34,0.78,14.93,8,0.48,1925,0.00,0.00,14.66,16,7.25,-7.44,0.00,-1.70,0.88,0.00,0.00,15.10,15.19,1.88,32.38,32.00,90,7.06
128813,2.34,0.78,14.93,8,0.47,1902,0.00,0.00,14.67,16,7.25,-7.37,0.00,-1.70,0.88,0.00,0.00,15.10,15.12,1.88,32.03,32.00,90,7.06
128899,2.34,0.78,14.81,8,0.47,1926,0.00,0.00,14.67,16,7.25,-7.37,0.00,-1.70,0.88,0.00,0.00,15.00,15.33,1.88,32.38,32.00,90,7.06
128987,2.34,0.78,14.81,8,0.47,1916,0.00,0.00,14.67,16,7.40,-7.37,0.00,-1.70,0.88,0.00,0.00,15.00,15.39,1.88,32.38,32.00,90,7.06
129073,2.34,0.78,14.70,8,0.46,1952,0.00,0.00,14.68,16,7.40,-7.39,0.00,-1.70,0.88,0.00,0.00,15.00,15.12,1.88,32.38,32.50,90,7.06
129160,2.34,0.78,14.70,8,0.46,1927,0.00,0.00,14.68,16,7.40,-7.37,0.00,-1.70,0.88,0.00,0.00,14.80,15.12,1.88,32.38,32.00,90,7.06
129247,2.34,0.78,14.70,8,0.47,1948,0.00,0.00,14.68,16,7.40,-7.39,0.00,-1.70,0.88,0.00,0.00,14.80,15.00,1.88,32.73,32.00,90,7.06
129334,3.12,0.78,14.70,8,0.46,1946,0.00,0.00,14.68,16,7.25,-7.46,0.00,-1.70,0.86,0.00,0.00,15.20,15.12,1.86,32.38,32.00,90,6.67
129420,2.34,0.78,14.70,8,0.44,1942,0.00,0.00,14.69,16,7.11,-7.60,0.00,-1.70,0.86,0.00,0.00,14.80,14.29,1.84,32.73,32.50,90,6.67
129507,2.34,0.78,14.70,8,0.44,1946,0.00,0.00,14.69,16,7.11,-7.73,0.00,-1.70,0.84,0.00,0.00,14.80,14.18,1.82,32.38,32.50,90,6.67
129594,3.12,0.78,14.81,8,0.40,1939,0.00,0.00,14.70,16,6.82,-7.95,0.00,-1.70,0.84,0.00,0.00,14.70,14.00,1.80,33.09,33.00,90,5.88
129681,1.56,0.78,14.59,8,0.40,1947,0.00,0.00,14.70,16,6.53,-8.24,0.00,-1.70,0.82,0.00,0.00,14.70,12.85,1.78,32.73,32.50,90,5.49
129768,2.34,0.78,14.59,8,0.37,1958,0.00,0.00,14.70,16,6.38,-8.60,0.00,-1.70,0.82,0.00,0.00,14.80,11.78,1.70,33.09,33.00,90,4.71
129854,0.00,0.78,14.01,8,0.35,1961,0.00,0.00,14.71,16,5.95,-8.82,0.00,-1.70,0.80,0.00,0.00,14.70,11.11,1.70,33.09,33.00,90,4.71
129941,-2.34,0.78,13.44,8,0.33,1956,0.00,0.00,15.16,16,5.80,-8.99,0.00,-1.70,0.80,0.00,0.00,14.50,10.80,1.70,33.09,33.00,90,4.71
130029,-4.69,0.78,13.32,8,0.32,1941,0.00,0.00,14.71,16,5.66,-9.11,0.00,-1.70,0.80,0.00,0.00,14.20,10.50,1.68,33.09,33.00,90,4.71
130115,-4.69,0.78,13.44,8,0.32,1938,0.00,0.00,14.71,16,5.51,-9.22,0.00,-1.70,0.80,0.00,0.00,13.90,10.39,1.66,33.44,33.00,90,4.31
130202,-3.91,0.78,13.67,8,0.32,1947,0.00,0.00,14.71,16,5.37,-9.30,0.00,-1.70,0.80,0.00,0.00,13.90,10.35,1.66,33.09,33.00,90,4.31
130288,-4.69,0.78,14.36,8,0.31,1962,0.00,0.00,14.71,16,5.37,-9.40,0.00,-1.70,0.80,0.00,0.00,14.10,10.19,1.66,33.44,33.00,90,4.31
130375,-3.91,0.78,14.36,8,0.31,1944,0.00,0.00,14.71,16,5.22,-9.44,0.00,-1.70,0.80,0.00,0.00,14.10,9.90,1.66,33.44,33.00,90,4.31
130462,-3.12,0.78,14.47,8,0.31,1945,0.00,0.00,14.71,16,5.22,-9.46,0.00,-1.70,0.80,0.00,0.00,14.30,10.10,1.66,33.09,33.00,90,4.31
130549,-3.91,0.78,14.70,8,0.30,1952,0.00,0.00,14.71,16,5.22,-9.51,0.00,-1.70,0.80,0.00,0.00,14.50,9.70,1.66,33.44,33.00,90,3.92
130636,-3.91,0.78,14.59,8,0.30,1954,0.00,0.00,14.71,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.60,9.80,1.66,33.09,33.00,90,4.31
130723,-3.91,0.78,14.70,8,0.30,1946,0.00,0.00,14.71,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.60,9.85,1.64,33.09,33.00,90,3.92
130809,-3.12,0.78,14.70,8,0.32,1941,0.00,0.00,14.71,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.60,10.05,1.66,33.09,33.00,90,4.31
130896,-3.12,0.78,14.81,8,0.30,1932,0.00,0.00,14.71,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.80,10.00,1.66,33.44,33.00,90,3.92
130983,-3.12,0.78,14.81,8,0.30,1932,0.00,0.00,14.71,16,5.22,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,9.80,1.66,33.09,33.00,90,4.31
131070,-2.34,0.78,14.81,8,0.30,1946,0.00,0.00,14.71,16,5.22,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,9.90,1.64,33.09,33.00,90,4.31
131156,-2.34,0.78,14.81,8,0.30,1936,0.00,0.00,14.71,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,9.70,1.64,33.09,33.00,90,4.31
131243,-3.12,0.78,14.70,8,0.31,1949,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.80,0.00,0.00,14.90,9.86,1.66,33.44,33.00,90,4.31
131330,-2.34,0.78,14.81,8,0.31,1936,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,10.05,1.66,33.09,33.00,90,3.92
131417,-2.34,0.78,14.70,8,0.31,1941,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,9.80,1.66,33.09,33.00,90,3.92
131504,-1.56,0.78,14.81,8,0.30,1932,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,15.00,9.80,1.64,33.09,33.00,90,3.92
131591,-1.56,0.78,14.81,8,0.31,1950,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.80,0.00,0.00,14.90,9.90,1.66,33.44,33.00,90,4.31
131677,-1.56,0.78,14.81,8,0.31,1929,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.90,9.90,1.66,33.09,33.00,90,4.31
131764,-1.56,0.78,14.81,8,0.31,1941,0.00,0.00,14.70,16,5.08,-9.53,0.00,-1.70,0.80,0.00,0.00,14.90,9.90,1.66,33.09,33.00,90,4.31
131851,-1.56,0.78,14.81,8,0.30,1931,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,9.70,1.64,33.09,33.00,90,3.92
131938,-0.78,0.78,14.81,8,0.31,1946,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.80,0.00,0.00,14.80,9.70,1.66,33.09,33.00,90,4.31
132024,-0.78,0.78,14.81,8,0.31,1920,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,10.10,1.66,33.09,33.00,90,3.92
132112,-0.78,0.78,14.93,8,0.30,1932,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.80,0.00,0.00,14.90,9.70,1.64,33.09,33.00,90,3.92
132198,-0.78,0.78,14.81,8,0.30,1914,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.90,9.70,1.64,33.09,33.00,90,4.31
132284,0.00,0.78,14.93,8,0.31,1934,0.00,0.00,14.70,16,5.08,-9.53,0.00,-1.70,0.78,0.00,0.00,15.00,9.75,1.64,33.09,33.00,90,4.31
132372,0.00,0.78,14.81,8,0.31,1918,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.80,0.00,0.00,15.00,10.14,1.66,32.73,33.00,90,4.31
132458,0.00,0.78,14.81,8,0.30,1939,0.00,0.00,14.70,16,5.08,-9.53,0.00,-1.70,0.78,0.00,0.00,14.90,9.80,1.66,33.09,33.00,90,3.92
132545,0.00,0.78,14.81,8,0.31,1920,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,15.00,9.75,1.64,33.09,33.00,90,3.92
132632,0.00,0.78,14.70,8,0.30,1927,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.80,0.00,0.00,14.90,9.90,1.64,33.09,33.00,90,4.31
132718,0.78,0.78,14.81,8,0.30,1910,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,9.80,1.64,32.73,33.00,90,4.31
132805,0.78,0.78,14.81,8,0.30,1921,0.00,0.00,14.70,16,5.08,-9.53,0.00,-1.70,0.78,0.00,0.00,14.80,9.75,1.64,33.09,33.00,90,3.92
132893,0.78,0.78,14.93,8,0.31,1909,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.80,0.00,0.00,14.80,9.90,1.66,33.09,32.50,90,3.92
132979,0.78,0.78,14.93,8,0.31,1930,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,9.80,1.66,33.09,33.00,90,3.92
133066,1.56,0.78,14.81,8,0.31,1920,0.00,0.00,14.70,16,5.08,-9.53,0.00,-1.70,0.80,0.00,0.00,14.90,9.80,1.64,32.73,33.00,90,3.92
133153,0.78,0.78,14.81,8,0.30,1924,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.90,9.75,1.64,32.73,33.00,90,3.92
133239,1.56,0.78,14.81,8,0.32,1921,0.00,0.00,14.70,16,5.08,-9.53,0.00,-1.70,0.78,0.00,0.00,14.80,9.80,1.66,33.09,32.50,90,3.92
133327,1.56,0.78,14.70,8,0.30,1900,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.70,9.90,1.64,33.09,33.00,90,4.31
133413,0.78,0.78,14.81,8,0.31,1891,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.80,9.80,1.64,32.73,32.50,90,3.92
133500,1.56,0.78,14.81,8,0.30,1906,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.80,9.80,1.66,33.09,33.00,90,4.31
133587,0.78,0.78,14.70,8,0.32,1916,0.00,0.00,14.70,16,5.22,-9.55,0.00,-1.70,0.78,0.00,0.00,14.70,9.75,1.66,32.73,32.50,90,3.92
133674,1.56,0.78,14.59,8,0.31,1924,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.70,10.00,1.66,33.09,32.50,90,3.92
133761,0.78,0.78,14.59,8,0.32,1913,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.70,10.05,1.66,32.73,32.50,90,4.31
133848,0.78,0.78,14.47,8,0.31,1903,0.00,0.00,14.70,16,5.08,-9.53,0.00,-1.70,0.80,0.00,0.00,14.70,10.10,1.64,32.73,33.00,90,3.92
133935,0.78,0.78,14.47,8,0.31,1905,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.70,9.75,1.64,32.73,32.50,90,3.92
134022,0.00,0.78,14.47,8,0.31,1904,0.00,0.00,14.70,16,5.22,-9.55,0.00,-1.70,0.80,0.00,0.00,14.70,9.80,1.66,32.73,33.00,90,3.92
134109,0.00,0.78,14.36,8,0.31,1910,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.60,9.90,1.64,32.73,32.50,90,3.92
134196,0.78,0.78,14.47,8,0.31,1904,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.60,9.75,1.64,32.73,32.50,90,4.31
134282,0.78,0.78,14.70,8,0.31,1910,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.60,9.70,1.64,32.73,32.50,90,3.92
134369,0.78,0.78,14.70,8,0.31,1892,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.70,9.80,1.66,32.73,32.50,90,4.31
134456,1.56,0.78,14.70,8,0.32,1914,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.70,0.78,0.00,0.00,14.70,10.00,1.66,32.73,32.50,90,4.31
134543,0.78,0.78,14.70,8,0.31,1904,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.80,10.15,1.66,32.73,33.00,90,4.31
134630,0.78,0.78,14.70,8,0.31,1912,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.80,9.80,1.66,32.73,32.50,88,3.92
134717,0.00,0.78,14.70,8,0.32,1902,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.80,10.05,1.66,32.73,32.50,88,3.92
134804,0.00,0.78,14.59,8,0.31,1915,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.70,9.90,1.66,32.73,32.50,88,3.92
134890,0.00,0.78,14.47,8,0.31,1909,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.80,0.00,0.00,14.60,9.80,1.64,32.73,32.50,88,3.92
134977,0.00,0.78,14.59,8,0.31,1891,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.60,9.80,1.64,32.73,32.50,88,3.92
135063,0.78,0.78,14.59,8,0.31,1890,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.60,9.86,1.66,32.73,32.50,88,3.92
135151,0.78,0.78,14.70,8,0.31,1884,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.70,9.75,1.66,32.73,32.50,88,4.31
135237,0.78,0.78,14.81,8,0.31,1885,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.70,9.80,1.64,32.73,32.50,88,4.31
135324,1.56,0.78,14.81,8,0.31,1907,0.00,0.00,14.70,16,5.08,-9.53,0.00,-1.70,0.78,0.00,0.00,14.80,9.80,1.64,32.73,32.50,88,3.92
135410,1.56,0.78,14.81,8,0.31,1900,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.80,9.60,1.64,32.73,32.50,88,3.92
135498,1.56,0.78,14.81,8,0.31,1904,0.00,0.00,14.70,16,5.22,-9.55,0.00,-1.70,0.78,0.00,0.00,14.80,9.90,1.66,32.73,32.50,88,4.31
135585,1.56,0.78,14.81,8,0.31,1900,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,15.00,9.90,1.66,32.73,32.50,88,3.92
135671,2.34,0.78,14.81,8,0.31,1900,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.80,0.00,0.00,15.00,9.80,1.64,32.73,32.50,88,3.92
135758,2.34,0.78,14.81,8,0.31,1896,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.80,9.90,1.66,32.73,32.50,88,3.92
135845,1.56,0.78,14.70,8,0.33,1889,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.90,10.15,1.66,32.73,32.50,88,3.92
135931,2.34,0.78,14.70,8,0.31,1895,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.80,10.25,1.64,32.73,32.50,88,4.31
136018,2.34,0.78,14.70,8,0.31,1894,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.80,9.80,1.64,32.73,32.50,88,4.31
136106,1.56,0.78,14.59,8,0.32,1896,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.80,9.95,1.66,32.73,32.50,88,4.31
136193,1.56,0.78,14.47,8,0.32,1889,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.70,10.15,1.66,32.73,32.50,88,3.92
136280,1.56,0.78,14.59,8,0.31,1899,0.00,0.00,14.70,16,5.22,-9.49,0.00,-1.70,0.78,0.00,0.00,14.70,9.80,1.64,32.73,32.50,88,3.92
136367,0.78,0.78,14.47,8,0.31,1900,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.60,10.19,1.66,32.73,32.50,88,4.31
136454,0.78,0.78,14.47,8,0.31,1903,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.80,0.00,0.00,14.60,10.00,1.64,32.73,32.50,88,3.92
136540,0.00,1.56,14.36,8,0.32,1893,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.50,9.90,1.66,32.73,32.50,88,3.92
136627,0.00,1.56,14.47,8,0.31,1905,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.50,10.10,1.66,32.73,32.50,88,4.31
136714,0.78,1.56,14.59,8,0.31,1900,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.60,9.80,1.64,32.38,32.50,88,3.92
136801,0.78,1.56,14.70,8,0.31,1882,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.60,9.80,1.64,33.09,32.50,88,3.92
136887,0.78,1.56,14.70,8,0.31,1873,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.78,0.00,0.00,14.70,9.75,1.64,32.73,32.00,88,3.92
136975,1.56,1.56,14.81,8,0.30,1891,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.80,0.00,0.00,14.70,9.60,1.64,32.73,32.50,88,3.92
137061,0.78,1.56,14.70,8,0.31,1885,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.78,0.00,0.00,14.70,9.60,1.66,32.73,32.50,88,3.92
137148,1.56,1.56,14.81,8,0.31,1889,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.80,0.00,0.00,14.70,9.80,1.66,32.73,32.50,88,3.92
137235,1.56,1.56,14.81,8,0.31,1896,0.00,0.00,14.70,16,5.22,-9.51,0.00,-1.70,0.80,0.00,0.00,14.80,9.80,1.66,32.73,32.50,88,3.92
