Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Throttle Opening Angle (%)
112325,0.00,0.00,23.77,10,0.21,2636,0.00,0.00,14.70,16,3.77,-10.83,0.00,-2.32,0.64,0.00,0.00,99.90,9.09,1.60,19.73,20.00,90,0.00
112411,0.00,0.00,24.12,10,0.20,2514,0.00,0.00,14.70,16,3.92,-10.81,0.00,-2.01,0.64,0.00,0.00,99.90,8.69,1.54,15.51,15.50,90,0.00
112498,0.00,0.00,24.12,10,0.20,2304,0.00,0.00,14.70,16,3.92,-10.75,0.00,-2.01,0.64,0.00,0.00,99.90,7.89,1.52,15.16,15.00,90,0.00
112585,0.00,0.00,23.54,10,0.19,2209,0.00,0.00,14.70,16,3.92,-10.71,0.00,-2.01,0.64,0.00,0.00,99.90,7.23,1.48,14.80,15.00,90,0.00
112672,0.00,0.00,23.77,10,0.20,2084,0.00,0.00,13.47,16,4.06,-10.58,0.00,-2.01,0.64,0.00,0.00,99.90,6.34,1.44,14.80,14.00,90,0.00
112759,0.00,0.00,23.77,10,0.20,1893,0.00,0.00,14.70,16,4.21,-10.56,0.00,-1.70,0.64,0.00,0.00,99.90,6.15,1.44,14.45,14.00,90,0.00
112846,0.00,0.00,23.54,10,0.23,1790,0.00,0.00,14.70,16,4.21,-10.50,0.00,-1.70,0.64,0.00,0.00,99.90,6.30,1.46,14.10,14.00,90,0.00
112933,0.00,0.00,23.89,10,0.25,1683,0.00,0.00,14.70,16,4.21,-10.38,0.00,-1.70,0.64,0.00,0.00,99.90,6.60,1.46,14.10,22.00,90,0.00
113019,0.00,0.00,23.66,10,0.28,1491,0.00,0.00,13.73,16,4.50,-10.11,0.00,-1.70,0.64,0.00,0.00,99.90,6.98,1.50,14.10,22.00,90,0.00
113106,0.00,0.00,24.00,10,0.30,1389,0.00,0.00,14.70,16,4.79,-9.90,0.00,-1.70,0.64,0.00,0.00,99.90,7.03,1.48,14.10,22.00,90,0.00
113193,0.00,0.00,23.66,10,0.31,1357,0.00,0.00,14.70,16,4.79,-9.75,0.00,-1.70,0.64,0.00,0.00,99.90,6.67,1.46,14.10,22.00,91,0.00
113280,0.00,0.00,23.66,10,0.31,1304,0.00,0.00,14.70,16,5.08,-9.59,0.00,-1.70,0.64,0.00,0.00,99.90,6.71,1.46,14.10,22.00,91,0.00
113367,0.00,0.00,23.66,10,0.31,1260,0.00,0.00,14.70,16,5.22,-9.53,0.00,-1.70,0.64,0.00,0.00,99.90,6.67,1.48,14.10,22.00,91,0.00
113452,0.00,0.00,23.89,10,0.29,1299,0.00,0.00,14.70,16,5.08,-9.69,0.00,-1.70,0.64,0.00,0.00,99.90,6.45,1.44,14.10,16.50,91,0.00
113540,0.00,0.00,23.89,10,0.29,1321,0.00,0.00,14.70,16,4.93,-9.86,0.00,-1.70,0.64,0.00,0.00,96.00,6.20,1.42,14.10,16.50,91,0.00
113626,0.00,0.00,23.43,10,0.28,1336,0.00,0.00,14.70,16,4.79,-10.02,0.00,-1.70,0.64,0.00,0.00,94.90,5.80,1.40,14.10,14.50,91,0.00
113714,0.00,0.00,23.77,10,0.27,1320,0.00,0.00,14.70,16,4.64,-10.11,0.00,-1.70,0.64,0.00,0.00,72.40,5.76,1.40,14.10,15.00,91,0.00
113800,0.00,0.00,23.08,10,0.26,1328,0.00,0.00,14.71,16,4.50,-10.21,0.00,-1.70,0.64,0.00,0.00,49.80,5.76,1.40,14.10,15.00,91,0.00
113887,0.00,0.00,21.59,10,0.25,1311,0.00,0.00,14.71,16,4.50,-10.35,0.00,-1.70,0.64,0.00,0.00,33.10,5.54,1.40,14.10,16.50,91,0.00
113973,0.00,0.00,18.49,10,0.25,1296,0.00,0.00,14.71,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,33.10,5.41,1.38,14.10,18.00,91,0.00
114060,0.00,0.00,17.57,10,0.24,1289,0.00,0.00,14.71,16,4.21,-10.48,0.00,-1.70,0.64,0.00,0.00,24.70,5.44,1.36,14.10,17.00,91,0.00
114147,0.00,0.00,16.77,10,0.24,1285,0.00,0.00,14.71,16,4.21,-10.54,0.00,-1.70,0.64,0.00,0.00,20.80,5.07,1.36,14.10,17.50,91,0.00
114234,0.00,0.00,16.65,10,0.23,1270,0.00,0.00,14.71,16,4.06,-10.60,0.00,-1.70,0.64,0.00,0.00,19.20,4.90,1.36,14.10,19.00,91,0.00
114321,0.00,0.00,16.42,10,0.24,1270,0.00,0.00,14.71,16,4.06,-10.64,0.00,-1.70,0.64,0.00,0.00,18.20,5.00,1.34,14.10,20.50,91,0.00
114408,0.00,0.00,16.19,10,0.23,1244,0.00,0.00,14.71,16,4.06,-10.62,0.00,-1.70,0.64,0.00,0.00,17.40,4.88,1.34,14.10,20.00,91,0.00
114494,0.00,0.00,15.96,10,0.23,1244,0.00,0.00,14.71,16,4.06,-10.67,0.00,-1.70,0.64,0.00,0.00,16.90,4.81,1.34,14.10,20.50,91,0.00
114581,0.00,0.00,16.08,10,0.22,1231,0.00,0.00,14.71,16,4.06,-10.67,0.00,-1.70,0.64,0.00,0.00,16.90,4.69,1.32,14.10,21.00,91,0.00
114667,0.00,0.00,16.08,10,0.22,1213,0.00,0.00,14.71,16,4.06,-10.67,0.00,-1.70,0.64,0.00,0.00,16.70,4.44,1.32,14.10,21.00,91,0.00
114755,0.00,0.00,15.50,10,0.23,1190,0.00,0.00,14.71,16,4.06,-10.64,0.00,-1.70,0.64,0.00,0.00,16.60,4.38,1.32,14.10,22.00,91,0.00
114841,0.00,0.00,15.62,10,0.23,1179,0.00,0.00,14.71,16,4.06,-10.62,0.00,-1.70,0.64,0.00,0.00,16.30,4.50,1.32,14.10,22.00,91,0.00
114928,0.00,0.00,15.50,10,0.23,1165,0.00,0.00,14.71,16,4.06,-10.60,0.00,-1.70,0.64,0.00,0.00,16.20,4.47,1.32,14.10,22.00,91,0.00
115015,0.00,0.00,15.50,10,0.23,1144,0.00,0.00,14.71,16,4.06,-10.58,0.00,-1.70,0.64,0.00,0.00,16.10,4.42,1.32,14.10,22.00,91,0.00
115102,0.00,0.78,15.27,8,0.23,1141,0.00,0.00,14.71,16,4.06,-10.58,0.00,-1.70,0.64,0.00,0.00,15.80,4.33,1.30,14.10,22.00,91,0.00
115188,0.00,0.78,15.16,8,0.23,1108,0.00,0.00,14.71,16,4.06,-10.58,0.00,-1.70,0.64,0.00,0.00,15.70,4.27,1.30,14.10,22.00,91,0.00
115275,0.00,0.78,15.04,8,0.23,1104,0.00,0.00,14.71,16,4.21,-10.54,0.00,-1.70,0.64,0.00,0.00,15.70,4.24,1.30,14.10,22.00,91,0.00
115362,-0.78,0.78,14.93,8,0.23,1099,0.00,0.00,14.71,16,4.21,-10.52,0.00,-1.70,0.64,0.00,0.00,15.40,4.24,1.28,14.10,22.00,91,0.00
115448,-0.78,0.78,14.81,8,0.23,1091,0.00,0.00,14.71,16,4.21,-10.52,0.00,-1.70,0.64,0.00,0.00,15.30,4.13,1.28,14.10,22.00,91,0.00
115535,-0.78,0.78,14.70,8,0.23,1080,0.00,0.00,14.71,16,4.21,-10.52,0.00,-1.70,0.64,0.00,0.00,15.10,4.15,1.28,14.10,22.00,91,0.00
115622,-0.78,0.78,14.81,8,0.23,1086,0.00,0.00,14.71,16,4.21,-10.56,0.00,-1.70,0.64,0.00,0.00,15.00,4.10,1.30,14.10,22.00,91,0.00
115709,-0.78,0.78,14.81,8,0.23,1084,0.00,0.00,14.71,16,4.21,-10.58,0.00,-1.70,0.64,0.00,0.00,14.80,4.07,1.28,14.10,21.50,91,0.00
115796,-0.78,0.78,14.70,8,0.23,1085,0.00,0.00,14.71,16,4.06,-10.58,0.00,-1.70,0.64,0.00,0.00,14.80,4.04,1.28,14.10,21.00,91,0.00
115882,-0.78,0.78,14.70,8,0.22,1088,0.00,0.00,14.71,16,4.06,-10.60,0.00,-1.70,0.64,0.00,0.00,14.80,4.02,1.26,14.10,21.00,91,0.00
115969,-0.78,0.78,14.81,8,0.22,1070,0.00,0.00,14.71,16,4.06,-10.62,0.00,-1.70,0.64,0.00,0.00,14.90,3.99,1.28,14.10,21.00,91,0.00
116056,0.00,0.78,14.70,8,0.22,1072,0.00,0.00,14.70,16,4.06,-10.62,0.00,-1.70,0.64,0.00,0.00,14.70,3.99,1.28,14.10,20.50,91,0.00
116142,-0.78,0.78,14.81,8,0.22,1084,0.00,0.00,14.71,16,4.06,-10.64,0.00,-1.70,0.64,0.00,0.00,14.70,3.96,1.28,14.10,18.50,91,0.00
116228,-0.78,0.78,14.59,8,0.22,1082,0.00,0.00,14.70,16,4.06,-10.67,0.00,-1.70,0.64,0.00,0.00,14.70,3.96,1.26,14.10,19.50,91,0.00
116316,-0.78,0.78,14.81,8,0.22,1057,0.00,0.00,14.70,16,4.06,-10.67,0.00,-1.70,0.64,0.00,0.00,14.70,3.96,1.26,14.10,20.00,91,0.00
116402,0.00,0.78,14.81,8,0.22,1064,0.00,0.00,14.70,16,4.06,-10.67,0.00,-1.70,0.64,0.00,0.00,14.60,3.93,1.28,14.10,19.50,91,0.00
116489,0.00,0.78,14.93,8,0.22,1058,0.00,0.00,14.70,16,4.06,-10.69,0.00,-1.70,0.64,0.00,0.00,14.70,3.93,1.26,14.10,18.50,91,0.00
116575,0.00,0.78,14.81,8,0.22,1056,0.00,0.00,14.70,16,4.06,-10.69,0.00,-1.70,0.64,0.00,0.00,14.70,3.88,1.26,14.10,19.00,91,0.00
116662,0.00,0.78,14.93,8,0.22,1050,0.00,0.00,14.70,16,4.06,-10.69,0.00,-1.70,0.64,0.00,0.00,14.60,3.88,1.26,14.10,21.00,91,0.00
116749,0.00,0.78,15.16,8,0.23,1022,0.00,0.00,14.70,16,4.06,-10.67,0.00,-1.70,0.64,0.00,0.00,14.60,3.88,1.26,14.10,21.00,91,0.00
116836,0.00,0.78,14.70,8,0.23,1023,0.00,0.00,14.70,16,4.06,-10.64,0.00,-1.70,0.64,0.00,0.00,14.60,3.91,1.26,14.10,20.00,91,0.00
116923,-0.78,0.78,14.59,8,0.22,1017,0.00,0.00,14.70,16,4.06,-10.62,0.00,-1.70,0.64,0.00,0.00,14.60,3.88,1.26,14.10,20.50,91,0.00
117010,-0.78,0.78,14.47,8,0.22,1017,0.00,0.00,14.70,16,4.06,-10.62,0.00,-1.70,0.64,0.00,0.00,14.60,3.80,1.24,14.10,20.00,91,0.00
117096,-0.78,0.78,14.59,8,0.22,1017,0.00,0.00,14.70,16,4.06,-10.62,0.00,-1.70,0.64,0.00,0.00,14.70,3.80,1.26,14.10,19.00,91,0.00
117183,-0.78,0.78,14.59,8,0.22,1013,0.00,0.00,14.70,16,4.06,-10.60,0.00,-1.70,0.64,0.00,0.00,14.70,3.77,1.26,14.10,19.00,91,0.00
117270,-0.78,0.78,14.36,8,0.22,1014,0.00,0.00,14.70,16,4.06,-10.58,0.00,-1.70,0.64,0.00,0.00,14.60,3.64,1.24,14.10,19.50,91,0.00
117356,-0.78,0.78,14.47,8,0.22,991,0.00,0.00,14.70,16,4.06,-10.58,0.00,-1.70,0.64,0.00,0.00,14.50,3.64,1.24,14.10,20.00,91,0.00
117443,-0.78,0.78,14.47,8,0.22,993,0.00,0.00,14.70,16,4.21,-10.58,0.00,-1.70,0.64,0.00,0.00,14.50,3.61,1.24,14.10,20.00,91,0.00
117530,-0.78,0.78,14.47,8,0.22,986,0.00,0.00,14.70,16,4.06,-10.52,0.00,-1.70,0.64,0.00,0.00,14.50,3.58,1.26,14.10,19.00,91,0.00
117617,-0.78,0.78,14.47,8,0.22,982,0.00,0.00,14.70,16,4.21,-10.52,0.00,-1.70,0.64,0.00,0.00,14.50,3.64,1.24,14.10,20.00,91,0.00
117704,-0.78,0.78,14.36,8,0.22,996,0.00,0.00,14.70,16,4.21,-10.52,0.00,-1.70,0.64,0.00,0.00,14.50,3.58,1.22,14.10,20.00,91,0.00
117790,-0.78,0.78,14.59,8,0.23,969,0.00,0.00,14.70,16,4.21,-10.50,0.00,-1.70,0.64,0.00,0.00,14.50,3.61,1.24,14.10,19.50,91,0.00
117877,-0.78,0.78,14.47,8,0.22,977,0.00,0.00,14.70,16,4.21,-10.48,0.00,-1.70,0.64,0.00,0.00,14.50,3.69,1.24,14.10,19.00,91,0.00
117964,-0.78,0.78,14.59,8,0.22,979,0.00,0.00,14.70,16,4.21,-10.44,0.00,-1.70,0.64,0.00,0.00,14.40,3.56,1.24,14.10,19.00,91,0.00
118051,-0.78,0.78,14.70,8,0.23,970,0.00,0.00,14.70,16,4.21,-10.46,0.00,-1.70,0.64,0.00,0.00,14.60,3.49,1.24,14.10,18.50,91,0.00
118138,-0.78,0.78,14.70,8,0.22,961,0.00,0.00,14.70,16,4.21,-10.42,0.00,-1.70,0.64,0.00,0.00,14.50,3.58,1.24,14.10,19.00,91,0.00
118225,-0.78,0.78,14.81,8,0.24,963,0.00,0.00,13.46,16,4.21,-10.40,0.00,-1.70,0.64,0.00,0.00,14.50,3.53,1.24,14.10,18.50,91,0.00
118310,0.00,0.78,14.81,8,0.23,962,0.00,0.00,14.70,16,4.35,-10.40,0.00,-1.70,0.64,0.00,0.00,14.60,3.80,1.24,14.10,19.00,91,0.00
118397,-0.78,0.78,14.81,8,0.24,960,0.00,0.00,14.70,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,14.60,3.77,1.26,14.10,17.50,91,0.00
118484,-0.78,0.78,14.81,8,0.23,958,0.00,0.00,14.70,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,14.60,3.77,1.24,14.10,17.50,91,0.00
118571,0.00,0.78,14.93,8,0.23,966,0.00,0.00,14.70,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,14.60,3.69,1.26,14.10,16.50,91,0.00
118657,0.00,0.78,14.81,8,0.23,978,0.00,0.00,14.70,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,14.60,3.80,1.26,14.10,15.00,91,0.00
118745,-0.78,0.78,14.70,8,0.23,958,0.00,0.00,14.70,16,4.35,-10.40,0.00,-1.70,0.64,0.00,0.00,14.60,3.74,1.26,14.10,17.00,91,0.00
118831,-0.78,0.78,14.47,8,0.24,956,0.00,0.00,14.70,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,14.60,3.71,1.24,14.10,17.50,91,0.00
118918,-0.78,0.78,14.70,8,0.24,964,0.00,0.00,14.70,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,14.70,3.82,1.24,14.10,15.50,91,0.00
119005,-0.78,0.78,14.81,8,0.24,956,0.00,0.00,14.70,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,14.70,3.88,1.24,14.10,16.50,91,0.00
119092,-0.78,0.78,14.70,8,0.24,960,0.00,0.00,14.70,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,14.60,3.80,1.26,14.10,16.50,91,0.00
119178,0.00,0.78,14.70,8,0.24,956,0.00,0.00,14.70,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,14.60,3.82,1.26,14.10,15.50,91,0.00
119265,-0.78,0.78,14.81,8,0.25,957,0.00,0.00,14.69,16,4.35,-10.25,0.00,-1.70,0.64,0.00,0.00,14.60,3.96,1.28,14.10,15.50,91,0.00
119352,-0.78,0.78,14.59,8,0.25,958,0.00,0.00,14.70,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,14.60,4.02,1.28,14.10,16.50,91,0.00
119439,-0.78,0.78,14.70,8,0.25,948,0.00,0.00,14.70,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,14.60,3.93,1.28,14.10,15.50,91,0.00
119525,-0.78,0.78,14.70,8,0.25,960,0.00,0.00,14.70,16,4.50,-10.23,0.00,-1.70,0.64,0.00,0.00,14.50,3.96,1.26,14.10,14.50,91,0.00
119612,-0.78,0.78,14.59,8,0.24,962,0.00,0.00,14.70,16,4.50,-10.21,0.00,-1.70,0.64,0.00,0.00,14.60,3.91,1.26,14.10,14.00,91,0.00
119698,-0.78,0.78,14.59,8,0.24,965,0.00,0.00,14.70,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,14.60,3.91,1.26,14.10,14.00,91,0.00
119786,-0.78,0.78,14.47,8,0.24,968,0.00,0.00,14.70,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,14.50,3.93,1.26,14.10,13.50,91,0.00
119872,-0.78,0.78,14.47,8,0.25,949,0.00,0.00,14.70,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,14.50,3.93,1.28,14.10,15.50,91,0.00
119959,-0.78,0.78,14.47,8,0.25,950,0.00,0.00,14.70,16,4.50,-10.23,0.00,-1.70,0.64,0.00,0.00,14.50,3.96,1.28,14.10,15.50,91,0.00
120046,-0.78,0.78,14.47,8,0.24,962,0.00,0.00,14.70,16,4.50,-10.17,0.00,-1.70,0.70,0.00,0.00,14.50,3.96,1.28,14.10,14.00,91,0.39
120132,-0.78,0.78,14.47,8,0.36,956,0.00,0.00,11.61,16,4.50,-9.71,0.00,-1.70,0.74,0.00,0.00,14.50,4.33,1.50,14.45,14.00,91,1.96
120219,-0.78,0.78,14.70,8,0.45,964,0.00,0.00,12.99,16,5.51,-8.97,0.00,-1.70,0.76,0.00,0.00,14.60,5.87,1.52,15.51,15.50,91,2.75
120306,-0.78,0.78,14.81,8,0.45,1047,0.00,0.00,14.66,16,5.95,-8.60,0.00,-1.70,0.76,0.00,0.00,14.50,7.93,1.54,17.62,17.50,91,3.14
120393,-1.56,0.78,13.78,8,0.36,1116,0.00,0.00,17.13,16,6.24,-9.01,0.00,-1.70,0.64,0.00,0.00,14.50,8.11,1.56,19.73,11.00,91,0.00
120479,-1.56,0.78,13.90,8,0.31,1226,0.00,0.00,15.70,16,5.66,-9.71,0.00,-1.70,0.64,0.00,0.00,14.50,5.66,1.30,17.27,8.00,91,0.00
120566,-2.34,0.78,13.55,8,0.27,1292,0.00,0.00,15.45,16,4.93,-10.04,0.00,-1.70,0.64,0.00,0.00,14.40,4.15,1.28,14.10,6.00,91,0.00
120654,-3.12,0.78,13.44,8,0.24,1284,0.00,0.00,15.22,16,4.50,-10.48,0.00,-1.70,0.64,0.00,0.00,14.10,4.07,1.28,14.10,6.00,91,0.00
120740,-3.12,0.78,13.32,8,0.22,1273,0.00,0.00,14.71,16,4.21,-10.67,0.00,-1.70,0.64,0.00,0.00,14.10,4.07,1.28,14.10,6.00,91,0.00
120827,-3.91,0.78,13.21,8,0.22,1200,0.00,0.00,14.71,16,3.92,-10.71,0.00,-1.70,0.64,0.00,0.00,14.00,4.27,1.30,14.10,6.00,91,0.00
120914,-3.91,0.78,13.32,8,0.23,1167,0.00,0.00,14.70,16,3.92,-10.69,0.00,-1.70,0.64,0.00,0.00,13.90,4.30,1.30,14.10,12.50,91,0.00
121001,-3.91,0.78,13.55,8,0.25,1124,0.00,0.00,14.70,16,4.06,-10.62,0.00,-1.70,0.64,0.00,0.00,13.90,4.42,1.32,14.10,15.50,91,0.00
121087,-3.91,0.78,13.55,8,0.25,1098,0.00,0.00,14.70,16,4.21,-10.52,0.00,-1.70,0.64,0.00,0.00,13.80,4.57,1.32,14.10,15.00,91,0.00
121174,-3.91,0.78,13.78,8,0.25,1093,0.00,0.00,14.70,16,4.21,-10.46,0.00,-1.70,0.64,0.00,0.00,13.80,4.51,1.32,14.10,16.00,91,0.00
121261,-4.69,0.78,13.67,8,0.24,1086,0.00,0.00,14.70,16,4.21,-10.46,0.00,-1.70,0.66,0.00,0.00,13.90,4.42,1.32,14.10,16.50,91,0.00
121348,-4.69,0.78,13.78,8,0.26,1071,0.00,0.00,12.86,16,4.21,-10.36,0.00,-1.70,0.76,0.00,0.00,13.90,4.69,1.34,14.10,17.00,91,0.78
121435,-5.47,0.78,13.78,8,0.39,1078,0.00,0.00,11.42,16,4.50,-9.46,0.00,-1.70,0.78,0.00,0.00,13.80,5.94,1.50,15.16,15.50,91,3.92
121522,-4.69,0.78,14.13,8,0.51,1060,0.00,0.00,13.98,16,5.22,-8.62,0.00,-1.70,0.80,0.00,0.00,13.90,8.37,1.64,17.27,17.50,91,4.31
121608,-4.69,0.78,14.01,8,0.48,1210,0.00,0.00,15.07,16,6.38,-8.06,0.00,-1.70,0.82,0.00,0.00,14.10,9.86,1.66,19.73,19.50,91,4.71
121695,-3.12,0.78,14.13,8,0.44,1325,0.00,0.00,15.28,16,6.67,-7.85,0.00,-1.70,0.82,0.00,0.00,14.20,10.25,1.68,23.59,22.50,91,4.71
121781,-6.25,0.78,14.13,8,0.41,1465,0.00,0.00,14.67,16,6.82,-7.83,0.00,-1.70,0.84,0.00,0.00,14.20,10.39,1.72,28.52,29.50,91,5.49
121868,-7.03,0.78,13.78,8,0.40,1761,0.00,0.00,14.68,16,6.67,-8.04,0.00,-1.70,0.84,0.00,0.00,14.20,11.72,1.74,30.98,30.50,91,5.88
121955,-3.12,0.78,15.73,8,0.41,1820,0.00,0.00,14.68,16,6.67,-8.12,0.00,-1.70,0.86,0.00,0.00,14.20,12.23,1.76,31.33,31.50,91,5.88
122041,4.69,0.78,16.77,8,0.44,1780,0.00,0.00,13.98,16,6.53,-8.10,0.00,-1.70,0.86,0.00,0.00,15.10,12.68,1.80,30.98,30.50,91,6.27
122129,11.72,0.78,18.03,8,0.45,1715,0.00,0.00,14.67,16,6.67,-7.97,0.00,-1.70,0.86,0.00,0.00,16.60,12.68,1.80,30.62,30.50,91,6.27
122216,10.94,0.78,17.11,8,0.46,1725,0.00,0.00,14.67,16,6.82,-7.83,0.00,-1.70,0.86,0.00,0.00,17.30,12.90,1.80,30.62,30.50,91,6.67
122302,7.03,0.78,16.08,8,0.49,1733,0.00,0.00,14.66,16,6.96,-7.62,0.00,-1.70,0.88,0.00,0.00,16.70,13.64,1.84,30.62,30.50,91,7.06
122388,5.47,0.78,15.39,8,0.52,1761,0.00,0.00,14.02,16,7.25,-7.29,0.00,-1.70,0.92,0.00,0.00,15.40,15.00,1.90,30.62,30.50,91,7.84
122475,5.47,0.78,14.59,8,0.58,1776,0.00,0.00,13.94,16,7.55,-6.75,0.00,-1.70,0.96,0.00,0.00,15.40,16.38,1.94,30.62,30.50,91,8.63
122562,5.47,0.78,14.59,8,0.62,1782,0.00,0.00,14.64,16,8.13,-6.17,0.00,-1.70,0.98,0.00,0.00,14.80,18.01,2.00,30.62,30.50,91,9.41
122649,5.47,0.78,14.36,8,0.64,1792,0.00,0.00,14.64,16,8.85,-5.63,0.00,-1.70,0.98,0.00,0.00,14.60,18.62,2.02,30.62,30.50,91,9.80
122736,3.12,0.00,14.01,8,0.66,1827,0.00,0.00,14.64,16,9.14,-5.30,0.00,-1.70,1.00,0.00,0.00,14.40,20.00,2.04,30.62,30.50,91,10.20
122822,2.34,0.00,14.24,8,0.69,1839,0.00,0.00,14.64,16,9.43,-4.99,0.00,-1.70,1.02,0.00,0.00,14.40,20.86,2.08,30.98,30.50,91,10.98
122910,4.69,0.00,14.24,8,0.70,1858,0.00,0.00,14.64,16,9.87,-4.70,0.00,-1.70,1.02,0.00,0.00,14.50,21.19,2.10,30.62,30.50,91,10.98
122997,4.69,0.00,14.47,8,0.69,1900,0.00,0.00,14.65,16,10.01,-4.54,0.00,-1.70,1.02,0.00,0.00,14.70,21.91,2.10,31.33,31.00,91,11.37
123083,4.69,0.00,14.81,8,0.72,1920,0.00,0.00,14.64,16,10.16,-4.39,0.00,-1.70,1.04,0.00,0.00,14.70,22.08,2.12,31.33,31.00,91,11.37
123170,5.47,0.00,14.93,8,0.73,1920,0.00,0.00,14.64,16,10.45,-4.20,0.00,-1.70,1.06,0.00,0.00,14.90,23.00,2.14,31.33,31.00,91,12.16
123257,5.47,0.00,15.04,8,0.75,1974,0.00,0.00,14.64,16,10.59,-3.94,0.00,-1.70,1.08,0.00,0.00,15.10,24.76,2.18,31.68,31.50,91,12.94
123344,5.47,0.00,14.81,8,0.77,1987,0.00,0.00,14.64,16,10.74,-3.69,0.00,-1.70,1.08,0.00,0.00,15.00,25.08,2.20,31.68,31.50,91,13.33
123431,5.47,0.00,14.81,8,0.78,2012,0.00,0.00,14.64,16,11.17,-3.46,0.00,-1.70,1.10,0.00,0.00,14.80,25.87,2.20,31.33,31.50,91,13.73
123517,6.25,0.00,14.81,8,0.80,2057,0.00,0.00,14.64,16,11.32,-3.33,0.00,-1.70,1.12,0.00,0.00,14.80,27.40,2.22,31.68,31.50,91,14.12
123604,6.25,0.00,14.81,8,0.79,2076,0.00,0.00,14.65,16,11.46,-3.29,0.00,-1.70,1.12,0.00,0.00,14.70,27.28,2.22,32.03,32.00,91,14.12
123691,6.25,0.00,14.81,8,0.78,2106,0.00,0.00,14.66,16,11.46,-3.29,0.00,-1.70,1.12,0.00,0.00,14.80,27.64,2.24,32.38,32.50,91,14.12
123778,5.47,0.00,14.81,8,0.79,2153,0.00,0.00,14.66,16,11.32,-3.36,0.00,-1.70,1.12,0.00,0.00,14.80,28.10,2.24,32.73,32.50,91,14.12
123865,5.47,0.00,14.47,8,0.79,2178,0.00,0.00,14.66,16,11.32,-3.36,0.00,-1.70,1.12,0.00,0.00,14.50,28.58,2.26,32.73,33.00,91,14.12
123951,4.69,0.00,14.47,8,0.78,2178,0.00,0.00,14.66,16,11.32,-3.44,0.00,-1.70,1.10,0.00,0.00,14.50,28.70,2.26,33.44,33.00,91,14.12
124038,3.91,0.00,14.36,8,0.77,2260,0.00,0.00,14.67,16,11.17,-3.67,0.00,-1.70,1.02,0.00,0.00,14.50,29.05,2.26,33.79,33.50,91,13.33
124125,3.91,0.00,14.36,8,0.71,2250,0.00,0.00,15.11,16,10.74,-4.60,0.00,-1.70,1.00,0.00,0.00,14.50,26.10,2.18,34.14,34.00,91,10.98
124212,-0.78,0.00,13.67,8,0.66,2279,0.00,0.00,14.70,16,10.16,-5.09,0.00,-2.01,1.00,0.00,0.00,14.20,23.93,2.14,35.20,35.00,91,10.59
124298,-1.56,0.00,12.98,8,0.64,2320,0.00,0.00,14.70,16,9.58,-5.22,0.00,-2.01,1.00,0.00,0.00,13.80,24.45,2.16,35.20,35.00,91,10.59
124385,-1.56,0.00,13.67,8,0.63,2322,0.00,0.00,14.70,16,9.43,-5.38,0.00,-2.01,1.00,0.00,0.00,14.00,24.44,2.16,35.55,35.50,91,10.59
124473,-1.56,0.00,14.01,8,0.63,2360,0.00,0.00,14.70,16,9.29,-5.47,0.00,-2.01,1.00,0.00,0.00,14.00,24.76,2.18,35.90,35.50,91,10.59
124559,-2.34,0.00,14.13,8,0.64,2372,0.00,0.00,14.70,16,9.29,-5.43,0.00,-2.01,1.00,0.00,0.00,14.30,25.08,2.18,35.90,35.50,91,10.59
124645,-1.56,0.00,14.24,8,0.63,2415,0.00,0.00,14.70,16,9.29,-5.51,0.00,-2.01,1.00,0.00,0.00,14.50,25.31,2.18,36.25,36.00,91,10.59
124733,-2.34,0.00,14.36,8,0.64,2440,0.00,0.00,14.70,16,9.14,-5.57,0.00,-2.01,1.00,0.00,0.00,14.50,25.74,2.20,36.25,36.00,91,10.59
