Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),Vehicle Speed Ratio Calculation* (raw),Gear (Calculated)* (position),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
22479,-0.78,0.00,14.13,8,0.42,2664,0.00,0.00,14.70,14,41.52,39.00,91,6.53,-8.24,18.72,2.06,0.00,-2.20,7.84,0.90,0.00,0.00,12264,1,14.50
22573,-0.78,0.00,14.24,8,0.41,2654,0.00,0.00,14.70,14,41.88,39.50,91,6.53,-8.30,18.49,2.06,0.00,-2.20,7.84,0.90,0.00,0.00,12302,1,14.50
22666,-0.78,0.00,14.24,8,0.41,2646,0.00,0.00,14.70,14,42.23,40.00,91,6.38,-8.30,18.88,2.06,0.00,-2.20,7.84,0.90,0.00,0.00,12556,1,14.50
22760,-0.78,0.00,14.24,8,0.39,2722,0.00,0.00,15.67,14,42.23,40.00,91,6.38,-8.86,18.80,1.90,0.00,-2.20,5.49,0.80,0.00,0.00,12496,1,14.40
22854,-1.56,0.00,14.13,8,0.27,2709,0.00,0.00,15.86,14,39.41,39.00,91,4.79,-10.46,9.31,1.64,0.00,-2.20,0.00,0.64,0.00,0.00,12477,1,14.50
22948,-3.91,0.00,13.44,8,0.21,2678,0.00,0.00,15.11,14,20.08,13.00,91,4.06,-11.08,8.06,1.60,0.00,-2.20,0.00,0.64,0.00,0.00,11702,1,14.50
23041,-6.25,0.00,11.83,10,0.17,2617,0.00,0.00,14.70,14,0.74,0.50,91,3.34,-11.41,7.37,1.56,0.00,-2.20,0.00,0.64,0.00,0.00,1318373,6,13.80
23135,0.00,0.00,11.48,10,0.18,2389,0.00,0.00,14.70,14,-15.08,-15.50,91,3.34,-11.35,7.09,1.54,0.00,-2.20,0.00,0.64,0.00,0.00,1318373,6,13.10
23230,0.00,0.00,11.60,10,0.16,2237,0.00,0.00,14.70,14,-15.08,-15.50,91,3.34,-11.25,5.85,1.44,0.00,-2.20,0.00,0.64,0.00,0.00,9496,1,13.00
23323,0.00,0.00,12.06,10,0.18,2173,0.00,0.00,14.70,14,-12.27,-14.50,91,3.48,-11.04,5.76,1.46,0.00,-1.90,0.00,0.64,0.00,0.00,56101,6,12.70
23416,0.00,0.00,12.63,10,0.21,1853,0.00,0.00,14.70,14,7.07,9.50,91,3.63,-10.89,5.85,1.48,0.00,-1.90,0.00,0.64,0.00,0.00,7847,2,12.50
23509,0.00,0.00,14.13,10,0.27,1716,0.00,0.00,11.52,14,11.99,20.00,91,3.92,-10.64,6.35,1.50,0.00,-1.90,0.00,0.66,0.00,0.00,7019,2,12.60
23603,0.00,0.00,15.27,10,0.34,1443,0.00,0.00,14.65,14,11.99,10.50,91,4.50,-9.88,7.81,1.60,0.00,-1.60,1.96,0.72,0.00,0.00,6185,3,13.10
23697,0.00,0.00,20.67,10,0.32,1360,0.00,0.00,14.65,14,14.10,11.50,91,5.08,-9.57,7.20,1.56,0.00,-1.60,2.75,0.74,0.00,0.00,5851,3,13.10
23791,0.00,0.00,24.46,10,0.32,1367,0.00,0.00,14.65,14,17.62,16.00,91,5.08,-9.46,7.28,1.56,0.00,-1.60,2.75,0.74,0.00,0.00,6043,3,14.80
23884,0.00,0.00,23.66,10,0.33,1381,0.00,0.00,14.65,14,20.43,18.00,91,5.22,-9.28,7.57,1.58,0.00,-1.60,3.14,0.76,0.00,0.00,5864,3,20.50
23979,0.00,0.00,23.20,10,0.39,1350,0.00,0.00,12.65,14,25.35,21.50,91,5.51,-8.93,8.82,1.66,0.00,-1.60,4.71,0.82,0.00,0.00,5170,3,28.70
24072,0.00,0.00,20.90,10,0.44,1565,0.00,0.00,13.63,14,30.27,28.00,91,5.95,-8.26,10.44,1.82,0.00,-1.60,6.27,0.84,0.00,0.00,6807,2,27.40
24165,0.00,0.00,15.16,10,0.47,1662,0.00,0.00,14.57,14,30.27,28.00,91,6.67,-7.85,12.83,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,6976,2,19.80
24259,-2.34,0.00,14.47,8,0.50,1616,0.00,0.00,13.33,14,29.57,27.00,91,6.96,-7.43,13.10,1.86,0.00,-1.90,6.67,0.86,0.00,0.00,6749,2,15.70
24353,-2.34,0.00,14.13,8,0.54,1569,0.00,0.00,13.04,14,29.22,27.00,91,7.69,-6.86,13.87,1.90,0.00,-1.60,7.45,0.90,0.00,0.00,6796,2,14.70
24447,-3.12,0.00,14.13,8,0.65,1613,0.00,0.00,13.35,14,29.57,27.00,91,8.27,-5.94,16.03,2.00,0.00,-1.60,9.80,0.96,0.00,0.00,7146,2,14.40
24541,-3.12,0.00,14.24,8,0.68,1613,0.00,0.00,14.45,14,29.57,27.00,91,9.00,-5.14,18.41,2.04,0.00,-1.60,10.20,0.98,0.00,0.00,7088,2,14.40
24634,-3.91,0.78,14.01,8,0.69,1644,0.00,0.00,13.90,14,29.57,27.00,91,9.87,-4.58,18.88,2.06,0.00,-1.60,10.98,1.00,0.00,0.00,7217,2,14.40
24727,-4.69,0.78,13.90,8,0.71,1645,0.00,0.00,14.45,14,29.92,27.50,91,10.16,-4.22,19.20,2.08,0.00,-1.60,11.37,1.02,0.00,0.00,7304,2,14.40
24822,-2.34,0.78,14.59,8,0.70,1655,0.00,0.00,14.47,14,30.27,28.00,91,10.59,-4.14,19.51,2.08,0.00,-1.60,11.37,1.02,0.00,0.00,7120,2,14.70
24915,-0.78,0.78,14.81,8,0.68,1709,0.00,0.00,14.50,14,30.27,28.00,91,10.59,-4.12,19.81,2.10,0.00,-1.60,11.37,1.02,0.00,0.00,7172,2,15.40
25009,0.78,0.78,15.39,8,0.69,1724,0.00,0.00,14.52,14,30.62,28.50,91,10.59,-4.16,20.06,2.10,0.00,-1.60,11.76,1.02,0.00,0.00,7291,2,15.40
25103,1.56,0.78,15.50,8,0.69,1762,0.00,0.00,14.52,14,30.62,28.50,91,10.59,-4.16,20.15,2.10,0.00,-1.60,11.76,1.02,0.00,0.00,7365,2,15.40
25196,3.12,0.78,15.50,8,0.68,1778,0.00,0.00,14.52,14,30.98,28.50,91,10.59,-4.22,20.54,2.12,0.00,-1.60,11.76,1.02,0.00,0.00,7548,2,15.70
25290,3.91,0.78,15.39,8,0.68,1815,0.00,0.00,14.55,14,30.98,28.50,91,10.45,-4.23,20.63,2.12,0.00,-1.60,11.76,1.02,0.00,0.00,7628,2,15.50
25383,3.12,0.78,15.27,8,0.66,1816,0.00,0.00,15.05,14,31.33,29.00,91,10.45,-4.31,20.82,2.10,0.00,-1.60,11.37,1.00,0.00,0.00,6185,2,15.30
25477,3.91,0.78,15.04,8,0.65,1857,0.00,0.00,14.60,14,31.68,29.50,91,10.16,-4.54,20.15,2.10,0.00,-1.60,11.37,1.00,0.00,0.00,7855,2,15.00
25570,3.91,0.78,14.81,8,0.62,1876,0.00,0.00,15.08,14,32.03,29.50,91,10.16,-4.70,19.89,2.10,0.00,-1.60,10.98,1.00,0.00,0.00,7847,2,14.90
25664,3.91,0.78,14.81,8,0.62,1911,0.00,0.00,14.63,14,32.38,30.00,91,9.72,-5.03,19.27,2.08,0.00,-1.90,10.20,0.98,0.00,0.00,8055,2,14.70
25757,3.91,0.78,14.70,8,0.59,1930,0.00,0.00,14.65,14,32.38,30.50,91,9.58,-5.22,19.20,2.08,0.00,-1.90,10.20,0.96,0.00,0.00,9900,2,14.70
25851,3.91,0.78,14.59,8,0.58,1956,0.00,0.00,14.68,14,32.73,30.50,91,9.43,-5.38,18.88,2.08,0.00,-1.90,10.20,0.96,0.00,0.00,7562,2,14.60
25945,4.69,0.78,14.70,8,0.56,1961,0.00,0.00,14.68,14,33.09,30.50,91,9.29,-5.51,18.65,2.06,0.00,-1.90,10.20,0.96,0.00,0.00,7577,2,14.60
26038,4.69,0.78,14.59,8,0.55,1994,0.00,0.00,14.70,14,33.09,31.00,91,9.14,-5.67,18.71,2.06,0.00,-1.90,9.80,0.96,0.00,0.00,7809,2,14.70
26132,4.69,0.78,14.70,8,0.55,2020,0.00,0.00,14.70,14,33.44,31.00,90,9.00,-5.74,18.64,2.06,0.00,-2.20,9.80,0.96,0.00,0.00,7832,2,14.70
26226,3.91,0.78,14.59,8,0.54,2039,0.00,0.00,14.70,14,33.79,31.50,90,8.85,-5.86,18.57,2.06,0.00,-2.20,9.80,0.96,0.00,0.00,7635,2,14.60
26320,3.91,0.00,14.47,8,0.54,2059,0.00,0.00,14.70,14,33.79,31.50,90,8.71,-5.98,18.65,2.06,0.00,-2.20,9.80,0.96,0.00,0.00,7650,2,14.60
26413,3.12,0.00,14.36,8,0.53,2081,0.00,0.00,14.70,14,34.14,32.00,90,8.71,-6.03,18.57,2.06,0.00,-2.20,9.80,0.96,0.00,0.00,6204,2,14.50
26506,3.12,0.00,14.24,8,0.53,2097,0.00,0.00,14.70,14,34.14,32.00,90,8.71,-6.13,18.80,2.06,0.00,-2.20,9.80,0.96,0.00,0.00,7879,2,14.50
26601,3.91,0.00,14.47,8,0.53,2054,0.00,0.00,14.70,14,34.49,32.00,90,8.56,-6.19,18.80,2.06,0.00,-2.20,9.80,0.96,0.00,0.00,7871,2,14.50
26694,3.12,0.00,14.47,8,0.52,2130,0.00,0.00,14.70,14,34.84,32.50,90,8.56,-6.28,18.49,2.06,0.00,-2.20,9.80,0.96,0.00,0.00,9682,2,14.60
55930,-3.91,-0.78,14.36,8,0.27,1846,0.00,0.00,14.80,14,33.09,30.50,84,4.93,-9.84,8.51,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4768,4,14.50
56023,-4.69,-0.78,14.36,8,0.27,1851,0.00,0.00,14.80,14,32.73,30.50,84,4.79,-9.84,8.47,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4706,4,14.50
56117,-4.69,-0.78,14.36,8,0.27,1863,0.00,0.00,14.80,14,32.73,30.50,84,4.79,-9.86,8.23,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4754,4,14.50
56210,-4.69,-1.56,14.36,8,0.27,1852,0.00,0.00,14.70,14,32.73,30.50,84,4.79,-9.86,8.47,1.64,0.00,-1.90,3.53,0.76,0.00,0.00,4734,4,14.40
56304,-4.69,-1.56,14.36,8,0.27,1850,0.00,0.00,14.70,14,32.73,30.50,84,4.79,-9.90,8.39,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4734,4,14.50
56398,-4.69,-1.56,14.59,8,0.27,1844,0.00,0.00,14.70,14,32.73,30.50,84,4.79,-9.92,8.27,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4670,4,14.50
56491,-4.69,-1.56,14.59,8,0.27,1848,0.00,0.00,14.70,14,32.73,30.50,84,4.79,-9.94,8.31,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4708,4,14.60
56585,-4.69,-2.34,14.47,8,0.27,1850,0.00,0.00,14.70,14,32.73,30.50,84,4.79,-9.94,8.27,1.60,0.00,-1.90,3.53,0.76,0.00,0.00,4659,4,14.50
56679,-3.91,-2.34,14.59,8,0.27,1843,0.00,0.00,14.70,14,32.73,30.00,84,4.79,-9.94,8.14,1.60,0.00,-1.90,3.53,0.76,0.00,0.00,4667,4,14.60
56772,-3.91,-2.34,14.47,8,0.27,1834,0.00,0.00,14.70,14,32.38,30.00,84,4.79,-9.96,8.22,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4664,4,14.60
56866,-4.69,-2.34,14.47,8,0.27,1836,0.00,0.00,14.70,14,32.38,30.00,84,4.79,-9.98,8.35,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4794,4,14.60
56960,-3.91,-2.34,14.59,8,0.27,1824,0.00,0.00,14.70,14,32.38,30.00,84,4.64,-9.98,8.23,1.60,0.00,-1.90,3.53,0.76,0.00,0.00,4768,4,14.60
57053,-4.69,-3.12,14.47,8,0.27,1826,0.00,0.00,14.70,14,32.38,30.00,84,4.64,-10.00,8.19,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4725,4,14.70
57147,-4.69,-4.69,14.47,8,0.27,1792,0.00,0.00,14.70,14,32.38,29.50,84,4.64,-10.02,8.11,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4692,4,14.60
57240,-4.69,-4.69,14.47,8,0.27,1794,0.00,0.00,14.70,14,32.38,30.00,84,4.64,-10.02,8.06,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4731,4,14.50
57335,-4.69,-4.69,14.47,8,0.27,1800,0.00,0.00,14.70,14,32.03,29.50,84,4.64,-10.04,8.14,1.62,0.00,-1.90,3.14,0.76,0.00,0.00,4567,4,14.50
57427,-3.91,-4.69,14.70,8,0.27,1795,0.00,0.00,14.70,14,32.38,30.00,84,4.64,-10.04,7.98,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4591,4,14.50
57521,-3.91,-4.69,14.81,8,0.27,1845,0.00,0.00,14.70,14,32.03,29.50,84,4.64,-10.04,8.03,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4528,4,14.60
57615,-3.12,-4.69,14.81,8,0.27,1770,0.00,0.00,14.70,14,32.03,29.50,84,4.64,-10.06,8.19,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4525,4,14.70
57709,-2.34,-4.69,14.93,8,0.27,1784,0.00,0.00,14.70,14,32.03,29.50,84,4.64,-10.06,7.98,1.58,0.00,-1.90,3.14,0.76,0.00,0.00,4562,4,14.90
57803,-1.56,-4.69,14.93,8,0.27,1764,0.00,0.00,14.70,14,31.68,29.50,84,4.64,-10.06,8.06,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4615,4,14.90
57896,-1.56,-4.69,15.04,8,0.27,1752,0.00,0.00,14.70,14,32.03,29.50,84,4.64,-10.04,8.14,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4629,4,15.00
57990,-0.78,-4.69,15.04,8,0.27,1782,0.00,0.00,14.70,14,32.03,29.50,84,4.64,-10.06,7.98,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4667,4,15.10
58083,-0.78,-4.69,14.93,8,0.28,1773,0.00,0.00,14.70,14,31.68,29.50,84,4.64,-10.04,8.03,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4557,4,15.10
58177,-0.78,-4.69,14.93,8,0.27,1762,0.00,0.00,14.70,14,31.68,29.50,84,4.64,-10.02,8.06,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4599,4,15.00
58271,0.00,-4.69,14.93,8,0.28,1774,0.00,0.00,14.70,14,31.68,29.00,84,4.64,-10.02,7.98,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4570,4,14.90
58364,0.00,-4.69,14.70,8,0.28,1730,0.00,0.00,14.70,14,31.68,29.00,84,4.64,-10.02,8.11,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4518,4,14.90
58458,0.00,-4.69,14.81,8,0.28,1743,0.00,0.00,14.70,14,31.68,29.00,84,4.64,-10.02,8.06,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4583,4,14.80
58551,0.00,-4.69,14.70,8,0.27,1727,0.00,0.00,14.70,14,31.33,29.00,84,4.79,-9.98,7.98,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4507,4,14.70
58646,0.00,-4.69,14.70,8,0.29,1740,0.00,0.00,14.70,14,31.33,29.00,84,4.64,-9.96,8.06,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4500,4,14.70
58740,0.00,-4.69,14.59,8,0.28,1712,0.00,0.00,14.70,14,31.33,29.00,84,4.79,-9.96,8.14,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4618,4,14.70
58833,0.00,-4.69,14.59,8,0.28,1724,0.00,0.00,14.70,14,31.33,29.00,84,4.79,-9.94,8.03,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4626,4,14.70
58927,0.00,-4.69,14.59,8,0.29,1696,0.00,0.00,14.70,14,31.33,29.00,84,4.79,-9.92,8.11,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,4607,4,14.60
59020,-0.78,-4.69,14.47,8,0.29,1712,0.00,0.00,14.70,14,30.98,29.00,84,4.79,-9.86,8.14,1.60,0.00,-1.90,3.53,0.76,0.00,0.00,4559,4,14.60
59113,-0.78,-4.69,14.47,8,0.28,1690,0.00,0.00,14.70,14,31.33,29.00,84,4.79,-9.86,8.23,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4586,4,14.50
59208,-0.78,-4.69,14.36,8,0.29,1728,0.00,0.00,14.70,14,30.98,28.50,84,4.79,-9.82,8.14,1.60,0.00,-1.90,3.53,0.76,0.00,0.00,4551,4,14.50
59302,-0.78,-4.69,14.47,8,0.29,1700,0.00,0.00,14.70,14,31.33,29.00,84,4.93,-9.82,8.14,1.60,0.00,-1.90,3.53,0.76,0.00,0.00,4544,4,14.50
59395,0.00,-4.69,14.70,8,0.30,1706,0.00,0.00,14.69,14,30.98,28.50,84,4.93,-9.77,8.31,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4546,4,14.50
59489,0.00,-4.69,14.70,8,0.30,1681,0.00,0.00,14.70,14,30.98,28.50,84,4.93,-9.77,8.44,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4510,4,14.60
59582,0.78,-4.69,14.70,8,0.31,1710,0.00,0.00,14.69,14,30.98,28.50,84,4.93,-9.73,8.47,1.64,0.00,-1.90,3.53,0.76,0.00,0.00,4497,4,14.60
59676,0.78,-4.69,14.81,8,0.30,1668,0.00,0.00,14.70,14,30.98,28.50,84,5.08,-9.67,8.52,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4639,4,14.90
59770,1.56,-4.69,14.81,8,0.31,1680,0.00,0.00,14.69,14,30.98,28.50,84,5.08,-9.63,8.52,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,4642,4,14.80
