Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Fueling Final Base* (estimated AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Throttle Sensor Voltage (V),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
111520,-1.56,-5.47,14.59,8,0.27,855,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.88,1.32,0.00,-9.42
111587,-0.78,-5.47,14.70,8,0.27,860,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.88,1.32,0.00,-9.42
111651,-0.78,-5.47,14.70,8,0.28,860,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.88,1.32,0.00,-9.44
111727,-0.78,-5.47,14.81,8,0.27,852,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.91,1.30,0.00,-9.42
111792,-0.78,-5.47,14.70,8,0.28,852,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.91,1.30,0.00,-9.44
111863,-0.78,-5.47,14.70,8,0.27,857,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.38
111928,-0.78,-5.47,14.70,8,0.27,858,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.91,1.30,0.00,-9.46
111994,-0.78,-5.47,14.70,8,0.27,859,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.91,1.30,0.00,-9.44
112066,-0.78,-5.47,14.70,8,0.28,862,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.91,1.32,0.00,-9.46
112138,-0.78,-5.47,14.70,8,0.28,851,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.93,1.30,0.00,-9.44
112206,-1.56,-5.47,14.70,8,0.27,852,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.91,1.30,0.00,-9.44
112273,-0.78,-5.47,14.70,8,0.27,853,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.88,1.30,0.00,-9.44
112339,-0.78,-5.47,14.59,8,0.27,859,0.00,0.00,16,14.70,9.88,11.00,0.64,5.22,3.91,1.30,0.00,-9.44
112407,-0.78,-5.47,14.59,8,0.28,848,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.91,1.30,0.00,-9.38
112479,-0.78,-5.47,14.70,8,0.28,849,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.91,1.32,0.00,-9.44
112543,-0.78,-5.47,14.59,8,0.27,853,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.88,1.32,0.00,-9.38
112615,-0.78,-5.47,14.70,8,0.27,860,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.91,1.30,0.00,-9.44
112683,-0.78,-5.47,14.70,8,0.28,856,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.86,1.30,0.00,-9.40
112755,-0.78,-5.47,14.81,8,0.27,856,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.91,1.30,0.00,-9.44
112819,-0.78,-5.47,14.70,8,0.27,857,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.30,0.00,-9.40
114820,-0.78,-5.47,14.70,8,0.27,857,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.30,0.00,-9.40
118185,-1.56,-5.47,14.59,8,0.28,862,0.00,0.00,16,14.70,9.88,7.50,0.64,5.37,3.91,1.30,0.00,-9.30
118249,-1.56,-5.47,14.70,8,0.27,858,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.36
118321,-1.56,-5.47,14.70,8,0.27,850,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.30,0.00,-9.34
118385,-1.56,-5.47,14.70,8,0.28,851,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.30,0.00,-9.34
118460,-1.56,-5.47,14.70,8,0.28,844,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.32,0.00,-9.38
118524,-1.56,-5.47,14.70,8,0.28,851,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.32,0.00,-9.36
118596,-1.56,-5.47,14.70,8,0.28,845,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.30,0.00,-9.36
118660,-1.56,-5.47,14.81,8,0.28,850,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.30,0.00,-9.38
118732,-1.56,-5.47,14.70,8,0.28,833,0.00,0.00,16,14.70,9.88,11.00,0.64,5.37,3.91,1.30,0.00,-9.36
118796,-1.56,-5.47,14.81,8,0.28,847,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.32,0.00,-9.36
120842,-1.56,-5.47,14.81,8,0.28,847,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.32,0.00,-9.36
121478,-0.78,-5.47,14.81,8,0.28,846,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,3.91,1.30,0.00,-9.34
121550,-0.78,-5.47,14.81,8,0.28,848,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.36
121619,-1.56,-5.47,14.93,8,0.28,856,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.93,1.32,0.00,-9.36
121686,-0.78,-5.47,14.81,8,0.28,843,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.91,1.32,0.00,-9.34
121757,-0.78,-5.47,14.81,8,0.27,838,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.93,1.32,0.00,-9.34
121822,-0.78,-5.47,14.81,8,0.27,859,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.36
121893,-0.78,-5.47,14.81,8,0.28,855,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.93,1.30,0.00,-9.36
121958,-0.78,-5.47,14.81,8,0.28,859,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.96,1.30,0.00,-9.36
122029,-0.78,-5.47,14.81,8,0.28,858,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.93,1.30,0.00,-9.38
122095,-0.78,-5.47,14.70,8,0.27,857,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.30,0.00,-9.38
122167,-0.78,-5.47,14.81,8,0.27,856,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.91,1.32,0.00,-9.38
122231,-0.78,-5.47,14.70,8,0.28,845,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.91,1.32,0.00,-9.38
122303,-0.78,-5.47,14.70,8,0.28,852,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.32,0.00,-9.38
122367,-1.56,-5.47,14.70,8,0.28,852,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.30,0.00,-9.38
122439,-0.78,-5.47,14.70,8,0.27,866,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.38
122511,-0.78,-5.47,14.70,8,0.27,855,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.91,1.30,0.00,-9.42
122577,-0.78,-5.47,14.70,8,0.27,861,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.91,1.30,0.00,-9.38
122641,-0.78,-5.47,14.70,8,0.28,856,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.40
122715,-0.78,-5.47,14.70,8,0.28,858,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.32,0.00,-9.38
122779,-0.78,-5.47,14.81,8,0.28,852,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.32,0.00,-9.38
122851,-0.78,-5.47,14.81,8,0.28,843,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.91,1.30,0.00,-9.38
122915,-0.78,-5.47,14.70,8,0.28,851,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.30,0.00,-9.38
122995,-0.78,-5.47,14.81,8,0.27,866,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.36
123051,-0.78,-5.47,14.81,8,0.27,872,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.40
123123,-0.78,-5.47,14.81,8,0.28,860,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.93,1.32,0.00,-9.38
123192,-0.78,-5.47,14.70,8,0.29,846,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.93,1.32,0.00,-9.38
123259,-0.78,-5.47,14.81,8,0.28,817,0.00,0.00,16,14.70,9.88,13.50,0.64,5.37,3.93,1.30,0.00,-9.34
123325,-0.78,-5.47,14.70,8,0.28,839,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.91,1.30,0.00,-9.34
123397,-0.78,-5.47,14.70,8,0.27,854,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.36
123467,-0.78,-5.47,14.70,8,0.27,865,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.38
123534,-0.78,-5.47,14.59,8,0.27,860,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.38
123606,-1.56,-5.47,14.70,8,0.28,864,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.32,0.00,-9.38
123670,-0.78,-5.47,14.47,8,0.28,854,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.32,0.00,-9.38
123742,-1.56,-5.47,14.59,8,0.27,862,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.93,1.32,0.00,-9.38
123806,-1.56,-5.47,14.36,8,0.28,858,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.93,1.30,0.00,-9.38
123878,-1.56,-5.47,14.59,8,0.27,856,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.38
123942,-0.78,-5.47,14.47,8,0.27,858,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.38
124014,-1.56,-5.47,14.59,8,0.27,857,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.38
124081,-0.78,-5.47,14.47,8,0.28,841,0.00,0.00,16,14.70,9.88,11.00,0.64,5.37,3.93,1.32,0.00,-9.38
124153,-1.56,-5.47,14.70,8,0.28,851,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.32,0.00,-9.38
124217,-0.78,-5.47,14.59,8,0.28,831,0.00,0.00,16,14.70,9.88,11.50,0.64,5.37,3.91,1.32,0.00,-9.36
124289,-0.78,-5.47,14.70,8,0.27,848,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,3.91,1.30,0.00,-9.36
124353,-0.78,-5.47,14.70,8,0.27,851,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.36
124425,-0.78,-5.47,14.81,8,0.27,850,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.36
124492,-0.78,-5.47,14.70,8,0.27,856,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.30,0.00,-9.36
124564,-0.78,-5.47,14.81,8,0.27,857,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.30,0.00,-9.36
124628,-0.78,-5.47,14.70,8,0.27,862,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.91,1.32,0.00,-9.36
124700,-0.78,-5.47,14.81,8,0.28,854,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.32,0.00,-9.36
124764,-0.78,-5.47,14.70,8,0.28,847,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,3.96,1.30,0.00,-9.36
124836,-0.78,-5.47,14.81,8,0.29,822,0.00,0.00,16,14.70,9.88,13.00,0.64,5.37,3.96,1.30,0.00,-9.34
124900,-0.78,-5.47,14.81,8,0.28,822,0.00,0.00,16,14.70,9.88,12.50,0.64,5.37,3.93,1.30,0.00,-9.34
124974,-0.78,-5.47,14.81,8,0.28,831,0.00,0.00,16,14.70,9.88,11.50,0.64,5.37,3.91,1.32,0.00,-9.28
125039,-0.78,-5.47,14.81,8,0.28,849,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.32,0.00,-9.34
125110,-0.78,-5.47,14.81,8,0.27,854,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.34
125175,-0.78,-5.47,14.81,8,0.27,860,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.93,1.30,0.00,-9.36
125247,0.00,-5.47,14.81,8,0.28,849,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.30,0.00,-9.34
125318,-0.78,-5.47,14.81,8,0.28,847,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.93,1.30,0.00,-9.36
125382,0.00,-5.47,14.81,8,0.28,850,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.34
125450,-0.78,-5.47,14.81,8,0.28,848,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.96,1.32,0.00,-9.34
125516,0.00,-5.47,14.81,8,0.27,859,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.93,1.32,0.00,-9.32
125588,0.00,-5.47,14.81,8,0.27,866,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.93,1.30,0.00,-9.38
125660,0.00,-5.47,14.81,8,0.27,867,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.36
125724,0.00,-5.47,14.81,8,0.28,859,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.93,1.30,0.00,-9.38
125796,0.00,-5.47,14.81,8,0.28,845,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.93,1.30,0.00,-9.36
125860,0.00,-5.47,14.81,8,0.28,846,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,3.96,1.30,0.00,-9.38
125934,0.00,-5.47,14.81,8,0.28,851,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.96,1.30,0.00,-9.36
125998,0.00,-5.47,14.81,8,0.27,855,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.32,0.00,-9.38
126070,0.00,-5.47,14.70,8,0.28,847,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,3.93,1.32,0.00,-9.36
126134,0.00,-5.47,14.70,8,0.28,854,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.30,0.00,-9.38
126206,0.00,-5.47,14.70,8,0.28,843,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.93,1.30,0.00,-9.36
126270,-0.78,-5.47,14.70,8,0.27,847,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,3.91,1.30,0.00,-9.36
126342,-0.78,-5.47,14.47,8,0.27,859,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.93,1.30,0.00,-9.36
126406,-0.78,-5.47,14.70,8,0.28,853,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.32,0.00,-9.36
126478,-0.78,-5.47,14.59,8,0.27,858,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.32,0.00,-9.36
126550,-0.78,-5.47,14.70,8,0.27,860,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.32,0.00,-9.36
126614,-0.78,-5.47,14.47,8,0.28,852,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.91,1.30,0.00,-9.36
126686,-0.78,-5.47,14.70,8,0.27,858,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.38
126750,-0.78,-5.47,14.47,8,0.27,867,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.38
126822,-0.78,-5.47,14.59,8,0.28,857,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.96,1.30,0.00,-9.38
126886,-0.78,-5.47,14.59,8,0.28,839,0.00,0.00,16,14.70,9.88,11.00,0.64,5.37,3.96,1.32,0.00,-9.38
126958,-0.78,-5.47,14.70,8,0.28,847,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,3.93,1.32,0.00,-9.36
127022,-0.78,-5.47,14.59,8,0.28,854,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.32,0.00,-9.36
127094,0.00,-5.47,14.70,8,0.28,852,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.30,0.00,-9.36
127166,0.00,-5.47,14.70,8,0.28,848,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,3.93,1.30,0.00,-9.36
127232,0.00,-5.47,14.81,8,0.27,860,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.93,1.30,0.00,-9.38
127296,0.00,-5.47,14.81,8,0.27,862,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.93,1.30,0.00,-9.38
127368,0.00,-5.47,14.70,8,0.27,861,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.91,1.30,0.00,-9.38
127432,0.00,-5.47,14.70,8,0.28,858,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.32,0.00,-9.38
127504,0.00,-5.47,14.81,8,0.28,854,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.32,0.00,-9.36
127570,0.00,-5.47,14.70,8,0.28,853,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.32,0.00,-9.38
127642,0.00,-5.47,14.70,8,0.27,865,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.93,1.30,0.00,-9.36
127708,-0.78,-5.47,14.70,8,0.27,872,0.00,0.00,16,14.70,9.88,7.50,0.64,5.22,3.91,1.30,0.00,-9.42
127780,0.00,-5.47,14.70,8,0.27,870,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.91,1.30,0.00,-9.38
127844,0.00,-5.47,14.70,8,0.27,859,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.93,1.30,0.00,-9.42
127916,0.00,-5.47,14.70,8,0.28,836,0.00,0.00,16,14.70,9.88,11.50,0.64,5.37,3.93,1.32,0.00,-9.36
127980,-0.78,-5.47,14.70,8,0.28,840,0.00,0.00,16,14.70,9.88,11.50,0.64,5.37,3.93,1.32,0.00,-9.38
128048,0.00,-5.47,14.70,8,0.27,846,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.93,1.30,0.00,-9.36
128120,0.00,-5.47,14.59,8,0.28,859,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,3.93,1.30,0.00,-9.38
128192,0.00,-5.47,14.70,8,0.28,847,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.96,1.30,0.00,-9.36
128256,0.00,-5.47,14.70,8,0.27,862,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.93,1.30,0.00,-9.38
128329,0.00,-5.47,14.70,8,0.28,855,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.36
128394,0.00,-5.47,14.81,8,0.27,859,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.93,1.32,0.00,-9.38
128465,0.00,-5.47,14.70,8,0.27,869,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.93,1.32,0.00,-9.38
128532,0.00,-5.47,14.70,8,0.27,868,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.91,1.32,0.00,-9.44
128603,0.00,-5.47,14.70,8,0.27,865,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.91,1.30,0.00,-9.38
128668,0.00,-5.47,14.81,8,0.27,868,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.93,1.30,0.00,-9.44
128739,0.00,-5.47,14.81,8,0.27,870,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.93,1.30,0.00,-9.42
128804,0.00,-5.47,14.81,8,0.27,870,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.93,1.30,0.00,-9.46
128875,0.00,-5.47,14.81,8,0.27,871,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.91,1.30,0.00,-9.44
128947,0.00,-5.47,14.81,8,0.27,871,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.91,1.30,0.00,-9.48
129011,0.00,-5.47,14.81,8,0.27,869,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.93,1.30,0.00,-9.44
129083,0.00,-5.47,14.81,8,0.27,875,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.93,1.32,0.00,-9.48
129147,0.00,-5.47,14.81,8,0.27,854,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.91,1.32,0.00,-9.44
129213,0.00,-5.47,14.70,8,0.27,865,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.32,0.00,-9.48
129285,0.00,-5.47,14.70,8,0.27,865,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.30,0.00,-9.46
129349,0.00,-5.47,14.59,8,0.27,870,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.91,1.30,0.00,-9.48
129421,0.00,-5.47,14.59,8,0.27,871,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.93,1.30,0.00,-9.46
129493,-0.78,-5.47,14.36,8,0.27,868,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.91,1.30,0.00,-9.48
129561,-0.78,-5.47,14.47,8,0.27,848,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.30,0.00,-9.44
129625,-0.78,-5.47,14.47,8,0.27,859,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.32,0.00,-9.46
129697,-0.78,-5.47,14.36,8,0.27,866,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.32,0.00,-9.44
129761,-0.78,-5.47,14.47,8,0.27,865,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.93,1.32,0.00,-9.44
129833,-0.78,-5.47,14.36,8,0.28,851,0.00,0.00,16,14.70,9.88,11.00,0.64,5.22,3.93,1.32,0.00,-9.44
129905,-0.78,-5.47,14.59,8,0.28,854,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.93,1.30,0.00,-9.42
129969,-0.78,-5.47,14.47,8,0.28,858,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.93,1.30,0.00,-9.42
130041,-0.78,-5.47,14.59,8,0.27,872,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.91,1.30,0.00,-9.40
130105,-0.78,-5.47,14.47,8,0.27,864,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.30,0.00,-9.44
130173,-0.78,-5.47,14.59,8,0.27,881,0.00,0.00,16,14.70,9.88,7.50,0.64,5.22,3.93,1.30,0.00,-9.44
130245,0.00,-5.47,14.59,8,0.27,864,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.32,0.00,-9.46
130309,-0.78,-5.47,14.70,8,0.28,864,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.32,0.00,-9.46
130381,0.00,-5.47,14.59,8,0.27,855,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.96,1.32,0.00,-9.44
130445,-0.78,-5.47,14.70,8,0.28,861,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.96,1.32,0.00,-9.44
130517,0.00,-5.47,14.70,8,0.27,862,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.30,0.00,-9.46
130589,0.00,-5.47,14.70,8,0.27,871,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.91,1.30,0.00,-9.46
130653,0.00,-5.47,14.70,8,0.27,852,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.91,1.30,0.00,-9.46
130725,0.00,-5.47,14.70,8,0.27,861,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.93,1.30,0.00,-9.44
130789,0.00,-5.47,14.59,8,0.27,868,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.91,1.32,0.00,-9.44
130863,0.00,-5.47,14.70,8,0.27,869,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.91,1.32,0.00,-9.46
130928,0.00,-5.47,14.59,8,0.27,872,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.91,1.32,0.00,-9.46
131000,-0.78,-5.47,14.70,8,0.27,864,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.30,0.00,-9.44
131064,-0.78,-5.47,14.59,8,0.28,865,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.91,1.30,0.00,-9.46
131137,-0.78,-5.47,14.59,8,0.27,854,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.93,1.30,0.00,-9.40
131201,-0.78,-5.47,14.47,8,0.27,862,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.96,1.30,0.00,-9.42
131273,-0.78,-5.47,14.59,8,0.27,866,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.93,1.30,0.00,-9.44
131337,-0.78,-5.47,14.59,8,0.27,870,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.93,1.32,0.00,-9.46
131409,0.00,-5.47,14.59,8,0.27,873,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.93,1.32,0.00,-9.46
131473,-0.78,-5.47,14.59,8,0.28,854,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.91,1.32,0.00,-9.46
131545,0.00,-5.47,14.70,8,0.27,859,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.93,1.32,0.00,-9.46
131609,-0.78,-5.47,14.70,8,0.27,861,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.96,1.30,0.00,-9.46
131681,0.00,-5.47,14.70,8,0.27,874,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.93,1.30,0.00,-9.46
131745,-0.78,-5.47,14.70,8,0.27,870,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.93,1.30,0.00,-9.48
131817,0.00,-5.47,14.81,8,0.27,880,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.93,1.30,0.00,-9.48
131881,0.00,-5.47,14.70,8,0.27,858,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.93,1.30,0.00,-9.48
131953,0.00,-5.47,14.81,8,0.27,862,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.91,1.30,0.00,-9.48
132025,0.00,-5.47,14.70,8,0.28,863,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.96,1.32,0.00,-9.46
132089,0.00,-5.47,14.70,8,0.27,868,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.93,1.32,0.00,-9.46
132155,-0.78,-5.47,14.59,8,0.27,877,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.93,1.32,0.00,-9.48
132227,0.00,-5.47,14.70,8,0.27,879,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.91,1.32,0.00,-9.48
132299,0.00,-5.47,14.70,8,0.27,877,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.93,1.30,0.00,-9.49
