Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Knocking Signal #1 (On/Off),Gear (Calculated)* (position),Coolant Temperature (F)
219174,-12.50,16.31,0.11,0.00,1.98,0.00,4.06,4.17,35.69,-1.18,0.00,0,6,189
219378,-12.50,15.62,0.10,0.00,1.69,0.00,4.21,3.55,36.08,-1.18,0.00,0,6,189
219574,-13.28,15.04,0.11,0.00,1.84,0.00,4.21,4.00,36.08,-1.18,0.00,0,4,189
219770,-11.72,15.16,0.10,0.00,1.60,0.00,4.21,3.60,36.08,-1.18,0.00,0,4,189
219971,-10.94,15.73,0.15,0.00,1.79,0.00,4.35,3.88,36.08,-1.18,1.57,0,4,189
220169,-9.38,15.96,0.17,0.00,2.54,0.00,5.22,6.22,36.08,-1.18,2.75,0,4,189
220368,-19.53,14.36,0.15,0.00,2.84,0.00,5.80,7.29,36.08,-1.80,3.14,0,3,189
220567,-11.72,14.24,0.18,0.00,3.44,0.00,5.80,9.98,36.08,-2.11,5.49,0,3,189
220766,-5.47,17.00,0.20,0.00,4.21,0.00,6.24,10.54,36.08,-2.11,5.88,0,3,189
220966,-8.59,15.04,0.24,0.00,4.85,0.00,6.96,12.37,36.08,-2.11,7.06,0,3,189
221165,-6.25,15.27,0.28,0.00,5.26,0.00,7.84,15.04,36.08,-2.11,8.63,0,3,189
221364,-7.81,14.93,0.33,0.00,6.46,0.00,9.14,18.29,36.08,-2.11,10.98,0,3,189
221564,-5.47,14.70,0.37,0.00,7.66,0.00,10.74,21.63,36.08,-2.42,13.73,0,2,189
221764,-3.12,15.39,0.39,0.00,8.03,0.00,11.61,22.70,36.08,-2.42,14.12,0,2,189
221962,-1.56,15.50,0.38,0.00,8.28,0.00,11.90,23.46,36.08,-2.42,14.51,0,2,189
222160,-0.78,15.27,0.39,0.00,8.47,0.00,12.04,24.51,36.08,-2.42,14.51,0,2,189
222360,0.00,15.04,0.38,0.00,8.70,0.00,12.04,25.57,36.08,-2.11,14.51,0,2,189
222557,1.56,15.04,0.37,0.00,8.99,0.00,12.04,24.32,36.08,-2.42,11.37,0,2,189
222756,-3.12,14.24,0.26,0.00,6.12,0.00,8.85,15.23,36.08,-3.04,7.06,0,2,189
222955,-2.34,14.01,0.20,0.00,5.31,0.00,7.40,13.36,36.08,-3.04,5.10,0,2,189
223153,-6.25,14.01,0.15,0.00,4.03,0.00,5.80,9.88,35.69,-3.04,3.92,0,2,189
223351,0.00,14.13,0.12,0.00,0.00,0.00,4.64,6.92,35.69,-3.04,0.78,0,2,189
223550,0.00,14.36,0.13,0.00,0.00,0.00,3.92,8.82,35.69,-3.04,0.78,0,2,189
223749,0.00,15.04,0.12,0.00,0.00,0.00,3.92,9.08,35.69,-3.04,0.78,0,3,189
223951,0.00,23.20,0.12,0.00,0.00,0.00,4.06,8.03,35.69,-3.04,0.78,0,3,189
224152,0.00,23.54,0.11,0.00,0.00,0.00,4.06,7.50,35.69,-2.73,0.78,0,3,189
224350,0.00,23.66,0.11,0.00,0.00,0.00,4.06,7.29,35.69,-3.04,0.78,0,3,189
224549,0.00,24.00,0.11,0.00,0.00,0.00,4.06,7.21,35.69,-2.73,0.78,0,3,189
224748,0.00,23.89,0.11,0.00,0.00,0.00,4.21,7.17,35.69,-2.73,1.18,0,3,189
224946,0.00,23.54,0.10,0.00,3.32,0.00,4.06,6.81,35.69,-2.73,1.18,0,3,189
225145,0.00,23.43,0.12,0.00,3.65,0.00,3.77,7.54,35.69,-2.73,1.57,0,3,189
225343,-2.34,14.47,0.11,0.00,3.26,0.00,3.77,7.37,35.69,-2.73,1.57,0,3,189
225542,-6.25,11.94,0.12,0.00,3.23,0.00,3.92,7.41,35.69,-2.73,1.96,0,3,189
225741,-8.59,12.06,0.11,0.00,3.22,0.00,3.92,7.03,35.69,-2.73,1.96,0,3,189
225938,-9.38,12.52,0.11,0.00,3.20,0.00,3.77,7.17,35.69,-2.73,1.96,0,3,189
226138,-10.94,13.09,0.11,0.00,3.18,0.00,3.77,7.03,35.69,-2.73,1.57,0,3,189
226337,-11.72,13.32,0.11,0.00,2.78,0.00,3.77,6.77,35.69,-2.73,1.96,0,3,189
226535,-12.50,13.44,0.11,0.00,2.77,0.00,3.77,6.66,35.69,-2.73,1.96,0,3,189
226733,0.00,14.13,0.10,0.00,0.00,0.00,3.77,5.35,35.69,-2.73,0.00,0,3,189
226931,0.00,14.70,0.10,0.00,0.00,0.00,3.34,6.11,35.69,-2.42,0.00,0,3,189
227130,0.00,17.34,0.09,0.00,0.00,0.00,3.34,5.74,36.08,-2.42,0.00,0,3,189
227329,0.00,23.54,0.10,0.00,0.00,0.00,3.48,5.58,36.08,-2.42,0.00,0,3,189
227527,0.00,23.54,0.10,0.00,0.00,0.00,3.48,6.00,36.08,-2.42,0.00,0,3,189
227725,0.00,23.54,0.11,0.00,0.00,0.00,3.63,6.26,36.08,-2.42,0.39,0,3,189
230652,0.00,23.77,0.10,0.00,0.00,0.00,4.06,4.97,36.08,-1.80,0.00,0,3,189
230854,0.00,24.00,0.10,0.00,0.00,0.00,4.06,4.66,36.08,-1.80,0.00,0,3,189
231053,0.00,23.77,0.09,0.00,0.00,0.00,3.92,4.17,36.08,-1.80,0.00,0,3,189
231252,0.00,24.00,0.10,0.00,0.00,0.00,3.92,4.57,36.08,-1.80,0.00,0,3,189
231451,0.00,24.00,0.10,0.00,0.00,0.00,3.92,4.53,36.08,-1.80,0.00,0,3,189
231650,0.00,24.00,0.10,0.00,2.06,0.00,3.92,4.59,36.08,-1.80,0.00,1,3,189
231847,0.00,23.77,0.11,0.00,2.03,0.00,3.63,4.94,36.08,-1.49,0.00,0,3,189
232046,0.00,20.90,0.11,0.00,2.27,0.00,3.48,4.85,36.08,-1.49,0.00,0,3,189
232244,-2.34,13.67,0.11,0.00,2.23,0.00,3.48,4.69,36.08,-1.49,0.00,0,3,189
232443,-4.69,12.29,0.11,0.00,2.25,0.00,3.63,4.72,36.08,-1.49,0.00,0,3,189
232641,-6.25,12.17,0.10,0.00,1.95,0.00,3.63,4.53,36.08,-1.49,0.00,0,3,189
232839,-7.03,12.52,0.10,0.00,1.93,0.00,3.63,4.44,36.08,-1.49,0.00,0,3,189
233038,-7.81,13.09,0.11,0.00,2.13,0.00,3.63,4.25,36.08,-1.49,0.00,0,3,189
233237,-7.03,13.90,0.11,0.00,1.82,0.00,3.77,4.31,36.08,-1.49,0.00,0,3,189
233436,-7.81,14.36,0.11,0.00,2.00,0.00,3.92,4.17,36.08,-1.49,0.00,0,3,189
233636,-8.59,13.67,0.11,0.00,1.68,0.00,4.06,3.92,36.08,-1.18,0.00,0,3,189
233836,-9.38,13.44,0.11,0.00,1.82,0.00,4.21,4.06,36.08,-1.18,0.00,0,3,189
234035,-9.38,14.01,0.10,0.00,1.84,0.00,4.21,3.85,36.08,-1.18,0.00,0,3,189
234235,-8.59,14.70,0.11,0.00,1.77,0.00,4.35,3.91,36.08,-1.18,0.00,0,3,189
234433,-7.81,15.04,0.11,0.00,1.80,0.00,4.35,3.88,36.08,-1.18,0.00,0,3,189
234631,-7.81,15.04,0.11,0.00,1.81,0.00,4.35,3.72,36.08,-1.18,0.00,0,2,189
234831,-7.81,15.16,0.11,0.00,1.78,0.00,4.35,3.60,36.08,-1.18,0.00,0,3,189
235028,-7.03,15.27,0.11,0.00,1.74,0.00,4.50,3.62,36.08,-1.18,0.00,0,3,189
235227,-5.47,15.85,0.11,0.00,1.74,0.00,4.50,3.75,36.08,-1.18,0.00,0,2,189
235426,-5.47,15.50,0.11,0.00,1.74,0.00,4.50,3.50,36.08,-1.18,0.00,0,2,189
235625,-5.47,15.50,0.12,0.00,1.73,0.00,4.50,3.88,36.08,-1.18,0.00,0,2,189
235823,-4.69,15.50,0.11,0.00,1.74,0.00,4.64,3.80,36.08,-1.18,0.00,0,2,189
236022,-5.47,15.16,0.11,0.00,1.71,0.00,4.50,3.69,36.08,-1.18,0.00,0,2,189
236220,-5.47,14.93,0.11,0.00,1.73,0.00,4.64,3.78,36.08,-1.18,0.00,0,2,189
236420,-4.69,15.16,0.11,0.00,1.70,0.00,4.64,3.59,36.08,-1.18,0.00,0,2,189
236617,-4.69,15.16,0.11,0.00,1.71,0.00,4.64,3.70,36.08,-1.18,0.00,0,1,189
236815,-3.91,15.04,0.13,0.00,1.70,0.00,4.79,4.31,36.08,-1.18,1.18,0,1,189
237014,-3.91,15.27,0.14,0.00,1.96,0.00,5.22,4.91,36.08,-1.18,1.57,0,1,189
237211,-4.69,15.04,0.14,0.00,2.32,0.00,5.51,5.10,36.08,-1.18,1.96,1,1,189
237411,-3.91,14.59,0.16,0.00,2.72,0.00,5.80,6.73,36.08,-1.18,2.75,0,1,189
237609,-2.34,14.81,0.21,0.00,3.55,0.00,6.24,8.96,36.08,-1.49,5.49,0,1,189
237808,-3.91,15.04,0.22,0.00,4.42,0.00,7.25,11.93,36.08,-2.11,6.67,0,1,189
238005,-2.34,14.24,0.22,0.00,4.84,0.00,7.69,12.96,36.08,-2.42,7.45,0,1,189
238207,2.34,15.73,0.22,0.00,5.61,0.00,7.40,13.67,36.08,-2.73,7.84,0,1,189
238403,1.56,15.16,0.24,0.00,5.59,0.00,7.55,14.66,36.08,-2.73,8.24,0,1,189
238602,1.56,14.81,0.27,0.00,5.97,0.00,7.98,15.57,36.08,-2.42,8.63,0,1,189
238801,0.00,14.47,0.31,0.00,5.80,0.00,8.56,15.98,36.08,-2.11,9.02,0,1,189
239000,-0.78,14.13,0.34,0.00,5.62,0.00,9.72,16.46,36.08,-1.80,9.80,0,1,189
239201,0.00,14.24,0.36,0.00,5.71,0.00,10.88,16.94,36.08,-1.80,10.20,0,1,189
239397,0.78,14.81,0.36,0.00,5.74,0.00,11.46,17.16,36.08,-1.80,10.98,0,1,189
239597,3.12,15.27,0.39,0.00,6.34,0.00,12.04,18.13,36.08,-1.80,11.76,0,1,189
239795,3.12,15.04,0.41,0.00,6.48,0.00,12.33,18.65,36.08,-1.80,12.16,0,1,190
239995,3.91,14.93,0.42,0.00,6.49,0.00,12.77,18.43,36.08,-1.49,12.94,0,1,190
240194,4.69,15.16,0.42,0.00,5.65,0.00,13.49,16.73,36.08,-1.18,12.94,0,2,190
240393,3.91,14.47,0.42,0.00,5.70,0.00,13.78,16.25,36.08,-1.18,13.73,0,2,190
240592,7.03,15.73,0.41,0.00,6.40,0.00,13.78,17.44,36.08,-1.18,14.51,0,2,190
240791,6.25,15.16,0.42,0.00,7.06,0.00,13.78,18.88,36.08,-1.49,14.90,0,2,190
240988,6.25,14.81,0.41,0.00,6.36,0.00,13.64,19.27,36.08,-1.18,14.90,0,2,190
241188,5.47,14.81,0.41,0.00,7.00,0.00,13.64,20.51,36.08,-1.49,14.90,0,1,190
241386,7.03,15.04,0.43,0.00,7.86,0.00,13.49,21.80,36.08,-1.49,15.29,0,2,190
241585,6.25,14.81,0.41,0.00,8.25,0.00,13.35,22.70,36.08,-1.49,15.29,0,2,190
241783,7.81,14.93,0.44,0.00,8.66,0.00,13.20,24.04,36.08,-1.49,15.29,0,2,190
241982,7.03,14.59,0.45,0.00,8.84,0.00,13.20,24.99,36.08,-1.49,16.08,0,2,190
242182,7.03,14.70,0.46,0.00,9.89,0.00,13.49,27.54,36.08,-1.18,17.25,0,2,190
242380,6.25,14.47,0.46,0.00,10.54,0.00,13.78,29.35,36.08,-0.27,18.82,0,2,190
242579,5.47,14.01,0.45,0.00,10.95,0.00,14.07,30.66,36.47,0.04,19.22,0,2,190
242779,4.69,14.47,0.46,0.00,11.30,0.00,14.22,31.65,36.47,0.04,19.22,0,2,190
242977,4.69,14.24,0.42,0.00,11.26,0.00,14.07,30.77,36.47,-0.27,17.25,0,2,190
243176,3.12,14.47,0.36,0.00,10.22,0.00,12.62,24.13,36.47,-3.35,11.76,0,2,190
243374,-3.12,13.67,0.29,0.00,8.16,0.00,10.30,21.20,36.47,-3.35,9.80,0,2,190
243573,0.78,14.24,0.26,0.00,7.30,0.00,9.29,19.66,36.47,-3.35,8.63,0,2,190
243772,-2.34,14.47,0.23,0.00,6.93,0.00,8.13,17.00,36.47,-3.35,7.45,0,2,190
243970,-1.56,14.47,0.22,0.00,6.09,0.00,7.55,17.15,36.47,-3.64,7.45,0,2,190
244168,0.00,15.04,0.21,0.00,6.13,0.00,7.25,16.86,36.47,-3.64,7.45,0,2,190
244367,1.56,15.16,0.21,0.00,6.13,0.00,7.11,16.94,36.47,-3.64,7.45,0,2,190
244565,0.00,14.81,0.17,0.00,5.61,0.00,6.53,12.79,36.47,-3.64,3.92,0,3,190
244764,-5.47,13.55,0.12,0.00,4.12,0.00,5.22,9.21,36.47,-3.64,1.96,0,3,190
244963,0.00,13.90,0.12,0.00,0.00,0.00,3.77,8.91,36.47,-3.64,0.00,0,3,190
245162,0.00,13.78,0.14,0.00,0.00,0.00,3.34,10.74,36.47,-3.64,0.00,0,3,190
245359,0.00,18.15,0.13,0.00,0.00,0.00,3.48,9.70,36.47,-3.35,0.00,0,3,190
245557,0.00,23.43,0.12,0.00,0.00,0.00,3.34,8.91,36.47,-3.35,0.00,0,3,190
245755,0.00,23.66,0.11,0.00,0.00,0.00,3.34,7.82,36.47,-3.35,0.00,0,3,190
245953,0.00,23.77,0.11,0.00,0.00,0.00,3.34,8.14,36.47,-3.35,0.00,0,3,190
246152,0.00,23.89,0.10,0.00,0.00,0.00,3.48,7.06,36.47,-3.35,0.00,0,3,190
246350,0.00,24.00,0.10,0.00,0.00,0.00,3.48,7.29,36.47,-3.35,0.00,0,3,190
246548,0.00,24.00,0.09,0.00,0.00,0.00,3.48,6.95,36.47,-3.04,0.00,0,3,190
246749,0.00,24.12,0.10,0.00,0.00,0.00,3.48,7.06,36.47,-3.04,0.00,0,3,190
246946,0.00,23.77,0.10,0.00,0.00,0.00,3.48,6.88,36.47,-3.04,0.00,0,3,190
247148,0.00,23.89,0.10,0.00,0.00,0.00,3.48,6.73,36.47,-3.04,0.00,0,3,190
247347,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.66,36.47,-3.04,0.00,0,3,190
247545,0.00,23.77,0.10,0.00,0.00,0.00,3.63,6.44,36.47,-2.73,0.00,0,3,190
247747,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.15,36.47,-2.73,0.00,0,3,190
247945,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.37,36.47,-2.73,0.00,0,3,190
248144,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.40,36.47,-2.73,0.00,0,3,190
248342,0.00,23.89,0.11,0.00,0.00,0.00,3.63,6.22,36.47,-2.42,0.00,0,3,190
248542,0.00,23.89,0.11,0.00,0.00,0.00,3.63,5.93,36.47,-2.11,0.00,0,3,190
248740,0.00,23.77,0.12,0.00,0.00,0.00,3.63,6.04,36.47,-2.11,0.00,0,3,192
248940,0.00,23.54,0.12,0.00,0.00,0.00,3.92,5.00,36.47,-1.80,0.00,0,4,190
249137,0.00,23.89,0.11,0.00,2.35,0.00,4.21,4.72,36.47,-1.49,0.00,0,4,192
249340,0.00,23.66,0.11,0.00,2.15,0.00,4.06,4.57,36.47,-1.49,0.00,0,4,192
249540,0.00,17.34,0.12,0.00,2.09,0.00,3.92,4.82,36.47,-1.49,0.00,0,4,192
249738,-0.78,14.70,0.11,0.00,2.07,0.00,3.92,4.69,36.47,-1.49,0.00,0,3,192
249938,-3.12,13.21,0.11,0.00,2.03,0.00,3.92,4.28,36.47,-1.49,0.00,0,3,192
250136,-5.47,12.52,0.11,0.00,2.01,0.00,4.06,4.42,36.47,-1.18,0.00,0,3,192
250336,-6.25,12.40,0.11,0.00,2.00,0.00,4.06,4.17,36.47,-1.18,0.00,0,3,190
250533,-7.03,12.86,0.11,0.00,1.73,0.00,4.06,4.09,36.47,-1.18,0.00,0,3,192
250732,-7.03,13.44,0.11,0.00,1.93,0.00,4.21,4.17,36.47,-1.18,0.00,0,3,192
250930,-7.03,13.90,0.11,0.00,1.91,0.00,4.21,3.95,36.47,-1.18,0.00,0,3,192
251129,-6.25,14.36,0.18,0.00,2.89,0.00,4.79,6.23,36.47,-1.18,2.75,0,2,192
251328,-10.16,13.90,0.17,0.00,2.95,0.00,5.80,7.37,36.47,-1.49,3.92,0,2,192
251526,-16.41,12.17,0.19,0.00,3.00,0.00,6.09,8.31,36.47,-1.80,4.71,0,2,192
251725,-4.69,15.27,0.22,0.00,3.87,0.00,6.67,9.99,36.47,-1.80,5.49,0,2,192
251923,-8.59,15.16,0.25,0.00,4.50,0.00,7.55,11.77,36.47,-1.80,6.67,0,2,192
252121,-8.59,14.47,0.26,0.00,4.35,0.00,8.27,12.64,36.47,-1.80,7.06,0,1,192
252319,-3.91,15.16,0.27,0.00,4.71,0.00,8.71,13.07,36.47,-1.80,7.45,0,1,192
252518,-3.12,15.73,0.32,0.00,4.60,0.00,9.14,13.08,36.47,-1.80,7.84,0,2,192
252716,-4.69,15.16,0.36,0.00,4.97,0.00,10.45,13.90,36.47,-1.18,8.24,0,2,192
252915,-4.69,14.81,0.37,0.00,4.80,0.00,11.32,14.25,36.47,-1.18,9.41,0,2,192
253112,-1.56,15.04,0.41,0.00,5.75,0.00,12.04,16.73,36.47,-1.49,12.55,0,2,192
253311,-1.56,15.39,0.41,0.00,5.64,0.00,12.77,17.02,36.47,-1.49,13.33,0,2,192
253509,1.56,15.50,0.43,0.00,6.23,0.00,13.06,18.51,36.47,-1.18,15.29,0,2,192
253708,2.34,15.96,0.44,0.00,6.77,0.00,13.49,20.08,36.47,-0.89,17.65,0,2,192
253908,3.12,15.39,0.45,0.00,7.45,0.00,13.93,21.89,36.47,-0.27,19.22,0,2,192
254106,3.12,14.93,0.46,0.00,8.10,0.00,14.07,23.46,36.08,-0.27,19.61,0,2,192
254306,3.91,15.16,0.46,0.00,8.57,0.00,14.22,24.79,36.08,0.35,20.39,0,2,192
254505,3.12,14.59,0.47,0.00,9.41,0.00,14.22,27.13,36.08,0.35,20.39,0,2,192
254702,3.12,14.59,0.48,0.00,9.87,0.00,14.36,28.70,36.08,0.66,20.78,0,2,192
254900,3.12,14.70,0.49,0.00,10.88,0.00,14.51,30.77,36.08,0.97,21.57,0,2,192
255099,2.34,14.36,0.48,0.00,11.28,0.00,14.65,31.65,36.08,1.28,21.96,0,2,192
255297,3.12,14.70,0.48,0.00,11.46,0.00,14.80,33.54,36.08,1.88,22.35,0,2,192
255495,0.78,14.70,0.48,0.00,12.28,0.00,14.95,34.75,36.08,2.49,22.35,0,2,192
255697,1.56,14.59,0.47,0.00,12.26,0.00,15.09,35.48,36.08,2.80,20.78,0,2,192
255895,0.78,14.36,0.47,0.00,13.01,0.00,14.65,36.80,36.08,0.97,18.82,0,2,192
256094,-7.03,12.86,0.34,0.00,9.23,0.00,11.75,23.55,36.08,-3.64,10.20,0,2,192
256294,-2.34,14.59,0.25,0.00,7.87,0.00,9.72,18.36,36.08,-3.64,7.45,0,2,192
256492,-7.03,14.13,0.17,0.00,5.31,0.00,7.25,12.31,36.08,-3.64,3.53,0,2,192
256690,-13.28,12.98,0.15,0.00,4.75,0.00,4.64,12.64,36.08,-3.64,1.96,0,2,190
256891,0.00,12.52,0.17,0.00,0.00,0.00,3.77,13.84,36.08,-3.94,0.00,0,3,190
257089,0.00,13.21,0.16,0.00,0.00,0.00,3.48,13.24,36.08,-3.94,0.00,0,2,190
257288,0.00,15.39,0.14,0.00,0.00,0.00,3.48,11.99,36.08,-3.64,0.00,0,3,190
257488,0.00,24.00,0.14,0.00,0.00,0.00,3.63,11.35,36.08,-3.35,0.00,0,3,190
257689,0.00,23.77,0.14,0.00,0.00,0.00,3.48,10.59,36.08,-3.35,0.00,0,3,190
257886,0.00,23.43,0.13,0.00,0.00,0.00,3.48,9.79,36.08,-3.64,0.00,0,3,190
258085,0.00,24.00,0.12,0.00,0.00,0.00,3.48,8.78,36.08,-3.35,0.00,0,3,190
258284,0.00,23.77,0.12,0.00,0.00,0.00,3.48,8.56,36.08,-3.35,0.00,0,3,190
258486,0.00,23.77,0.11,0.00,0.00,0.00,3.48,7.86,36.08,-3.35,0.00,0,3,190
258684,0.00,23.66,0.11,0.00,0.00,0.00,3.48,7.94,36.08,-3.35,0.00,0,3,190
258883,0.00,23.66,0.10,0.00,0.00,0.00,3.48,7.57,36.08,-3.04,0.00,0,3,190
259081,0.00,23.54,0.10,0.00,0.00,0.00,3.48,7.17,36.08,-3.04,0.00,0,3,190
259281,0.00,24.12,0.10,0.00,0.00,0.00,3.48,6.95,36.08,-3.04,0.00,0,3,190
259480,0.00,23.43,0.10,0.00,0.00,0.00,3.63,6.70,36.08,-3.04,0.00,0,3,190
259678,0.00,24.12,0.09,0.00,0.00,0.00,3.63,5.83,36.08,-2.73,0.00,0,3,190
259876,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.29,36.08,-2.73,0.00,0,3,190
260075,0.00,23.66,0.09,0.00,0.00,0.00,3.63,5.29,36.08,-2.73,0.00,0,3,190
260274,0.00,23.66,0.13,0.00,0.00,0.00,3.63,6.70,36.08,-2.42,0.00,0,4,190
260472,0.00,23.66,0.14,0.00,2.60,0.00,4.06,5.71,36.08,-1.49,0.00,0,5,190
260670,0.00,23.77,0.11,0.00,2.42,0.00,4.35,4.85,36.08,-1.49,0.00,0,4,190
260869,0.00,23.31,0.11,0.00,2.18,0.00,4.06,4.75,36.08,-1.49,0.00,0,4,190
261069,-0.78,16.31,0.12,0.00,2.39,0.00,4.06,5.00,36.08,-1.49,0.00,0,4,190
261265,-1.56,14.36,0.12,0.00,2.11,0.00,3.92,4.75,36.08,-1.49,0.00,0,4,190
261464,-3.91,12.86,0.11,0.00,2.09,0.00,3.92,4.66,36.08,-1.49,0.00,0,3,190
261663,-5.47,12.52,0.11,0.00,2.04,0.00,3.92,4.59,36.08,-1.49,0.00,0,3,190
261861,-7.03,12.40,0.11,0.00,2.01,0.00,3.92,4.42,36.08,-1.18,0.00,0,3,190
262059,-8.59,12.52,0.11,0.00,1.99,0.00,4.06,4.50,36.08,-1.18,0.00,0,3,190
262258,-9.38,12.75,0.11,0.00,1.97,0.00,4.06,4.36,36.08,-1.18,0.00,0,3,190
262455,-10.16,12.98,0.11,0.00,1.92,0.00,4.21,4.22,36.08,-1.18,0.00,0,2,190
262653,-10.16,13.32,0.11,0.00,1.87,0.00,4.21,3.72,36.08,-1.18,0.00,0,2,190
262852,-9.38,13.78,0.12,0.00,1.79,0.00,4.35,4.20,36.08,-1.18,0.00,0,6,190
263049,-8.59,14.81,0.11,0.00,1.84,0.00,4.35,3.95,36.08,-1.18,0.00,0,6,190
263247,-9.38,14.47,0.11,0.00,1.83,0.00,4.21,3.75,36.08,-1.18,0.00,0,6,190
263445,-10.16,14.36,0.11,0.00,1.76,0.00,4.35,3.92,36.08,-1.18,0.00,0,6,190
263645,-9.38,14.59,0.11,0.00,1.78,0.00,4.35,3.78,36.08,-1.18,0.00,0,6,190
263847,-9.38,14.70,0.11,0.00,1.53,0.00,4.35,3.62,36.08,-1.18,0.00,0,6,190
264042,-9.38,14.81,0.11,0.00,1.70,0.00,4.50,3.65,36.08,-1.18,0.00,0,6,190
264244,-7.81,15.27,0.11,0.00,1.72,0.00,4.50,3.75,36.08,-1.18,0.00,0,6,190
264447,-7.81,15.27,0.13,0.00,1.92,0.00,4.79,4.33,36.08,-1.18,0.00,0,6,190
264645,-8.59,15.27,0.12,0.00,1.74,0.00,4.93,4.03,36.08,-1.18,0.00,0,1,190
264845,-8.59,14.70,0.11,0.00,1.73,0.00,4.79,3.82,36.08,-1.18,0.00,0,1,190
265043,-7.81,14.81,0.12,0.00,1.88,0.00,4.93,4.14,36.08,-1.18,0.00,0,1,190
265242,-7.03,15.39,0.16,0.00,1.92,0.00,5.08,4.66,36.08,-1.18,1.18,0,1,190
265444,-7.81,15.50,0.20,0.00,2.60,0.00,5.80,6.84,36.08,-1.18,2.75,0,1,190
265641,-14.84,14.13,0.21,0.00,2.88,0.00,6.82,8.11,36.08,-1.18,3.92,0,1,190
265840,-12.50,13.32,0.25,0.00,3.75,0.00,7.55,10.23,36.08,-1.49,5.49,0,1,190
266038,-7.81,15.16,0.27,0.00,4.27,0.00,8.13,12.26,36.08,-1.49,6.67,0,1,190
266237,-9.38,15.16,0.26,0.00,4.75,0.00,8.85,13.19,36.08,-1.80,7.06,0,1,190
266436,-3.12,15.62,0.30,0.00,4.77,0.00,9.00,13.90,36.08,-1.80,7.45,0,1,190
266635,-7.03,15.50,0.34,0.00,5.14,0.00,9.43,14.13,36.08,-1.49,7.84,0,1,190
266833,-7.81,14.59,0.35,0.00,4.76,0.00,10.59,13.48,36.08,-1.49,8.24,0,1,190
267032,-6.25,14.70,0.39,0.00,4.50,0.00,11.32,13.36,36.08,-1.18,8.63,0,1,190
267231,-6.25,14.81,0.37,0.00,4.15,0.00,12.04,12.90,36.08,-1.18,8.63,0,1,190
267430,-4.69,15.04,0.35,0.00,4.79,0.00,12.04,13.72,36.08,-1.18,9.02,0,1,190
267629,1.56,16.42,0.35,0.00,5.43,0.00,11.61,15.11,36.08,-1.49,9.41,0,1,190
267831,0.00,15.50,0.33,0.00,5.64,0.00,11.17,16.38,36.08,-1.80,9.80,0,1,190
268028,3.91,15.85,0.32,0.00,6.27,0.00,10.88,17.16,36.08,-2.11,10.20,0,1,190
268227,4.69,15.62,0.31,0.00,6.74,0.00,10.30,18.13,36.08,-2.42,10.20,0,1,190
268426,3.91,15.04,0.30,0.00,6.83,0.00,9.72,18.51,36.08,-2.42,9.41,0,1,190
268624,1.56,14.47,0.21,0.00,6.03,0.00,7.98,13.54,36.08,-3.04,3.53,0,1,190
268823,-7.03,12.52,0.13,0.00,3.54,0.00,5.51,7.90,36.08,-3.04,2.75,0,1,190
269021,-6.25,13.21,0.12,0.00,3.08,0.00,4.64,8.06,36.08,-3.04,2.75,0,1,190
269220,-4.69,14.59,0.11,0.00,3.04,0.00,4.21,7.21,36.08,-3.04,1.96,0,1,190
269418,0.00,14.81,0.11,0.00,0.00,0.00,3.92,7.65,36.08,-3.04,0.00,0,1,190
269616,0.00,14.81,0.12,0.00,0.00,0.00,3.63,7.41,36.08,-2.73,0.00,0,1,190
269815,0.00,17.80,0.11,0.00,0.00,0.00,3.63,7.17,36.08,-2.73,0.00,0,1,190
270014,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.51,36.08,-2.73,0.00,0,1,190
270213,0.00,23.54,0.12,0.00,0.00,0.00,3.63,6.73,36.08,-2.42,0.00,0,1,190
270410,0.00,23.31,0.11,0.00,0.00,0.00,3.48,6.59,36.08,-2.42,0.00,0,1,190
270607,0.00,23.89,0.12,0.00,0.00,0.00,3.63,6.77,36.08,-2.42,0.00,0,1,190
270806,0.00,23.54,0.11,0.00,0.00,0.00,3.63,6.33,36.08,-2.11,0.00,0,2,190
271004,0.00,23.89,0.10,0.00,0.00,0.00,3.92,5.26,36.08,-2.11,0.00,0,1,190
271203,0.00,23.89,0.11,0.00,0.00,0.00,4.06,5.65,36.08,-1.80,0.00,0,2,190
271400,0.00,23.66,0.10,0.00,0.00,0.00,3.92,5.07,36.08,-1.80,0.00,0,2,190
271599,0.00,24.00,0.12,0.00,2.30,0.00,3.92,5.35,36.08,-1.49,0.78,0,2,190
271797,0.00,23.89,0.14,0.00,2.60,0.00,4.06,6.00,36.08,-1.49,1.18,0,2,190
271995,0.00,20.33,0.16,0.00,2.87,0.00,4.50,7.26,36.08,-1.80,3.14,0,1,190
