Time (msec),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
21499,14.47,111,0.15,1242,0.00,0.00,16,14.10,15.50,5.08,-9.63,6.22,1.48,0.00,0.64,0.00
21561,14.36,111,0.15,1246,0.00,0.00,16,14.10,16.00,5.08,-9.65,6.26,1.48,0.00,0.64,0.00
21624,14.36,111,0.15,1240,0.00,0.00,16,14.10,16.50,5.08,-9.63,6.26,1.50,0.00,0.64,0.00
21686,14.47,111,0.15,1236,0.00,0.00,16,14.10,15.50,5.08,-9.59,6.33,1.50,0.00,0.64,0.00
21749,14.24,111,0.15,1242,0.00,0.00,16,14.10,16.50,5.08,-9.57,6.37,1.50,0.00,0.64,0.00
21811,14.36,111,0.16,1234,0.00,0.00,16,14.10,16.50,5.08,-9.55,6.37,1.50,0.00,0.64,0.00
21878,14.47,111,0.15,1228,0.00,0.00,16,14.10,15.00,5.08,-9.53,6.40,1.50,0.00,0.64,0.00
21941,14.36,111,0.16,1243,0.00,0.00,16,14.10,15.00,5.22,-9.53,6.40,1.50,0.00,0.64,0.00
22008,14.36,111,0.16,1233,0.00,0.00,16,14.10,15.50,5.22,-9.49,6.44,1.50,0.00,0.64,0.00
22070,14.47,111,0.16,1235,0.00,0.00,16,14.10,15.50,5.22,-9.48,6.44,1.50,0.00,0.64,0.00
22133,14.36,111,0.16,1232,0.00,0.00,16,14.10,16.00,5.22,-9.48,6.48,1.52,0.00,0.64,0.00
22195,14.36,111,0.16,1219,0.00,0.00,16,14.10,17.00,5.22,-9.42,6.51,1.52,0.00,0.64,0.00
22258,14.47,111,0.16,1228,0.00,0.00,16,14.10,16.00,5.22,-9.38,6.66,1.52,0.00,0.64,0.00
22336,14.47,111,0.16,1244,0.00,0.00,16,14.10,14.00,5.37,-9.38,6.51,1.52,0.00,0.64,0.00
22398,14.36,111,0.16,1232,0.00,0.00,16,14.10,15.50,5.37,-9.38,6.66,1.52,0.00,0.64,0.00
22461,14.59,111,0.16,1235,0.00,0.00,16,14.10,15.50,5.37,-9.38,6.66,1.52,0.00,0.64,0.00
22524,14.47,111,0.16,1243,0.00,0.00,16,14.10,14.50,5.37,-9.38,6.66,1.52,0.00,0.64,0.00
22586,14.47,111,0.16,1238,0.00,0.00,16,14.10,15.00,5.37,-9.38,6.59,1.52,0.00,0.64,0.00
22648,14.59,111,0.16,1246,0.00,0.00,16,14.10,15.50,5.37,-9.38,6.66,1.52,0.00,0.64,0.00
22711,14.59,111,0.16,1248,0.00,0.00,16,14.10,14.00,5.37,-9.38,6.66,1.52,0.00,0.64,0.00
22774,14.59,111,0.16,1232,0.00,0.00,16,14.10,15.50,5.37,-9.36,6.59,1.52,0.00,0.64,0.00
22836,14.70,111,0.16,1251,0.00,0.00,16,14.10,14.00,5.37,-9.36,6.62,1.52,0.00,0.64,0.00
22898,14.59,111,0.16,1258,0.00,0.00,16,14.10,13.00,5.37,-9.36,6.66,1.52,0.00,0.64,0.00
22961,14.59,111,0.16,1245,0.00,0.00,16,14.10,14.50,5.37,-9.36,6.70,1.52,0.00,0.64,0.00
23039,14.70,111,0.16,1258,0.00,0.00,16,14.10,13.50,5.37,-9.38,6.73,1.52,0.00,0.64,0.00
23101,14.70,111,0.16,1256,0.00,0.00,16,14.10,14.00,5.37,-9.38,6.70,1.52,0.00,0.64,0.00
23164,14.59,111,0.16,1257,0.00,0.00,16,14.10,14.00,5.37,-9.38,6.73,1.52,0.00,0.64,0.00
23227,14.70,111,0.16,1263,0.00,0.00,16,14.10,13.00,5.37,-9.38,6.66,1.52,0.00,0.64,0.00
23290,14.70,111,0.16,1263,0.00,0.00,16,14.10,13.50,5.22,-9.42,6.62,1.52,0.00,0.64,0.00
23352,14.70,111,0.16,1282,0.00,0.00,16,14.10,11.50,5.37,-9.38,6.66,1.52,0.00,0.64,0.00
23414,14.70,111,0.16,1273,0.00,0.00,16,14.10,11.50,5.37,-9.38,6.70,1.52,0.00,0.64,0.00
23477,14.70,111,0.16,1268,0.00,0.00,16,14.10,13.50,5.37,-9.38,6.70,1.52,0.00,0.64,0.00
23540,14.70,111,0.16,1278,0.00,0.00,16,14.10,13.00,5.37,-9.38,6.66,1.52,0.00,0.64,0.00
23602,14.70,111,0.16,1266,0.00,0.00,16,14.10,14.00,5.37,-9.40,6.73,1.52,0.00,0.64,0.00
23664,14.70,111,0.16,1277,0.00,0.00,16,14.10,13.00,5.22,-9.44,6.73,1.52,0.00,0.64,0.00
23727,14.70,111,0.15,1290,0.00,0.00,16,14.10,11.50,5.22,-9.44,6.59,1.52,0.00,0.64,0.00
23805,14.70,111,0.15,1274,0.00,0.00,16,14.10,14.00,5.22,-9.44,6.59,1.52,0.00,0.64,0.00
23857,14.70,111,0.15,1274,0.00,0.00,16,14.10,13.50,5.22,-9.48,6.66,1.52,0.00,0.64,0.00
23919,14.81,111,0.15,1279,0.00,0.00,16,14.10,14.00,5.22,-9.48,6.62,1.52,0.00,0.64,0.00
23986,14.70,111,0.15,1275,0.00,0.00,16,14.10,12.50,5.22,-9.48,6.66,1.52,0.00,0.64,0.00
24049,14.70,111,0.15,1292,0.00,0.00,16,14.10,13.00,5.22,-9.48,6.59,1.52,0.00,0.64,0.00
24111,14.70,111,0.15,1288,0.00,0.00,16,14.10,13.00,5.22,-9.49,6.55,1.50,0.00,0.64,0.00
24174,14.70,111,0.15,1292,0.00,0.00,16,14.10,13.50,5.22,-9.51,6.55,1.52,0.00,0.64,0.00
24252,14.59,111,0.16,1288,0.00,0.00,16,14.10,14.50,5.22,-9.53,6.48,1.52,0.00,0.64,0.00
24314,14.47,111,0.16,1281,0.00,0.00,16,14.10,13.50,5.22,-9.55,6.62,1.52,0.00,0.64,0.00
24377,14.59,111,0.15,1292,0.00,0.00,16,14.10,13.00,5.08,-9.53,6.59,1.50,0.00,0.64,0.00
24439,14.47,111,0.15,1294,0.00,0.00,16,14.10,14.50,5.08,-9.57,6.55,1.52,0.00,0.64,0.00
24502,14.59,111,0.15,1282,0.00,0.00,16,14.10,13.50,5.08,-9.55,6.59,1.52,0.00,0.64,0.00
24564,14.70,113,0.15,1293,0.00,0.00,16,14.10,13.50,5.08,-9.57,6.62,1.52,0.00,0.64,0.00
24627,14.70,113,0.15,1292,0.00,0.00,16,14.10,14.00,5.08,-9.57,6.62,1.52,0.00,0.64,0.00
24689,14.59,113,0.15,1298,0.00,0.00,16,14.10,13.50,5.08,-9.59,6.55,1.52,0.00,0.64,0.00
24752,14.47,113,0.15,1292,0.00,0.00,16,14.10,14.00,5.08,-9.59,6.55,1.50,0.00,0.64,0.00
24814,14.59,113,0.15,1298,0.00,0.00,16,14.10,14.00,5.08,-9.63,6.51,1.50,0.00,0.64,0.00
24892,14.47,113,0.15,1310,0.00,0.00,16,14.10,12.50,5.08,-9.65,6.48,1.50,0.00,0.64,0.00
24955,14.36,113,0.15,1291,0.00,0.00,16,14.10,15.00,5.08,-9.65,6.44,1.50,0.00,0.64,0.00
25017,14.47,113,0.15,1306,0.00,0.00,16,14.10,13.50,5.08,-9.67,6.40,1.50,0.00,0.64,0.00
25080,14.47,113,0.15,1300,0.00,0.00,16,14.10,14.00,5.08,-9.67,6.48,1.50,0.00,0.64,0.00
25142,14.24,113,0.15,1311,0.00,0.00,16,14.10,13.00,5.08,-9.71,6.40,1.50,0.00,0.64,0.00
25205,14.13,113,0.15,1294,0.00,0.00,16,14.10,14.00,5.08,-9.69,6.37,1.50,0.00,0.64,0.00
25268,14.36,113,0.15,1298,0.00,0.00,16,14.10,14.50,4.93,-9.73,6.33,1.50,0.00,0.64,0.00
25330,14.24,113,0.14,1305,0.00,0.00,16,14.10,14.00,4.93,-9.75,6.33,1.50,0.00,0.64,0.00
25393,14.24,113,0.14,1297,0.00,0.00,16,14.10,15.00,4.93,-9.75,6.26,1.50,0.00,0.64,0.00
25455,14.24,113,0.15,1302,0.00,0.00,16,14.10,14.50,4.93,-9.77,6.22,1.48,0.00,0.64,0.00
25518,14.36,113,0.15,1288,0.00,0.00,16,14.10,16.00,4.93,-9.77,6.29,1.48,0.00,0.64,0.00
27534,14.36,113,0.15,1288,0.00,0.00,16,14.10,16.00,4.93,-9.77,6.29,1.48,0.00,0.64,0.00
28137,14.59,113,0.14,1264,0.00,0.00,16,14.10,15.50,4.79,-9.88,5.78,1.46,0.00,0.64,0.00
28200,14.47,113,0.14,1252,0.00,0.00,16,14.10,16.50,4.79,-9.92,5.91,1.46,0.00,0.64,0.00
28262,14.59,113,0.14,1255,0.00,0.00,16,14.10,16.50,4.79,-9.88,5.91,1.46,0.00,0.64,0.00
28325,14.47,113,0.14,1258,0.00,0.00,16,14.10,16.00,4.79,-9.88,5.91,1.46,0.00,0.64,0.00
28403,14.47,113,0.14,1249,0.00,0.00,16,14.10,16.50,4.79,-9.86,5.87,1.46,0.00,0.64,0.00
28465,14.47,113,0.14,1266,0.00,0.00,16,14.10,15.00,4.79,-9.92,5.87,1.46,0.00,0.64,0.00
28528,14.47,113,0.14,1252,0.00,0.00,16,14.10,16.50,4.79,-9.92,5.81,1.46,0.00,0.64,0.00
28590,14.47,113,0.14,1247,0.00,0.00,16,14.10,16.50,4.79,-9.92,5.78,1.46,0.00,0.64,0.00
28653,14.36,113,0.14,1248,0.00,0.00,16,14.10,16.50,4.79,-9.92,5.85,1.46,0.00,0.64,0.00
28715,14.47,113,0.14,1242,0.00,0.00,16,14.10,17.00,4.79,-9.86,5.91,1.46,0.00,0.64,0.00
28778,14.47,113,0.14,1242,0.00,0.00,16,14.10,16.50,4.79,-9.86,5.94,1.46,0.00,0.64,0.00
28840,14.36,113,0.14,1258,0.00,0.00,16,14.10,15.50,4.79,-9.86,5.85,1.46,0.00,0.64,0.00
28903,14.36,113,0.14,1256,0.00,0.00,16,14.10,15.50,4.79,-9.86,5.81,1.46,0.00,0.64,0.00
28965,14.36,113,0.14,1257,0.00,0.00,16,14.10,15.50,4.79,-9.88,5.72,1.46,0.00,0.64,0.00
29028,14.24,113,0.14,1255,0.00,0.00,16,14.10,16.50,4.79,-9.92,5.78,1.46,0.00,0.64,0.00
29106,14.36,113,0.14,1244,0.00,0.00,16,14.10,17.00,4.79,-9.90,5.78,1.46,0.00,0.64,0.00
29153,14.36,113,0.14,1236,0.00,0.00,16,14.10,16.50,4.79,-9.86,5.78,1.46,0.00,0.64,0.00
29219,14.24,113,0.14,1239,0.00,0.00,16,14.10,16.50,4.79,-9.86,5.85,1.46,0.00,0.64,0.00
29297,14.24,113,0.14,1228,0.00,0.00,16,14.10,16.00,4.79,-9.84,5.85,1.46,0.00,0.64,0.00
29359,14.36,113,0.14,1241,0.00,0.00,16,14.10,14.50,4.79,-9.86,5.85,1.46,0.00,0.64,0.00
29422,14.36,113,0.14,1254,0.00,0.00,16,14.10,16.00,4.79,-9.86,5.87,1.46,0.00,0.64,0.00
29484,14.24,113,0.14,1240,0.00,0.00,16,14.10,15.50,4.79,-9.86,5.81,1.46,0.00,0.64,0.00
29550,14.36,113,0.14,1244,0.00,0.00,16,14.10,15.50,4.79,-9.86,5.87,1.46,0.00,0.64,0.00
29613,14.36,113,0.14,1252,0.00,0.00,16,14.10,14.50,4.79,-9.90,5.85,1.46,0.00,0.64,0.00
29675,14.24,113,0.14,1231,0.00,0.00,16,14.10,16.50,4.79,-9.86,5.91,1.46,0.00,0.64,0.00
29737,14.24,113,0.14,1238,0.00,0.00,16,14.10,16.50,4.79,-9.86,5.87,1.46,0.00,0.64,0.00
29800,14.13,113,0.14,1244,0.00,0.00,16,14.10,15.50,4.79,-9.86,5.81,1.46,0.00,0.64,0.00
29863,14.13,113,0.14,1237,0.00,0.00,16,14.10,16.00,4.79,-9.86,5.81,1.46,0.00,0.64,0.00
29925,14.24,113,0.14,1245,0.00,0.00,16,14.10,15.00,4.79,-9.86,5.81,1.46,0.00,0.64,0.00
29987,14.13,113,0.14,1238,0.00,0.00,16,14.10,15.50,4.79,-9.86,5.85,1.46,0.00,0.64,0.00
30050,14.13,113,0.14,1224,0.00,0.00,16,14.10,17.00,4.79,-9.86,5.91,1.46,0.00,0.64,0.00
30113,14.24,113,0.14,1236,0.00,0.00,16,14.10,15.50,4.79,-9.82,5.85,1.46,0.00,0.64,0.00
30191,14.24,113,0.14,1240,0.00,0.00,16,14.10,15.50,4.93,-9.84,5.87,1.46,0.00,0.64,0.00
30253,14.13,113,0.15,1216,0.00,0.00,16,14.10,17.50,4.93,-9.82,5.91,1.48,0.00,0.64,0.00
30316,14.24,115,0.15,1228,0.00,0.00,16,14.10,16.50,4.93,-9.80,5.91,1.46,0.00,0.64,0.00
30378,14.24,115,0.14,1240,0.00,0.00,16,14.10,14.50,4.93,-9.78,5.91,1.48,0.00,0.64,0.00
30441,14.24,115,0.14,1237,0.00,0.00,16,14.10,15.50,4.93,-9.80,5.98,1.48,0.00,0.64,0.00
30503,14.24,115,0.15,1240,0.00,0.00,16,14.10,15.00,4.93,-9.78,5.98,1.48,0.00,0.64,0.00
30566,14.36,115,0.15,1232,0.00,0.00,16,14.10,15.50,4.93,-9.78,5.98,1.48,0.00,0.64,0.00
30628,14.13,115,0.14,1226,0.00,0.00,16,14.10,16.50,4.93,-9.77,5.98,1.48,0.00,0.64,0.00
30692,14.24,115,0.15,1230,0.00,0.00,16,14.10,15.50,4.93,-9.77,5.94,1.48,0.00,0.64,0.00
30753,14.36,115,0.15,1229,0.00,0.00,16,14.10,15.50,4.93,-9.77,6.04,1.48,0.00,0.64,0.00
30815,14.24,115,0.15,1226,0.00,0.00,16,14.10,16.00,4.93,-9.73,6.11,1.48,0.00,0.64,0.00
30878,14.36,115,0.15,1234,0.00,0.00,16,14.10,15.50,4.93,-9.75,6.11,1.48,0.00,0.64,0.00
30956,14.36,115,0.15,1233,0.00,0.00,16,14.10,15.50,4.93,-9.73,6.04,1.48,0.00,0.64,0.00
31018,14.36,115,0.15,1234,0.00,0.00,16,14.10,15.50,5.08,-9.69,6.07,1.48,0.00,0.64,0.00
31081,14.24,115,0.15,1235,0.00,0.00,16,14.10,15.00,4.93,-9.73,6.04,1.48,0.00,0.64,0.00
31144,14.36,115,0.15,1231,0.00,0.00,16,14.10,15.50,4.93,-9.73,6.07,1.48,0.00,0.64,0.00
31207,14.47,115,0.15,1233,0.00,0.00,16,14.10,16.00,4.93,-9.71,6.04,1.48,0.00,0.64,0.00
31269,14.47,115,0.15,1232,0.00,0.00,16,14.10,15.50,4.93,-9.71,6.04,1.48,0.00,0.64,0.00
31332,14.47,115,0.15,1233,0.00,0.00,16,14.10,15.50,4.93,-9.71,6.04,1.48,0.00,0.64,0.00
31394,14.59,115,0.14,1233,0.00,0.00,16,14.10,14.00,4.93,-9.67,6.00,1.48,0.00,0.64,0.00
31465,14.47,115,0.15,1246,0.00,0.00,16,14.10,14.50,5.08,-9.73,5.94,1.48,0.00,0.64,0.00
31524,14.47,115,0.15,1240,0.00,0.00,16,14.10,15.50,4.93,-9.73,5.98,1.48,0.00,0.64,0.00
31586,14.59,115,0.15,1229,0.00,0.00,16,14.10,15.50,4.93,-9.73,6.00,1.48,0.00,0.64,0.00
31649,14.47,115,0.15,1233,0.00,0.00,16,14.10,15.50,4.93,-9.71,6.04,1.48,0.00,0.64,0.00
31715,14.59,115,0.15,1233,0.00,0.00,16,14.10,16.00,4.93,-9.67,6.04,1.48,0.00,0.64,0.00
31777,14.59,115,0.15,1224,0.00,0.00,16,14.10,14.00,5.08,-9.67,6.04,1.48,0.00,0.64,0.00
31840,14.47,115,0.15,1243,0.00,0.00,16,14.10,14.50,5.08,-9.67,6.04,1.48,0.00,0.64,0.00
31902,14.59,115,0.15,1240,0.00,0.00,16,14.10,15.00,5.08,-9.69,6.04,1.48,0.00,0.64,0.00
31980,14.70,115,0.15,1235,0.00,0.00,16,14.10,14.00,4.93,-9.69,6.04,1.48,0.00,0.64,0.00
32043,14.59,115,0.15,1245,0.00,0.00,16,14.10,14.00,5.08,-9.71,6.07,1.48,0.00,0.64,0.00
32105,14.59,115,0.15,1226,0.00,0.00,16,14.10,15.50,5.08,-9.71,6.07,1.48,0.00,0.64,0.00
32168,14.59,115,0.15,1231,0.00,0.00,16,14.10,15.50,4.93,-9.67,6.11,1.48,0.00,0.64,0.00
32230,14.47,115,0.15,1247,0.00,0.00,16,14.10,14.00,5.08,-9.73,6.04,1.48,0.00,0.64,0.00
32293,14.36,115,0.15,1240,0.00,0.00,16,14.10,14.50,5.08,-9.69,6.07,1.48,0.00,0.64,0.00
32355,14.47,115,0.15,1238,0.00,0.00,16,14.10,15.00,4.93,-9.73,6.07,1.48,0.00,0.64,0.00
32418,14.47,115,0.15,1246,0.00,0.00,16,14.10,14.00,4.93,-9.73,6.07,1.48,0.00,0.64,0.00
32480,14.47,115,0.15,1240,0.00,0.00,16,14.10,15.00,4.93,-9.73,6.11,1.48,0.00,0.64,0.00
32543,14.47,115,0.15,1246,0.00,0.00,16,14.10,14.00,4.93,-9.73,6.11,1.48,0.00,0.64,0.00
32605,14.47,115,0.15,1246,0.00,0.00,16,14.10,14.50,4.93,-9.75,6.11,1.48,0.00,0.64,0.00
32668,14.24,115,0.14,1244,0.00,0.00,16,14.10,14.50,4.93,-9.75,6.04,1.48,0.00,0.64,0.00
32730,14.47,115,0.15,1260,0.00,0.00,16,14.10,13.00,4.93,-9.75,6.07,1.48,0.00,0.64,0.00
32797,14.47,115,0.14,1249,0.00,0.00,16,14.10,13.00,4.93,-9.77,6.04,1.48,0.00,0.64,0.00
32860,14.24,115,0.15,1244,0.00,0.00,16,14.10,15.00,4.93,-9.77,6.04,1.48,0.00,0.64,0.00
32938,14.36,115,0.15,1249,0.00,0.00,16,14.10,14.50,4.93,-9.77,6.00,1.48,0.00,0.64,0.00
33000,14.36,115,0.15,1248,0.00,0.00,16,14.10,15.00,4.93,-9.77,6.07,1.48,0.00,0.64,0.00
33063,14.24,115,0.15,1252,0.00,0.00,16,14.10,14.50,4.93,-9.77,6.15,1.48,0.00,0.64,0.00
33125,14.36,115,0.15,1254,0.00,0.00,16,14.10,14.00,4.93,-9.77,6.11,1.48,0.00,0.64,0.00
33188,14.47,115,0.15,1252,0.00,0.00,16,14.10,14.50,4.93,-9.77,6.11,1.48,0.00,0.64,0.00
33250,14.36,115,0.14,1262,0.00,0.00,16,14.10,13.50,4.93,-9.73,6.07,1.48,0.00,0.64,0.00
33313,14.36,115,0.15,1250,0.00,0.00,16,14.10,15.00,4.93,-9.73,6.04,1.48,0.00,0.64,0.00
35354,14.36,115,0.15,1250,0.00,0.00,16,14.10,15.00,4.93,-9.73,6.04,1.48,0.00,0.64,0.00
35870,14.01,115,0.15,1320,0.00,0.00,16,18.67,17.50,4.93,-9.82,6.48,1.50,0.00,0.72,0.00
35917,14.13,115,0.16,1304,0.00,0.00,16,19.38,18.50,4.93,-9.77,6.70,1.52,0.00,0.74,0.00
35995,14.01,115,0.16,1306,0.00,0.00,16,20.08,20.00,5.08,-9.67,6.92,1.54,0.00,0.74,0.00
36057,13.90,115,0.17,1291,0.00,0.00,16,21.13,21.00,5.08,-9.61,7.17,1.54,0.00,0.74,0.00
36135,13.78,115,0.18,1291,0.00,0.00,16,22.19,21.00,5.08,-9.48,7.54,1.56,0.00,0.74,0.00
36182,13.90,115,0.18,1284,0.00,0.00,16,22.89,23.00,5.22,-9.26,7.70,1.58,0.00,0.76,0.00
36245,13.90,115,0.20,1287,0.00,0.00,16,23.95,23.00,5.37,-9.09,8.44,1.60,0.00,0.78,0.00
36307,13.90,115,0.22,1286,0.00,0.00,16,25.35,25.00,5.66,-8.86,9.44,1.66,0.00,0.80,0.00
36373,14.13,115,0.23,1307,0.00,0.00,16,26.76,26.00,5.95,-8.49,10.17,1.70,0.00,0.80,0.00
36436,14.13,115,0.23,1334,0.00,0.00,16,27.46,27.00,6.38,-8.20,10.59,1.74,0.00,0.82,0.00
36500,14.13,115,0.23,1385,0.00,0.00,16,27.81,27.50,6.53,-7.93,10.59,1.76,0.00,0.82,0.00
36563,14.01,115,0.24,1414,0.00,0.00,16,28.52,28.00,6.82,-7.72,11.05,1.78,0.00,0.82,0.00
36625,13.67,115,0.24,1459,0.00,0.00,16,28.52,28.50,7.11,-7.52,11.56,1.80,0.00,0.82,0.00
36688,13.78,115,0.23,1475,0.00,0.00,16,28.52,28.50,7.25,-7.43,11.71,1.80,0.00,0.84,0.00
36750,13.90,115,0.24,1494,0.00,0.00,16,28.52,28.50,7.40,-7.31,11.77,1.82,0.00,0.84,0.00
36813,14.24,115,0.24,1502,0.00,0.00,16,28.87,28.50,7.40,-7.25,11.88,1.82,0.00,0.84,0.00
36875,14.70,115,0.24,1493,0.00,0.00,16,28.87,28.50,7.40,-7.17,12.04,1.82,0.00,0.84,0.00
36953,15.04,115,0.25,1493,0.00,0.00,16,28.87,28.50,7.55,-7.14,12.10,1.82,0.00,0.84,0.00
37016,15.39,115,0.25,1503,0.00,0.00,16,28.87,28.50,7.55,-7.10,12.20,1.82,0.00,0.84,0.00
37066,15.50,115,0.24,1497,0.00,0.00,16,28.87,28.50,7.69,-7.02,12.20,1.84,0.00,0.84,0.00
37144,15.73,115,0.25,1514,0.00,0.00,16,28.87,28.50,7.69,-7.00,12.31,1.84,0.00,0.84,0.00
37207,15.73,115,0.24,1522,0.00,0.00,16,28.87,28.50,7.69,-6.96,12.26,1.84,0.00,0.84,0.00
37269,15.50,117,0.25,1519,0.00,0.00,16,29.22,28.50,7.69,-6.98,12.48,1.84,0.00,0.84,0.00
37332,15.39,117,0.25,1528,0.00,0.00,16,28.87,29.00,7.69,-6.96,12.48,1.84,0.00,0.84,0.00
37394,15.27,117,0.25,1524,0.00,0.00,16,28.87,29.00,7.69,-6.94,12.53,1.84,0.00,0.84,0.00
37457,15.16,117,0.25,1506,0.00,0.00,16,28.87,28.50,7.84,-6.90,12.48,1.84,0.00,0.84,0.00
37519,15.04,117,0.25,1499,0.00,0.00,16,28.87,28.50,7.84,-6.85,12.48,1.84,0.00,0.84,0.00
37582,14.93,117,0.26,1470,0.00,0.00,16,29.22,28.50,7.84,-6.81,12.64,1.86,0.00,0.84,0.00
37644,14.81,117,0.26,1446,0.00,0.00,16,29.22,29.00,7.98,-6.77,12.53,1.84,0.00,0.84,0.00
37707,14.81,117,0.26,1435,0.00,0.00,16,29.22,29.00,7.98,-6.65,12.42,1.84,0.00,0.84,0.00
37769,14.70,117,0.27,1407,0.00,0.00,16,29.57,29.50,8.13,-6.57,12.64,1.84,0.00,0.84,0.00
37847,14.59,117,0.27,1396,0.00,0.00,16,29.57,29.50,8.13,-6.54,12.59,1.84,0.00,0.84,0.00
37910,14.47,117,0.28,1365,0.00,0.00,16,29.57,29.50,8.27,-6.42,12.64,1.84,0.00,0.84,0.00
37972,14.47,117,0.28,1350,0.00,0.00,16,29.57,29.50,8.42,-6.32,12.59,1.84,0.00,0.84,0.00
38035,14.24,117,0.29,1313,0.00,0.00,16,29.22,29.00,8.42,-6.23,12.70,1.84,0.00,0.84,0.00
38097,14.24,117,0.30,1292,0.00,0.00,16,28.87,29.00,8.56,-6.11,12.64,1.84,0.00,0.84,0.00
38160,14.24,117,0.30,1270,0.00,0.00,16,28.52,28.50,8.71,-5.98,12.59,1.84,0.00,0.84,0.00
38222,14.13,117,0.31,1226,0.00,0.00,16,27.46,28.00,8.85,-5.88,12.59,1.84,0.00,0.84,0.00
38285,14.13,117,0.32,1186,0.00,0.00,16,26.41,27.00,9.14,-5.61,12.53,1.84,0.00,0.84,0.00
38347,14.13,117,0.33,1150,0.00,0.00,16,25.35,26.00,9.29,-5.41,12.37,1.84,0.00,0.84,0.00
38410,14.13,117,0.34,1093,0.00,0.00,16,24.30,23.50,9.58,-5.20,12.37,1.84,0.00,0.84,0.00
38472,14.01,117,0.32,1108,0.00,0.00,16,26.05,24.50,9.72,-4.91,12.31,1.82,0.00,0.84,0.00
38550,13.90,117,0.30,1205,0.00,0.00,16,28.52,28.00,9.87,-4.85,11.93,1.82,0.00,0.76,0.00
38613,13.55,117,0.28,1285,0.00,0.00,16,29.22,29.00,9.00,-5.76,9.92,1.78,0.00,0.70,0.00
38675,13.55,117,0.24,1285,0.00,0.00,16,28.87,28.50,9.00,-6.94,7.03,1.64,0.00,0.66,0.00
38738,13.21,117,0.19,1512,0.00,0.00,16,27.46,22.00,7.40,-8.10,5.36,1.52,0.00,0.64,0.00
38805,13.21,117,0.15,1638,0.00,0.00,16,23.59,17.50,6.24,-9.51,4.21,1.38,0.00,0.64,0.00
38867,13.55,117,0.11,1732,0.00,0.00,16,19.73,14.00,4.93,-10.06,3.88,1.32,0.00,0.64,0.00
38933,13.44,117,0.09,1732,0.00,0.00,16,16.91,10.50,4.50,-10.54,3.91,1.30,0.00,0.64,0.00
38995,13.21,117,0.09,1704,0.00,0.00,16,14.10,7.00,4.06,-10.91,4.32,1.32,0.00,0.64,0.00
39058,12.86,117,0.09,1644,0.00,0.00,16,14.10,7.00,3.77,-11.08,4.88,1.36,0.00,0.64,0.00
39121,12.52,117,0.11,1557,0.00,0.00,16,14.10,14.00,3.63,-11.12,4.88,1.40,0.00,0.64,0.00
39183,12.29,117,0.12,1416,0.00,0.00,16,14.10,23.00,3.63,-10.94,5.36,1.44,0.00,0.64,0.00
39250,12.29,117,0.14,1336,0.00,0.00,16,14.10,23.00,3.77,-10.83,5.55,1.44,0.00,0.64,0.00
39313,12.40,117,0.14,1227,0.00,0.00,16,14.10,23.00,3.92,-10.60,5.81,1.48,0.00,0.64,0.00
39375,12.52,117,0.14,1218,0.00,0.00,16,14.10,23.00,4.06,-10.56,5.85,1.46,0.00,0.64,0.00
39438,12.63,117,0.13,1230,0.00,0.00,16,14.10,23.00,4.06,-10.60,5.36,1.42,0.00,0.64,0.00
39500,13.32,117,0.13,1226,0.00,0.00,16,14.10,23.00,4.06,-10.64,5.21,1.42,0.00,0.64,0.00
39563,13.21,117,0.13,1214,0.00,0.00,16,14.10,23.00,4.06,-10.65,5.08,1.40,0.00,0.64,0.00
39630,13.55,117,0.13,1221,0.00,0.00,16,14.10,23.00,4.06,-10.65,5.14,1.40,0.00,0.64,0.00
39692,13.32,117,0.13,1218,0.00,0.00,16,14.10,22.50,4.06,-10.62,5.14,1.42,0.00,0.64,0.00
39755,13.67,117,0.13,1203,0.00,0.00,16,14.10,23.00,4.06,-10.60,5.08,1.40,0.00,0.64,0.00
39821,13.32,117,0.13,1202,0.00,0.00,16,14.10,23.00,4.06,-10.56,5.14,1.42,0.00,0.64,0.00
39887,12.86,117,0.13,1197,0.00,0.00,16,14.10,22.50,4.21,-10.52,5.21,1.42,0.00,0.64,0.00
39949,12.52,117,0.13,1190,0.00,0.00,16,14.10,22.50,4.21,-10.48,5.27,1.42,0.00,0.64,0.00
40012,12.17,117,0.13,1191,0.00,0.00,16,14.10,22.00,4.21,-10.42,5.27,1.42,0.00,0.64,0.00
40074,11.94,117,0.13,1200,0.00,0.00,16,14.10,20.50,4.35,-10.38,5.21,1.42,0.00,0.64,0.00
40137,11.71,117,0.13,1199,0.00,0.00,16,14.10,19.50,4.35,-10.40,5.10,1.40,0.00,0.64,0.00
40199,11.71,117,0.13,1199,0.00,0.00,16,14.10,20.00,4.35,-10.36,5.08,1.42,0.00,0.64,0.00
40262,11.71,117,0.13,1199,0.00,0.00,16,14.10,19.50,4.35,-10.38,5.08,1.40,0.00,0.64,0.00
